Deaths_Race_American_Indian_Alaskan_Native,Deaths_Race_Asian,Deaths_Race_Black,Deaths_Race_Native_Hawaiian_Other_Pacific_Islander,Deaths_Race_Other,Deaths_Race_Unknown,Deaths_Race_White,Parish,Scrape Time
0,0,10,0,0,0,42,St. Landry,2020-05-28 20:13:46.949338
0,1,15,0,0,0,13,St. Mary,2020-05-28 20:13:46.949338
0,1,26,0,0,0,129,St. Tammany,2020-05-28 20:13:46.949338
0,0,11,0,0,0,22,Tangipahoa,2020-05-28 20:13:46.949338
2,0,22,0,0,0,24,Terrebonne,2020-05-28 20:13:46.949338
0,0,18,0,0,1,18,Washington,2020-05-28 20:13:46.949338
0,0,19,0,0,0,11,West Baton Rouge,2020-05-28 20:13:46.949338
0,0,30,0,0,2,23,Ascension,2020-05-29 19:59:55.137142
0,0,15,0,0,0,10,Bossier,2020-05-29 19:59:55.137142
0,0,124,1,0,1,48,Caddo,2020-05-29 19:59:55.137142
0,0,18,0,1,1,24,Calcasieu,2020-05-29 19:59:55.137142
0,6,128,1,0,1,94,East Baton Rouge,2020-05-29 19:59:55.137142
0,0,16,0,0,0,12,East Feliciana,2020-05-29 19:59:55.137142
0,0,10,0,0,0,27,Iberia,2020-05-29 19:59:55.137142
0,1,28,0,0,0,11,Iberville,2020-05-29 19:59:55.137142
0,7,220,2,6,5,197,Jefferson,2020-05-29 19:59:55.137142
0,0,25,0,0,2,43,Lafourche,2020-05-29 19:59:55.137142
0,0,6,0,0,0,21,Livingston,2020-05-29 19:59:55.137142
0,4,386,0,7,0,105,Orleans,2020-05-29 19:59:55.137142
0,0,24,0,0,0,12,Ouachita,2020-05-29 19:59:55.137142
0,0,22,0,0,0,22,St. Charles,2020-05-29 19:59:55.137142
0,0,19,0,0,0,6,St. James,2020-05-29 19:59:55.137142
0,0,41,0,0,0,36,St. John the Baptist,2020-05-29 19:59:55.137142
0,0,10,0,0,0,42,St. Landry,2020-05-29 19:59:55.137142
0,1,15,0,0,0,13,St. Mary,2020-05-29 19:59:55.137142
0,1,26,0,0,0,129,St. Tammany,2020-05-29 19:59:55.137142
0,0,11,0,0,0,22,Tangipahoa,2020-05-29 19:59:55.137142
2,0,22,0,0,0,24,Terrebonne,2020-05-29 19:59:55.137142
0,0,18,0,0,1,18,Washington,2020-05-29 19:59:55.137142
0,0,19,0,0,0,11,West Baton Rouge,2020-05-29 19:59:55.137142
0,0,30,0,0,2,23,Ascension,2020-05-30 19:52:22.591262
0,0,15,0,0,0,10,Bossier,2020-05-30 19:52:22.591262
0,0,124,1,0,1,48,Caddo,2020-05-30 19:52:22.591262
0,0,18,0,1,1,24,Calcasieu,2020-05-30 19:52:22.591262
0,6,128,1,0,1,94,East Baton Rouge,2020-05-30 19:52:22.591262
0,0,16,0,0,0,12,East Feliciana,2020-05-30 19:52:22.591262
0,0,10,0,0,0,27,Iberia,2020-05-30 19:52:22.591262
0,1,28,0,0,0,11,Iberville,2020-05-30 19:52:22.591262
0,7,220,2,6,5,197,Jefferson,2020-05-30 19:52:22.591262
0,0,25,0,0,2,43,Lafourche,2020-05-30 19:52:22.591262
0,0,6,0,0,0,21,Livingston,2020-05-30 19:52:22.591262
0,4,386,0,7,0,105,Orleans,2020-05-30 19:52:22.591262
0,0,24,0,0,0,12,Ouachita,2020-05-30 19:52:22.591262
0,0,22,0,0,0,22,St. Charles,2020-05-30 19:52:22.591262
0,0,19,0,0,0,6,St. James,2020-05-30 19:52:22.591262
0,0,41,0,0,0,36,St. John the Baptist,2020-05-30 19:52:22.591262
0,0,10,0,0,0,42,St. Landry,2020-05-30 19:52:22.591262
0,1,15,0,0,0,13,St. Mary,2020-05-30 19:52:22.591262
0,1,26,0,0,0,129,St. Tammany,2020-05-30 19:52:22.591262
0,0,11,0,0,0,22,Tangipahoa,2020-05-30 19:52:22.591262
2,0,22,0,0,0,24,Terrebonne,2020-05-30 19:52:22.591262
0,0,18,0,0,1,18,Washington,2020-05-30 19:52:22.591262
0,0,19,0,0,0,11,West Baton Rouge,2020-05-30 19:52:22.591262
0,0,30,0,0,2,23,Ascension,2020-05-31 20:12:13.644980
0,0,15,0,0,0,10,Bossier,2020-05-31 20:12:13.644980
0,0,124,1,0,1,48,Caddo,2020-05-31 20:12:13.644980
0,0,18,0,1,1,24,Calcasieu,2020-05-31 20:12:13.644980
0,6,128,1,0,1,94,East Baton Rouge,2020-05-31 20:12:13.644980
0,0,16,0,0,0,12,East Feliciana,2020-05-31 20:12:13.644980
0,0,10,0,0,0,27,Iberia,2020-05-31 20:12:13.644980
0,1,28,0,0,0,11,Iberville,2020-05-31 20:12:13.644980
0,7,220,2,6,5,197,Jefferson,2020-05-31 20:12:13.644980
0,0,25,0,0,2,43,Lafourche,2020-05-31 20:12:13.644980
0,0,6,0,0,0,21,Livingston,2020-05-31 20:12:13.644980
0,4,386,0,7,0,105,Orleans,2020-05-31 20:12:13.644980
0,0,24,0,0,0,12,Ouachita,2020-05-31 20:12:13.644980
0,0,22,0,0,0,22,St. Charles,2020-05-31 20:12:13.644980
0,0,19,0,0,0,6,St. James,2020-05-31 20:12:13.644980
0,0,41,0,0,0,36,St. John the Baptist,2020-05-31 20:12:13.644980
0,0,10,0,0,0,42,St. Landry,2020-05-31 20:12:13.644980
0,1,15,0,0,0,13,St. Mary,2020-05-31 20:12:13.644980
0,1,26,0,0,0,129,St. Tammany,2020-05-31 20:12:13.644980
0,0,11,0,0,0,22,Tangipahoa,2020-05-31 20:12:13.644980
2,0,22,0,0,0,24,Terrebonne,2020-05-31 20:12:13.644980
0,0,18,0,0,1,18,Washington,2020-05-31 20:12:13.644980
0,0,19,0,0,0,11,West Baton Rouge,2020-05-31 20:12:13.644980
0,0,31,0,0,2,23,Ascension,2020-06-01 20:06:43.876513
0,0,15,0,0,0,11,Bossier,2020-06-01 20:06:43.876513
0,0,134,1,0,1,52,Caddo,2020-06-01 20:06:43.876513
0,0,20,0,1,2,26,Calcasieu,2020-06-01 20:06:43.876513
0,6,133,1,0,3,96,East Baton Rouge,2020-06-01 20:06:43.876513
0,0,16,0,0,0,14,East Feliciana,2020-06-01 20:06:43.876513
0,0,11,0,0,0,27,Iberia,2020-06-01 20:06:43.876513
0,1,28,0,0,0,12,Iberville,2020-06-01 20:06:43.876513
0,7,220,2,6,6,209,Jefferson,2020-06-01 20:06:43.876513
0,0,13,0,0,2,11,Lafayette,2020-06-01 20:06:43.876513
0,0,25,0,0,2,45,Lafourche,2020-06-01 20:06:43.876513
0,0,6,0,0,0,23,Livingston,2020-06-01 20:06:43.876513
0,4,388,0,6,2,107,Orleans,2020-06-01 20:06:43.876513
0,0,27,0,0,1,13,Ouachita,2020-06-01 20:06:43.876513
0,0,13,0,1,0,12,Rapides,2020-06-01 20:06:43.876513
0,0,22,0,0,0,22,St. Charles,2020-06-01 20:06:43.876513
0,0,19,0,0,0,6,St. James,2020-06-01 20:06:43.876513
0,0,41,0,0,0,38,St. John the Baptist,2020-06-01 20:06:43.876513
0,0,10,0,0,0,44,St. Landry,2020-06-01 20:06:43.876513
0,1,16,0,0,0,13,St. Mary,2020-06-01 20:06:43.876513
0,1,27,0,0,0,130,St. Tammany,2020-06-01 20:06:43.876513
0,0,12,0,0,0,23,Tangipahoa,2020-06-01 20:06:43.876513
2,0,22,0,0,0,27,Terrebonne,2020-06-01 20:06:43.876513
0,0,19,0,0,1,18,Washington,2020-06-01 20:06:43.876513
0,0,19,0,0,0,11,West Baton Rouge,2020-06-01 20:06:43.876513
0,0,31,0,0,2,23,Ascension,2020-06-02 20:17:07.158271
0,0,15,0,0,0,11,Bossier,2020-06-02 20:17:07.158271
0,0,134,1,0,1,52,Caddo,2020-06-02 20:17:07.158271
0,0,20,0,1,2,26,Calcasieu,2020-06-02 20:17:07.158271
0,6,133,1,0,3,96,East Baton Rouge,2020-06-02 20:17:07.158271
0,0,16,0,0,0,14,East Feliciana,2020-06-02 20:17:07.158271
0,0,11,0,0,0,27,Iberia,2020-06-02 20:17:07.158271
0,1,28,0,0,0,12,Iberville,2020-06-02 20:17:07.158271
0,7,220,2,6,6,209,Jefferson,2020-06-02 20:17:07.158271
0,0,13,0,0,2,11,Lafayette,2020-06-02 20:17:07.158271
0,0,25,0,0,2,45,Lafourche,2020-06-02 20:17:07.158271
0,0,6,0,0,0,23,Livingston,2020-06-02 20:17:07.158271
0,4,388,0,6,2,107,Orleans,2020-06-02 20:17:07.158271
0,0,27,0,0,1,13,Ouachita,2020-06-02 20:17:07.158271
0,0,13,0,1,0,12,Rapides,2020-06-02 20:17:07.158271
0,0,22,0,0,0,22,St. Charles,2020-06-02 20:17:07.158271
0,0,19,0,0,0,6,St. James,2020-06-02 20:17:07.158271
0,0,41,0,0,0,38,St. John the Baptist,2020-06-02 20:17:07.158271
0,0,10,0,0,0,44,St. Landry,2020-06-02 20:17:07.158271
0,1,16,0,0,0,13,St. Mary,2020-06-02 20:17:07.158271
0,1,27,0,0,0,130,St. Tammany,2020-06-02 20:17:07.158271
0,0,12,0,0,0,23,Tangipahoa,2020-06-02 20:17:07.158271
2,0,22,0,0,0,27,Terrebonne,2020-06-02 20:17:07.158271
0,0,19,0,0,1,18,Washington,2020-06-02 20:17:07.158271
0,0,19,0,0,0,11,West Baton Rouge,2020-06-02 20:17:07.158271
0,0,31,0,0,2,23,Ascension,2020-06-03 19:55:56.968027
0,0,15,0,0,0,11,Bossier,2020-06-03 19:55:56.968027
0,0,134,1,0,1,52,Caddo,2020-06-03 19:55:56.968027
0,0,20,0,1,2,26,Calcasieu,2020-06-03 19:55:56.968027
0,6,133,1,0,3,96,East Baton Rouge,2020-06-03 19:55:56.968027
0,0,16,0,0,0,14,East Feliciana,2020-06-03 19:55:56.968027
0,0,11,0,0,0,27,Iberia,2020-06-03 19:55:56.968027
0,1,28,0,0,0,12,Iberville,2020-06-03 19:55:56.968027
0,7,220,2,6,6,209,Jefferson,2020-06-03 19:55:56.968027
0,0,13,0,0,2,11,Lafayette,2020-06-03 19:55:56.968027
0,0,25,0,0,2,45,Lafourche,2020-06-03 19:55:56.968027
0,0,6,0,0,0,23,Livingston,2020-06-03 19:55:56.968027
0,4,388,0,6,2,107,Orleans,2020-06-03 19:55:56.968027
0,0,27,0,0,1,13,Ouachita,2020-06-03 19:55:56.968027
0,0,13,0,1,0,12,Rapides,2020-06-03 19:55:56.968027
0,0,22,0,0,0,22,St. Charles,2020-06-03 19:55:56.968027
0,0,19,0,0,0,6,St. James,2020-06-03 19:55:56.968027
0,0,41,0,0,0,38,St. John the Baptist,2020-06-03 19:55:56.968027
0,0,10,0,0,0,44,St. Landry,2020-06-03 19:55:56.968027
0,1,16,0,0,0,13,St. Mary,2020-06-03 19:55:56.968027
0,1,27,0,0,0,130,St. Tammany,2020-06-03 19:55:56.968027
0,0,12,0,0,0,23,Tangipahoa,2020-06-03 19:55:56.968027
2,0,22,0,0,0,27,Terrebonne,2020-06-03 19:55:56.968027
0,0,19,0,0,1,18,Washington,2020-06-03 19:55:56.968027
0,0,19,0,0,0,11,West Baton Rouge,2020-06-03 19:55:56.968027
0,0,31,0,0,2,23,Ascension,2020-06-04 22:19:33.559824
0,0,15,0,0,0,11,Bossier,2020-06-04 22:19:33.559824
0,0,134,1,0,1,52,Caddo,2020-06-04 22:19:33.559824
0,0,20,0,1,2,26,Calcasieu,2020-06-04 22:19:33.559824
0,6,133,1,0,3,96,East Baton Rouge,2020-06-04 22:19:33.559824
0,0,16,0,0,0,14,East Feliciana,2020-06-04 22:19:33.559824
0,0,11,0,0,0,27,Iberia,2020-06-04 22:19:33.559824
0,1,28,0,0,0,12,Iberville,2020-06-04 22:19:33.559824
0,7,220,2,6,6,209,Jefferson,2020-06-04 22:19:33.559824
0,0,13,0,0,2,11,Lafayette,2020-06-04 22:19:33.559824
0,0,25,0,0,2,45,Lafourche,2020-06-04 22:19:33.559824
0,0,6,0,0,0,23,Livingston,2020-06-04 22:19:33.559824
0,4,388,0,6,2,107,Orleans,2020-06-04 22:19:33.559824
0,0,27,0,0,1,13,Ouachita,2020-06-04 22:19:33.559824
0,0,13,0,1,0,12,Rapides,2020-06-04 22:19:33.559824
0,0,22,0,0,0,22,St. Charles,2020-06-04 22:19:33.559824
0,0,19,0,0,0,6,St. James,2020-06-04 22:19:33.559824
0,0,41,0,0,0,38,St. John the Baptist,2020-06-04 22:19:33.559824
0,0,10,0,0,0,44,St. Landry,2020-06-04 22:19:33.559824
0,1,16,0,0,0,13,St. Mary,2020-06-04 22:19:33.559824
0,1,27,0,0,0,130,St. Tammany,2020-06-04 22:19:33.559824
0,0,12,0,0,0,23,Tangipahoa,2020-06-04 22:19:33.559824
2,0,22,0,0,0,27,Terrebonne,2020-06-04 22:19:33.559824
0,0,19,0,0,1,18,Washington,2020-06-04 22:19:33.559824
0,0,19,0,0,0,11,West Baton Rouge,2020-06-04 22:19:33.559824
0,0,31,0,0,2,23,Ascension,2020-06-05 20:15:33.579618
0,0,15,0,0,0,11,Bossier,2020-06-05 20:15:33.579618
0,0,134,1,0,1,52,Caddo,2020-06-05 20:15:33.579618
0,0,20,0,1,2,26,Calcasieu,2020-06-05 20:15:33.579618
0,6,133,1,0,3,96,East Baton Rouge,2020-06-05 20:15:33.579618
0,0,16,0,0,0,14,East Feliciana,2020-06-05 20:15:33.579618
0,0,11,0,0,0,27,Iberia,2020-06-05 20:15:33.579618
0,1,28,0,0,0,12,Iberville,2020-06-05 20:15:33.579618
0,7,220,2,6,6,209,Jefferson,2020-06-05 20:15:33.579618
0,0,13,0,0,2,11,Lafayette,2020-06-05 20:15:33.579618
0,0,25,0,0,2,45,Lafourche,2020-06-05 20:15:33.579618
0,0,6,0,0,0,23,Livingston,2020-06-05 20:15:33.579618
0,4,388,0,6,2,107,Orleans,2020-06-05 20:15:33.579618
0,0,27,0,0,1,13,Ouachita,2020-06-05 20:15:33.579618
