Deaths_Race_American_Indian_Alaskan_Native,Deaths_Race_Asian,Deaths_Race_Black,Deaths_Race_Native_Hawaiian_Other_Pacific_Islander,Deaths_Race_Other,Deaths_Race_Unknown,Deaths_Race_White,Parish,Scrape Time
0,0,20,0,1,2,28,Calcasieu,2020-06-09 20:32:00.726972
0,6,139,1,0,5,101,East Baton Rouge,2020-06-09 20:32:00.726972
0,0,16,0,0,0,14,East Feliciana,2020-06-09 20:32:00.726972
0,0,12,0,0,1,28,Iberia,2020-06-09 20:32:00.726972
0,1,29,0,0,0,12,Iberville,2020-06-09 20:32:00.726972
0,8,224,2,6,7,215,Jefferson,2020-06-09 20:32:00.726972
0,0,13,0,0,5,12,Lafayette,2020-06-09 20:32:00.726972
0,0,25,0,0,2,48,Lafourche,2020-06-09 20:32:00.726972
0,0,7,0,0,0,24,Livingston,2020-06-09 20:32:00.726972
0,4,388,0,6,4,110,Orleans,2020-06-09 20:32:00.726972
0,0,31,0,0,0,23,Ouachita,2020-06-09 20:32:00.726972
0,0,12,0,0,0,13,Pointe Coupee,2020-06-09 20:32:00.726972
0,0,20,0,1,0,17,Rapides,2020-06-09 20:32:00.726972
0,0,22,0,0,0,23,St. Charles,2020-06-09 20:32:00.726972
0,0,21,0,0,0,6,St. James,2020-06-09 20:32:00.726972
0,0,45,0,0,0,39,St. John the Baptist,2020-06-09 20:32:00.726972
0,0,10,0,0,0,44,St. Landry,2020-06-09 20:32:00.726972
0,1,18,0,0,0,13,St. Mary,2020-06-09 20:32:00.726972
0,1,27,0,0,0,138,St. Tammany,2020-06-09 20:32:00.726972
0,0,16,0,0,0,23,Tangipahoa,2020-06-09 20:32:00.726972
2,0,23,0,0,0,30,Terrebonne,2020-06-09 20:32:00.726972
0,0,21,0,0,2,19,Washington,2020-06-09 20:32:00.726972
0,0,20,0,0,0,11,West Baton Rouge,2020-06-09 20:32:00.726972
0,0,8,0,0,0,21,Acadia,2020-06-10 20:36:05.726187
0,0,32,0,0,3,23,Ascension,2020-06-10 20:36:05.726187
0,0,15,0,0,0,11,Bossier,2020-06-10 20:36:05.726187
0,0,142,1,0,2,61,Caddo,2020-06-10 20:36:05.726187
0,0,20,0,1,2,28,Calcasieu,2020-06-10 20:36:05.726187
0,6,139,1,0,5,101,East Baton Rouge,2020-06-10 20:36:05.726187
0,0,16,0,0,0,14,East Feliciana,2020-06-10 20:36:05.726187
0,0,12,0,0,1,28,Iberia,2020-06-10 20:36:05.726187
0,1,29,0,0,0,12,Iberville,2020-06-10 20:36:05.726187
0,8,224,2,6,7,215,Jefferson,2020-06-10 20:36:05.726187
0,0,13,0,0,5,12,Lafayette,2020-06-10 20:36:05.726187
0,0,25,0,0,2,48,Lafourche,2020-06-10 20:36:05.726187
0,0,7,0,0,0,24,Livingston,2020-06-10 20:36:05.726187
0,4,388,0,6,4,110,Orleans,2020-06-10 20:36:05.726187
0,0,31,0,0,0,23,Ouachita,2020-06-10 20:36:05.726187
0,0,12,0,0,0,13,Pointe Coupee,2020-06-10 20:36:05.726187
0,0,20,0,1,0,17,Rapides,2020-06-10 20:36:05.726187
0,0,22,0,0,0,23,St. Charles,2020-06-10 20:36:05.726187
0,0,21,0,0,0,6,St. James,2020-06-10 20:36:05.726187
0,0,45,0,0,0,39,St. John the Baptist,2020-06-10 20:36:05.726187
0,0,10,0,0,0,44,St. Landry,2020-06-10 20:36:05.726187
0,1,18,0,0,0,13,St. Mary,2020-06-10 20:36:05.726187
0,1,27,0,0,0,138,St. Tammany,2020-06-10 20:36:05.726187
0,0,16,0,0,0,23,Tangipahoa,2020-06-10 20:36:05.726187
2,0,23,0,0,0,30,Terrebonne,2020-06-10 20:36:05.726187
0,0,21,0,0,2,19,Washington,2020-06-10 20:36:05.726187
0,0,20,0,0,0,11,West Baton Rouge,2020-06-10 20:36:05.726187
0,0,8,0,0,0,21,Acadia,2020-06-11 20:52:07.180995
0,0,32,0,0,3,23,Ascension,2020-06-11 20:52:07.180995
0,0,15,0,0,0,11,Bossier,2020-06-11 20:52:07.180995
0,0,142,1,0,2,61,Caddo,2020-06-11 20:52:07.180995
0,0,20,0,1,2,28,Calcasieu,2020-06-11 20:52:07.180995
0,6,139,1,0,5,101,East Baton Rouge,2020-06-11 20:52:07.180995
0,0,16,0,0,0,14,East Feliciana,2020-06-11 20:52:07.180995
0,0,12,0,0,1,28,Iberia,2020-06-11 20:52:07.180995
0,1,29,0,0,0,12,Iberville,2020-06-11 20:52:07.180995
0,8,224,2,6,7,215,Jefferson,2020-06-11 20:52:07.180995
0,0,13,0,0,5,12,Lafayette,2020-06-11 20:52:07.180995
0,0,25,0,0,2,48,Lafourche,2020-06-11 20:52:07.180995
0,0,7,0,0,0,24,Livingston,2020-06-11 20:52:07.180995
0,4,388,0,6,4,110,Orleans,2020-06-11 20:52:07.180995
0,0,31,0,0,0,23,Ouachita,2020-06-11 20:52:07.180995
0,0,12,0,0,0,13,Pointe Coupee,2020-06-11 20:52:07.180995
0,0,20,0,1,0,17,Rapides,2020-06-11 20:52:07.180995
0,0,22,0,0,0,23,St. Charles,2020-06-11 20:52:07.180995
0,0,21,0,0,0,6,St. James,2020-06-11 20:52:07.180995
0,0,45,0,0,0,39,St. John the Baptist,2020-06-11 20:52:07.180995
0,0,10,0,0,0,44,St. Landry,2020-06-11 20:52:07.180995
0,1,18,0,0,0,13,St. Mary,2020-06-11 20:52:07.180995
0,1,27,0,0,0,138,St. Tammany,2020-06-11 20:52:07.180995
0,0,16,0,0,0,23,Tangipahoa,2020-06-11 20:52:07.180995
2,0,23,0,0,0,30,Terrebonne,2020-06-11 20:52:07.180995
0,0,21,0,0,2,19,Washington,2020-06-11 20:52:07.180995
0,0,20,0,0,0,11,West Baton Rouge,2020-06-11 20:52:07.180995
0,0,8,0,0,0,21,Acadia,2020-06-12 20:26:30.307589
0,0,32,0,0,3,23,Ascension,2020-06-12 20:26:30.307589
0,0,15,0,0,0,11,Bossier,2020-06-12 20:26:30.307589
0,0,142,1,0,2,61,Caddo,2020-06-12 20:26:30.307589
0,0,20,0,1,2,28,Calcasieu,2020-06-12 20:26:30.307589
0,6,139,1,0,5,101,East Baton Rouge,2020-06-12 20:26:30.307589
0,0,16,0,0,0,14,East Feliciana,2020-06-12 20:26:30.307589
0,0,12,0,0,1,28,Iberia,2020-06-12 20:26:30.307589
0,1,29,0,0,0,12,Iberville,2020-06-12 20:26:30.307589
0,8,224,2,6,7,215,Jefferson,2020-06-12 20:26:30.307589
0,0,13,0,0,5,12,Lafayette,2020-06-12 20:26:30.307589
0,0,25,0,0,2,48,Lafourche,2020-06-12 20:26:30.307589
0,0,7,0,0,0,24,Livingston,2020-06-12 20:26:30.307589
0,4,388,0,6,4,110,Orleans,2020-06-12 20:26:30.307589
0,0,31,0,0,0,23,Ouachita,2020-06-12 20:26:30.307589
0,0,12,0,0,0,13,Pointe Coupee,2020-06-12 20:26:30.307589
0,0,20,0,1,0,17,Rapides,2020-06-12 20:26:30.307589
0,0,22,0,0,0,23,St. Charles,2020-06-12 20:26:30.307589
0,0,21,0,0,0,6,St. James,2020-06-12 20:26:30.307589
0,0,45,0,0,0,39,St. John the Baptist,2020-06-12 20:26:30.307589
0,0,10,0,0,0,44,St. Landry,2020-06-12 20:26:30.307589
0,1,18,0,0,0,13,St. Mary,2020-06-12 20:26:30.307589
0,1,27,0,0,0,138,St. Tammany,2020-06-12 20:26:30.307589
0,0,16,0,0,0,23,Tangipahoa,2020-06-12 20:26:30.307589
2,0,23,0,0,0,30,Terrebonne,2020-06-12 20:26:30.307589
0,0,21,0,0,2,19,Washington,2020-06-12 20:26:30.307589
0,0,20,0,0,0,11,West Baton Rouge,2020-06-12 20:26:30.307589
0,0,8,0,0,0,21,Acadia,2020-06-13 20:43:33.288223
0,0,32,0,0,3,23,Ascension,2020-06-13 20:43:33.288223
0,0,15,0,0,0,11,Bossier,2020-06-13 20:43:33.288223
0,0,142,1,0,2,61,Caddo,2020-06-13 20:43:33.288223
0,0,20,0,1,2,28,Calcasieu,2020-06-13 20:43:33.288223
0,6,139,1,0,5,101,East Baton Rouge,2020-06-13 20:43:33.288223
0,0,16,0,0,0,14,East Feliciana,2020-06-13 20:43:33.288223
0,0,12,0,0,1,28,Iberia,2020-06-13 20:43:33.288223
0,1,29,0,0,0,12,Iberville,2020-06-13 20:43:33.288223
0,8,224,2,6,7,215,Jefferson,2020-06-13 20:43:33.288223
0,0,13,0,0,5,12,Lafayette,2020-06-13 20:43:33.288223
0,0,25,0,0,2,48,Lafourche,2020-06-13 20:43:33.288223
0,0,7,0,0,0,24,Livingston,2020-06-13 20:43:33.288223
0,4,388,0,6,4,110,Orleans,2020-06-13 20:43:33.288223
0,0,31,0,0,0,23,Ouachita,2020-06-13 20:43:33.288223
0,0,12,0,0,0,13,Pointe Coupee,2020-06-13 20:43:33.288223
0,0,20,0,1,0,17,Rapides,2020-06-13 20:43:33.288223
0,0,22,0,0,0,23,St. Charles,2020-06-13 20:43:33.288223
0,0,21,0,0,0,6,St. James,2020-06-13 20:43:33.288223
0,0,45,0,0,0,39,St. John the Baptist,2020-06-13 20:43:33.288223
0,0,10,0,0,0,44,St. Landry,2020-06-13 20:43:33.288223
0,1,18,0,0,0,13,St. Mary,2020-06-13 20:43:33.288223
0,1,27,0,0,0,138,St. Tammany,2020-06-13 20:43:33.288223
0,0,16,0,0,0,23,Tangipahoa,2020-06-13 20:43:33.288223
2,0,23,0,0,0,30,Terrebonne,2020-06-13 20:43:33.288223
0,0,21,0,0,2,19,Washington,2020-06-13 20:43:33.288223
0,0,20,0,0,0,11,West Baton Rouge,2020-06-13 20:43:33.288223
0,0,8,0,0,0,21,Acadia,2020-06-14 20:03:02.495075
0,0,32,0,0,3,23,Ascension,2020-06-14 20:03:02.495075
0,0,15,0,0,0,11,Bossier,2020-06-14 20:03:02.495075
0,0,142,1,0,2,61,Caddo,2020-06-14 20:03:02.495075
0,0,20,0,1,2,28,Calcasieu,2020-06-14 20:03:02.495075
0,6,139,1,0,5,101,East Baton Rouge,2020-06-14 20:03:02.495075
0,0,16,0,0,0,14,East Feliciana,2020-06-14 20:03:02.495075
0,0,12,0,0,1,28,Iberia,2020-06-14 20:03:02.495075
0,1,29,0,0,0,12,Iberville,2020-06-14 20:03:02.495075
0,8,224,2,6,7,215,Jefferson,2020-06-14 20:03:02.495075
0,0,13,0,0,5,12,Lafayette,2020-06-14 20:03:02.495075
0,0,25,0,0,2,48,Lafourche,2020-06-14 20:03:02.495075
0,0,7,0,0,0,24,Livingston,2020-06-14 20:03:02.495075
0,4,388,0,6,4,110,Orleans,2020-06-14 20:03:02.495075
0,0,31,0,0,0,23,Ouachita,2020-06-14 20:03:02.495075
0,0,12,0,0,0,13,Pointe Coupee,2020-06-14 20:03:02.495075
0,0,20,0,1,0,17,Rapides,2020-06-14 20:03:02.495075
0,0,22,0,0,0,23,St. Charles,2020-06-14 20:03:02.495075
0,0,21,0,0,0,6,St. James,2020-06-14 20:03:02.495075
0,0,45,0,0,0,39,St. John the Baptist,2020-06-14 20:03:02.495075
0,0,10,0,0,0,44,St. Landry,2020-06-14 20:03:02.495075
0,1,18,0,0,0,13,St. Mary,2020-06-14 20:03:02.495075
0,1,27,0,0,0,138,St. Tammany,2020-06-14 20:03:02.495075
0,0,16,0,0,0,23,Tangipahoa,2020-06-14 20:03:02.495075
2,0,23,0,0,0,30,Terrebonne,2020-06-14 20:03:02.495075
0,0,21,0,0,2,19,Washington,2020-06-14 20:03:02.495075
0,0,20,0,0,0,11,West Baton Rouge,2020-06-14 20:03:02.495075
0,0,8,0,0,0,23,Acadia,2020-06-15 20:27:22.741752
0,0,35,0,0,3,23,Ascension,2020-06-15 20:27:22.741752
0,0,15,0,0,0,13,Bossier,2020-06-15 20:27:22.741752
0,0,147,1,0,0,66,Caddo,2020-06-15 20:27:22.741752
0,0,20,0,1,0,30,Calcasieu,2020-06-15 20:27:22.741752
0,6,146,1,0,0,106,East Baton Rouge,2020-06-15 20:27:22.741752
0,0,17,0,0,0,15,East Feliciana,2020-06-15 20:27:22.741752
0,0,13,0,0,0,29,Iberia,2020-06-15 20:27:22.741752
0,1,30,0,0,0,12,Iberville,2020-06-15 20:27:22.741752
0,8,225,2,6,4,222,Jefferson,2020-06-15 20:27:22.741752
0,0,14,0,0,0,18,Lafayette,2020-06-15 20:27:22.741752
0,0,26,0,0,2,51,Lafourche,2020-06-15 20:27:22.741752
0,0,7,0,0,0,25,Livingston,2020-06-15 20:27:22.741752
1,4,394,0,6,0,114,Orleans,2020-06-15 20:27:22.741752
0,0,35,0,0,0,24,Ouachita,2020-06-15 20:27:22.741752
0,0,12,0,0,0,13,Pointe Coupee,2020-06-15 20:27:22.741752
0,0,23,0,1,0,17,Rapides,2020-06-15 20:27:22.741752
0,0,22,0,0,0,24,St. Charles,2020-06-15 20:27:22.741752
0,0,21,0,0,0,6,St. James,2020-06-15 20:27:22.741752
0,0,45,0,0,0,38,St. John the Baptist,2020-06-15 20:27:22.741752
0,0,11,0,0,0,44,St. Landry,2020-06-15 20:27:22.741752
0,0,7,0,0,0,20,St. Martin,2020-06-15 20:27:22.741752
0,1,19,0,0,0,13,St. Mary,2020-06-15 20:27:22.741752
0,1,27,0,0,0,141,St. Tammany,2020-06-15 20:27:22.741752
0,0,17,0,0,0,25,Tangipahoa,2020-06-15 20:27:22.741752
2,0,23,0,0,0,32,Terrebonne,2020-06-15 20:27:22.741752
0,0,21,0,0,0,22,Washington,2020-06-15 20:27:22.741752
0,0,20,0,0,0,11,West Baton Rouge,2020-06-15 20:27:22.741752
0,0,8,0,0,0,23,Acadia,2020-06-16 20:29:12.389788
0,0,35,0,0,3,23,Ascension,2020-06-16 20:29:12.389788
0,0,15,0,0,0,13,Bossier,2020-06-16 20:29:12.389788
0,0,147,1,0,0,66,Caddo,2020-06-16 20:29:12.389788
0,0,20,0,1,0,30,Calcasieu,2020-06-16 20:29:12.389788
0,6,146,1,0,0,106,East Baton Rouge,2020-06-16 20:29:12.389788
0,0,17,0,0,0,15,East Feliciana,2020-06-16 20:29:12.389788
0,0,13,0,0,0,29,Iberia,2020-06-16 20:29:12.389788
0,1,30,0,0,0,12,Iberville,2020-06-16 20:29:12.389788
0,8,225,2,6,4,222,Jefferson,2020-06-16 20:29:12.389788
0,0,14,0,0,0,18,Lafayette,2020-06-16 20:29:12.389788
0,0,26,0,0,2,51,Lafourche,2020-06-16 20:29:12.389788
0,0,7,0,0,0,25,Livingston,2020-06-16 20:29:12.389788
1,4,394,0,6,0,114,Orleans,2020-06-16 20:29:12.389788
0,0,35,0,0,0,24,Ouachita,2020-06-16 20:29:12.389788
0,0,12,0,0,0,13,Pointe Coupee,2020-06-16 20:29:12.389788
0,0,23,0,1,0,17,Rapides,2020-06-16 20:29:12.389788
0,0,22,0,0,0,24,St. Charles,2020-06-16 20:29:12.389788
0,0,21,0,0,0,6,St. James,2020-06-16 20:29:12.389788
0,0,45,0,0,0,38,St. John the Baptist,2020-06-16 20:29:12.389788
0,0,11,0,0,0,44,St. Landry,2020-06-16 20:29:12.389788
0,0,7,0,0,0,20,St. Martin,2020-06-16 20:29:12.389788
0,1,19,0,0,0,13,St. Mary,2020-06-16 20:29:12.389788
0,1,27,0,0,0,141,St. Tammany,2020-06-16 20:29:12.389788
0,0,17,0,0,0,25,Tangipahoa,2020-06-16 20:29:12.389788
2,0,23,0,0,0,32,Terrebonne,2020-06-16 20:29:12.389788
0,0,21,0,0,0,22,Washington,2020-06-16 20:29:12.389788
0,0,20,0,0,0,11,West Baton Rouge,2020-06-16 20:29:12.389788
0,0,8,0,0,0,23,Acadia,2020-06-17 20:34:07.111288
0,0,35,0,0,3,23,Ascension,2020-06-17 20:34:07.111288
0,0,15,0,0,0,13,Bossier,2020-06-17 20:34:07.111288
0,0,147,1,0,0,66,Caddo,2020-06-17 20:34:07.111288
0,0,20,0,1,0,30,Calcasieu,2020-06-17 20:34:07.111288
0,6,146,1,0,0,106,East Baton Rouge,2020-06-17 20:34:07.111288
0,0,17,0,0,0,15,East Feliciana,2020-06-17 20:34:07.111288
0,0,13,0,0,0,29,Iberia,2020-06-17 20:34:07.111288
0,1,30,0,0,0,12,Iberville,2020-06-17 20:34:07.111288
0,8,225,2,6,4,222,Jefferson,2020-06-17 20:34:07.111288
0,0,14,0,0,0,18,Lafayette,2020-06-17 20:34:07.111288
0,0,26,0,0,2,51,Lafourche,2020-06-17 20:34:07.111288
0,0,7,0,0,0,25,Livingston,2020-06-17 20:34:07.111288
1,4,394,0,6,0,114,Orleans,2020-06-17 20:34:07.111288
0,0,35,0,0,0,24,Ouachita,2020-06-17 20:34:07.111288
0,0,12,0,0,0,13,Pointe Coupee,2020-06-17 20:34:07.111288
0,0,23,0,1,0,17,Rapides,2020-06-17 20:34:07.111288
0,0,22,0,0,0,24,St. Charles,2020-06-17 20:34:07.111288
0,0,21,0,0,0,6,St. James,2020-06-17 20:34:07.111288
0,0,45,0,0,0,38,St. John the Baptist,2020-06-17 20:34:07.111288
0,0,11,0,0,0,44,St. Landry,2020-06-17 20:34:07.111288
0,0,7,0,0,0,20,St. Martin,2020-06-17 20:34:07.111288
0,1,19,0,0,0,13,St. Mary,2020-06-17 20:34:07.111288
0,1,27,0,0,0,141,St. Tammany,2020-06-17 20:34:07.111288
0,0,17,0,0,0,25,Tangipahoa,2020-06-17 20:34:07.111288
2,0,23,0,0,0,32,Terrebonne,2020-06-17 20:34:07.111288
0,0,21,0,0,0,22,Washington,2020-06-17 20:34:07.111288
0,0,20,0,0,0,11,West Baton Rouge,2020-06-17 20:34:07.111288
0,0,8,0,0,0,23,Acadia,2020-06-18 21:06:58.639118
0,0,35,0,0,3,23,Ascension,2020-06-18 21:06:58.639118
0,0,15,0,0,0,13,Bossier,2020-06-18 21:06:58.639118
0,0,147,1,0,0,66,Caddo,2020-06-18 21:06:58.639118
0,0,20,0,1,0,30,Calcasieu,2020-06-18 21:06:58.639118
0,6,146,1,0,0,106,East Baton Rouge,2020-06-18 21:06:58.639118
0,0,17,0,0,0,15,East Feliciana,2020-06-18 21:06:58.639118
0,0,13,0,0,0,29,Iberia,2020-06-18 21:06:58.639118
0,1,30,0,0,0,12,Iberville,2020-06-18 21:06:58.639118
0,8,225,2,6,4,222,Jefferson,2020-06-18 21:06:58.639118
0,0,14,0,0,0,18,Lafayette,2020-06-18 21:06:58.639118
0,0,26,0,0,2,51,Lafourche,2020-06-18 21:06:58.639118
0,0,7,0,0,0,25,Livingston,2020-06-18 21:06:58.639118
1,4,394,0,6,0,114,Orleans,2020-06-18 21:06:58.639118
0,0,35,0,0,0,24,Ouachita,2020-06-18 21:06:58.639118
0,0,12,0,0,0,13,Pointe Coupee,2020-06-18 21:06:58.639118
0,0,23,0,1,0,17,Rapides,2020-06-18 21:06:58.639118
0,0,22,0,0,0,24,St. Charles,2020-06-18 21:06:58.639118
0,0,21,0,0,0,6,St. James,2020-06-18 21:06:58.639118
0,0,45,0,0,0,38,St. John the Baptist,2020-06-18 21:06:58.639118
0,0,11,0,0,0,44,St. Landry,2020-06-18 21:06:58.639118
0,0,7,0,0,0,20,St. Martin,2020-06-18 21:06:58.639118
0,1,19,0,0,0,13,St. Mary,2020-06-18 21:06:58.639118
0,1,27,0,0,0,141,St. Tammany,2020-06-18 21:06:58.639118
0,0,17,0,0,0,25,Tangipahoa,2020-06-18 21:06:58.639118
2,0,23,0,0,0,32,Terrebonne,2020-06-18 21:06:58.639118
0,0,21,0,0,0,22,Washington,2020-06-18 21:06:58.639118
0,0,20,0,0,0,11,West Baton Rouge,2020-06-18 21:06:58.639118
0,0,8,0,0,0,23,Acadia,2020-06-19 19:47:24.389120
0,0,35,0,0,3,23,Ascension,2020-06-19 19:47:24.389120
0,0,15,0,0,0,13,Bossier,2020-06-19 19:47:24.389120
0,0,147,1,0,0,66,Caddo,2020-06-19 19:47:24.389120
0,0,20,0,1,0,30,Calcasieu,2020-06-19 19:47:24.389120
0,6,146,1,0,0,106,East Baton Rouge,2020-06-19 19:47:24.389120
0,0,17,0,0,0,15,East Feliciana,2020-06-19 19:47:24.389120
0,0,13,0,0,0,29,Iberia,2020-06-19 19:47:24.389120
0,1,30,0,0,0,12,Iberville,2020-06-19 19:47:24.389120
0,8,225,2,6,4,222,Jefferson,2020-06-19 19:47:24.389120
0,0,14,0,0,0,18,Lafayette,2020-06-19 19:47:24.389120
0,0,26,0,0,2,51,Lafourche,2020-06-19 19:47:24.389120
0,0,7,0,0,0,25,Livingston,2020-06-19 19:47:24.389120
1,4,394,0,6,0,114,Orleans,2020-06-19 19:47:24.389120
0,0,35,0,0,0,24,Ouachita,2020-06-19 19:47:24.389120
0,0,12,0,0,0,13,Pointe Coupee,2020-06-19 19:47:24.389120
0,0,23,0,1,0,17,Rapides,2020-06-19 19:47:24.389120
0,0,22,0,0,0,24,St. Charles,2020-06-19 19:47:24.389120
0,0,21,0,0,0,6,St. James,2020-06-19 19:47:24.389120
0,0,45,0,0,0,38,St. John the Baptist,2020-06-19 19:47:24.389120
0,0,11,0,0,0,44,St. Landry,2020-06-19 19:47:24.389120
0,0,7,0,0,0,20,St. Martin,2020-06-19 19:47:24.389120
0,1,19,0,0,0,13,St. Mary,2020-06-19 19:47:24.389120
0,1,27,0,0,0,141,St. Tammany,2020-06-19 19:47:24.389120
0,0,17,0,0,0,25,Tangipahoa,2020-06-19 19:47:24.389120
2,0,23,0,0,0,32,Terrebonne,2020-06-19 19:47:24.389120
0,0,21,0,0,0,22,Washington,2020-06-19 19:47:24.389120
0,0,20,0,0,0,11,West Baton Rouge,2020-06-19 19:47:24.389120
0,0,8,0,0,0,23,Acadia,2020-06-20 21:22:46.902777
0,0,35,0,0,3,23,Ascension,2020-06-20 21:22:46.902777
0,0,15,0,0,0,13,Bossier,2020-06-20 21:22:46.902777
0,0,147,1,0,0,66,Caddo,2020-06-20 21:22:46.902777
0,0,20,0,1,0,30,Calcasieu,2020-06-20 21:22:46.902777
0,6,146,1,0,0,106,East Baton Rouge,2020-06-20 21:22:46.902777
0,0,17,0,0,0,15,East Feliciana,2020-06-20 21:22:46.902777
0,0,13,0,0,0,29,Iberia,2020-06-20 21:22:46.902777
0,1,30,0,0,0,12,Iberville,2020-06-20 21:22:46.902777
0,8,225,2,6,4,222,Jefferson,2020-06-20 21:22:46.902777
0,0,14,0,0,0,18,Lafayette,2020-06-20 21:22:46.902777
0,0,26,0,0,2,51,Lafourche,2020-06-20 21:22:46.902777
0,0,7,0,0,0,25,Livingston,2020-06-20 21:22:46.902777
1,4,394,0,6,0,114,Orleans,2020-06-20 21:22:46.902777
0,0,35,0,0,0,24,Ouachita,2020-06-20 21:22:46.902777
0,0,12,0,0,0,13,Pointe Coupee,2020-06-20 21:22:46.902777
0,0,23,0,1,0,17,Rapides,2020-06-20 21:22:46.902777
0,0,22,0,0,0,24,St. Charles,2020-06-20 21:22:46.902777
0,0,21,0,0,0,6,St. James,2020-06-20 21:22:46.902777
0,0,45,0,0,0,38,St. John the Baptist,2020-06-20 21:22:46.902777
0,0,11,0,0,0,44,St. Landry,2020-06-20 21:22:46.902777
0,0,7,0,0,0,20,St. Martin,2020-06-20 21:22:46.902777
0,1,19,0,0,0,13,St. Mary,2020-06-20 21:22:46.902777
0,1,27,0,0,0,141,St. Tammany,2020-06-20 21:22:46.902777
0,0,17,0,0,0,25,Tangipahoa,2020-06-20 21:22:46.902777
2,0,23,0,0,0,32,Terrebonne,2020-06-20 21:22:46.902777
0,0,21,0,0,0,22,Washington,2020-06-20 21:22:46.902777
0,0,20,0,0,0,11,West Baton Rouge,2020-06-20 21:22:46.902777
0,0,8,0,0,0,23,Acadia,2020-06-21 20:56:32.605161
0,0,35,0,0,3,23,Ascension,2020-06-21 20:56:32.605161
0,0,15,0,0,0,13,Bossier,2020-06-21 20:56:32.605161
0,0,147,1,0,0,66,Caddo,2020-06-21 20:56:32.605161
0,0,20,0,1,0,30,Calcasieu,2020-06-21 20:56:32.605161
0,6,146,1,0,0,106,East Baton Rouge,2020-06-21 20:56:32.605161
0,0,17,0,0,0,15,East Feliciana,2020-06-21 20:56:32.605161
0,0,13,0,0,0,29,Iberia,2020-06-21 20:56:32.605161
0,1,30,0,0,0,12,Iberville,2020-06-21 20:56:32.605161
0,8,225,2,6,4,222,Jefferson,2020-06-21 20:56:32.605161
0,0,14,0,0,0,18,Lafayette,2020-06-21 20:56:32.605161
0,0,26,0,0,2,51,Lafourche,2020-06-21 20:56:32.605161
0,0,7,0,0,0,25,Livingston,2020-06-21 20:56:32.605161
1,4,394,0,6,0,114,Orleans,2020-06-21 20:56:32.605161
0,0,35,0,0,0,24,Ouachita,2020-06-21 20:56:32.605161
0,0,12,0,0,0,13,Pointe Coupee,2020-06-21 20:56:32.605161
0,0,23,0,1,0,17,Rapides,2020-06-21 20:56:32.605161
0,0,22,0,0,0,24,St. Charles,2020-06-21 20:56:32.605161
0,0,21,0,0,0,6,St. James,2020-06-21 20:56:32.605161
0,0,45,0,0,0,38,St. John the Baptist,2020-06-21 20:56:32.605161
0,0,11,0,0,0,44,St. Landry,2020-06-21 20:56:32.605161
0,0,7,0,0,0,20,St. Martin,2020-06-21 20:56:32.605161
0,1,19,0,0,0,13,St. Mary,2020-06-21 20:56:32.605161
0,1,27,0,0,0,141,St. Tammany,2020-06-21 20:56:32.605161
0,0,17,0,0,0,25,Tangipahoa,2020-06-21 20:56:32.605161
2,0,23,0,0,0,32,Terrebonne,2020-06-21 20:56:32.605161
0,0,21,0,0,0,22,Washington,2020-06-21 20:56:32.605161
0,0,20,0,0,0,11,West Baton Rouge,2020-06-21 20:56:32.605161
0,0,8,0,0,0,24,Acadia,2020-06-22 19:57:06.884330
0,0,35,0,0,0,23,Ascension,2020-06-22 19:57:06.884330
0,0,14,0,0,0,12,Bienville,2020-06-22 19:57:06.884330
0,0,15,0,0,0,13,Bossier,2020-06-22 19:57:06.884330
0,0,151,1,0,0,71,Caddo,2020-06-22 19:57:06.884330
0,0,21,0,1,0,31,Calcasieu,2020-06-22 19:57:06.884330
0,6,149,1,0,0,107,East Baton Rouge,2020-06-22 19:57:06.884330
0,0,17,0,0,0,15,East Feliciana,2020-06-22 19:57:06.884330
0,0,13,0,0,0,29,Iberia,2020-06-22 19:57:06.884330
0,1,30,0,0,0,12,Iberville,2020-06-22 19:57:06.884330
0,8,232,2,6,0,229,Jefferson,2020-06-22 19:57:06.884330
0,0,14,0,0,0,19,Lafayette,2020-06-22 19:57:06.884330
0,0,26,0,0,0,57,Lafourche,2020-06-22 19:57:06.884330
0,0,7,0,0,0,28,Livingston,2020-06-22 19:57:06.884330
1,4,402,0,6,0,116,Orleans,2020-06-22 19:57:06.884330
0,0,40,0,0,0,26,Ouachita,2020-06-22 19:57:06.884330
0,0,12,0,0,0,15,Pointe Coupee,2020-06-22 19:57:06.884330
0,0,28,0,1,0,21,Rapides,2020-06-22 19:57:06.884330
0,0,22,0,0,0,24,St. Charles,2020-06-22 19:57:06.884330
0,0,21,0,0,0,7,St. James,2020-06-22 19:57:06.884330
0,0,46,0,0,0,39,St. John the Baptist,2020-06-22 19:57:06.884330
0,0,11,0,0,0,44,St. Landry,2020-06-22 19:57:06.884330
0,0,7,0,0,0,21,St. Martin,2020-06-22 19:57:06.884330
0,1,19,0,0,0,15,St. Mary,2020-06-22 19:57:06.884330
0,1,27,0,0,0,142,St. Tammany,2020-06-22 19:57:06.884330
0,0,17,0,0,0,25,Tangipahoa,2020-06-22 19:57:06.884330
2,0,23,0,0,0,35,Terrebonne,2020-06-22 19:57:06.884330
0,0,21,0,0,0,23,Washington,2020-06-22 19:57:06.884330
0,0,20,0,0,0,10,West Baton Rouge,2020-06-22 19:57:06.884330
