Age_0_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_89,Age_90_plus,CasesFemale,CasesMale,Scrape_Time,UpdateAge,UpdateGender
6,28,30,30,38,19,12,0,2,78,87,2020-03-29 21:40:34.405182,2020-03-26,2020-03-26
