,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-22T00:00:00.000,Alexandria,0-9,351,3,0
1,2020-11-22T00:00:00.000,Alexandria,10-19,337,6,0
2,2020-11-22T00:00:00.000,Alexandria,20-29,993,9,1
3,2020-11-22T00:00:00.000,Alexandria,30-39,1129,37,2
4,2020-11-22T00:00:00.000,Alexandria,40-49,849,58,1
5,2020-11-22T00:00:00.000,Alexandria,50-59,598,72,14
6,2020-11-22T00:00:00.000,Alexandria,60-69,362,66,5
7,2020-11-22T00:00:00.000,Alexandria,70-79,161,57,21
8,2020-11-22T00:00:00.000,Alexandria,80+,138,39,33
9,2020-11-22T00:00:00.000,Alexandria,Missing,17,0,0
10,2020-11-22T00:00:00.000,Alleghany,0-9,109,0,0
11,2020-11-22T00:00:00.000,Alleghany,10-19,431,2,0
12,2020-11-22T00:00:00.000,Alleghany,20-29,762,2,0
13,2020-11-22T00:00:00.000,Alleghany,30-39,696,9,0
14,2020-11-22T00:00:00.000,Alleghany,40-49,686,12,0
15,2020-11-22T00:00:00.000,Alleghany,50-59,674,16,2
16,2020-11-22T00:00:00.000,Alleghany,60-69,473,31,4
17,2020-11-22T00:00:00.000,Alleghany,70-79,362,45,30
18,2020-11-22T00:00:00.000,Alleghany,80+,327,34,33
19,2020-11-22T00:00:00.000,Alleghany,Missing,10,0,0
20,2020-11-22T00:00:00.000,Arlington,0-9,182,2,0
21,2020-11-22T00:00:00.000,Arlington,10-19,387,6,0
22,2020-11-22T00:00:00.000,Arlington,20-29,1432,26,0
23,2020-11-22T00:00:00.000,Arlington,30-39,1128,57,0
24,2020-11-22T00:00:00.000,Arlington,40-49,897,75,9
25,2020-11-22T00:00:00.000,Arlington,50-59,705,95,9
26,2020-11-22T00:00:00.000,Arlington,60-69,479,111,23
27,2020-11-22T00:00:00.000,Arlington,70-79,256,93,38
28,2020-11-22T00:00:00.000,Arlington,80+,255,102,77
29,2020-11-22T00:00:00.000,Arlington,Missing,37,1,0
30,2020-11-22T00:00:00.000,Central Shenandoah,0-9,219,0,0
31,2020-11-22T00:00:00.000,Central Shenandoah,10-19,1554,2,0
32,2020-11-22T00:00:00.000,Central Shenandoah,20-29,2321,15,0
33,2020-11-22T00:00:00.000,Central Shenandoah,30-39,914,13,1
34,2020-11-22T00:00:00.000,Central Shenandoah,40-49,954,32,0
35,2020-11-22T00:00:00.000,Central Shenandoah,50-59,970,59,7
36,2020-11-22T00:00:00.000,Central Shenandoah,60-69,762,74,18
37,2020-11-22T00:00:00.000,Central Shenandoah,70-79,416,89,29
38,2020-11-22T00:00:00.000,Central Shenandoah,80+,351,70,46
39,2020-11-22T00:00:00.000,Central Shenandoah,Missing,21,0,0
40,2020-11-22T00:00:00.000,Central Virginia,0-9,178,0,0
41,2020-11-22T00:00:00.000,Central Virginia,10-19,799,3,0
42,2020-11-22T00:00:00.000,Central Virginia,20-29,1486,9,0
43,2020-11-22T00:00:00.000,Central Virginia,30-39,816,18,0
44,2020-11-22T00:00:00.000,Central Virginia,40-49,813,12,1
45,2020-11-22T00:00:00.000,Central Virginia,50-59,900,27,5
46,2020-11-22T00:00:00.000,Central Virginia,60-69,637,50,10
47,2020-11-22T00:00:00.000,Central Virginia,70-79,439,58,15
48,2020-11-22T00:00:00.000,Central Virginia,80+,283,51,39
49,2020-11-22T00:00:00.000,Central Virginia,Missing,8,0,0
50,2020-11-22T00:00:00.000,Chesapeake,0-9,237,3,0
51,2020-11-22T00:00:00.000,Chesapeake,10-19,514,4,0
52,2020-11-22T00:00:00.000,Chesapeake,20-29,1098,13,0
53,2020-11-22T00:00:00.000,Chesapeake,30-39,1126,30,0
54,2020-11-22T00:00:00.000,Chesapeake,40-49,915,63,1
55,2020-11-22T00:00:00.000,Chesapeake,50-59,853,97,8
56,2020-11-22T00:00:00.000,Chesapeake,60-69,635,122,16
57,2020-11-22T00:00:00.000,Chesapeake,70-79,312,103,16
58,2020-11-22T00:00:00.000,Chesapeake,80+,226,84,39
59,2020-11-22T00:00:00.000,Chesapeake,Missing,51,1,0
60,2020-11-22T00:00:00.000,Chesterfield,0-9,394,5,0
61,2020-11-22T00:00:00.000,Chesterfield,10-19,970,3,0
62,2020-11-22T00:00:00.000,Chesterfield,20-29,1699,21,0
63,2020-11-22T00:00:00.000,Chesterfield,30-39,1715,50,2
64,2020-11-22T00:00:00.000,Chesterfield,40-49,1527,67,5
65,2020-11-22T00:00:00.000,Chesterfield,50-59,1308,110,8
66,2020-11-22T00:00:00.000,Chesterfield,60-69,839,114,29
67,2020-11-22T00:00:00.000,Chesterfield,70-79,416,85,48
68,2020-11-22T00:00:00.000,Chesterfield,80+,335,66,67
69,2020-11-22T00:00:00.000,Chesterfield,Missing,198,2,0
70,2020-11-22T00:00:00.000,Chickahominy,0-9,91,1,0
71,2020-11-22T00:00:00.000,Chickahominy,10-19,350,0,0
72,2020-11-22T00:00:00.000,Chickahominy,20-29,487,4,0
73,2020-11-22T00:00:00.000,Chickahominy,30-39,431,8,0
74,2020-11-22T00:00:00.000,Chickahominy,40-49,411,19,1
75,2020-11-22T00:00:00.000,Chickahominy,50-59,538,39,1
76,2020-11-22T00:00:00.000,Chickahominy,60-69,338,47,12
77,2020-11-22T00:00:00.000,Chickahominy,70-79,237,43,13
78,2020-11-22T00:00:00.000,Chickahominy,80+,166,64,39
79,2020-11-22T00:00:00.000,Chickahominy,Missing,38,0,1
80,2020-11-22T00:00:00.000,Crater,0-9,140,2,0
81,2020-11-22T00:00:00.000,Crater,10-19,383,3,0
82,2020-11-22T00:00:00.000,Crater,20-29,955,10,0
83,2020-11-22T00:00:00.000,Crater,30-39,1069,15,1
84,2020-11-22T00:00:00.000,Crater,40-49,877,30,1
85,2020-11-22T00:00:00.000,Crater,50-59,972,66,12
86,2020-11-22T00:00:00.000,Crater,60-69,647,89,27
87,2020-11-22T00:00:00.000,Crater,70-79,364,70,35
88,2020-11-22T00:00:00.000,Crater,80+,231,50,46
89,2020-11-22T00:00:00.000,Crater,Missing,47,0,0
90,2020-11-22T00:00:00.000,Cumberland Plateau,0-9,80,1,0
91,2020-11-22T00:00:00.000,Cumberland Plateau,10-19,278,2,0
92,2020-11-22T00:00:00.000,Cumberland Plateau,20-29,340,0,0
93,2020-11-22T00:00:00.000,Cumberland Plateau,30-39,275,2,0
94,2020-11-22T00:00:00.000,Cumberland Plateau,40-49,320,10,1
95,2020-11-22T00:00:00.000,Cumberland Plateau,50-59,359,30,2
96,2020-11-22T00:00:00.000,Cumberland Plateau,60-69,310,30,5
97,2020-11-22T00:00:00.000,Cumberland Plateau,70-79,206,27,6
98,2020-11-22T00:00:00.000,Cumberland Plateau,80+,82,25,8
99,2020-11-22T00:00:00.000,Cumberland Plateau,Missing,1,0,0
100,2020-11-22T00:00:00.000,Eastern Shore,0-9,33,2,0
101,2020-11-22T00:00:00.000,Eastern Shore,10-19,89,1,0
102,2020-11-22T00:00:00.000,Eastern Shore,20-29,237,6,0
103,2020-11-22T00:00:00.000,Eastern Shore,30-39,294,11,0
104,2020-11-22T00:00:00.000,Eastern Shore,40-49,294,13,2
105,2020-11-22T00:00:00.000,Eastern Shore,50-59,323,31,8
106,2020-11-22T00:00:00.000,Eastern Shore,60-69,224,35,8
107,2020-11-22T00:00:00.000,Eastern Shore,70-79,78,27,13
108,2020-11-22T00:00:00.000,Eastern Shore,80+,59,27,21
109,2020-11-22T00:00:00.000,Eastern Shore,Missing,6,0,0
110,2020-11-22T00:00:00.000,Fairfax,0-9,1368,35,0
111,2020-11-22T00:00:00.000,Fairfax,10-19,2560,36,0
112,2020-11-22T00:00:00.000,Fairfax,20-29,5253,128,3
113,2020-11-22T00:00:00.000,Fairfax,30-39,5348,254,9
114,2020-11-22T00:00:00.000,Fairfax,40-49,4854,378,16
115,2020-11-22T00:00:00.000,Fairfax,50-59,4293,458,47
116,2020-11-22T00:00:00.000,Fairfax,60-69,2566,462,89
117,2020-11-22T00:00:00.000,Fairfax,70-79,1091,343,131
118,2020-11-22T00:00:00.000,Fairfax,80+,1103,402,334
119,2020-11-22T00:00:00.000,Fairfax,Missing,198,7,0
120,2020-11-22T00:00:00.000,Hampton,0-9,81,0,0
121,2020-11-22T00:00:00.000,Hampton,10-19,171,0,0
122,2020-11-22T00:00:00.000,Hampton,20-29,646,4,1
123,2020-11-22T00:00:00.000,Hampton,30-39,457,6,0
124,2020-11-22T00:00:00.000,Hampton,40-49,345,19,1
125,2020-11-22T00:00:00.000,Hampton,50-59,348,22,5
126,2020-11-22T00:00:00.000,Hampton,60-69,247,25,15
127,2020-11-22T00:00:00.000,Hampton,70-79,148,23,6
128,2020-11-22T00:00:00.000,Hampton,80+,94,14,6
129,2020-11-22T00:00:00.000,Hampton,Missing,38,0,0
130,2020-11-22T00:00:00.000,Henrico,0-9,309,6,0
131,2020-11-22T00:00:00.000,Henrico,10-19,731,7,0
132,2020-11-22T00:00:00.000,Henrico,20-29,1388,23,1
133,2020-11-22T00:00:00.000,Henrico,30-39,1333,33,0
134,2020-11-22T00:00:00.000,Henrico,40-49,1130,61,5
135,2020-11-22T00:00:00.000,Henrico,50-59,1043,90,15
136,2020-11-22T00:00:00.000,Henrico,60-69,706,103,42
137,2020-11-22T00:00:00.000,Henrico,70-79,457,102,59
138,2020-11-22T00:00:00.000,Henrico,80+,599,136,119
139,2020-11-22T00:00:00.000,Henrico,Missing,66,3,1
140,2020-11-22T00:00:00.000,Lenowisco,0-9,102,0,0
141,2020-11-22T00:00:00.000,Lenowisco,10-19,220,2,0
142,2020-11-22T00:00:00.000,Lenowisco,20-29,327,0,0
143,2020-11-22T00:00:00.000,Lenowisco,30-39,391,6,1
