,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-31T00:00:00.000,Confirmed,115334,9504,2447
1,2020-08-31T00:00:00.000,Probable,5260,65,133
2,2020-08-30T00:00:00.000,Confirmed,114514,9490,2436
3,2020-08-30T00:00:00.000,Probable,5233,65,133
4,2020-08-29T00:00:00.000,Confirmed,113623,9448,2435
5,2020-08-29T00:00:00.000,Probable,5186,64,133
6,2020-08-28T00:00:00.000,Confirmed,112446,9397,2417
7,2020-08-28T00:00:00.000,Probable,5146,63,133
8,2020-08-27T00:00:00.000,Confirmed,111484,9329,2394
9,2020-08-27T00:00:00.000,Probable,5095,62,133
10,2020-08-26T00:00:00.000,Confirmed,110437,9264,2382
11,2020-08-26T00:00:00.000,Probable,5021,62,133
12,2020-08-25T00:00:00.000,Confirmed,109679,9199,2370
13,2020-08-25T00:00:00.000,Probable,4956,60,124
14,2020-08-24T00:00:00.000,Confirmed,108767,9148,2352
15,2020-08-24T00:00:00.000,Probable,4863,59,119
16,2020-08-23T00:00:00.000,Confirmed,108112,9117,2348
17,2020-08-23T00:00:00.000,Probable,4854,59,119
18,2020-08-22T00:00:00.000,Confirmed,107268,9081,2324
19,2020-08-22T00:00:00.000,Probable,4804,58,119
20,2020-08-21T00:00:00.000,Confirmed,106177,9014,2319
21,2020-08-21T00:00:00.000,Probable,4683,57,117
22,2020-08-20T00:00:00.000,Confirmed,105289,8940,2310
23,2020-08-20T00:00:00.000,Probable,4593,58,117
24,2020-08-19T00:00:00.000,Confirmed,104475,8868,2293
25,2020-08-19T00:00:00.000,Probable,4544,57,117
26,2020-08-18T00:00:00.000,Confirmed,103809,8793,2278
27,2020-08-18T00:00:00.000,Probable,4473,56,118
28,2020-08-17T00:00:00.000,Confirmed,103016,8713,2268
29,2020-08-17T00:00:00.000,Probable,4405,54,117
30,2020-08-16T00:00:00.000,Confirmed,102299,8682,2266
31,2020-08-16T00:00:00.000,Probable,4388,55,115
32,2020-08-15T00:00:00.000,Confirmed,101448,8648,2265
33,2020-08-15T00:00:00.000,Probable,4302,53,116
34,2020-08-14T00:00:00.000,Confirmed,100603,8597,2255
35,2020-08-14T00:00:00.000,Probable,4235,53,115
36,2020-08-13T00:00:00.000,Confirmed,99428,8540,2248
37,2020-08-13T00:00:00.000,Probable,4194,52,115
38,2020-08-12T00:00:00.000,Confirmed,98374,8480,2238
39,2020-08-12T00:00:00.000,Probable,4147,52,114
40,2020-08-11T00:00:00.000,Confirmed,97712,8407,2232
41,2020-08-11T00:00:00.000,Probable,4033,51,112
42,2020-08-10T00:00:00.000,Confirmed,96807,8341,2215
43,2020-08-10T00:00:00.000,Probable,3942,50,112
44,2020-08-09T00:00:00.000,Confirmed,96167,8319,2214
45,2020-08-09T00:00:00.000,Probable,3919,50,112
46,2020-08-08T00:00:00.000,Confirmed,95326,8282,2211
47,2020-08-08T00:00:00.000,Probable,3863,50,111
48,2020-08-07T00:00:00.000,Confirmed,94141,8231,2208
49,2020-08-07T00:00:00.000,Probable,3741,50,109
50,2020-08-06T00:00:00.000,Confirmed,92244,8135,2191
51,2020-08-06T00:00:00.000,Probable,3623,48,108
52,2020-08-05T00:00:00.000,Confirmed,91473,8077,2164
53,2020-08-05T00:00:00.000,Probable,3576,49,110
54,2020-08-04T00:00:00.000,Confirmed,90728,8037,2134
55,2020-08-04T00:00:00.000,Probable,3523,48,110
