,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-15T00:00:00.000,Alexandria,0-9,283,3,0
1,2020-10-15T00:00:00.000,Alexandria,10-19,293,5,0
2,2020-10-15T00:00:00.000,Alexandria,20-29,776,13,1
3,2020-10-15T00:00:00.000,Alexandria,30-39,934,38,1
4,2020-10-15T00:00:00.000,Alexandria,40-49,698,52,1
5,2020-10-15T00:00:00.000,Alexandria,50-59,511,67,14
6,2020-10-15T00:00:00.000,Alexandria,60-69,300,60,4
7,2020-10-15T00:00:00.000,Alexandria,70-79,145,50,21
8,2020-10-15T00:00:00.000,Alexandria,80+,126,36,31
9,2020-10-15T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-10-15T00:00:00.000,Alleghany,0-9,57,0,0
11,2020-10-15T00:00:00.000,Alleghany,10-19,243,1,0
12,2020-10-15T00:00:00.000,Alleghany,20-29,414,1,0
13,2020-10-15T00:00:00.000,Alleghany,30-39,283,6,0
14,2020-10-15T00:00:00.000,Alleghany,40-49,287,8,0
15,2020-10-15T00:00:00.000,Alleghany,50-59,330,15,1
16,2020-10-15T00:00:00.000,Alleghany,60-69,202,21,1
17,2020-10-15T00:00:00.000,Alleghany,70-79,162,22,17
18,2020-10-15T00:00:00.000,Alleghany,80+,108,20,10
19,2020-10-15T00:00:00.000,Alleghany,Missing,4,0,0
20,2020-10-15T00:00:00.000,Arlington,0-9,129,2,0
21,2020-10-15T00:00:00.000,Arlington,10-19,261,6,0
22,2020-10-15T00:00:00.000,Arlington,20-29,977,24,0
23,2020-10-15T00:00:00.000,Arlington,30-39,812,50,0
24,2020-10-15T00:00:00.000,Arlington,40-49,685,71,9
25,2020-10-15T00:00:00.000,Arlington,50-59,557,85,8
26,2020-10-15T00:00:00.000,Arlington,60-69,389,99,22
27,2020-10-15T00:00:00.000,Arlington,70-79,218,86,38
28,2020-10-15T00:00:00.000,Arlington,80+,231,94,75
29,2020-10-15T00:00:00.000,Arlington,Missing,19,1,0
30,2020-10-15T00:00:00.000,Central Shenandoah,0-9,160,0,0
31,2020-10-15T00:00:00.000,Central Shenandoah,10-19,1188,1,0
32,2020-10-15T00:00:00.000,Central Shenandoah,20-29,1853,14,0
33,2020-10-15T00:00:00.000,Central Shenandoah,30-39,664,11,2
34,2020-10-15T00:00:00.000,Central Shenandoah,40-49,697,27,0
35,2020-10-15T00:00:00.000,Central Shenandoah,50-59,707,48,6
36,2020-10-15T00:00:00.000,Central Shenandoah,60-69,515,64,17
37,2020-10-15T00:00:00.000,Central Shenandoah,70-79,259,70,19
38,2020-10-15T00:00:00.000,Central Shenandoah,80+,233,53,29
39,2020-10-15T00:00:00.000,Central Shenandoah,Missing,18,0,0
40,2020-10-15T00:00:00.000,Central Virginia,0-9,117,0,0
41,2020-10-15T00:00:00.000,Central Virginia,10-19,547,3,0
42,2020-10-15T00:00:00.000,Central Virginia,20-29,1030,8,0
