,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-18T00:00:00.000,Alexandria,4768,344,76
1,2020-11-18T00:00:00.000,Alleghany,4097,142,64
2,2020-11-18T00:00:00.000,Arlington,5512,563,156
3,2020-11-18T00:00:00.000,Central Shenandoah,8036,335,98
4,2020-11-18T00:00:00.000,Central Virginia,5996,220,69
5,2020-11-18T00:00:00.000,Chesapeake,5695,510,80
6,2020-11-18T00:00:00.000,Chesterfield,9039,513,155
7,2020-11-18T00:00:00.000,Chickahominy,2907,220,64
8,2020-11-18T00:00:00.000,Crater,5552,326,120
9,2020-11-18T00:00:00.000,Cumberland Plateau,2119,120,18
10,2020-11-18T00:00:00.000,Eastern Shore,1604,151,52
11,2020-11-18T00:00:00.000,Fairfax,27545,2462,626
12,2020-11-18T00:00:00.000,Hampton,2449,108,34
13,2020-11-18T00:00:00.000,Henrico,7456,547,241
14,2020-11-18T00:00:00.000,Lenowisco,2543,142,46
15,2020-11-18T00:00:00.000,Lord Fairfax,5115,401,140
16,2020-11-18T00:00:00.000,Loudoun,9020,527,136
17,2020-11-18T00:00:00.000,Mount Rogers,5190,377,164
18,2020-11-18T00:00:00.000,New River,5521,120,35
19,2020-11-18T00:00:00.000,Norfolk,6083,430,87
20,2020-11-18T00:00:00.000,Peninsula,5852,241,94
21,2020-11-18T00:00:00.000,Piedmont,2833,192,63
22,2020-11-18T00:00:00.000,Pittsylvania-Danville,3009,236,65
23,2020-11-18T00:00:00.000,Portsmouth,3031,345,70
24,2020-11-18T00:00:00.000,Prince William,19140,1252,266
25,2020-11-18T00:00:00.000,Rappahannock,7162,468,95
26,2020-11-18T00:00:00.000,Rappahannock Rapidan,3872,215,59
27,2020-11-18T00:00:00.000,Richmond,6104,480,80
28,2020-11-18T00:00:00.000,Roanoke,3585,122,62
29,2020-11-18T00:00:00.000,Southside,2160,99,53
30,2020-11-18T00:00:00.000,Thomas Jefferson,4912,259,80
31,2020-11-18T00:00:00.000,Three Rivers,2500,149,42
32,2020-11-18T00:00:00.000,Virginia Beach,9533,483,111
33,2020-11-18T00:00:00.000,Western Tidewater,4981,260,161
34,2020-11-18T00:00:00.000,West Piedmont,3912,348,98
35,2020-11-17T00:00:00.000,Alexandria,4726,343,76
36,2020-11-17T00:00:00.000,Alleghany,3946,140,63
37,2020-11-17T00:00:00.000,Arlington,5454,561,157
38,2020-11-17T00:00:00.000,Central Shenandoah,7961,331,98
39,2020-11-17T00:00:00.000,Central Virginia,5960,220,69
40,2020-11-17T00:00:00.000,Chesapeake,5636,506,80
41,2020-11-17T00:00:00.000,Chesterfield,8995,510,154
42,2020-11-17T00:00:00.000,Chickahominy,2881,218,64
43,2020-11-17T00:00:00.000,Crater,5538,324,120
44,2020-11-17T00:00:00.000,Cumberland Plateau,2038,120,18
45,2020-11-17T00:00:00.000,Eastern Shore,1599,151,52
46,2020-11-17T00:00:00.000,Fairfax,27291,2447,625
47,2020-11-17T00:00:00.000,Hampton,2442,108,34
48,2020-11-17T00:00:00.000,Henrico,7361,544,244
49,2020-11-17T00:00:00.000,Lenowisco,2505,141,40
50,2020-11-17T00:00:00.000,Lord Fairfax,4941,393,139
51,2020-11-17T00:00:00.000,Loudoun,8954,520,136
52,2020-11-17T00:00:00.000,Mount Rogers,5113,373,154
53,2020-11-17T00:00:00.000,New River,5398,116,33
54,2020-11-17T00:00:00.000,Norfolk,6037,427,87
55,2020-11-17T00:00:00.000,Peninsula,5821,240,94
56,2020-11-17T00:00:00.000,Piedmont,2823,191,63
57,2020-11-17T00:00:00.000,Pittsylvania-Danville,2992,231,65
58,2020-11-17T00:00:00.000,Portsmouth,3027,345,70
59,2020-11-17T00:00:00.000,Prince William,18965,1244,265
60,2020-11-17T00:00:00.000,Rappahannock,7095,466,95
61,2020-11-17T00:00:00.000,Rappahannock Rapidan,3856,214,57
62,2020-11-17T00:00:00.000,Richmond,6055,477,79
63,2020-11-17T00:00:00.000,Roanoke,3535,121,59
64,2020-11-17T00:00:00.000,Southside,2149,96,53
65,2020-11-17T00:00:00.000,Thomas Jefferson,4885,259,80
66,2020-11-17T00:00:00.000,Three Rivers,2483,149,42
67,2020-11-17T00:00:00.000,Virginia Beach,9449,478,111
68,2020-11-17T00:00:00.000,Western Tidewater,4975,259,161
69,2020-11-17T00:00:00.000,West Piedmont,3876,345,98
70,2020-11-16T00:00:00.000,Alexandria,4698,341,76
71,2020-11-16T00:00:00.000,Alleghany,3824,140,61
72,2020-11-16T00:00:00.000,Arlington,5380,561,157
73,2020-11-16T00:00:00.000,Central Shenandoah,7787,327,94
74,2020-11-16T00:00:00.000,Central Virginia,5847,219,69
75,2020-11-16T00:00:00.000,Chesapeake,5559,503,79
76,2020-11-16T00:00:00.000,Chesterfield,8907,509,153
77,2020-11-16T00:00:00.000,Chickahominy,2862,218,64
78,2020-11-16T00:00:00.000,Crater,5521,324,119
79,2020-11-16T00:00:00.000,Cumberland Plateau,2004,118,17
80,2020-11-16T00:00:00.000,Eastern Shore,1590,151,52
81,2020-11-16T00:00:00.000,Fairfax,27095,2440,625
82,2020-11-16T00:00:00.000,Hampton,2432,107,34
83,2020-11-16T00:00:00.000,Henrico,7281,544,243
84,2020-11-16T00:00:00.000,Lenowisco,2462,138,36
85,2020-11-16T00:00:00.000,Lord Fairfax,4828,391,138
86,2020-11-16T00:00:00.000,Loudoun,8894,516,136
87,2020-11-16T00:00:00.000,Mount Rogers,5053,371,154
88,2020-11-16T00:00:00.000,New River,5373,116,32
89,2020-11-16T00:00:00.000,Norfolk,5965,425,87
90,2020-11-16T00:00:00.000,Peninsula,5767,241,94
91,2020-11-16T00:00:00.000,Piedmont,2805,188,62
92,2020-11-16T00:00:00.000,Pittsylvania-Danville,2953,229,65
93,2020-11-16T00:00:00.000,Portsmouth,3021,345,70
94,2020-11-16T00:00:00.000,Prince William,18807,1237,265
95,2020-11-16T00:00:00.000,Rappahannock,7037,463,95
96,2020-11-16T00:00:00.000,Rappahannock Rapidan,3778,211,57
97,2020-11-16T00:00:00.000,Richmond,6007,477,78
98,2020-11-16T00:00:00.000,Roanoke,3453,121,54
99,2020-11-16T00:00:00.000,Southside,2137,96,51
100,2020-11-16T00:00:00.000,Thomas Jefferson,4862,259,80
101,2020-11-16T00:00:00.000,Three Rivers,2470,149,41
102,2020-11-16T00:00:00.000,Virginia Beach,9384,477,111
103,2020-11-16T00:00:00.000,Western Tidewater,4950,258,160
104,2020-11-16T00:00:00.000,West Piedmont,3844,342,97
105,2020-11-15T00:00:00.000,Alexandria,4635,336,76
106,2020-11-15T00:00:00.000,Alleghany,3820,138,59
107,2020-11-15T00:00:00.000,Arlington,5298,561,157
108,2020-11-15T00:00:00.000,Central Shenandoah,7716,326,94
109,2020-11-15T00:00:00.000,Central Virginia,5742,219,67
110,2020-11-15T00:00:00.000,Chesapeake,5506,503,80
111,2020-11-15T00:00:00.000,Chesterfield,8756,507,153
112,2020-11-15T00:00:00.000,Chickahominy,2784,216,64
113,2020-11-15T00:00:00.000,Crater,5490,324,118
114,2020-11-15T00:00:00.000,Cumberland Plateau,1949,117,17
115,2020-11-15T00:00:00.000,Eastern Shore,1585,151,52
116,2020-11-15T00:00:00.000,Fairfax,26695,2433,625
117,2020-11-15T00:00:00.000,Hampton,2376,106,34
118,2020-11-15T00:00:00.000,Henrico,7200,541,243
119,2020-11-15T00:00:00.000,Lenowisco,2433,138,36
120,2020-11-15T00:00:00.000,Lord Fairfax,4792,389,139
121,2020-11-15T00:00:00.000,Loudoun,8810,516,135
122,2020-11-15T00:00:00.000,Mount Rogers,4951,371,153
123,2020-11-15T00:00:00.000,New River,5313,112,32
124,2020-11-15T00:00:00.000,Norfolk,5872,425,87
125,2020-11-15T00:00:00.000,Peninsula,5658,240,94
126,2020-11-15T00:00:00.000,Piedmont,2787,187,61
127,2020-11-15T00:00:00.000,Pittsylvania-Danville,2910,226,65
128,2020-11-15T00:00:00.000,Portsmouth,2997,343,70
129,2020-11-15T00:00:00.000,Prince William,18594,1236,265
130,2020-11-15T00:00:00.000,Rappahannock,6925,463,95
131,2020-11-15T00:00:00.000,Rappahannock Rapidan,3695,210,57
132,2020-11-15T00:00:00.000,Richmond,5963,477,78
133,2020-11-15T00:00:00.000,Roanoke,3441,120,53
134,2020-11-15T00:00:00.000,Southside,2105,96,51
135,2020-11-15T00:00:00.000,Thomas Jefferson,4819,259,80
136,2020-11-15T00:00:00.000,Three Rivers,2451,148,41
137,2020-11-15T00:00:00.000,Virginia Beach,9164,477,112
138,2020-11-15T00:00:00.000,Western Tidewater,4930,256,160
139,2020-11-15T00:00:00.000,West Piedmont,3798,337,97
140,2020-11-14T00:00:00.000,Alexandria,4619,336,76
141,2020-11-14T00:00:00.000,Alleghany,3794,137,59
142,2020-11-14T00:00:00.000,Arlington,5241,559,157
143,2020-11-14T00:00:00.000,Central Shenandoah,7704,326,94
144,2020-11-14T00:00:00.000,Central Virginia,5714,219,67
145,2020-11-14T00:00:00.000,Chesapeake,5499,503,80
146,2020-11-14T00:00:00.000,Chesterfield,8717,505,153
147,2020-11-14T00:00:00.000,Chickahominy,2775,214,64
148,2020-11-14T00:00:00.000,Crater,5478,324,118
149,2020-11-14T00:00:00.000,Cumberland Plateau,1941,117,17
150,2020-11-14T00:00:00.000,Eastern Shore,1582,151,52
151,2020-11-14T00:00:00.000,Fairfax,26518,2428,625
152,2020-11-14T00:00:00.000,Hampton,2356,106,34
153,2020-11-14T00:00:00.000,Henrico,7166,541,243
154,2020-11-14T00:00:00.000,Lenowisco,2385,133,35
155,2020-11-14T00:00:00.000,Lord Fairfax,4754,387,139
156,2020-11-14T00:00:00.000,Loudoun,8706,515,135
157,2020-11-14T00:00:00.000,Mount Rogers,4909,370,153
158,2020-11-14T00:00:00.000,New River,5287,112,32
159,2020-11-14T00:00:00.000,Norfolk,5863,425,87
160,2020-11-14T00:00:00.000,Peninsula,5638,239,94
161,2020-11-14T00:00:00.000,Piedmont,2779,187,61
162,2020-11-14T00:00:00.000,Pittsylvania-Danville,2904,226,65
163,2020-11-14T00:00:00.000,Portsmouth,2977,343,70
164,2020-11-14T00:00:00.000,Prince William,18529,1236,265
165,2020-11-14T00:00:00.000,Rappahannock,6894,463,95
166,2020-11-14T00:00:00.000,Rappahannock Rapidan,3642,210,57
167,2020-11-14T00:00:00.000,Richmond,5947,477,78
168,2020-11-14T00:00:00.000,Roanoke,3421,120,53
169,2020-11-14T00:00:00.000,Southside,2096,96,51
170,2020-11-14T00:00:00.000,Thomas Jefferson,4788,259,80
171,2020-11-14T00:00:00.000,Three Rivers,2437,148,41
172,2020-11-14T00:00:00.000,Virginia Beach,9094,476,112
173,2020-11-14T00:00:00.000,Western Tidewater,4887,256,160
174,2020-11-14T00:00:00.000,West Piedmont,3758,336,97
175,2020-11-13T00:00:00.000,Alexandria,4602,336,76
176,2020-11-13T00:00:00.000,Alleghany,3707,136,57
177,2020-11-13T00:00:00.000,Arlington,5191,558,155
178,2020-11-13T00:00:00.000,Central Shenandoah,7643,325,93
179,2020-11-13T00:00:00.000,Central Virginia,5692,217,68
180,2020-11-13T00:00:00.000,Chesapeake,5453,501,80
181,2020-11-13T00:00:00.000,Chesterfield,8656,503,153
182,2020-11-13T00:00:00.000,Chickahominy,2752,213,62
183,2020-11-13T00:00:00.000,Crater,5465,324,118
184,2020-11-13T00:00:00.000,Cumberland Plateau,1901,116,17
185,2020-11-13T00:00:00.000,Eastern Shore,1576,151,52
186,2020-11-13T00:00:00.000,Fairfax,26401,2423,625
187,2020-11-13T00:00:00.000,Hampton,2344,104,34
188,2020-11-13T00:00:00.000,Henrico,7133,538,243
189,2020-11-13T00:00:00.000,Lenowisco,2336,131,34
190,2020-11-13T00:00:00.000,Lord Fairfax,4674,383,139
191,2020-11-13T00:00:00.000,Loudoun,8642,515,135
192,2020-11-13T00:00:00.000,Mount Rogers,4790,365,153
193,2020-11-13T00:00:00.000,New River,5261,111,32
194,2020-11-13T00:00:00.000,Norfolk,5829,423,86
