,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-09T00:00:00.000,Alexandria,3546,302,62
1,2020-09-09T00:00:00.000,Alleghany,1290,66,23
2,2020-09-09T00:00:00.000,Arlington,3679,480,143
3,2020-09-09T00:00:00.000,Central Shenandoah,4205,246,64
4,2020-09-09T00:00:00.000,Central Virginia,2606,89,19
5,2020-09-09T00:00:00.000,Chesapeake,3982,349,50
6,2020-09-09T00:00:00.000,Chesterfield,5777,319,113
7,2020-09-09T00:00:00.000,Chickahominy,1363,146,48
8,2020-09-09T00:00:00.000,Crater,3441,256,80
9,2020-09-09T00:00:00.000,Cumberland Plateau,593,49,9
10,2020-09-09T00:00:00.000,Eastern Shore,1459,137,48
11,2020-09-09T00:00:00.000,Fairfax,19369,2120,580
12,2020-09-09T00:00:00.000,Hampton,1661,57,16
13,2020-09-09T00:00:00.000,Henrico,4872,392,195
14,2020-09-09T00:00:00.000,Lenowisco,798,70,13
15,2020-09-09T00:00:00.000,Lord Fairfax,2885,257,98
16,2020-09-09T00:00:00.000,Loudoun,6273,399,118
17,2020-09-09T00:00:00.000,Mount Rogers,2304,199,76
18,2020-09-09T00:00:00.000,New River,2058,39,9
19,2020-09-09T00:00:00.000,Norfolk,4545,312,60
20,2020-09-09T00:00:00.000,Peninsula,4006,183,59
21,2020-09-09T00:00:00.000,Piedmont,1786,127,40
22,2020-09-09T00:00:00.000,Pittsylvania-Danville,1567,109,23
23,2020-09-09T00:00:00.000,Portsmouth,2324,217,43
24,2020-09-09T00:00:00.000,Prince William,13793,1057,219
25,2020-09-09T00:00:00.000,Rappahannock,4733,368,65
26,2020-09-09T00:00:00.000,Rappahannock Rapidan,2398,162,42
27,2020-09-09T00:00:00.000,Richmond,4198,393,49
28,2020-09-09T00:00:00.000,Roanoke,1312,53,15
29,2020-09-09T00:00:00.000,Southside,1184,74,39
30,2020-09-09T00:00:00.000,Thomas Jefferson,2715,174,58
31,2020-09-09T00:00:00.000,Three Rivers,1384,95,20
32,2020-09-09T00:00:00.000,Virginia Beach,6305,335,71
33,2020-09-09T00:00:00.000,Western Tidewater,3111,168,94
34,2020-09-09T00:00:00.000,West Piedmont,1767,209,36
35,2020-09-08T00:00:00.000,Alexandria,3527,302,62
36,2020-09-08T00:00:00.000,Alleghany,1283,66,23
37,2020-09-08T00:00:00.000,Arlington,3656,478,143
38,2020-09-08T00:00:00.000,Central Shenandoah,4121,246,63
39,2020-09-08T00:00:00.000,Central Virginia,2571,88,19
40,2020-09-08T00:00:00.000,Chesapeake,3962,348,50
41,2020-09-08T00:00:00.000,Chesterfield,5735,313,110
42,2020-09-08T00:00:00.000,Chickahominy,1349,146,48
43,2020-09-08T00:00:00.000,Crater,3383,254,80
44,2020-09-08T00:00:00.000,Cumberland Plateau,587,49,9
45,2020-09-08T00:00:00.000,Eastern Shore,1458,136,48
46,2020-09-08T00:00:00.000,Fairfax,19326,2114,577
47,2020-09-08T00:00:00.000,Hampton,1651,57,16
48,2020-09-08T00:00:00.000,Henrico,4844,390,194
49,2020-09-08T00:00:00.000,Lenowisco,794,70,13
50,2020-09-08T00:00:00.000,Lord Fairfax,2883,254,98
51,2020-09-08T00:00:00.000,Loudoun,6263,396,118
52,2020-09-08T00:00:00.000,Mount Rogers,2292,198,76
53,2020-09-08T00:00:00.000,New River,1982,38,9
54,2020-09-08T00:00:00.000,Norfolk,4537,310,60
55,2020-09-08T00:00:00.000,Peninsula,3996,183,59
56,2020-09-08T00:00:00.000,Piedmont,1778,127,40
57,2020-09-08T00:00:00.000,Pittsylvania-Danville,1555,108,23
58,2020-09-08T00:00:00.000,Portsmouth,2309,195,43
59,2020-09-08T00:00:00.000,Prince William,13722,1054,219
60,2020-09-08T00:00:00.000,Rappahannock,4683,366,65
61,2020-09-08T00:00:00.000,Rappahannock Rapidan,2381,160,40
62,2020-09-08T00:00:00.000,Richmond,4176,390,49
63,2020-09-08T00:00:00.000,Roanoke,1306,52,15
64,2020-09-08T00:00:00.000,Southside,1161,74,39
65,2020-09-08T00:00:00.000,Thomas Jefferson,2688,174,57
66,2020-09-08T00:00:00.000,Three Rivers,1375,94,20
67,2020-09-08T00:00:00.000,Virginia Beach,6227,328,71
