,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-02T00:00:00.000,Confirmed,169512,12522,3402
1,2020-11-02T00:00:00.000,Probable,13906,152,256
2,2020-11-01T00:00:00.000,Confirmed,168675,12495,3399
3,2020-11-01T00:00:00.000,Probable,13717,152,256
4,2020-10-31T00:00:00.000,Confirmed,167703,12452,3398
5,2020-10-31T00:00:00.000,Probable,13487,152,256
6,2020-10-30T00:00:00.000,Confirmed,166551,12368,3391
7,2020-10-30T00:00:00.000,Probable,13088,143,252
8,2020-10-29T00:00:00.000,Confirmed,165384,12314,3384
9,2020-10-29T00:00:00.000,Probable,12799,140,252
10,2020-10-28T00:00:00.000,Confirmed,164308,12248,3364
11,2020-10-28T00:00:00.000,Probable,12446,136,252
12,2020-10-27T00:00:00.000,Confirmed,163339,12190,3350
13,2020-10-27T00:00:00.000,Probable,12070,130,250
14,2020-10-26T00:00:00.000,Confirmed,162427,12132,3331
15,2020-10-26T00:00:00.000,Probable,11848,128,250
16,2020-10-25T00:00:00.000,Confirmed,161668,12107,3329
17,2020-10-25T00:00:00.000,Probable,11703,126,250
18,2020-10-24T00:00:00.000,Confirmed,160843,12075,3328
19,2020-10-24T00:00:00.000,Probable,11529,123,250
20,2020-10-23T00:00:00.000,Confirmed,160004,12018,3293
21,2020-10-23T00:00:00.000,Probable,11280,122,246
22,2020-10-22T00:00:00.000,Confirmed,159060,11953,3274
23,2020-10-22T00:00:00.000,Probable,11044,120,250
24,2020-10-21T00:00:00.000,Confirmed,157998,11896,3266
25,2020-10-21T00:00:00.000,Probable,10774,114,249
26,2020-10-20T00:00:00.000,Confirmed,157213,11845,3236
27,2020-10-20T00:00:00.000,Probable,10541,110,249
28,2020-10-19T00:00:00.000,Confirmed,156439,11777,3209
29,2020-10-19T00:00:00.000,Probable,10389,105,248
30,2020-10-18T00:00:00.000,Confirmed,155838,11756,3186
31,2020-10-18T00:00:00.000,Probable,10300,105,247
32,2020-10-17T00:00:00.000,Confirmed,155068,11726,3175
33,2020-10-17T00:00:00.000,Probable,10170,105,247
34,2020-10-16T00:00:00.000,Confirmed,154126,11675,3161
35,2020-10-16T00:00:00.000,Probable,9998,105,247
36,2020-10-15T00:00:00.000,Confirmed,153117,11602,3149
37,2020-10-15T00:00:00.000,Probable,9824,102,239
38,2020-10-14T00:00:00.000,Confirmed,152039,11526,3141
39,2020-10-14T00:00:00.000,Probable,9571,102,240
40,2020-10-13T00:00:00.000,Confirmed,151357,11497,3132
41,2020-10-13T00:00:00.000,Probable,9448,101,240
42,2020-10-12T00:00:00.000,Confirmed,150321,11453,3122
43,2020-10-12T00:00:00.000,Probable,9249,100,239
44,2020-10-11T00:00:00.000,Confirmed,149631,11421,3120
45,2020-10-11T00:00:00.000,Probable,9085,98,238
46,2020-10-10T00:00:00.000,Confirmed,148933,11405,3116
47,2020-10-10T00:00:00.000,Probable,8972,96,238
48,2020-10-09T00:00:00.000,Confirmed,147928,11352,3110
49,2020-10-09T00:00:00.000,Probable,8721,95,234
50,2020-10-08T00:00:00.000,Confirmed,146957,11299,3097
51,2020-10-08T00:00:00.000,Probable,8578,94,231
52,2020-10-07T00:00:00.000,Confirmed,145462,11252,3088
