,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-30T00:00:00.000,Confirmed,140614,10956,2995
1,2020-09-30T00:00:00.000,Probable,7657,85,213
2,2020-09-29T00:00:00.000,Confirmed,139961,10894,2976
3,2020-09-29T00:00:00.000,Probable,7555,84,211
4,2020-09-28T00:00:00.000,Confirmed,139144,10832,2962
5,2020-09-28T00:00:00.000,Probable,7449,84,210
6,2020-09-27T00:00:00.000,Confirmed,138734,10804,2951
7,2020-09-27T00:00:00.000,Probable,7410,85,208
8,2020-09-26T00:00:00.000,Confirmed,138173,10778,2937
9,2020-09-26T00:00:00.000,Probable,7235,85,207
10,2020-09-25T00:00:00.000,Confirmed,137283,10721,2930
11,2020-09-25T00:00:00.000,Probable,7150,85,206
12,2020-09-24T00:00:00.000,Confirmed,136448,10684,2907
13,2020-09-24T00:00:00.000,Probable,7044,85,206
14,2020-09-23T00:00:00.000,Confirmed,135626,10634,2882
15,2020-09-23T00:00:00.000,Probable,6964,84,207
16,2020-09-22T00:00:00.000,Confirmed,135101,10592,2853
17,2020-09-22T00:00:00.000,Probable,6909,83,207
18,2020-09-21T00:00:00.000,Confirmed,134301,10531,2816
19,2020-09-21T00:00:00.000,Probable,6837,82,205
20,2020-09-20T00:00:00.000,Confirmed,133722,10510,2811
21,2020-09-20T00:00:00.000,Probable,6789,81,204
22,2020-09-19T00:00:00.000,Confirmed,132966,10484,2787
23,2020-09-19T00:00:00.000,Probable,6689,78,203
24,2020-09-18T00:00:00.000,Confirmed,132090,10445,2755
25,2020-09-18T00:00:00.000,Probable,6612,75,194
26,2020-09-17T00:00:00.000,Confirmed,130960,10393,2734
27,2020-09-17T00:00:00.000,Probable,6500,71,186
28,2020-09-16T00:00:00.000,Confirmed,129963,10318,2711
29,2020-09-16T00:00:00.000,Probable,6396,71,173
30,2020-09-15T00:00:00.000,Confirmed,129259,10267,2691
31,2020-09-15T00:00:00.000,Probable,6255,70,148
32,2020-09-14T00:00:00.000,Confirmed,128400,10223,2607
33,2020-09-14T00:00:00.000,Probable,6171,70,136
34,2020-09-13T00:00:00.000,Confirmed,127672,10175,2591
