,report_date,fips,locality,vdh_health_district,total_cases,hospitalizations,deaths
0,2020-12-13T00:00:00.000,51001,Accomack,Eastern Shore,1494,112,21
1,2020-12-13T00:00:00.000,51003,Albemarle,Thomas Jefferson,2269,115,28
2,2020-12-13T00:00:00.000,51005,Alleghany,Alleghany,497,24,18
3,2020-12-13T00:00:00.000,51007,Amelia,Piedmont,303,25,7
4,2020-12-13T00:00:00.000,51009,Amherst,Central Virginia,1065,35,7
5,2020-12-13T00:00:00.000,51011,Appomattox,Central Virginia,499,28,6
6,2020-12-13T00:00:00.000,51013,Arlington,Arlington,7395,612,164
7,2020-12-13T00:00:00.000,51015,Augusta,Central Shenandoah,2103,54,16
8,2020-12-13T00:00:00.000,51017,Bath,Central Shenandoah,97,1,0
9,2020-12-13T00:00:00.000,51019,Bedford,Central Virginia,2333,87,26
10,2020-12-13T00:00:00.000,51021,Bland,Mount Rogers,370,8,5
11,2020-12-13T00:00:00.000,51023,Botetourt,Alleghany,978,36,14
12,2020-12-13T00:00:00.000,51025,Brunswick,Southside,522,39,8
13,2020-12-13T00:00:00.000,51027,Buchanan,Cumberland Plateau,583,41,24
14,2020-12-13T00:00:00.000,51029,Buckingham,Piedmont,1139,37,10
15,2020-12-13T00:00:00.000,51031,Campbell,Central Virginia,1503,45,15
16,2020-12-13T00:00:00.000,51033,Caroline,Rappahannock,784,35,8
17,2020-12-13T00:00:00.000,51035,Carroll,Mount Rogers,1223,86,31
18,2020-12-13T00:00:00.000,51036,Charles City,Chickahominy,159,24,7
19,2020-12-13T00:00:00.000,51037,Charlotte,Piedmont,309,28,5
20,2020-12-13T00:00:00.000,51041,Chesterfield,Chesterfield,10753,545,148
21,2020-12-13T00:00:00.000,51043,Clarke,Lord Fairfax,278,20,4
22,2020-12-13T00:00:00.000,51045,Craig,Alleghany,111,5,1
23,2020-12-13T00:00:00.000,51047,Culpeper,Rappahannock Rapidan,2540,121,19
24,2020-12-13T00:00:00.000,51049,Cumberland,Piedmont,174,14,4
25,2020-12-13T00:00:00.000,51051,Dickenson,Cumberland Plateau,477,20,3
26,2020-12-13T00:00:00.000,51053,Dinwiddie,Crater,737,50,14
27,2020-12-13T00:00:00.000,51057,Essex,Three Rivers,279,24,2
28,2020-12-13T00:00:00.000,51059,Fairfax,Fairfax,36555,2690,641
29,2020-12-13T00:00:00.000,51061,Fauquier,Rappahannock Rapidan,1869,71,28
30,2020-12-13T00:00:00.000,51063,Floyd,New River,415,17,17
31,2020-12-13T00:00:00.000,51065,Fluvanna,Thomas Jefferson,618,49,9
32,2020-12-13T00:00:00.000,51067,Franklin County,West Piedmont,1943,66,20
33,2020-12-13T00:00:00.000,51069,Frederick,Lord Fairfax,2898,130,22
34,2020-12-13T00:00:00.000,51071,Giles,New River,414,18,1
35,2020-12-13T00:00:00.000,51073,Gloucester,Three Rivers,623,22,5
36,2020-12-13T00:00:00.000,51075,Goochland,Chickahominy,514,34,7
37,2020-12-13T00:00:00.000,51077,Grayson,Mount Rogers,641,45,22
38,2020-12-13T00:00:00.000,51079,Greene,Thomas Jefferson,427,26,4
39,2020-12-13T00:00:00.000,51081,Greensville,Crater,947,41,16
40,2020-12-13T00:00:00.000,51083,Halifax,Southside,927,23,24
41,2020-12-13T00:00:00.000,51085,Hanover,Chickahominy,2967,170,60
42,2020-12-13T00:00:00.000,51087,Henrico,Henrico,9989,634,269
43,2020-12-13T00:00:00.000,51089,Henry,West Piedmont,2183,195,45
44,2020-12-13T00:00:00.000,51091,Highland,Central Shenandoah,32,0,0
45,2020-12-13T00:00:00.000,51093,Isle of Wight,Western Tidewater,1190,62,27
46,2020-12-13T00:00:00.000,51095,James City,Peninsula,1348,80,25
47,2020-12-13T00:00:00.000,51097,King and Queen,Three Rivers,121,14,2
48,2020-12-13T00:00:00.000,51099,King George,Rappahannock,537,33,7
49,2020-12-13T00:00:00.000,51101,King William,Three Rivers,336,24,5
50,2020-12-13T00:00:00.000,51103,Lancaster,Three Rivers,267,14,2
51,2020-12-13T00:00:00.000,51105,Lee,Lenowisco,1141,54,15
52,2020-12-13T00:00:00.000,51107,Loudoun,Loudoun,11788,584,151
53,2020-12-13T00:00:00.000,51109,Louisa,Thomas Jefferson,663,49,9
54,2020-12-13T00:00:00.000,51111,Lunenburg,Piedmont,212,11,3
55,2020-12-13T00:00:00.000,51113,Madison,Rappahannock Rapidan,232,14,4
56,2020-12-13T00:00:00.000,51115,Mathews,Three Rivers,198,13,1
57,2020-12-13T00:00:00.000,51117,Mecklenburg,Southside,1103,58,37
58,2020-12-13T00:00:00.000,51119,Middlesex,Three Rivers,205,11,11
59,2020-12-13T00:00:00.000,51121,Montgomery,New River,4452,83,29
60,2020-12-13T00:00:00.000,51125,Nelson,Thomas Jefferson,247,13,3
61,2020-12-13T00:00:00.000,51127,New Kent,Chickahominy,475,19,5
62,2020-12-13T00:00:00.000,51131,Northampton,Eastern Shore,374,52,31
63,2020-12-13T00:00:00.000,51133,Northumberland,Three Rivers,322,18,9
64,2020-12-13T00:00:00.000,51135,Nottoway,Piedmont,817,59,24
65,2020-12-13T00:00:00.000,51137,Orange,Rappahannock Rapidan,719,37,9
66,2020-12-13T00:00:00.000,51139,Page,Lord Fairfax,740,64,33
67,2020-12-13T00:00:00.000,51141,Patrick,West Piedmont,590,68,28
68,2020-12-13T00:00:00.000,51143,Pittsylvania,Pittsylvania-Danville,2151,118,29
69,2020-12-13T00:00:00.000,51145,Powhatan,Chesterfield,635,27,6
70,2020-12-13T00:00:00.000,51147,Prince Edward,Piedmont,932,47,16
71,2020-12-13T00:00:00.000,51149,Prince George,Crater,1578,31,7
72,2020-12-13T00:00:00.000,51153,Prince William,Prince William,21176,1140,242
73,2020-12-13T00:00:00.000,51155,Pulaski,New River,1046,52,19
74,2020-12-13T00:00:00.000,51157,Rappahannock,Rappahannock Rapidan,121,8,2
75,2020-12-13T00:00:00.000,51159,Richmond County,Three Rivers,552,19,5
76,2020-12-13T00:00:00.000,51161,Roanoke County,Alleghany,3721,77,41
77,2020-12-13T00:00:00.000,51163,Rockbridge,Central Shenandoah,374,13,3
78,2020-12-13T00:00:00.000,51165,Rockingham,Central Shenandoah,2851,180,37
79,2020-12-13T00:00:00.000,51167,Russell,Cumberland Plateau,1100,71,11
80,2020-12-13T00:00:00.000,51169,Scott,Lenowisco,987,64,22
81,2020-12-13T00:00:00.000,51171,Shenandoah,Lord Fairfax,1732,130,68
82,2020-12-13T00:00:00.000,51173,Smyth,Mount Rogers,1355,86,37
83,2020-12-13T00:00:00.000,51175,Southampton,Western Tidewater,1044,34,40
84,2020-12-13T00:00:00.000,51177,Spotsylvania,Rappahannock,3709,188,58
85,2020-12-13T00:00:00.000,51179,Stafford,Rappahannock,4003,209,22
86,2020-12-13T00:00:00.000,51181,Surry,Crater,195,14,5
87,2020-12-13T00:00:00.000,51183,Sussex,Crater,655,31,13
88,2020-12-13T00:00:00.000,51185,Tazewell,Cumberland Plateau,1520,59,8
89,2020-12-13T00:00:00.000,51187,Warren,Lord Fairfax,1063,65,31
90,2020-12-13T00:00:00.000,51191,Washington,Mount Rogers,2311,146,36
