,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-17T00:00:00.000,Alexandria,Female,2436,148,38
1,2020-11-17T00:00:00.000,Alexandria,Male,2277,195,38
2,2020-11-17T00:00:00.000,Alexandria,Not Reported,13,0,0
3,2020-11-17T00:00:00.000,Alleghany,Female,2167,77,38
4,2020-11-17T00:00:00.000,Alleghany,Male,1758,63,24
5,2020-11-17T00:00:00.000,Alleghany,Not Reported,21,0,1
6,2020-11-17T00:00:00.000,Arlington,Female,2700,246,71
7,2020-11-17T00:00:00.000,Arlington,Male,2750,315,86
8,2020-11-17T00:00:00.000,Arlington,Not Reported,4,0,0
9,2020-11-17T00:00:00.000,Central Shenandoah,Female,4263,165,44
10,2020-11-17T00:00:00.000,Central Shenandoah,Male,3672,166,54
11,2020-11-17T00:00:00.000,Central Shenandoah,Not Reported,26,0,0
12,2020-11-17T00:00:00.000,Central Virginia,Female,3099,102,30
13,2020-11-17T00:00:00.000,Central Virginia,Male,2698,116,38
14,2020-11-17T00:00:00.000,Central Virginia,Not Reported,163,2,1
15,2020-11-17T00:00:00.000,Chesapeake,Female,3042,262,38
16,2020-11-17T00:00:00.000,Chesapeake,Male,2588,244,42
17,2020-11-17T00:00:00.000,Chesapeake,Not Reported,6,0,0
18,2020-11-17T00:00:00.000,Chesterfield,Female,4630,253,71
19,2020-11-17T00:00:00.000,Chesterfield,Male,4213,257,80
20,2020-11-17T00:00:00.000,Chesterfield,Not Reported,152,0,3
21,2020-11-17T00:00:00.000,Chickahominy,Female,1467,104,33
22,2020-11-17T00:00:00.000,Chickahominy,Male,1385,114,31
23,2020-11-17T00:00:00.000,Chickahominy,Not Reported,29,0,0
24,2020-11-17T00:00:00.000,Crater,Female,2302,171,64
25,2020-11-17T00:00:00.000,Crater,Male,3176,150,56
26,2020-11-17T00:00:00.000,Crater,Not Reported,60,3,0
27,2020-11-17T00:00:00.000,Cumberland Plateau,Female,1094,60,10
28,2020-11-17T00:00:00.000,Cumberland Plateau,Male,906,60,8
29,2020-11-17T00:00:00.000,Cumberland Plateau,Not Reported,38,0,0
30,2020-11-17T00:00:00.000,Eastern Shore,Female,805,76,26
31,2020-11-17T00:00:00.000,Eastern Shore,Male,785,75,26
32,2020-11-17T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-11-17T00:00:00.000,Fairfax,Female,13915,1055,295
34,2020-11-17T00:00:00.000,Fairfax,Male,13206,1391,324
35,2020-11-17T00:00:00.000,Fairfax,Not Reported,170,1,6
36,2020-11-17T00:00:00.000,Hampton,Female,1309,44,14
37,2020-11-17T00:00:00.000,Hampton,Male,1126,64,20
38,2020-11-17T00:00:00.000,Hampton,Not Reported,7,0,0
39,2020-11-17T00:00:00.000,Henrico,Female,3888,274,132
40,2020-11-17T00:00:00.000,Henrico,Male,3411,269,112
41,2020-11-17T00:00:00.000,Henrico,Not Reported,62,1,0
42,2020-11-17T00:00:00.000,Lenowisco,Female,1281,63,14
43,2020-11-17T00:00:00.000,Lenowisco,Male,1191,78,26
44,2020-11-17T00:00:00.000,Lenowisco,Not Reported,33,0,0
45,2020-11-17T00:00:00.000,Lord Fairfax,Female,2595,187,66
46,2020-11-17T00:00:00.000,Lord Fairfax,Male,2320,206,73
47,2020-11-17T00:00:00.000,Lord Fairfax,Not Reported,26,0,0
48,2020-11-17T00:00:00.000,Loudoun,Female,4474,239,81
49,2020-11-17T00:00:00.000,Loudoun,Male,4413,281,55
50,2020-11-17T00:00:00.000,Loudoun,Not Reported,67,0,0
51,2020-11-17T00:00:00.000,Mount Rogers,Female,2823,173,80
52,2020-11-17T00:00:00.000,Mount Rogers,Male,2248,200,73
53,2020-11-17T00:00:00.000,Mount Rogers,Not Reported,42,0,1
54,2020-11-17T00:00:00.000,New River,Female,2757,54,15
55,2020-11-17T00:00:00.000,New River,Male,2592,62,18
56,2020-11-17T00:00:00.000,New River,Not Reported,49,0,0
57,2020-11-17T00:00:00.000,Norfolk,Female,3071,219,41
