,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-13T00:00:00.000,Confirmed,181476,13204,3513
1,2020-11-13T00:00:00.000,Probable,17786,204,272
2,2020-11-12T00:00:00.000,Confirmed,180623,13141,3490
3,2020-11-12T00:00:00.000,Probable,17404,198,268
4,2020-11-11T00:00:00.000,Confirmed,179686,13080,3474
5,2020-11-11T00:00:00.000,Probable,16820,193,267
6,2020-11-10T00:00:00.000,Confirmed,178432,12996,3460
7,2020-11-10T00:00:00.000,Probable,16480,187,266
8,2020-11-09T00:00:00.000,Confirmed,177240,12936,3447
9,2020-11-09T00:00:00.000,Probable,16237,180,266
10,2020-11-08T00:00:00.000,Confirmed,176219,12886,3441
11,2020-11-08T00:00:00.000,Probable,15956,178,266
12,2020-11-07T00:00:00.000,Confirmed,175187,12846,3439
13,2020-11-07T00:00:00.000,Probable,15686,176,265
14,2020-11-06T00:00:00.000,Confirmed,173645,12762,3432
15,2020-11-06T00:00:00.000,Probable,15125,174,250
16,2020-11-05T00:00:00.000,Confirmed,172418,12695,3426
17,2020-11-05T00:00:00.000,Probable,14784,170,262
18,2020-11-04T00:00:00.000,Confirmed,171426,12631,3416
19,2020-11-04T00:00:00.000,Probable,14410,166,261
20,2020-11-03T00:00:00.000,Confirmed,170577,12583,3408
21,2020-11-03T00:00:00.000,Probable,14102,156,258
22,2020-11-02T00:00:00.000,Confirmed,169512,12522,3402
23,2020-11-02T00:00:00.000,Probable,13906,152,256
24,2020-11-01T00:00:00.000,Confirmed,168675,12495,3399
25,2020-11-01T00:00:00.000,Probable,13717,152,256
26,2020-10-31T00:00:00.000,Confirmed,167703,12452,3398
27,2020-10-31T00:00:00.000,Probable,13487,152,256
28,2020-10-30T00:00:00.000,Confirmed,166551,12368,3391
29,2020-10-30T00:00:00.000,Probable,13088,143,252
30,2020-10-29T00:00:00.000,Confirmed,165384,12314,3384
31,2020-10-29T00:00:00.000,Probable,12799,140,252
32,2020-10-28T00:00:00.000,Confirmed,164308,12248,3364
33,2020-10-28T00:00:00.000,Probable,12446,136,252
34,2020-10-27T00:00:00.000,Confirmed,163339,12190,3350
35,2020-10-27T00:00:00.000,Probable,12070,130,250
36,2020-10-26T00:00:00.000,Confirmed,162427,12132,3331
37,2020-10-26T00:00:00.000,Probable,11848,128,250
38,2020-10-25T00:00:00.000,Confirmed,161668,12107,3329
39,2020-10-25T00:00:00.000,Probable,11703,126,250
40,2020-10-24T00:00:00.000,Confirmed,160843,12075,3328
41,2020-10-24T00:00:00.000,Probable,11529,123,250
42,2020-10-23T00:00:00.000,Confirmed,160004,12018,3293
43,2020-10-23T00:00:00.000,Probable,11280,122,246
44,2020-10-22T00:00:00.000,Confirmed,159060,11953,3274
45,2020-10-22T00:00:00.000,Probable,11044,120,250
46,2020-10-21T00:00:00.000,Confirmed,157998,11896,3266
47,2020-10-21T00:00:00.000,Probable,10774,114,249
48,2020-10-20T00:00:00.000,Confirmed,157213,11845,3236
49,2020-10-20T00:00:00.000,Probable,10541,110,249
50,2020-10-19T00:00:00.000,Confirmed,156439,11777,3209
51,2020-10-19T00:00:00.000,Probable,10389,105,248
52,2020-10-18T00:00:00.000,Confirmed,155838,11756,3186
53,2020-10-18T00:00:00.000,Probable,10300,105,247
54,2020-10-17T00:00:00.000,Confirmed,155068,11726,3175
55,2020-10-17T00:00:00.000,Probable,10170,105,247
56,2020-10-16T00:00:00.000,Confirmed,154126,11675,3161
57,2020-10-16T00:00:00.000,Probable,9998,105,247
58,2020-10-15T00:00:00.000,Confirmed,153117,11602,3149
59,2020-10-15T00:00:00.000,Probable,9824,102,239
60,2020-10-14T00:00:00.000,Confirmed,152039,11526,3141
61,2020-10-14T00:00:00.000,Probable,9571,102,240
62,2020-10-13T00:00:00.000,Confirmed,151357,11497,3132
63,2020-10-13T00:00:00.000,Probable,9448,101,240
64,2020-10-12T00:00:00.000,Confirmed,150321,11453,3122
65,2020-10-12T00:00:00.000,Probable,9249,100,239
66,2020-10-11T00:00:00.000,Confirmed,149631,11421,3120
67,2020-10-11T00:00:00.000,Probable,9085,98,238
68,2020-10-10T00:00:00.000,Confirmed,148933,11405,3116
69,2020-10-10T00:00:00.000,Probable,8972,96,238
70,2020-10-09T00:00:00.000,Confirmed,147928,11352,3110
71,2020-10-09T00:00:00.000,Probable,8721,95,234
72,2020-10-08T00:00:00.000,Confirmed,146957,11299,3097
73,2020-10-08T00:00:00.000,Probable,8578,94,231
74,2020-10-07T00:00:00.000,Confirmed,145462,11252,3088
75,2020-10-07T00:00:00.000,Probable,8229,93,215
76,2020-10-06T00:00:00.000,Confirmed,144987,11222,3077
77,2020-10-06T00:00:00.000,Probable,8195,94,214
78,2020-10-05T00:00:00.000,Confirmed,144439,11167,3063
79,2020-10-05T00:00:00.000,Probable,8118,92,213
80,2020-10-04T00:00:00.000,Confirmed,143883,11130,3060
81,2020-10-04T00:00:00.000,Probable,7987,91,213
82,2020-10-03T00:00:00.000,Confirmed,142923,11102,3057
83,2020-10-03T00:00:00.000,Probable,7880,89,213
84,2020-10-02T00:00:00.000,Confirmed,141850,11051,3037
85,2020-10-02T00:00:00.000,Probable,7837,89,213
