,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-23T00:00:00.000,Alexandria,Female,2603,150,38
1,2020-11-23T00:00:00.000,Alexandria,Male,2394,198,39
2,2020-11-23T00:00:00.000,Alexandria,Not Reported,13,0,0
3,2020-11-23T00:00:00.000,Alleghany,Female,2527,83,43
4,2020-11-23T00:00:00.000,Alleghany,Male,2085,68,25
5,2020-11-23T00:00:00.000,Alleghany,Not Reported,53,0,1
6,2020-11-23T00:00:00.000,Arlington,Female,2893,251,71
7,2020-11-23T00:00:00.000,Arlington,Male,2958,318,86
8,2020-11-23T00:00:00.000,Arlington,Not Reported,5,0,0
9,2020-11-23T00:00:00.000,Central Shenandoah,Female,4599,176,45
10,2020-11-23T00:00:00.000,Central Shenandoah,Male,3966,178,56
11,2020-11-23T00:00:00.000,Central Shenandoah,Not Reported,41,1,0
12,2020-11-23T00:00:00.000,Central Virginia,Female,3365,106,31
13,2020-11-23T00:00:00.000,Central Virginia,Male,2897,123,38
14,2020-11-23T00:00:00.000,Central Virginia,Not Reported,164,2,1
15,2020-11-23T00:00:00.000,Chesapeake,Female,3213,268,39
16,2020-11-23T00:00:00.000,Chesapeake,Male,2852,254,41
17,2020-11-23T00:00:00.000,Chesapeake,Not Reported,15,0,0
18,2020-11-23T00:00:00.000,Chesterfield,Female,4899,259,73
19,2020-11-23T00:00:00.000,Chesterfield,Male,4435,268,84
20,2020-11-23T00:00:00.000,Chesterfield,Not Reported,161,0,2
21,2020-11-23T00:00:00.000,Chickahominy,Female,1612,107,34
22,2020-11-23T00:00:00.000,Chickahominy,Male,1495,119,33
23,2020-11-23T00:00:00.000,Chickahominy,Not Reported,34,0,0
24,2020-11-23T00:00:00.000,Crater,Female,2432,180,65
25,2020-11-23T00:00:00.000,Crater,Male,3296,153,57
26,2020-11-23T00:00:00.000,Crater,Not Reported,60,3,0
27,2020-11-23T00:00:00.000,Cumberland Plateau,Female,1227,63,10
28,2020-11-23T00:00:00.000,Cumberland Plateau,Male,1014,65,12
29,2020-11-23T00:00:00.000,Cumberland Plateau,Not Reported,70,0,0
30,2020-11-23T00:00:00.000,Eastern Shore,Female,836,79,26
31,2020-11-23T00:00:00.000,Eastern Shore,Male,802,75,26
32,2020-11-23T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-11-23T00:00:00.000,Fairfax,Female,14823,1084,300
34,2020-11-23T00:00:00.000,Fairfax,Male,14075,1420,323
35,2020-11-23T00:00:00.000,Fairfax,Not Reported,191,1,6
36,2020-11-23T00:00:00.000,Hampton,Female,1415,47,14
37,2020-11-23T00:00:00.000,Hampton,Male,1202,67,20
38,2020-11-23T00:00:00.000,Hampton,Not Reported,19,0,0
39,2020-11-23T00:00:00.000,Henrico,Female,4164,288,130
40,2020-11-23T00:00:00.000,Henrico,Male,3609,275,112
41,2020-11-23T00:00:00.000,Henrico,Not Reported,71,1,0
42,2020-11-23T00:00:00.000,Lenowisco,Female,1419,68,26
43,2020-11-23T00:00:00.000,Lenowisco,Male,1306,87,34
44,2020-11-23T00:00:00.000,Lenowisco,Not Reported,35,0,0
45,2020-11-23T00:00:00.000,Lord Fairfax,Female,2922,196,68
46,2020-11-23T00:00:00.000,Lord Fairfax,Male,2585,217,74
47,2020-11-23T00:00:00.000,Lord Fairfax,Not Reported,27,0,0
48,2020-11-23T00:00:00.000,Loudoun,Female,4667,245,83
49,2020-11-23T00:00:00.000,Loudoun,Male,4605,291,56
50,2020-11-23T00:00:00.000,Loudoun,Not Reported,73,0,0
51,2020-11-23T00:00:00.000,Mount Rogers,Female,3104,188,89
52,2020-11-23T00:00:00.000,Mount Rogers,Male,2476,208,74
53,2020-11-23T00:00:00.000,Mount Rogers,Not Reported,39,0,1
54,2020-11-23T00:00:00.000,New River,Female,3047,69,23
55,2020-11-23T00:00:00.000,New River,Male,2805,68,20
56,2020-11-23T00:00:00.000,New River,Not Reported,49,0,0
57,2020-11-23T00:00:00.000,Norfolk,Female,3187,229,41
58,2020-11-23T00:00:00.000,Norfolk,Male,3095,210,47
59,2020-11-23T00:00:00.000,Norfolk,Not Reported,15,0,0
60,2020-11-23T00:00:00.000,Peninsula,Female,3212,121,51
61,2020-11-23T00:00:00.000,Peninsula,Male,2960,130,43
62,2020-11-23T00:00:00.000,Peninsula,Not Reported,67,0,0
63,2020-11-23T00:00:00.000,Piedmont,Female,1148,83,18
64,2020-11-23T00:00:00.000,Piedmont,Male,1812,112,45
65,2020-11-23T00:00:00.000,Piedmont,Not Reported,8,0,0
66,2020-11-23T00:00:00.000,Pittsylvania-Danville,Female,1751,146,42
67,2020-11-23T00:00:00.000,Pittsylvania-Danville,Male,1378,98,27
68,2020-11-23T00:00:00.000,Pittsylvania-Danville,Not Reported,14,2,1
69,2020-11-23T00:00:00.000,Portsmouth,Female,1638,195,38
70,2020-11-23T00:00:00.000,Portsmouth,Male,1474,154,32
71,2020-11-23T00:00:00.000,Portsmouth,Not Reported,3,0,0
72,2020-11-23T00:00:00.000,Prince William,Female,10031,555,113
73,2020-11-23T00:00:00.000,Prince William,Male,9688,709,155
74,2020-11-23T00:00:00.000,Prince William,Not Reported,158,2,0
75,2020-11-23T00:00:00.000,Rappahannock,Female,4020,233,43
76,2020-11-23T00:00:00.000,Rappahannock,Male,3544,246,53
77,2020-11-23T00:00:00.000,Rappahannock,Not Reported,37,0,0
78,2020-11-23T00:00:00.000,Rappahannock Rapidan,Female,1872,90,27
79,2020-11-23T00:00:00.000,Rappahannock Rapidan,Male,2252,135,32
80,2020-11-23T00:00:00.000,Rappahannock Rapidan,Not Reported,113,0,0
81,2020-11-23T00:00:00.000,Richmond,Female,3254,251,29
82,2020-11-23T00:00:00.000,Richmond,Male,3059,245,49
83,2020-11-23T00:00:00.000,Richmond,Not Reported,71,1,2
84,2020-11-23T00:00:00.000,Roanoke,Female,2195,65,35
85,2020-11-23T00:00:00.000,Roanoke,Male,1661,61,32
86,2020-11-23T00:00:00.000,Roanoke,Not Reported,24,0,0
87,2020-11-23T00:00:00.000,Southside,Female,1147,48,26
88,2020-11-23T00:00:00.000,Southside,Male,1070,54,27
89,2020-11-23T00:00:00.000,Southside,Not Reported,14,0,0
90,2020-11-23T00:00:00.000,Thomas Jefferson,Female,2675,136,41
91,2020-11-23T00:00:00.000,Thomas Jefferson,Male,2435,131,40
92,2020-11-23T00:00:00.000,Thomas Jefferson,Not Reported,5,0,0
93,2020-11-23T00:00:00.000,Three Rivers,Female,1238,71,21
94,2020-11-23T00:00:00.000,Three Rivers,Male,1375,83,23
95,2020-11-23T00:00:00.000,Three Rivers,Not Reported,25,0,0
96,2020-11-23T00:00:00.000,Virginia Beach,Female,5333,260,55
97,2020-11-23T00:00:00.000,Virginia Beach,Male,4801,247,57
98,2020-11-23T00:00:00.000,Virginia Beach,Not Reported,34,0,0
99,2020-11-23T00:00:00.000,Western Tidewater,Female,2474,133,74
100,2020-11-23T00:00:00.000,Western Tidewater,Male,2647,135,87
101,2020-11-23T00:00:00.000,Western Tidewater,Not Reported,8,0,2
102,2020-11-23T00:00:00.000,West Piedmont,Female,2390,187,52
103,2020-11-23T00:00:00.000,West Piedmont,Male,1858,170,51
104,2020-11-23T00:00:00.000,West Piedmont,Not Reported,15,1,2
105,2020-11-22T00:00:00.000,Alexandria,Female,2556,149,38
106,2020-11-22T00:00:00.000,Alexandria,Male,2366,198,39
107,2020-11-22T00:00:00.000,Alexandria,Not Reported,13,0,0
108,2020-11-22T00:00:00.000,Alleghany,Female,2476,83,43
109,2020-11-22T00:00:00.000,Alleghany,Male,2003,68,25
110,2020-11-22T00:00:00.000,Alleghany,Not Reported,51,0,1
111,2020-11-22T00:00:00.000,Arlington,Female,2852,251,71
112,2020-11-22T00:00:00.000,Arlington,Male,2901,317,85
113,2020-11-22T00:00:00.000,Arlington,Not Reported,5,0,0
114,2020-11-22T00:00:00.000,Central Shenandoah,Female,4542,176,45
115,2020-11-22T00:00:00.000,Central Shenandoah,Male,3906,177,56
116,2020-11-22T00:00:00.000,Central Shenandoah,Not Reported,34,1,0
117,2020-11-22T00:00:00.000,Central Virginia,Female,3322,106,31
118,2020-11-22T00:00:00.000,Central Virginia,Male,2874,120,38
119,2020-11-22T00:00:00.000,Central Virginia,Not Reported,163,2,1
120,2020-11-22T00:00:00.000,Chesapeake,Female,3173,267,39
121,2020-11-22T00:00:00.000,Chesapeake,Male,2782,253,41
122,2020-11-22T00:00:00.000,Chesapeake,Not Reported,12,0,0
123,2020-11-22T00:00:00.000,Chesterfield,Female,4844,258,73
124,2020-11-22T00:00:00.000,Chesterfield,Male,4397,265,84
125,2020-11-22T00:00:00.000,Chesterfield,Not Reported,160,0,2
126,2020-11-22T00:00:00.000,Chickahominy,Female,1584,107,34
127,2020-11-22T00:00:00.000,Chickahominy,Male,1467,118,33
128,2020-11-22T00:00:00.000,Chickahominy,Not Reported,36,0,0
129,2020-11-22T00:00:00.000,Crater,Female,2382,179,65
130,2020-11-22T00:00:00.000,Crater,Male,3245,153,57
131,2020-11-22T00:00:00.000,Crater,Not Reported,58,3,0
132,2020-11-22T00:00:00.000,Cumberland Plateau,Female,1191,62,10
133,2020-11-22T00:00:00.000,Cumberland Plateau,Male,991,65,12
134,2020-11-22T00:00:00.000,Cumberland Plateau,Not Reported,69,0,0
135,2020-11-22T00:00:00.000,Eastern Shore,Female,829,78,26
136,2020-11-22T00:00:00.000,Eastern Shore,Male,799,75,26
137,2020-11-22T00:00:00.000,Eastern Shore,Not Reported,9,0,0
138,2020-11-22T00:00:00.000,Fairfax,Female,14596,1083,300
139,2020-11-22T00:00:00.000,Fairfax,Male,13850,1419,323
140,2020-11-22T00:00:00.000,Fairfax,Not Reported,188,1,6
141,2020-11-22T00:00:00.000,Hampton,Female,1376,47,14
142,2020-11-22T00:00:00.000,Hampton,Male,1180,66,20
143,2020-11-22T00:00:00.000,Hampton,Not Reported,19,0,0
144,2020-11-22T00:00:00.000,Henrico,Female,4122,288,130
145,2020-11-22T00:00:00.000,Henrico,Male,3571,275,112
146,2020-11-22T00:00:00.000,Henrico,Not Reported,69,1,0
147,2020-11-22T00:00:00.000,Lenowisco,Female,1380,68,25
148,2020-11-22T00:00:00.000,Lenowisco,Male,1270,85,32
149,2020-11-22T00:00:00.000,Lenowisco,Not Reported,35,0,0
150,2020-11-22T00:00:00.000,Lord Fairfax,Female,2861,195,68
151,2020-11-22T00:00:00.000,Lord Fairfax,Male,2533,217,74
152,2020-11-22T00:00:00.000,Lord Fairfax,Not Reported,26,0,0
153,2020-11-22T00:00:00.000,Loudoun,Female,4630,245,83
154,2020-11-22T00:00:00.000,Loudoun,Male,4562,290,56
155,2020-11-22T00:00:00.000,Loudoun,Not Reported,73,0,0
156,2020-11-22T00:00:00.000,Mount Rogers,Female,3053,184,89
157,2020-11-22T00:00:00.000,Mount Rogers,Male,2443,208,74
158,2020-11-22T00:00:00.000,Mount Rogers,Not Reported,36,0,1
159,2020-11-22T00:00:00.000,New River,Female,3033,69,23
160,2020-11-22T00:00:00.000,New River,Male,2789,67,20
161,2020-11-22T00:00:00.000,New River,Not Reported,49,0,0
162,2020-11-22T00:00:00.000,Norfolk,Female,3166,228,41
163,2020-11-22T00:00:00.000,Norfolk,Male,3063,210,47
164,2020-11-22T00:00:00.000,Norfolk,Not Reported,15,0,0
165,2020-11-22T00:00:00.000,Peninsula,Female,3148,119,51
166,2020-11-22T00:00:00.000,Peninsula,Male,2912,130,43
167,2020-11-22T00:00:00.000,Peninsula,Not Reported,73,0,0
168,2020-11-22T00:00:00.000,Piedmont,Female,1127,83,18
169,2020-11-22T00:00:00.000,Piedmont,Male,1794,112,45
170,2020-11-22T00:00:00.000,Piedmont,Not Reported,8,0,0
171,2020-11-22T00:00:00.000,Pittsylvania-Danville,Female,1726,145,42
172,2020-11-22T00:00:00.000,Pittsylvania-Danville,Male,1356,97,27
173,2020-11-22T00:00:00.000,Pittsylvania-Danville,Not Reported,14,2,1
174,2020-11-22T00:00:00.000,Portsmouth,Female,1623,195,38
175,2020-11-22T00:00:00.000,Portsmouth,Male,1465,154,32
176,2020-11-22T00:00:00.000,Portsmouth,Not Reported,3,0,0
177,2020-11-22T00:00:00.000,Prince William,Female,9923,554,113
178,2020-11-22T00:00:00.000,Prince William,Male,9588,709,155
179,2020-11-22T00:00:00.000,Prince William,Not Reported,156,2,0
180,2020-11-22T00:00:00.000,Rappahannock,Female,3943,231,43
181,2020-11-22T00:00:00.000,Rappahannock,Male,3483,245,53
182,2020-11-22T00:00:00.000,Rappahannock,Not Reported,36,0,0
183,2020-11-22T00:00:00.000,Rappahannock Rapidan,Female,1824,89,27
184,2020-11-22T00:00:00.000,Rappahannock Rapidan,Male,2073,133,32
185,2020-11-22T00:00:00.000,Rappahannock Rapidan,Not Reported,99,0,0
186,2020-11-22T00:00:00.000,Richmond,Female,3227,249,29
187,2020-11-22T00:00:00.000,Richmond,Male,3033,245,49
188,2020-11-22T00:00:00.000,Richmond,Not Reported,71,1,2
