,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-28T00:00:00.000,Alexandria,Female,1986,143,35
1,2020-09-28T00:00:00.000,Alexandria,Male,1825,178,34
2,2020-09-28T00:00:00.000,Alexandria,Not Reported,14,0,0
3,2020-09-28T00:00:00.000,Alleghany,Female,841,33,18
4,2020-09-28T00:00:00.000,Alleghany,Male,741,43,9
5,2020-09-28T00:00:00.000,Alleghany,Not Reported,9,0,0
6,2020-09-28T00:00:00.000,Arlington,Female,1958,220,69
7,2020-09-28T00:00:00.000,Arlington,Male,2000,278,80
8,2020-09-28T00:00:00.000,Arlington,Not Reported,5,0,0
9,2020-09-28T00:00:00.000,Central Shenandoah,Female,2914,136,33
10,2020-09-28T00:00:00.000,Central Shenandoah,Male,2473,130,37
11,2020-09-28T00:00:00.000,Central Shenandoah,Not Reported,16,0,0
12,2020-09-28T00:00:00.000,Central Virginia,Female,1706,61,19
13,2020-09-28T00:00:00.000,Central Virginia,Male,1500,61,18
14,2020-09-28T00:00:00.000,Central Virginia,Not Reported,38,0,0
15,2020-09-28T00:00:00.000,Chesapeake,Female,2369,212,32
16,2020-09-28T00:00:00.000,Chesapeake,Male,1938,201,40
17,2020-09-28T00:00:00.000,Chesapeake,Not Reported,8,0,0
18,2020-09-28T00:00:00.000,Chesterfield,Female,3266,181,57
19,2020-09-28T00:00:00.000,Chesterfield,Male,3091,192,66
20,2020-09-28T00:00:00.000,Chesterfield,Not Reported,122,0,1
21,2020-09-28T00:00:00.000,Chickahominy,Female,912,80,24
22,2020-09-28T00:00:00.000,Chickahominy,Male,899,82,28
23,2020-09-28T00:00:00.000,Chickahominy,Not Reported,33,1,0
24,2020-09-28T00:00:00.000,Crater,Female,1683,146,56
25,2020-09-28T00:00:00.000,Crater,Male,2255,125,47
26,2020-09-28T00:00:00.000,Crater,Not Reported,37,3,0
27,2020-09-28T00:00:00.000,Cumberland Plateau,Female,428,27,6
28,2020-09-28T00:00:00.000,Cumberland Plateau,Male,381,29,4
29,2020-09-28T00:00:00.000,Cumberland Plateau,Not Reported,0,0,0
30,2020-09-28T00:00:00.000,Eastern Shore,Female,748,71,26
31,2020-09-28T00:00:00.000,Eastern Shore,Male,723,68,24
32,2020-09-28T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-09-28T00:00:00.000,Fairfax,Female,10705,932,284
34,2020-09-28T00:00:00.000,Fairfax,Male,10155,1246,311
35,2020-09-28T00:00:00.000,Fairfax,Not Reported,170,2,6
36,2020-09-28T00:00:00.000,Hampton,Female,1008,25,11
37,2020-09-28T00:00:00.000,Hampton,Male,802,40,14
38,2020-09-28T00:00:00.000,Hampton,Not Reported,17,0,1
39,2020-09-28T00:00:00.000,Henrico,Female,2882,218,111
40,2020-09-28T00:00:00.000,Henrico,Male,2536,216,100
41,2020-09-28T00:00:00.000,Henrico,Not Reported,34,0,0
42,2020-09-28T00:00:00.000,Lenowisco,Female,461,35,4
