,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-12-06T00:00:00.000,Alexandria,Female,2964,167,40
1,2020-12-06T00:00:00.000,Alexandria,Male,2690,215,42
2,2020-12-06T00:00:00.000,Alexandria,Not Reported,15,0,0
3,2020-12-06T00:00:00.000,Alleghany,Female,2996,98,56
4,2020-12-06T00:00:00.000,Alleghany,Male,2537,75,32
5,2020-12-06T00:00:00.000,Alleghany,Not Reported,125,0,1
6,2020-12-06T00:00:00.000,Arlington,Female,3357,262,71
7,2020-12-06T00:00:00.000,Arlington,Male,3423,335,87
8,2020-12-06T00:00:00.000,Arlington,Not Reported,12,0,0
9,2020-12-06T00:00:00.000,Central Shenandoah,Female,5578,211,51
10,2020-12-06T00:00:00.000,Central Shenandoah,Male,4883,209,61
11,2020-12-06T00:00:00.000,Central Shenandoah,Not Reported,117,0,0
12,2020-12-06T00:00:00.000,Central Virginia,Female,3954,130,34
13,2020-12-06T00:00:00.000,Central Virginia,Male,3426,139,47
14,2020-12-06T00:00:00.000,Central Virginia,Not Reported,249,2,1
15,2020-12-06T00:00:00.000,Chesapeake,Female,3619,285,40
16,2020-12-06T00:00:00.000,Chesapeake,Male,3328,265,41
17,2020-12-06T00:00:00.000,Chesapeake,Not Reported,17,0,0
18,2020-12-06T00:00:00.000,Chesterfield,Female,5685,289,78
19,2020-12-06T00:00:00.000,Chesterfield,Male,5069,293,85
20,2020-12-06T00:00:00.000,Chesterfield,Not Reported,174,0,4
21,2020-12-06T00:00:00.000,Chickahominy,Female,1930,116,38
22,2020-12-06T00:00:00.000,Chickahominy,Male,1747,128,36
23,2020-12-06T00:00:00.000,Chickahominy,Not Reported,46,0,0
24,2020-12-06T00:00:00.000,Crater,Female,2648,191,66
25,2020-12-06T00:00:00.000,Crater,Male,3476,159,57
26,2020-12-06T00:00:00.000,Crater,Not Reported,64,3,0
27,2020-12-06T00:00:00.000,Cumberland Plateau,Female,1590,85,16
28,2020-12-06T00:00:00.000,Cumberland Plateau,Male,1296,83,26
29,2020-12-06T00:00:00.000,Cumberland Plateau,Not Reported,108,0,0
30,2020-12-06T00:00:00.000,Eastern Shore,Female,896,80,26
31,2020-12-06T00:00:00.000,Eastern Shore,Male,842,79,26
32,2020-12-06T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-12-06T00:00:00.000,Fairfax,Female,17106,1152,301
34,2020-12-06T00:00:00.000,Fairfax,Male,16157,1492,334
35,2020-12-06T00:00:00.000,Fairfax,Not Reported,225,2,6
36,2020-12-06T00:00:00.000,Hampton,Female,1576,59,15
37,2020-12-06T00:00:00.000,Hampton,Male,1341,83,20
38,2020-12-06T00:00:00.000,Hampton,Not Reported,20,0,0
39,2020-12-06T00:00:00.000,Henrico,Female,4766,315,142
40,2020-12-06T00:00:00.000,Henrico,Male,4122,296,118
41,2020-12-06T00:00:00.000,Henrico,Not Reported,100,1,0
42,2020-12-06T00:00:00.000,Lenowisco,Female,1737,83,37
43,2020-12-06T00:00:00.000,Lenowisco,Male,1541,100,45
44,2020-12-06T00:00:00.000,Lenowisco,Not Reported,70,2,0
45,2020-12-06T00:00:00.000,Lord Fairfax,Female,3742,217,72
46,2020-12-06T00:00:00.000,Lord Fairfax,Male,3169,244,79
47,2020-12-06T00:00:00.000,Lord Fairfax,Not Reported,33,0,0
48,2020-12-06T00:00:00.000,Loudoun,Female,5267,255,89
49,2020-12-06T00:00:00.000,Loudoun,Male,5280,315,61
50,2020-12-06T00:00:00.000,Loudoun,Not Reported,88,0,0
51,2020-12-06T00:00:00.000,Mount Rogers,Female,3896,222,92
52,2020-12-06T00:00:00.000,Mount Rogers,Male,3156,234,79
53,2020-12-06T00:00:00.000,Mount Rogers,Not Reported,63,2,1
54,2020-12-06T00:00:00.000,New River,Female,3613,86,35
55,2020-12-06T00:00:00.000,New River,Male,3214,91,24
56,2020-12-06T00:00:00.000,New River,Not Reported,52,0,1
57,2020-12-06T00:00:00.000,Norfolk,Female,3432,243,44
58,2020-12-06T00:00:00.000,Norfolk,Male,3334,233,49
59,2020-12-06T00:00:00.000,Norfolk,Not Reported,17,0,0
60,2020-12-06T00:00:00.000,Peninsula,Female,3624,147,51
61,2020-12-06T00:00:00.000,Peninsula,Male,3335,157,46
62,2020-12-06T00:00:00.000,Peninsula,Not Reported,58,0,0
63,2020-12-06T00:00:00.000,Piedmont,Female,1312,93,21
64,2020-12-06T00:00:00.000,Piedmont,Male,2181,119,48
65,2020-12-06T00:00:00.000,Piedmont,Not Reported,9,0,0
66,2020-12-06T00:00:00.000,Pittsylvania-Danville,Female,2047,160,46
67,2020-12-06T00:00:00.000,Pittsylvania-Danville,Male,1598,103,29
68,2020-12-06T00:00:00.000,Pittsylvania-Danville,Not Reported,18,2,1
69,2020-12-06T00:00:00.000,Portsmouth,Female,1755,203,39
70,2020-12-06T00:00:00.000,Portsmouth,Male,1581,157,32
71,2020-12-06T00:00:00.000,Portsmouth,Not Reported,3,0,0
72,2020-12-06T00:00:00.000,Prince William,Female,11423,577,115
73,2020-12-06T00:00:00.000,Prince William,Male,10927,738,156
74,2020-12-06T00:00:00.000,Prince William,Not Reported,201,2,0
75,2020-12-06T00:00:00.000,Rappahannock,Female,4685,244,44
76,2020-12-06T00:00:00.000,Rappahannock,Male,4150,263,56
77,2020-12-06T00:00:00.000,Rappahannock,Not Reported,107,0,0
78,2020-12-06T00:00:00.000,Rappahannock Rapidan,Female,2190,98,27
79,2020-12-06T00:00:00.000,Rappahannock Rapidan,Male,2636,140,33
80,2020-12-06T00:00:00.000,Rappahannock Rapidan,Not Reported,192,1,0
81,2020-12-06T00:00:00.000,Richmond,Female,3617,256,29
82,2020-12-06T00:00:00.000,Richmond,Male,3346,254,51
83,2020-12-06T00:00:00.000,Richmond,Not Reported,87,1,2
84,2020-12-06T00:00:00.000,Roanoke,Female,2453,68,41
85,2020-12-06T00:00:00.000,Roanoke,Male,1842,64,37
86,2020-12-06T00:00:00.000,Roanoke,Not Reported,19,0,0
87,2020-12-06T00:00:00.000,Southside,Female,1257,51,34
88,2020-12-06T00:00:00.000,Southside,Male,1157,56,30
89,2020-12-06T00:00:00.000,Southside,Not Reported,15,0,0
90,2020-12-06T00:00:00.000,Thomas Jefferson,Female,2978,147,41
91,2020-12-06T00:00:00.000,Thomas Jefferson,Male,2730,140,41
92,2020-12-06T00:00:00.000,Thomas Jefferson,Not Reported,10,0,0
93,2020-12-06T00:00:00.000,Three Rivers,Female,1507,89,24
94,2020-12-06T00:00:00.000,Three Rivers,Male,1559,96,26
95,2020-12-06T00:00:00.000,Three Rivers,Not Reported,35,0,0
96,2020-12-06T00:00:00.000,Virginia Beach,Female,6170,286,57
97,2020-12-06T00:00:00.000,Virginia Beach,Male,5534,279,62
98,2020-12-06T00:00:00.000,Virginia Beach,Not Reported,74,0,0
99,2020-12-06T00:00:00.000,Western Tidewater,Female,2731,147,73
100,2020-12-06T00:00:00.000,Western Tidewater,Male,2851,143,89
101,2020-12-06T00:00:00.000,Western Tidewater,Not Reported,7,0,2
102,2020-12-06T00:00:00.000,West Piedmont,Female,2835,200,55
103,2020-12-06T00:00:00.000,West Piedmont,Male,2203,187,54
104,2020-12-06T00:00:00.000,West Piedmont,Not Reported,17,1,2
105,2020-12-05T00:00:00.000,Alexandria,Female,2929,164,40
106,2020-12-05T00:00:00.000,Alexandria,Male,2659,214,42
107,2020-12-05T00:00:00.000,Alexandria,Not Reported,14,0,0
108,2020-12-05T00:00:00.000,Alleghany,Female,2961,97,56
109,2020-12-05T00:00:00.000,Alleghany,Male,2515,75,32
110,2020-12-05T00:00:00.000,Alleghany,Not Reported,125,0,1
111,2020-12-05T00:00:00.000,Arlington,Female,3284,262,71
112,2020-12-05T00:00:00.000,Arlington,Male,3343,335,87
113,2020-12-05T00:00:00.000,Arlington,Not Reported,13,0,0
114,2020-12-05T00:00:00.000,Central Shenandoah,Female,5441,211,51
115,2020-12-05T00:00:00.000,Central Shenandoah,Male,4766,208,61
116,2020-12-05T00:00:00.000,Central Shenandoah,Not Reported,112,0,0
117,2020-12-05T00:00:00.000,Central Virginia,Female,3915,130,34
118,2020-12-05T00:00:00.000,Central Virginia,Male,3388,139,47
119,2020-12-05T00:00:00.000,Central Virginia,Not Reported,249,2,1
120,2020-12-05T00:00:00.000,Chesapeake,Female,3576,285,40
121,2020-12-05T00:00:00.000,Chesapeake,Male,3296,263,41
122,2020-12-05T00:00:00.000,Chesapeake,Not Reported,16,0,0
123,2020-12-05T00:00:00.000,Chesterfield,Female,5642,289,78
124,2020-12-05T00:00:00.000,Chesterfield,Male,5022,293,85
125,2020-12-05T00:00:00.000,Chesterfield,Not Reported,172,0,4
126,2020-12-05T00:00:00.000,Chickahominy,Female,1898,114,38
127,2020-12-05T00:00:00.000,Chickahominy,Male,1725,128,36
128,2020-12-05T00:00:00.000,Chickahominy,Not Reported,47,0,0
129,2020-12-05T00:00:00.000,Crater,Female,2627,190,66
130,2020-12-05T00:00:00.000,Crater,Male,3456,158,57
131,2020-12-05T00:00:00.000,Crater,Not Reported,64,3,0
132,2020-12-05T00:00:00.000,Cumberland Plateau,Female,1553,81,16
133,2020-12-05T00:00:00.000,Cumberland Plateau,Male,1260,83,26
134,2020-12-05T00:00:00.000,Cumberland Plateau,Not Reported,95,0,0
135,2020-12-05T00:00:00.000,Eastern Shore,Female,884,80,26
136,2020-12-05T00:00:00.000,Eastern Shore,Male,837,79,26
137,2020-12-05T00:00:00.000,Eastern Shore,Not Reported,9,0,0
138,2020-12-05T00:00:00.000,Fairfax,Female,16815,1151,301
139,2020-12-05T00:00:00.000,Fairfax,Male,15883,1491,334
140,2020-12-05T00:00:00.000,Fairfax,Not Reported,223,2,6
141,2020-12-05T00:00:00.000,Hampton,Female,1561,59,15
142,2020-12-05T00:00:00.000,Hampton,Male,1322,83,20
143,2020-12-05T00:00:00.000,Hampton,Not Reported,20,0,0
144,2020-12-05T00:00:00.000,Henrico,Female,4690,315,142
145,2020-12-05T00:00:00.000,Henrico,Male,4050,295,118
146,2020-12-05T00:00:00.000,Henrico,Not Reported,98,1,0
147,2020-12-05T00:00:00.000,Lenowisco,Female,1692,83,37
148,2020-12-05T00:00:00.000,Lenowisco,Male,1515,99,45
149,2020-12-05T00:00:00.000,Lenowisco,Not Reported,68,2,0
150,2020-12-05T00:00:00.000,Lord Fairfax,Female,3670,216,71
151,2020-12-05T00:00:00.000,Lord Fairfax,Male,3122,242,79
152,2020-12-05T00:00:00.000,Lord Fairfax,Not Reported,30,0,0
153,2020-12-05T00:00:00.000,Loudoun,Female,5229,255,89
154,2020-12-05T00:00:00.000,Loudoun,Male,5239,315,61
155,2020-12-05T00:00:00.000,Loudoun,Not Reported,89,0,0
156,2020-12-05T00:00:00.000,Mount Rogers,Female,3781,215,92
157,2020-12-05T00:00:00.000,Mount Rogers,Male,3068,232,79
158,2020-12-05T00:00:00.000,Mount Rogers,Not Reported,61,2,1
159,2020-12-05T00:00:00.000,New River,Female,3576,86,35
160,2020-12-05T00:00:00.000,New River,Male,3187,90,23
161,2020-12-05T00:00:00.000,New River,Not Reported,51,0,1
162,2020-12-05T00:00:00.000,Norfolk,Female,3433,243,44
163,2020-12-05T00:00:00.000,Norfolk,Male,3336,233,49
164,2020-12-05T00:00:00.000,Norfolk,Not Reported,17,0,0
165,2020-12-05T00:00:00.000,Peninsula,Female,3539,146,51
166,2020-12-05T00:00:00.000,Peninsula,Male,3276,157,46
167,2020-12-05T00:00:00.000,Peninsula,Not Reported,58,0,0
168,2020-12-05T00:00:00.000,Piedmont,Female,1281,92,21
169,2020-12-05T00:00:00.000,Piedmont,Male,2071,119,48
170,2020-12-05T00:00:00.000,Piedmont,Not Reported,9,0,0
171,2020-12-05T00:00:00.000,Pittsylvania-Danville,Female,2006,160,46
172,2020-12-05T00:00:00.000,Pittsylvania-Danville,Male,1574,103,28
173,2020-12-05T00:00:00.000,Pittsylvania-Danville,Not Reported,17,2,1
174,2020-12-05T00:00:00.000,Portsmouth,Female,1730,203,39
175,2020-12-05T00:00:00.000,Portsmouth,Male,1565,157,32
176,2020-12-05T00:00:00.000,Portsmouth,Not Reported,3,0,0
177,2020-12-05T00:00:00.000,Prince William,Female,11266,576,115
178,2020-12-05T00:00:00.000,Prince William,Male,10822,740,156
179,2020-12-05T00:00:00.000,Prince William,Not Reported,201,2,0
180,2020-12-05T00:00:00.000,Rappahannock,Female,4600,244,44
181,2020-12-05T00:00:00.000,Rappahannock,Male,4081,261,56
182,2020-12-05T00:00:00.000,Rappahannock,Not Reported,104,0,0
183,2020-12-05T00:00:00.000,Rappahannock Rapidan,Female,2131,97,27
184,2020-12-05T00:00:00.000,Rappahannock Rapidan,Male,2595,140,33
185,2020-12-05T00:00:00.000,Rappahannock Rapidan,Not Reported,175,1,0
186,2020-12-05T00:00:00.000,Richmond,Female,3560,256,29
187,2020-12-05T00:00:00.000,Richmond,Male,3313,254,51
188,2020-12-05T00:00:00.000,Richmond,Not Reported,87,1,2
189,2020-12-05T00:00:00.000,Roanoke,Female,2438,68,41
190,2020-12-05T00:00:00.000,Roanoke,Male,1838,64,37
191,2020-12-05T00:00:00.000,Roanoke,Not Reported,19,0,0
192,2020-12-05T00:00:00.000,Southside,Female,1228,51,34
193,2020-12-05T00:00:00.000,Southside,Male,1133,56,30
194,2020-12-05T00:00:00.000,Southside,Not Reported,15,0,0
195,2020-12-05T00:00:00.000,Thomas Jefferson,Female,2918,145,41
196,2020-12-05T00:00:00.000,Thomas Jefferson,Male,2687,140,41
197,2020-12-05T00:00:00.000,Thomas Jefferson,Not Reported,11,0,0
198,2020-12-05T00:00:00.000,Three Rivers,Female,1481,89,24
199,2020-12-05T00:00:00.000,Three Rivers,Male,1545,96,26
200,2020-12-05T00:00:00.000,Three Rivers,Not Reported,34,0,0
201,2020-12-05T00:00:00.000,Virginia Beach,Female,6053,286,57
202,2020-12-05T00:00:00.000,Virginia Beach,Male,5425,279,62
203,2020-12-05T00:00:00.000,Virginia Beach,Not Reported,74,0,0
204,2020-12-05T00:00:00.000,Western Tidewater,Female,2687,147,73
205,2020-12-05T00:00:00.000,Western Tidewater,Male,2808,143,89
206,2020-12-05T00:00:00.000,Western Tidewater,Not Reported,7,0,2
207,2020-12-05T00:00:00.000,West Piedmont,Female,2809,200,55
208,2020-12-05T00:00:00.000,West Piedmont,Male,2164,186,54
209,2020-12-05T00:00:00.000,West Piedmont,Not Reported,16,1,2
210,2020-12-04T00:00:00.000,Alexandria,Female,2881,163,40
211,2020-12-04T00:00:00.000,Alexandria,Male,2617,210,41
212,2020-12-04T00:00:00.000,Alexandria,Not Reported,15,0,0
213,2020-12-04T00:00:00.000,Alleghany,Female,2888,95,56
214,2020-12-04T00:00:00.000,Alleghany,Male,2426,74,32
215,2020-12-04T00:00:00.000,Alleghany,Not Reported,118,0,1
216,2020-12-04T00:00:00.000,Arlington,Female,3236,262,71
217,2020-12-04T00:00:00.000,Arlington,Male,3286,334,86
218,2020-12-04T00:00:00.000,Arlington,Not Reported,13,0,0
219,2020-12-04T00:00:00.000,Central Shenandoah,Female,5308,208,51
220,2020-12-04T00:00:00.000,Central Shenandoah,Male,4636,204,61
221,2020-12-04T00:00:00.000,Central Shenandoah,Not Reported,111,0,0
222,2020-12-04T00:00:00.000,Central Virginia,Female,3823,128,35
223,2020-12-04T00:00:00.000,Central Virginia,Male,3310,139,47
224,2020-12-04T00:00:00.000,Central Virginia,Not Reported,234,2,1
225,2020-12-04T00:00:00.000,Chesapeake,Female,3545,283,40
226,2020-12-04T00:00:00.000,Chesapeake,Male,3280,261,41
227,2020-12-04T00:00:00.000,Chesapeake,Not Reported,16,0,0
228,2020-12-04T00:00:00.000,Chesterfield,Female,5554,286,78
229,2020-12-04T00:00:00.000,Chesterfield,Male,4954,290,85
230,2020-12-04T00:00:00.000,Chesterfield,Not Reported,172,0,4
231,2020-12-04T00:00:00.000,Chickahominy,Female,1873,114,38
232,2020-12-04T00:00:00.000,Chickahominy,Male,1698,128,36
233,2020-12-04T00:00:00.000,Chickahominy,Not Reported,46,0,0
234,2020-12-04T00:00:00.000,Crater,Female,2607,188,66
235,2020-12-04T00:00:00.000,Crater,Male,3435,156,57
236,2020-12-04T00:00:00.000,Crater,Not Reported,63,3,0
237,2020-12-04T00:00:00.000,Cumberland Plateau,Female,1496,77,10
238,2020-12-04T00:00:00.000,Cumberland Plateau,Male,1208,79,13
239,2020-12-04T00:00:00.000,Cumberland Plateau,Not Reported,89,0,0
240,2020-12-04T00:00:00.000,Eastern Shore,Female,873,80,26
241,2020-12-04T00:00:00.000,Eastern Shore,Male,835,79,26
242,2020-12-04T00:00:00.000,Eastern Shore,Not Reported,9,0,0
243,2020-12-04T00:00:00.000,Fairfax,Female,16630,1149,301
244,2020-12-04T00:00:00.000,Fairfax,Male,15725,1489,333
245,2020-12-04T00:00:00.000,Fairfax,Not Reported,222,2,6
246,2020-12-04T00:00:00.000,Hampton,Female,1550,55,15
247,2020-12-04T00:00:00.000,Hampton,Male,1312,79,20
248,2020-12-04T00:00:00.000,Hampton,Not Reported,20,0,0
249,2020-12-04T00:00:00.000,Henrico,Female,4634,315,142
250,2020-12-04T00:00:00.000,Henrico,Male,3995,295,118
251,2020-12-04T00:00:00.000,Henrico,Not Reported,81,1,0
252,2020-12-04T00:00:00.000,Lenowisco,Female,1652,81,37
253,2020-12-04T00:00:00.000,Lenowisco,Male,1491,96,43
254,2020-12-04T00:00:00.000,Lenowisco,Not Reported,66,2,0
255,2020-12-04T00:00:00.000,Lord Fairfax,Female,3598,215,71
256,2020-12-04T00:00:00.000,Lord Fairfax,Male,3063,240,79
257,2020-12-04T00:00:00.000,Lord Fairfax,Not Reported,30,0,0
258,2020-12-04T00:00:00.000,Loudoun,Female,5186,255,89
259,2020-12-04T00:00:00.000,Loudoun,Male,5197,313,61
260,2020-12-04T00:00:00.000,Loudoun,Not Reported,86,0,0
261,2020-12-04T00:00:00.000,Mount Rogers,Female,3644,212,92
262,2020-12-04T00:00:00.000,Mount Rogers,Male,2942,229,79
263,2020-12-04T00:00:00.000,Mount Rogers,Not Reported,55,2,1
264,2020-12-04T00:00:00.000,New River,Female,3519,80,33
265,2020-12-04T00:00:00.000,New River,Male,3147,87,22
266,2020-12-04T00:00:00.000,New River,Not Reported,49,0,0
267,2020-12-04T00:00:00.000,Norfolk,Female,3403,240,43
268,2020-12-04T00:00:00.000,Norfolk,Male,3309,231,49
269,2020-12-04T00:00:00.000,Norfolk,Not Reported,16,0,0
270,2020-12-04T00:00:00.000,Peninsula,Female,3519,143,51
271,2020-12-04T00:00:00.000,Peninsula,Male,3270,149,45
272,2020-12-04T00:00:00.000,Peninsula,Not Reported,58,0,0
273,2020-12-04T00:00:00.000,Piedmont,Female,1263,90,20
274,2020-12-04T00:00:00.000,Piedmont,Male,1958,117,48
275,2020-12-04T00:00:00.000,Piedmont,Not Reported,9,0,0
276,2020-12-04T00:00:00.000,Pittsylvania-Danville,Female,1971,160,46
277,2020-12-04T00:00:00.000,Pittsylvania-Danville,Male,1551,101,28
278,2020-12-04T00:00:00.000,Pittsylvania-Danville,Not Reported,17,2,1
279,2020-12-04T00:00:00.000,Portsmouth,Female,1713,201,39
280,2020-12-04T00:00:00.000,Portsmouth,Male,1540,156,32
281,2020-12-04T00:00:00.000,Portsmouth,Not Reported,3,0,0
282,2020-12-04T00:00:00.000,Prince William,Female,11147,573,115
283,2020-12-04T00:00:00.000,Prince William,Male,10724,732,156
284,2020-12-04T00:00:00.000,Prince William,Not Reported,200,2,0
285,2020-12-04T00:00:00.000,Rappahannock,Female,4511,244,44
286,2020-12-04T00:00:00.000,Rappahannock,Male,3998,258,55
287,2020-12-04T00:00:00.000,Rappahannock,Not Reported,89,0,0
288,2020-12-04T00:00:00.000,Rappahannock Rapidan,Female,2084,97,27
289,2020-12-04T00:00:00.000,Rappahannock Rapidan,Male,2564,140,33
290,2020-12-04T00:00:00.000,Rappahannock Rapidan,Not Reported,164,1,0
291,2020-12-04T00:00:00.000,Richmond,Female,3523,255,29
292,2020-12-04T00:00:00.000,Richmond,Male,3288,254,51
293,2020-12-04T00:00:00.000,Richmond,Not Reported,85,1,2
294,2020-12-04T00:00:00.000,Roanoke,Female,2405,68,41
295,2020-12-04T00:00:00.000,Roanoke,Male,1809,64,37
296,2020-12-04T00:00:00.000,Roanoke,Not Reported,20,0,0
297,2020-12-04T00:00:00.000,Southside,Female,1220,51,33
298,2020-12-04T00:00:00.000,Southside,Male,1127,56,29
299,2020-12-04T00:00:00.000,Southside,Not Reported,15,0,0
300,2020-12-04T00:00:00.000,Thomas Jefferson,Female,2863,144,41
301,2020-12-04T00:00:00.000,Thomas Jefferson,Male,2638,140,41
302,2020-12-04T00:00:00.000,Thomas Jefferson,Not Reported,9,0,0
303,2020-12-04T00:00:00.000,Three Rivers,Female,1459,86,23
304,2020-12-04T00:00:00.000,Three Rivers,Male,1540,95,26
305,2020-12-04T00:00:00.000,Three Rivers,Not Reported,26,0,0
306,2020-12-04T00:00:00.000,Virginia Beach,Female,5938,282,56
307,2020-12-04T00:00:00.000,Virginia Beach,Male,5307,274,60
308,2020-12-04T00:00:00.000,Virginia Beach,Not Reported,73,0,0
309,2020-12-04T00:00:00.000,Western Tidewater,Female,2651,145,73
310,2020-12-04T00:00:00.000,Western Tidewater,Male,2792,141,89
311,2020-12-04T00:00:00.000,Western Tidewater,Not Reported,7,0,2
312,2020-12-04T00:00:00.000,West Piedmont,Female,2788,198,55
313,2020-12-04T00:00:00.000,West Piedmont,Male,2152,184,54
314,2020-12-04T00:00:00.000,West Piedmont,Not Reported,15,1,2
315,2020-12-03T00:00:00.000,Alexandria,Female,2861,163,39
316,2020-12-03T00:00:00.000,Alexandria,Male,2603,210,40
317,2020-12-03T00:00:00.000,Alexandria,Not Reported,15,0,0
318,2020-12-03T00:00:00.000,Alleghany,Female,2843,95,53
319,2020-12-03T00:00:00.000,Alleghany,Male,2384,74,31
320,2020-12-03T00:00:00.000,Alleghany,Not Reported,120,0,1
321,2020-12-03T00:00:00.000,Arlington,Female,3199,261,71
322,2020-12-03T00:00:00.000,Arlington,Male,3260,332,86
323,2020-12-03T00:00:00.000,Arlington,Not Reported,13,0,0
324,2020-12-03T00:00:00.000,Central Shenandoah,Female,5207,203,51
325,2020-12-03T00:00:00.000,Central Shenandoah,Male,4557,203,61
326,2020-12-03T00:00:00.000,Central Shenandoah,Not Reported,92,0,0
327,2020-12-03T00:00:00.000,Central Virginia,Female,3752,128,35
328,2020-12-03T00:00:00.000,Central Virginia,Male,3263,137,47
329,2020-12-03T00:00:00.000,Central Virginia,Not Reported,180,2,1
330,2020-12-03T00:00:00.000,Chesapeake,Female,3518,280,40
331,2020-12-03T00:00:00.000,Chesapeake,Male,3255,260,41
332,2020-12-03T00:00:00.000,Chesapeake,Not Reported,17,0,0
333,2020-12-03T00:00:00.000,Chesterfield,Female,5498,284,78
334,2020-12-03T00:00:00.000,Chesterfield,Male,4896,288,85
335,2020-12-03T00:00:00.000,Chesterfield,Not Reported,169,0,4
336,2020-12-03T00:00:00.000,Chickahominy,Female,1839,114,38
337,2020-12-03T00:00:00.000,Chickahominy,Male,1670,127,34
338,2020-12-03T00:00:00.000,Chickahominy,Not Reported,46,0,0
339,2020-12-03T00:00:00.000,Crater,Female,2576,187,66
340,2020-12-03T00:00:00.000,Crater,Male,3415,156,57
341,2020-12-03T00:00:00.000,Crater,Not Reported,63,3,0
342,2020-12-03T00:00:00.000,Cumberland Plateau,Female,1473,76,10
343,2020-12-03T00:00:00.000,Cumberland Plateau,Male,1195,79,13
344,2020-12-03T00:00:00.000,Cumberland Plateau,Not Reported,86,0,0
345,2020-12-03T00:00:00.000,Eastern Shore,Female,871,80,26
346,2020-12-03T00:00:00.000,Eastern Shore,Male,834,79,26
347,2020-12-03T00:00:00.000,Eastern Shore,Not Reported,9,0,0
348,2020-12-03T00:00:00.000,Fairfax,Female,16462,1139,301
349,2020-12-03T00:00:00.000,Fairfax,Male,15566,1486,332
350,2020-12-03T00:00:00.000,Fairfax,Not Reported,212,2,6
351,2020-12-03T00:00:00.000,Hampton,Female,1541,54,15
352,2020-12-03T00:00:00.000,Hampton,Male,1306,78,20
353,2020-12-03T00:00:00.000,Hampton,Not Reported,20,0,0
354,2020-12-03T00:00:00.000,Henrico,Female,4575,310,142
355,2020-12-03T00:00:00.000,Henrico,Male,3955,293,118
356,2020-12-03T00:00:00.000,Henrico,Not Reported,85,1,0
357,2020-12-03T00:00:00.000,Lenowisco,Female,1622,81,37
358,2020-12-03T00:00:00.000,Lenowisco,Male,1478,96,43
359,2020-12-03T00:00:00.000,Lenowisco,Not Reported,63,2,0
360,2020-12-03T00:00:00.000,Lord Fairfax,Female,3568,214,71
361,2020-12-03T00:00:00.000,Lord Fairfax,Male,3038,239,79
362,2020-12-03T00:00:00.000,Lord Fairfax,Not Reported,30,0,0
363,2020-12-03T00:00:00.000,Loudoun,Female,5155,254,89
364,2020-12-03T00:00:00.000,Loudoun,Male,5136,313,61
365,2020-12-03T00:00:00.000,Loudoun,Not Reported,85,0,0
366,2020-12-03T00:00:00.000,Mount Rogers,Female,3577,209,92
367,2020-12-03T00:00:00.000,Mount Rogers,Male,2896,226,79
368,2020-12-03T00:00:00.000,Mount Rogers,Not Reported,53,2,1
369,2020-12-03T00:00:00.000,New River,Female,3455,78,29
370,2020-12-03T00:00:00.000,New River,Male,3108,87,23
371,2020-12-03T00:00:00.000,New River,Not Reported,48,0,0
372,2020-12-03T00:00:00.000,Norfolk,Female,3369,240,43
373,2020-12-03T00:00:00.000,Norfolk,Male,3269,230,49
374,2020-12-03T00:00:00.000,Norfolk,Not Reported,16,0,0
375,2020-12-03T00:00:00.000,Peninsula,Female,3484,139,51
376,2020-12-03T00:00:00.000,Peninsula,Male,3247,148,45
377,2020-12-03T00:00:00.000,Peninsula,Not Reported,58,0,0
378,2020-12-03T00:00:00.000,Piedmont,Female,1247,89,20
379,2020-12-03T00:00:00.000,Piedmont,Male,1919,117,48
380,2020-12-03T00:00:00.000,Piedmont,Not Reported,9,0,0
381,2020-12-03T00:00:00.000,Pittsylvania-Danville,Female,1959,159,46
382,2020-12-03T00:00:00.000,Pittsylvania-Danville,Male,1540,101,28
383,2020-12-03T00:00:00.000,Pittsylvania-Danville,Not Reported,16,2,1
384,2020-12-03T00:00:00.000,Portsmouth,Female,1707,199,39
385,2020-12-03T00:00:00.000,Portsmouth,Male,1536,155,32
386,2020-12-03T00:00:00.000,Portsmouth,Not Reported,3,0,0
387,2020-12-03T00:00:00.000,Prince William,Female,11081,570,115
