,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-14T00:00:00.000,Alexandria,4057,323,73
1,2020-10-14T00:00:00.000,Alleghany,2045,94,29
2,2020-10-14T00:00:00.000,Arlington,4250,518,152
3,2020-10-14T00:00:00.000,Central Shenandoah,6257,285,73
4,2020-10-14T00:00:00.000,Central Virginia,4072,145,49
5,2020-10-14T00:00:00.000,Chesapeake,4628,451,76
6,2020-10-14T00:00:00.000,Chesterfield,7022,431,129
7,2020-10-14T00:00:00.000,Chickahominy,2123,174,55
8,2020-10-14T00:00:00.000,Crater,4596,283,105
9,2020-10-14T00:00:00.000,Cumberland Plateau,1083,72,13
10,2020-10-14T00:00:00.000,Eastern Shore,1506,141,50
11,2020-10-14T00:00:00.000,Fairfax,22495,2224,614
12,2020-10-14T00:00:00.000,Hampton,1983,76,28
13,2020-10-14T00:00:00.000,Henrico,5832,463,222
14,2020-10-14T00:00:00.000,Lenowisco,1130,90,22
15,2020-10-14T00:00:00.000,Lord Fairfax,3513,295,120
16,2020-10-14T00:00:00.000,Loudoun,7301,452,128
17,2020-10-14T00:00:00.000,Mount Rogers,3220,282,134
18,2020-10-14T00:00:00.000,New River,3752,68,28
19,2020-10-14T00:00:00.000,Norfolk,5092,386,80
20,2020-10-14T00:00:00.000,Peninsula,4740,211,89
21,2020-10-14T00:00:00.000,Piedmont,2268,140,51
22,2020-10-14T00:00:00.000,Pittsylvania-Danville,2241,168,49
23,2020-10-14T00:00:00.000,Portsmouth,2699,294,63
24,2020-10-14T00:00:00.000,Prince William,15937,1139,249
25,2020-10-14T00:00:00.000,Rappahannock,5683,411,79
26,2020-10-14T00:00:00.000,Rappahannock Rapidan,2820,182,53
27,2020-10-14T00:00:00.000,Richmond,4985,436,62
28,2020-10-14T00:00:00.000,Roanoke,2238,83,32
29,2020-10-14T00:00:00.000,Southside,1664,89,46
30,2020-10-14T00:00:00.000,Thomas Jefferson,4049,204,74
31,2020-10-14T00:00:00.000,Three Rivers,2075,129,33
32,2020-10-14T00:00:00.000,Virginia Beach,7379,411,99
33,2020-10-14T00:00:00.000,Western Tidewater,4362,210,139
34,2020-10-14T00:00:00.000,West Piedmont,2513,268,83
35,2020-10-13T00:00:00.000,Alexandria,4045,323,73
36,2020-10-13T00:00:00.000,Alleghany,2029,92,29
37,2020-10-13T00:00:00.000,Arlington,4228,513,152
38,2020-10-13T00:00:00.000,Central Shenandoah,6198,283,73
39,2020-10-13T00:00:00.000,Central Virginia,4012,144,49
40,2020-10-13T00:00:00.000,Chesapeake,4606,451,76
41,2020-10-13T00:00:00.000,Chesterfield,7000,431,129
42,2020-10-13T00:00:00.000,Chickahominy,2114,174,55
43,2020-10-13T00:00:00.000,Crater,4571,283,105
44,2020-10-13T00:00:00.000,Cumberland Plateau,1058,70,12
45,2020-10-13T00:00:00.000,Eastern Shore,1504,141,50
