,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-03T00:00:00.000,Confirmed,118190,9673,2519
1,2020-09-03T00:00:00.000,Probable,5478,68,133
2,2020-09-02T00:00:00.000,Confirmed,117141,9610,2508
3,2020-09-02T00:00:00.000,Probable,5401,68,133
4,2020-09-01T00:00:00.000,Confirmed,116294,9555,2479
5,2020-09-01T00:00:00.000,Probable,5321,66,133
6,2020-08-31T00:00:00.000,Confirmed,115334,9504,2447
7,2020-08-31T00:00:00.000,Probable,5260,65,133
8,2020-08-30T00:00:00.000,Confirmed,114514,9490,2436
9,2020-08-30T00:00:00.000,Probable,5233,65,133
10,2020-08-29T00:00:00.000,Confirmed,113623,9448,2435
11,2020-08-29T00:00:00.000,Probable,5186,64,133
12,2020-08-28T00:00:00.000,Confirmed,112446,9397,2417
13,2020-08-28T00:00:00.000,Probable,5146,63,133
14,2020-08-27T00:00:00.000,Confirmed,111484,9329,2394
15,2020-08-27T00:00:00.000,Probable,5095,62,133
16,2020-08-26T00:00:00.000,Confirmed,110437,9264,2382
17,2020-08-26T00:00:00.000,Probable,5021,62,133
18,2020-08-25T00:00:00.000,Confirmed,109679,9199,2370
19,2020-08-25T00:00:00.000,Probable,4956,60,124
20,2020-08-24T00:00:00.000,Confirmed,108767,9148,2352
21,2020-08-24T00:00:00.000,Probable,4863,59,119
22,2020-08-23T00:00:00.000,Confirmed,108112,9117,2348
23,2020-08-23T00:00:00.000,Probable,4854,59,119
24,2020-08-22T00:00:00.000,Confirmed,107268,9081,2324
25,2020-08-22T00:00:00.000,Probable,4804,58,119
26,2020-08-21T00:00:00.000,Confirmed,106177,9014,2319
27,2020-08-21T00:00:00.000,Probable,4683,57,117
28,2020-08-20T00:00:00.000,Confirmed,105289,8940,2310
29,2020-08-20T00:00:00.000,Probable,4593,58,117
30,2020-08-19T00:00:00.000,Confirmed,104475,8868,2293
31,2020-08-19T00:00:00.000,Probable,4544,57,117
32,2020-08-18T00:00:00.000,Confirmed,103809,8793,2278
33,2020-08-18T00:00:00.000,Probable,4473,56,118
34,2020-08-17T00:00:00.000,Confirmed,103016,8713,2268
35,2020-08-17T00:00:00.000,Probable,4405,54,117
36,2020-08-16T00:00:00.000,Confirmed,102299,8682,2266
37,2020-08-16T00:00:00.000,Probable,4388,55,115
38,2020-08-15T00:00:00.000,Confirmed,101448,8648,2265
39,2020-08-15T00:00:00.000,Probable,4302,53,116
40,2020-08-14T00:00:00.000,Confirmed,100603,8597,2255
41,2020-08-14T00:00:00.000,Probable,4235,53,115
42,2020-08-13T00:00:00.000,Confirmed,99428,8540,2248
43,2020-08-13T00:00:00.000,Probable,4194,52,115
44,2020-08-12T00:00:00.000,Confirmed,98374,8480,2238
45,2020-08-12T00:00:00.000,Probable,4147,52,114
46,2020-08-11T00:00:00.000,Confirmed,97712,8407,2232
47,2020-08-11T00:00:00.000,Probable,4033,51,112
48,2020-08-10T00:00:00.000,Confirmed,96807,8341,2215
49,2020-08-10T00:00:00.000,Probable,3942,50,112
50,2020-08-09T00:00:00.000,Confirmed,96167,8319,2214
51,2020-08-09T00:00:00.000,Probable,3919,50,112
52,2020-08-08T00:00:00.000,Confirmed,95326,8282,2211
53,2020-08-08T00:00:00.000,Probable,3863,50,111
54,2020-08-07T00:00:00.000,Confirmed,94141,8231,2208
55,2020-08-07T00:00:00.000,Probable,3741,50,109
56,2020-08-06T00:00:00.000,Confirmed,92244,8135,2191
57,2020-08-06T00:00:00.000,Probable,3623,48,108
58,2020-08-05T00:00:00.000,Confirmed,91473,8077,2164
59,2020-08-05T00:00:00.000,Probable,3576,49,110
60,2020-08-04T00:00:00.000,Confirmed,90728,8037,2134
61,2020-08-04T00:00:00.000,Probable,3523,48,110
62,2020-08-03T00:00:00.000,Confirmed,89602,7970,2108
63,2020-08-03T00:00:00.000,Probable,3504,48,110
64,2020-08-02T00:00:00.000,Confirmed,88324,7907,2108
65,2020-08-02T00:00:00.000,Probable,3458,48,110
66,2020-08-01T00:00:00.000,Confirmed,87367,7862,2105
67,2020-08-01T00:00:00.000,Probable,3434,48,110
68,2020-07-31T00:00:00.000,Confirmed,86501,7820,2067
69,2020-07-31T00:00:00.000,Probable,3387,46,107
70,2020-07-30T00:00:00.000,Confirmed,85546,7740,2035
71,2020-07-30T00:00:00.000,Probable,3358,46,106
72,2020-07-29T00:00:00.000,Confirmed,84700,7692,2020
73,2020-07-29T00:00:00.000,Probable,3293,46,105
74,2020-07-28T00:00:00.000,Confirmed,83732,7640,1991
75,2020-07-28T00:00:00.000,Probable,3262,46,104
76,2020-07-27T00:00:00.000,Confirmed,82871,7600,1978
77,2020-07-27T00:00:00.000,Probable,3201,47,104
78,2020-07-26T00:00:00.000,Confirmed,81393,7546,1975
79,2020-07-26T00:00:00.000,Probable,3174,47,103
80,2020-07-25T00:00:00.000,Confirmed,80480,7524,1972
81,2020-07-25T00:00:00.000,Probable,3129,46,103
82,2020-07-24T00:00:00.000,Confirmed,79253,7472,1964
83,2020-07-24T00:00:00.000,Probable,3111,43,103
84,2020-07-23T00:00:00.000,Confirmed,78182,7394,1951
