,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-24T00:00:00.000,Alexandria,Female,2179,142,37
1,2020-10-24T00:00:00.000,Alexandria,Male,2008,181,37
2,2020-10-24T00:00:00.000,Alexandria,Not Reported,13,0,0
3,2020-10-24T00:00:00.000,Alleghany,Female,1393,58,24
4,2020-10-24T00:00:00.000,Alleghany,Male,1110,56,12
5,2020-10-24T00:00:00.000,Alleghany,Not Reported,11,0,0
6,2020-10-24T00:00:00.000,Arlington,Female,2235,238,71
7,2020-10-24T00:00:00.000,Arlington,Male,2270,295,83
8,2020-10-24T00:00:00.000,Arlington,Not Reported,3,0,0
9,2020-10-24T00:00:00.000,Central Shenandoah,Female,3537,150,37
10,2020-10-24T00:00:00.000,Central Shenandoah,Male,3104,143,45
11,2020-10-24T00:00:00.000,Central Shenandoah,Not Reported,22,0,0
12,2020-10-24T00:00:00.000,Central Virginia,Female,2451,81,26
13,2020-10-24T00:00:00.000,Central Virginia,Male,2096,96,34
14,2020-10-24T00:00:00.000,Central Virginia,Not Reported,49,0,0
15,2020-10-24T00:00:00.000,Chesapeake,Female,2632,242,35
16,2020-10-24T00:00:00.000,Chesapeake,Male,2196,232,43
17,2020-10-24T00:00:00.000,Chesapeake,Not Reported,5,0,0
18,2020-10-24T00:00:00.000,Chesterfield,Female,3831,222,58
19,2020-10-24T00:00:00.000,Chesterfield,Male,3556,233,74
20,2020-10-24T00:00:00.000,Chesterfield,Not Reported,151,0,1
21,2020-10-24T00:00:00.000,Chickahominy,Female,1152,89,29
22,2020-10-24T00:00:00.000,Chickahominy,Male,1113,95,28
23,2020-10-24T00:00:00.000,Chickahominy,Not Reported,30,0,0
24,2020-10-24T00:00:00.000,Crater,Female,2031,161,62
25,2020-10-24T00:00:00.000,Crater,Male,2860,136,53
26,2020-10-24T00:00:00.000,Crater,Not Reported,52,3,0
27,2020-10-24T00:00:00.000,Cumberland Plateau,Female,719,42,7
28,2020-10-24T00:00:00.000,Cumberland Plateau,Male,580,41,6
29,2020-10-24T00:00:00.000,Cumberland Plateau,Not Reported,17,0,0
30,2020-10-24T00:00:00.000,Eastern Shore,Female,766,73,26
31,2020-10-24T00:00:00.000,Eastern Shore,Male,748,72,24
32,2020-10-24T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-10-24T00:00:00.000,Fairfax,Female,11977,963,292
34,2020-10-24T00:00:00.000,Fairfax,Male,11327,1296,323
35,2020-10-24T00:00:00.000,Fairfax,Not Reported,159,1,6
36,2020-10-24T00:00:00.000,Hampton,Female,1143,33,13
37,2020-10-24T00:00:00.000,Hampton,Male,940,55,19
38,2020-10-24T00:00:00.000,Hampton,Not Reported,7,0,0
39,2020-10-24T00:00:00.000,Henrico,Female,3269,242,125
40,2020-10-24T00:00:00.000,Henrico,Male,2870,237,107
41,2020-10-24T00:00:00.000,Henrico,Not Reported,36,0,0
42,2020-10-24T00:00:00.000,Lenowisco,Female,740,45,5
43,2020-10-24T00:00:00.000,Lenowisco,Male,650,59,19
44,2020-10-24T00:00:00.000,Lenowisco,Not Reported,3,0,0
45,2020-10-24T00:00:00.000,Lord Fairfax,Female,2006,151,60
46,2020-10-24T00:00:00.000,Lord Fairfax,Male,1805,169,70
47,2020-10-24T00:00:00.000,Lord Fairfax,Not Reported,22,0,0
48,2020-10-24T00:00:00.000,Loudoun,Female,3888,216,80
49,2020-10-24T00:00:00.000,Loudoun,Male,3780,259,50
50,2020-10-24T00:00:00.000,Loudoun,Not Reported,62,0,0
51,2020-10-24T00:00:00.000,Mount Rogers,Female,2035,136,74
52,2020-10-24T00:00:00.000,Mount Rogers,Male,1554,165,71
53,2020-10-24T00:00:00.000,Mount Rogers,Not Reported,13,0,1
54,2020-10-24T00:00:00.000,New River,Female,2116,31,13
55,2020-10-24T00:00:00.000,New River,Male,2095,45,14
56,2020-10-24T00:00:00.000,New River,Not Reported,35,0,0
57,2020-10-24T00:00:00.000,Norfolk,Female,2739,206,39
58,2020-10-24T00:00:00.000,Norfolk,Male,2564,200,46
59,2020-10-24T00:00:00.000,Norfolk,Not Reported,3,0,0
60,2020-10-24T00:00:00.000,Peninsula,Female,2584,104,51
61,2020-10-24T00:00:00.000,Peninsula,Male,2417,116,41
62,2020-10-24T00:00:00.000,Peninsula,Not Reported,19,0,0
63,2020-10-24T00:00:00.000,Piedmont,Female,928,62,17
64,2020-10-24T00:00:00.000,Piedmont,Male,1506,89,39
65,2020-10-24T00:00:00.000,Piedmont,Not Reported,5,0,0
66,2020-10-24T00:00:00.000,Pittsylvania-Danville,Female,1343,113,36
67,2020-10-24T00:00:00.000,Pittsylvania-Danville,Male,1074,71,23
68,2020-10-24T00:00:00.000,Pittsylvania-Danville,Not Reported,5,0,0
69,2020-10-24T00:00:00.000,Portsmouth,Female,1476,172,37
70,2020-10-24T00:00:00.000,Portsmouth,Male,1319,134,32
71,2020-10-24T00:00:00.000,Portsmouth,Not Reported,3,0,0
72,2020-10-24T00:00:00.000,Prince William,Female,8431,513,107
73,2020-10-24T00:00:00.000,Prince William,Male,8058,659,151
74,2020-10-24T00:00:00.000,Prince William,Not Reported,126,2,0
75,2020-10-24T00:00:00.000,Rappahannock,Female,3186,199,37
76,2020-10-24T00:00:00.000,Rappahannock,Male,2771,228,51
77,2020-10-24T00:00:00.000,Rappahannock,Not Reported,20,0,0
78,2020-10-24T00:00:00.000,Rappahannock Rapidan,Female,1502,80,27
79,2020-10-24T00:00:00.000,Rappahannock Rapidan,Male,1459,113,28
80,2020-10-24T00:00:00.000,Rappahannock Rapidan,Not Reported,41,0,0
81,2020-10-24T00:00:00.000,Richmond,Female,2623,223,26
82,2020-10-24T00:00:00.000,Richmond,Male,2558,225,48
83,2020-10-24T00:00:00.000,Richmond,Not Reported,54,1,2
84,2020-10-24T00:00:00.000,Roanoke,Female,1457,52,21
85,2020-10-24T00:00:00.000,Roanoke,Male,1146,42,16
86,2020-10-24T00:00:00.000,Roanoke,Not Reported,21,0,0
87,2020-10-24T00:00:00.000,Southside,Female,854,43,24
88,2020-10-24T00:00:00.000,Southside,Male,905,47,24
89,2020-10-24T00:00:00.000,Southside,Not Reported,10,0,0
90,2020-10-24T00:00:00.000,Thomas Jefferson,Female,2281,117,41
91,2020-10-24T00:00:00.000,Thomas Jefferson,Male,2055,113,36
92,2020-10-24T00:00:00.000,Thomas Jefferson,Not Reported,4,0,0
93,2020-10-24T00:00:00.000,Three Rivers,Female,1007,65,19
94,2020-10-24T00:00:00.000,Three Rivers,Male,1182,71,20
