,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-12-05T00:00:00.000,Alexandria,0-9,391,3,0
1,2020-12-05T00:00:00.000,Alexandria,10-19,385,6,0
2,2020-12-05T00:00:00.000,Alexandria,20-29,1127,9,1
3,2020-12-05T00:00:00.000,Alexandria,30-39,1283,41,2
4,2020-12-05T00:00:00.000,Alexandria,40-49,961,61,1
5,2020-12-05T00:00:00.000,Alexandria,50-59,679,81,14
6,2020-12-05T00:00:00.000,Alexandria,60-69,412,72,7
7,2020-12-05T00:00:00.000,Alexandria,70-79,189,61,21
8,2020-12-05T00:00:00.000,Alexandria,80+,153,44,36
9,2020-12-05T00:00:00.000,Alexandria,Missing,22,0,0
10,2020-12-05T00:00:00.000,Alleghany,0-9,125,0,0
11,2020-12-05T00:00:00.000,Alleghany,10-19,516,2,0
12,2020-12-05T00:00:00.000,Alleghany,20-29,925,3,0
13,2020-12-05T00:00:00.000,Alleghany,30-39,878,9,0
14,2020-12-05T00:00:00.000,Alleghany,40-49,834,12,0
15,2020-12-05T00:00:00.000,Alleghany,50-59,855,21,3
16,2020-12-05T00:00:00.000,Alleghany,60-69,608,36,7
17,2020-12-05T00:00:00.000,Alleghany,70-79,441,51,33
18,2020-12-05T00:00:00.000,Alleghany,80+,397,38,46
19,2020-12-05T00:00:00.000,Alleghany,Missing,22,0,0
20,2020-12-05T00:00:00.000,Arlington,0-9,210,2,0
21,2020-12-05T00:00:00.000,Arlington,10-19,445,6,0
22,2020-12-05T00:00:00.000,Arlington,20-29,1689,27,0
23,2020-12-05T00:00:00.000,Arlington,30-39,1322,59,0
24,2020-12-05T00:00:00.000,Arlington,40-49,1025,81,9
25,2020-12-05T00:00:00.000,Arlington,50-59,812,100,9
26,2020-12-05T00:00:00.000,Arlington,60-69,528,113,23
27,2020-12-05T00:00:00.000,Arlington,70-79,284,97,39
28,2020-12-05T00:00:00.000,Arlington,80+,279,111,78
29,2020-12-05T00:00:00.000,Arlington,Missing,46,1,0
30,2020-12-05T00:00:00.000,Central Shenandoah,0-9,260,0,0
31,2020-12-05T00:00:00.000,Central Shenandoah,10-19,1696,3,0
32,2020-12-05T00:00:00.000,Central Shenandoah,20-29,2646,16,0
33,2020-12-05T00:00:00.000,Central Shenandoah,30-39,1247,16,1
34,2020-12-05T00:00:00.000,Central Shenandoah,40-49,1209,38,0
35,2020-12-05T00:00:00.000,Central Shenandoah,50-59,1257,65,7
36,2020-12-05T00:00:00.000,Central Shenandoah,60-69,969,88,23
37,2020-12-05T00:00:00.000,Central Shenandoah,70-79,556,108,29
38,2020-12-05T00:00:00.000,Central Shenandoah,80+,450,85,52
39,2020-12-05T00:00:00.000,Central Shenandoah,Missing,29,0,0
40,2020-12-05T00:00:00.000,Central Virginia,0-9,221,0,0
41,2020-12-05T00:00:00.000,Central Virginia,10-19,922,3,0
42,2020-12-05T00:00:00.000,Central Virginia,20-29,1721,11,0
43,2020-12-05T00:00:00.000,Central Virginia,30-39,995,23,0
44,2020-12-05T00:00:00.000,Central Virginia,40-49,969,15,1
45,2020-12-05T00:00:00.000,Central Virginia,50-59,1082,31,6
46,2020-12-05T00:00:00.000,Central Virginia,60-69,778,55,12
47,2020-12-05T00:00:00.000,Central Virginia,70-79,523,71,21
48,2020-12-05T00:00:00.000,Central Virginia,80+,331,62,42
49,2020-12-05T00:00:00.000,Central Virginia,Missing,10,0,0
50,2020-12-05T00:00:00.000,Chesapeake,0-9,267,3,0
51,2020-12-05T00:00:00.000,Chesapeake,10-19,588,5,0
52,2020-12-05T00:00:00.000,Chesapeake,20-29,1268,14,0
53,2020-12-05T00:00:00.000,Chesapeake,30-39,1315,32,0
54,2020-12-05T00:00:00.000,Chesapeake,40-49,1053,66,1
55,2020-12-05T00:00:00.000,Chesapeake,50-59,1002,98,8
56,2020-12-05T00:00:00.000,Chesapeake,60-69,726,127,16
57,2020-12-05T00:00:00.000,Chesapeake,70-79,358,112,16
58,2020-12-05T00:00:00.000,Chesapeake,80+,253,90,40
59,2020-12-05T00:00:00.000,Chesapeake,Missing,58,1,0
60,2020-12-05T00:00:00.000,Chesterfield,0-9,452,6,0
61,2020-12-05T00:00:00.000,Chesterfield,10-19,1127,3,0
62,2020-12-05T00:00:00.000,Chesterfield,20-29,1917,26,0
63,2020-12-05T00:00:00.000,Chesterfield,30-39,1928,54,2
64,2020-12-05T00:00:00.000,Chesterfield,40-49,1748,70,5
65,2020-12-05T00:00:00.000,Chesterfield,50-59,1517,117,8
66,2020-12-05T00:00:00.000,Chesterfield,60-69,1008,125,31
67,2020-12-05T00:00:00.000,Chesterfield,70-79,530,101,49
68,2020-12-05T00:00:00.000,Chesterfield,80+,404,78,72
69,2020-12-05T00:00:00.000,Chesterfield,Missing,205,2,0
70,2020-12-05T00:00:00.000,Chickahominy,0-9,108,1,0
71,2020-12-05T00:00:00.000,Chickahominy,10-19,411,0,0
72,2020-12-05T00:00:00.000,Chickahominy,20-29,578,4,0
73,2020-12-05T00:00:00.000,Chickahominy,30-39,496,8,0
74,2020-12-05T00:00:00.000,Chickahominy,40-49,486,19,1
75,2020-12-05T00:00:00.000,Chickahominy,50-59,633,40,2
76,2020-12-05T00:00:00.000,Chickahominy,60-69,411,50,15
77,2020-12-05T00:00:00.000,Chickahominy,70-79,304,53,14
78,2020-12-05T00:00:00.000,Chickahominy,80+,201,67,42
79,2020-12-05T00:00:00.000,Chickahominy,Missing,42,0,0
80,2020-12-05T00:00:00.000,Crater,0-9,152,2,0
81,2020-12-05T00:00:00.000,Crater,10-19,416,3,0
82,2020-12-05T00:00:00.000,Crater,20-29,1042,10,0
83,2020-12-05T00:00:00.000,Crater,30-39,1145,17,1
84,2020-12-05T00:00:00.000,Crater,40-49,946,31,1
85,2020-12-05T00:00:00.000,Crater,50-59,1052,69,12
86,2020-12-05T00:00:00.000,Crater,60-69,702,92,28
87,2020-12-05T00:00:00.000,Crater,70-79,396,75,35
88,2020-12-05T00:00:00.000,Crater,80+,243,52,46
89,2020-12-05T00:00:00.000,Crater,Missing,53,0,0
90,2020-12-05T00:00:00.000,Cumberland Plateau,0-9,97,1,0
91,2020-12-05T00:00:00.000,Cumberland Plateau,10-19,335,2,0
92,2020-12-05T00:00:00.000,Cumberland Plateau,20-29,426,1,0
93,2020-12-05T00:00:00.000,Cumberland Plateau,30-39,351,4,0
94,2020-12-05T00:00:00.000,Cumberland Plateau,40-49,419,10,1
95,2020-12-05T00:00:00.000,Cumberland Plateau,50-59,477,39,2
96,2020-12-05T00:00:00.000,Cumberland Plateau,60-69,408,38,7
97,2020-12-05T00:00:00.000,Cumberland Plateau,70-79,268,35,8
98,2020-12-05T00:00:00.000,Cumberland Plateau,80+,125,34,24
99,2020-12-05T00:00:00.000,Cumberland Plateau,Missing,2,0,0
100,2020-12-05T00:00:00.000,Eastern Shore,0-9,36,2,0
101,2020-12-05T00:00:00.000,Eastern Shore,10-19,93,1,0
102,2020-12-05T00:00:00.000,Eastern Shore,20-29,246,6,0
103,2020-12-05T00:00:00.000,Eastern Shore,30-39,307,12,0
104,2020-12-05T00:00:00.000,Eastern Shore,40-49,304,15,2
105,2020-12-05T00:00:00.000,Eastern Shore,50-59,340,32,8
106,2020-12-05T00:00:00.000,Eastern Shore,60-69,245,35,8
107,2020-12-05T00:00:00.000,Eastern Shore,70-79,90,29,13
108,2020-12-05T00:00:00.000,Eastern Shore,80+,63,27,21
109,2020-12-05T00:00:00.000,Eastern Shore,Missing,6,0,0
110,2020-12-05T00:00:00.000,Fairfax,0-9,1625,39,0
111,2020-12-05T00:00:00.000,Fairfax,10-19,3037,40,0
112,2020-12-05T00:00:00.000,Fairfax,20-29,6051,133,3
113,2020-12-05T00:00:00.000,Fairfax,30-39,6137,268,9
114,2020-12-05T00:00:00.000,Fairfax,40-49,5558,398,16
115,2020-12-05T00:00:00.000,Fairfax,50-59,4970,487,49
116,2020-12-05T00:00:00.000,Fairfax,60-69,2917,489,91
117,2020-12-05T00:00:00.000,Fairfax,70-79,1217,357,132
118,2020-12-05T00:00:00.000,Fairfax,80+,1182,426,341
119,2020-12-05T00:00:00.000,Fairfax,Missing,227,7,0
120,2020-12-05T00:00:00.000,Hampton,0-9,95,0,0
121,2020-12-05T00:00:00.000,Hampton,10-19,191,1,0
122,2020-12-05T00:00:00.000,Hampton,20-29,713,7,1
123,2020-12-05T00:00:00.000,Hampton,30-39,518,9,0
124,2020-12-05T00:00:00.000,Hampton,40-49,377,19,1
125,2020-12-05T00:00:00.000,Hampton,50-59,397,28,5
126,2020-12-05T00:00:00.000,Hampton,60-69,280,31,14
127,2020-12-05T00:00:00.000,Hampton,70-79,176,31,6
128,2020-12-05T00:00:00.000,Hampton,80+,117,16,8
129,2020-12-05T00:00:00.000,Hampton,Missing,39,0,0
130,2020-12-05T00:00:00.000,Henrico,0-9,360,6,0
131,2020-12-05T00:00:00.000,Henrico,10-19,846,7,0
132,2020-12-05T00:00:00.000,Henrico,20-29,1580,27,1
133,2020-12-05T00:00:00.000,Henrico,30-39,1542,36,0
134,2020-12-05T00:00:00.000,Henrico,40-49,1304,65,5
135,2020-12-05T00:00:00.000,Henrico,50-59,1181,97,16
136,2020-12-05T00:00:00.000,Henrico,60-69,798,110,45
137,2020-12-05T00:00:00.000,Henrico,70-79,512,115,61
138,2020-12-05T00:00:00.000,Henrico,80+,638,145,131
139,2020-12-05T00:00:00.000,Henrico,Missing,77,3,1
140,2020-12-05T00:00:00.000,Lenowisco,0-9,127,0,0
141,2020-12-05T00:00:00.000,Lenowisco,10-19,283,2,0
142,2020-12-05T00:00:00.000,Lenowisco,20-29,419,1,0
143,2020-12-05T00:00:00.000,Lenowisco,30-39,467,6,1
144,2020-12-05T00:00:00.000,Lenowisco,40-49,488,14,2
145,2020-12-05T00:00:00.000,Lenowisco,50-59,475,29,6
146,2020-12-05T00:00:00.000,Lenowisco,60-69,426,38,8
