,report_date,fips,locality,vdh_health_district,total_cases,hospitalizations,deaths
0,2020-09-18T00:00:00.000,51001,Accomack,Eastern Shore,1167,89,19
1,2020-09-18T00:00:00.000,51003,Albemarle,Thomas Jefferson,1158,73,20
2,2020-09-18T00:00:00.000,51005,Alleghany,Alleghany,78,8,4
3,2020-09-18T00:00:00.000,51007,Amelia,Piedmont,121,13,4
4,2020-09-18T00:00:00.000,51009,Amherst,Central Virginia,367,11,4
5,2020-09-18T00:00:00.000,51011,Appomattox,Central Virginia,200,13,2
6,2020-09-18T00:00:00.000,51013,Arlington,Arlington,3819,491,146
7,2020-09-18T00:00:00.000,51015,Augusta,Central Shenandoah,454,22,7
8,2020-09-18T00:00:00.000,51017,Bath,Central Shenandoah,6,0,1
9,2020-09-18T00:00:00.000,51019,Bedford,Central Virginia,689,32,12
10,2020-09-18T00:00:00.000,51021,Bland,Mount Rogers,64,3,4
11,2020-09-18T00:00:00.000,51023,Botetourt,Alleghany,283,23,10
12,2020-09-18T00:00:00.000,51025,Brunswick,Southside,341,29,4
13,2020-09-18T00:00:00.000,51027,Buchanan,Cumberland Plateau,120,7,2
14,2020-09-18T00:00:00.000,51029,Buckingham,Piedmont,675,24,9
15,2020-09-18T00:00:00.000,51031,Campbell,Central Virginia,395,12,4
16,2020-09-18T00:00:00.000,51033,Caroline,Rappahannock,326,28,5
17,2020-09-18T00:00:00.000,51035,Carroll,Mount Rogers,468,38,21
18,2020-09-18T00:00:00.000,51036,Charles City,Chickahominy,81,20,5
19,2020-09-18T00:00:00.000,51037,Charlotte,Piedmont,99,5,0
20,2020-09-18T00:00:00.000,51041,Chesterfield,Chesterfield,5702,304,90
21,2020-09-18T00:00:00.000,51043,Clarke,Lord Fairfax,91,12,0
22,2020-09-18T00:00:00.000,51045,Craig,Alleghany,29,1,0
23,2020-09-18T00:00:00.000,51047,Culpeper,Rappahannock Rapidan,1176,92,16
24,2020-09-18T00:00:00.000,51049,Cumberland,Piedmont,102,8,1
25,2020-09-18T00:00:00.000,51051,Dickenson,Cumberland Plateau,85,7,1
26,2020-09-18T00:00:00.000,51053,Dinwiddie,Crater,355,36,10
27,2020-09-18T00:00:00.000,51057,Essex,Three Rivers,169,11,2
28,2020-09-18T00:00:00.000,51059,Fairfax,Fairfax,20041,2121,574
29,2020-09-18T00:00:00.000,51061,Fauquier,Rappahannock Rapidan,897,46,21
30,2020-09-18T00:00:00.000,51063,Floyd,New River,189,10,5
31,2020-09-18T00:00:00.000,51065,Fluvanna,Thomas Jefferson,341,35,9
32,2020-09-18T00:00:00.000,51067,Franklin County,West Piedmont,291,16,3
33,2020-09-18T00:00:00.000,51069,Frederick,Lord Fairfax,833,63,11
34,2020-09-18T00:00:00.000,51071,Giles,New River,78,2,0
35,2020-09-18T00:00:00.000,51073,Gloucester,Three Rivers,225,13,2
36,2020-09-18T00:00:00.000,51075,Goochland,Chickahominy,254,26,7
37,2020-09-18T00:00:00.000,51077,Grayson,Mount Rogers,292,25,10
38,2020-09-18T00:00:00.000,51079,Greene,Thomas Jefferson,208,10,3
39,2020-09-18T00:00:00.000,51081,Greensville,Crater,763,34,11
40,2020-09-18T00:00:00.000,51083,Halifax,Southside,316,11,5
41,2020-09-18T00:00:00.000,51085,Hanover,Chickahominy,1198,97,35
42,2020-09-18T00:00:00.000,51087,Henrico,Henrico,5182,410,206
43,2020-09-18T00:00:00.000,51089,Henry,West Piedmont,991,106,19
44,2020-09-18T00:00:00.000,51091,Highland,Central Shenandoah,6,0,0
45,2020-09-18T00:00:00.000,51093,Isle of Wight,Western Tidewater,688,34,16
46,2020-09-18T00:00:00.000,51095,James City,Peninsula,818,63,19
47,2020-09-18T00:00:00.000,51097,King and Queen,Three Rivers,66,9,1
48,2020-09-18T00:00:00.000,51099,King George,Rappahannock,226,21,4
49,2020-09-18T00:00:00.000,51101,King William,Three Rivers,147,11,2
50,2020-09-18T00:00:00.000,51103,Lancaster,Three Rivers,127,7,0
51,2020-09-18T00:00:00.000,51105,Lee,Lenowisco,255,22,6
52,2020-09-18T00:00:00.000,51107,Loudoun,Loudoun,6615,425,122
53,2020-09-18T00:00:00.000,51109,Louisa,Thomas Jefferson,278,30,5
54,2020-09-18T00:00:00.000,51111,Lunenburg,Piedmont,109,6,2
55,2020-09-18T00:00:00.000,51113,Madison,Rappahannock Rapidan,101,6,3
56,2020-09-18T00:00:00.000,51115,Mathews,Three Rivers,35,3,0
57,2020-09-18T00:00:00.000,51117,Mecklenburg,Southside,661,44,33
58,2020-09-18T00:00:00.000,51119,Middlesex,Three Rivers,84,7,8
59,2020-09-18T00:00:00.000,51121,Montgomery,New River,1637,21,4
60,2020-09-18T00:00:00.000,51125,Nelson,Thomas Jefferson,98,4,1
61,2020-09-18T00:00:00.000,51127,New Kent,Chickahominy,179,14,2
62,2020-09-18T00:00:00.000,51131,Northampton,Eastern Shore,305,49,31
63,2020-09-18T00:00:00.000,51133,Northumberland,Three Rivers,139,9,5
64,2020-09-18T00:00:00.000,51135,Nottoway,Piedmont,244,43,15
65,2020-09-18T00:00:00.000,51137,Orange,Rappahannock Rapidan,304,20,4
66,2020-09-18T00:00:00.000,51139,Page,Lord Fairfax,379,42,29
67,2020-09-18T00:00:00.000,51141,Patrick,West Piedmont,269,51,24
68,2020-09-18T00:00:00.000,51143,Pittsylvania,Pittsylvania-Danville,938,47,8
69,2020-09-18T00:00:00.000,51145,Powhatan,Chesterfield,207,14,5
70,2020-09-18T00:00:00.000,51147,Prince Edward,Piedmont,556,30,12
71,2020-09-18T00:00:00.000,51149,Prince George,Crater,712,24,4
72,2020-09-18T00:00:00.000,51153,Prince William,Prince William,11966,895,196
73,2020-09-18T00:00:00.000,51155,Pulaski,New River,204,13,4
74,2020-09-18T00:00:00.000,51157,Rappahannock,Rappahannock Rapidan,64,5,2
75,2020-09-18T00:00:00.000,51159,Richmond County,Three Rivers,347,16,6
76,2020-09-18T00:00:00.000,51161,Roanoke County,Alleghany,764,26,6
77,2020-09-18T00:00:00.000,51163,Rockbridge,Central Shenandoah,97,4,2
78,2020-09-18T00:00:00.000,51165,Rockingham,Central Shenandoah,1340,110,21
79,2020-09-18T00:00:00.000,51167,Russell,Cumberland Plateau,229,23,4
80,2020-09-18T00:00:00.000,51169,Scott,Lenowisco,177,15,4
