,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-31T00:00:00.000,Alexandria,0-9,204,2,0
1,2020-08-31T00:00:00.000,Alexandria,10-19,241,5,0
2,2020-08-31T00:00:00.000,Alexandria,20-29,607,12,1
3,2020-08-31T00:00:00.000,Alexandria,30-39,778,37,1
4,2020-08-31T00:00:00.000,Alexandria,40-49,606,46,0
5,2020-08-31T00:00:00.000,Alexandria,50-59,436,61,12
6,2020-08-31T00:00:00.000,Alexandria,60-69,263,57,3
7,2020-08-31T00:00:00.000,Alexandria,70-79,120,44,18
8,2020-08-31T00:00:00.000,Alexandria,80+,112,34,27
9,2020-08-31T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-08-31T00:00:00.000,Alleghany,0-9,37,0,0
11,2020-08-31T00:00:00.000,Alleghany,10-19,140,1,0
12,2020-08-31T00:00:00.000,Alleghany,20-29,239,1,0
13,2020-08-31T00:00:00.000,Alleghany,30-39,163,5,0
14,2020-08-31T00:00:00.000,Alleghany,40-49,164,5,0
15,2020-08-31T00:00:00.000,Alleghany,50-59,177,10,1
16,2020-08-31T00:00:00.000,Alleghany,60-69,108,11,1
17,2020-08-31T00:00:00.000,Alleghany,70-79,97,13,11
18,2020-08-31T00:00:00.000,Alleghany,80+,51,12,6
19,2020-08-31T00:00:00.000,Alleghany,Missing,2,0,0
20,2020-08-31T00:00:00.000,Arlington,0-9,88,2,0
21,2020-08-31T00:00:00.000,Arlington,10-19,189,5,0
22,2020-08-31T00:00:00.000,Arlington,20-29,777,23,0
23,2020-08-31T00:00:00.000,Arlington,30-39,672,45,0
24,2020-08-31T00:00:00.000,Arlington,40-49,576,61,9
25,2020-08-31T00:00:00.000,Arlington,50-59,482,77,6
26,2020-08-31T00:00:00.000,Arlington,60-69,337,86,19
27,2020-08-31T00:00:00.000,Arlington,70-79,202,77,34
28,2020-08-31T00:00:00.000,Arlington,80+,216,90,70
29,2020-08-31T00:00:00.000,Arlington,Missing,16,1,0
30,2020-08-31T00:00:00.000,Central Shenandoah,0-9,104,0,0
31,2020-08-31T00:00:00.000,Central Shenandoah,10-19,260,1,0
32,2020-08-31T00:00:00.000,Central Shenandoah,20-29,777,11,0
33,2020-08-31T00:00:00.000,Central Shenandoah,30-39,464,8,0
34,2020-08-31T00:00:00.000,Central Shenandoah,40-49,508,17,0
