,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-28T00:00:00.000,Alexandria,5303,356,77
1,2020-11-28T00:00:00.000,Alleghany,5101,163,77
2,2020-11-28T00:00:00.000,Arlington,6203,577,157
3,2020-11-28T00:00:00.000,Central Shenandoah,9137,375,107
4,2020-11-28T00:00:00.000,Central Virginia,6860,252,73
5,2020-11-28T00:00:00.000,Chesapeake,6525,531,80
6,2020-11-28T00:00:00.000,Chesterfield,10052,542,163
7,2020-11-28T00:00:00.000,Chickahominy,3363,238,72
8,2020-11-28T00:00:00.000,Crater,5888,341,123
9,2020-11-28T00:00:00.000,Cumberland Plateau,2513,140,22
10,2020-11-28T00:00:00.000,Eastern Shore,1689,157,52
11,2020-11-28T00:00:00.000,Fairfax,30759,2551,638
12,2020-11-28T00:00:00.000,Hampton,2741,116,34
13,2020-11-28T00:00:00.000,Henrico,8265,587,251
14,2020-11-28T00:00:00.000,Lenowisco,2967,173,77
15,2020-11-28T00:00:00.000,Lord Fairfax,5975,439,145
16,2020-11-28T00:00:00.000,Loudoun,9980,556,142
17,2020-11-28T00:00:00.000,Mount Rogers,6191,414,165
18,2020-11-28T00:00:00.000,New River,6336,148,45
19,2020-11-28T00:00:00.000,Norfolk,6423,456,89
20,2020-11-28T00:00:00.000,Peninsula,6439,260,96
21,2020-11-28T00:00:00.000,Piedmont,3085,202,67
22,2020-11-28T00:00:00.000,Pittsylvania-Danville,3333,255,71
23,2020-11-28T00:00:00.000,Portsmouth,3188,350,71
24,2020-11-28T00:00:00.000,Prince William,21126,1280,271
25,2020-11-28T00:00:00.000,Rappahannock,8086,493,97
26,2020-11-28T00:00:00.000,Rappahannock Rapidan,4477,232,61
27,2020-11-28T00:00:00.000,Richmond,6606,504,82
28,2020-11-28T00:00:00.000,Roanoke,4058,128,75
29,2020-11-28T00:00:00.000,Southside,2278,103,60
30,2020-11-28T00:00:00.000,Thomas Jefferson,5311,270,82
31,2020-11-28T00:00:00.000,Three Rivers,2741,162,45
32,2020-11-28T00:00:00.000,Virginia Beach,10660,527,113
33,2020-11-28T00:00:00.000,Western Tidewater,5313,274,164
34,2020-11-28T00:00:00.000,West Piedmont,4645,364,110
35,2020-11-27T00:00:00.000,Alexandria,5222,354,77
36,2020-11-27T00:00:00.000,Alleghany,5003,160,76
37,2020-11-27T00:00:00.000,Arlington,6117,577,157
38,2020-11-27T00:00:00.000,Central Shenandoah,8992,370,107
39,2020-11-27T00:00:00.000,Central Virginia,6731,250,73
40,2020-11-27T00:00:00.000,Chesapeake,6385,528,80
41,2020-11-27T00:00:00.000,Chesterfield,9963,538,163
42,2020-11-27T00:00:00.000,Chickahominy,3338,238,72
43,2020-11-27T00:00:00.000,Crater,5875,340,122
44,2020-11-27T00:00:00.000,Cumberland Plateau,2425,136,22
45,2020-11-27T00:00:00.000,Eastern Shore,1672,156,52
46,2020-11-27T00:00:00.000,Fairfax,30260,2542,639
47,2020-11-27T00:00:00.000,Hampton,2727,116,34
48,2020-11-27T00:00:00.000,Henrico,8179,584,247
49,2020-11-27T00:00:00.000,Lenowisco,2935,172,76
50,2020-11-27T00:00:00.000,Lord Fairfax,5783,433,144
51,2020-11-27T00:00:00.000,Loudoun,9872,555,142
52,2020-11-27T00:00:00.000,Mount Rogers,5978,413,165
53,2020-11-27T00:00:00.000,New River,6206,145,45
54,2020-11-27T00:00:00.000,Norfolk,6408,457,89
55,2020-11-27T00:00:00.000,Peninsula,6386,260,96
56,2020-11-27T00:00:00.000,Piedmont,3034,199,67
57,2020-11-27T00:00:00.000,Pittsylvania-Danville,3298,255,72
58,2020-11-27T00:00:00.000,Portsmouth,3170,350,71
59,2020-11-27T00:00:00.000,Prince William,20857,1276,272
60,2020-11-27T00:00:00.000,Rappahannock,7944,492,96
61,2020-11-27T00:00:00.000,Rappahannock Rapidan,4475,231,61
