,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-24T00:00:00.000,Alexandria,0-9,236,3,0
1,2020-09-24T00:00:00.000,Alexandria,10-19,266,5,0
2,2020-09-24T00:00:00.000,Alexandria,20-29,702,14,1
3,2020-09-24T00:00:00.000,Alexandria,30-39,873,37,1
4,2020-09-24T00:00:00.000,Alexandria,40-49,656,49,1
5,2020-09-24T00:00:00.000,Alexandria,50-59,478,66,13
6,2020-09-24T00:00:00.000,Alexandria,60-69,284,60,4
7,2020-09-24T00:00:00.000,Alexandria,70-79,134,48,19
8,2020-09-24T00:00:00.000,Alexandria,80+,121,35,30
9,2020-09-24T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-09-24T00:00:00.000,Alleghany,0-9,46,0,0
11,2020-09-24T00:00:00.000,Alleghany,10-19,189,1,0
12,2020-09-24T00:00:00.000,Alleghany,20-29,321,1,0
13,2020-09-24T00:00:00.000,Alleghany,30-39,200,5,0
14,2020-09-24T00:00:00.000,Alleghany,40-49,203,6,0
15,2020-09-24T00:00:00.000,Alleghany,50-59,242,12,1
16,2020-09-24T00:00:00.000,Alleghany,60-69,135,14,1
17,2020-09-24T00:00:00.000,Alleghany,70-79,115,20,15
18,2020-09-24T00:00:00.000,Alleghany,80+,62,15,9
19,2020-09-24T00:00:00.000,Alleghany,Missing,4,0,0
20,2020-09-24T00:00:00.000,Arlington,0-9,106,2,0
21,2020-09-24T00:00:00.000,Arlington,10-19,221,5,0
22,2020-09-24T00:00:00.000,Arlington,20-29,862,24,0
23,2020-09-24T00:00:00.000,Arlington,30-39,729,47,0
24,2020-09-24T00:00:00.000,Arlington,40-49,637,67,9
25,2020-09-24T00:00:00.000,Arlington,50-59,514,81,8
26,2020-09-24T00:00:00.000,Arlington,60-69,367,95,20
27,2020-09-24T00:00:00.000,Arlington,70-79,211,83,36
28,2020-09-24T00:00:00.000,Arlington,80+,225,93,75
29,2020-09-24T00:00:00.000,Arlington,Missing,17,1,0
30,2020-09-24T00:00:00.000,Central Shenandoah,0-9,130,0,0
31,2020-09-24T00:00:00.000,Central Shenandoah,10-19,943,1,0
32,2020-09-24T00:00:00.000,Central Shenandoah,20-29,1574,14,0
