,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-19T00:00:00.000,Alexandria,0-9,339,3,0
1,2020-11-19T00:00:00.000,Alexandria,10-19,328,6,0
2,2020-11-19T00:00:00.000,Alexandria,20-29,962,9,1
3,2020-11-19T00:00:00.000,Alexandria,30-39,1098,37,2
4,2020-11-19T00:00:00.000,Alexandria,40-49,825,58,1
5,2020-11-19T00:00:00.000,Alexandria,50-59,583,71,14
6,2020-11-19T00:00:00.000,Alexandria,60-69,354,66,5
7,2020-11-19T00:00:00.000,Alexandria,70-79,161,56,21
8,2020-11-19T00:00:00.000,Alexandria,80+,133,39,33
9,2020-11-19T00:00:00.000,Alexandria,Missing,14,0,0
10,2020-11-19T00:00:00.000,Alleghany,0-9,99,0,0
11,2020-11-19T00:00:00.000,Alleghany,10-19,393,2,0
12,2020-11-19T00:00:00.000,Alleghany,20-29,719,2,0
13,2020-11-19T00:00:00.000,Alleghany,30-39,626,9,0
14,2020-11-19T00:00:00.000,Alleghany,40-49,628,12,0
15,2020-11-19T00:00:00.000,Alleghany,50-59,640,16,2
16,2020-11-19T00:00:00.000,Alleghany,60-69,437,31,4
17,2020-11-19T00:00:00.000,Alleghany,70-79,342,42,28
18,2020-11-19T00:00:00.000,Alleghany,80+,314,31,31
19,2020-11-19T00:00:00.000,Alleghany,Missing,9,0,0
20,2020-11-19T00:00:00.000,Arlington,0-9,173,2,0
21,2020-11-19T00:00:00.000,Arlington,10-19,373,6,0
22,2020-11-19T00:00:00.000,Arlington,20-29,1361,26,0
23,2020-11-19T00:00:00.000,Arlington,30-39,1084,57,0
24,2020-11-19T00:00:00.000,Arlington,40-49,858,74,9
25,2020-11-19T00:00:00.000,Arlington,50-59,683,94,9
26,2020-11-19T00:00:00.000,Arlington,60-69,471,111,23
27,2020-11-19T00:00:00.000,Arlington,70-79,254,93,38
28,2020-11-19T00:00:00.000,Arlington,80+,252,102,77
29,2020-11-19T00:00:00.000,Arlington,Missing,35,1,0
30,2020-11-19T00:00:00.000,Central Shenandoah,0-9,204,0,0
31,2020-11-19T00:00:00.000,Central Shenandoah,10-19,1515,2,0
32,2020-11-19T00:00:00.000,Central Shenandoah,20-29,2243,15,0
33,2020-11-19T00:00:00.000,Central Shenandoah,30-39,861,13,1
34,2020-11-19T00:00:00.000,Central Shenandoah,40-49,907,30,0
35,2020-11-19T00:00:00.000,Central Shenandoah,50-59,909,56,7
36,2020-11-19T00:00:00.000,Central Shenandoah,60-69,715,74,18
37,2020-11-19T00:00:00.000,Central Shenandoah,70-79,385,83,28
38,2020-11-19T00:00:00.000,Central Shenandoah,80+,341,69,44
39,2020-11-19T00:00:00.000,Central Shenandoah,Missing,20,0,0
40,2020-11-19T00:00:00.000,Central Virginia,0-9,167,0,0
41,2020-11-19T00:00:00.000,Central Virginia,10-19,773,3,0
42,2020-11-19T00:00:00.000,Central Virginia,20-29,1421,9,0
43,2020-11-19T00:00:00.000,Central Virginia,30-39,760,18,0
44,2020-11-19T00:00:00.000,Central Virginia,40-49,770,12,1
45,2020-11-19T00:00:00.000,Central Virginia,50-59,850,27,5
46,2020-11-19T00:00:00.000,Central Virginia,60-69,603,46,10
47,2020-11-19T00:00:00.000,Central Virginia,70-79,410,57,14
48,2020-11-19T00:00:00.000,Central Virginia,80+,270,48,39
49,2020-11-19T00:00:00.000,Central Virginia,Missing,8,0,0
50,2020-11-19T00:00:00.000,Chesapeake,0-9,225,3,0
51,2020-11-19T00:00:00.000,Chesapeake,10-19,492,4,0
52,2020-11-19T00:00:00.000,Chesapeake,20-29,1053,13,0
53,2020-11-19T00:00:00.000,Chesapeake,30-39,1067,29,0
54,2020-11-19T00:00:00.000,Chesapeake,40-49,878,62,1
55,2020-11-19T00:00:00.000,Chesapeake,50-59,821,95,8
56,2020-11-19T00:00:00.000,Chesapeake,60-69,622,119,16
57,2020-11-19T00:00:00.000,Chesapeake,70-79,307,101,16
58,2020-11-19T00:00:00.000,Chesapeake,80+,218,84,39
59,2020-11-19T00:00:00.000,Chesapeake,Missing,46,1,0
60,2020-11-19T00:00:00.000,Chesterfield,0-9,383,5,0
61,2020-11-19T00:00:00.000,Chesterfield,10-19,933,2,0
62,2020-11-19T00:00:00.000,Chesterfield,20-29,1659,21,0
63,2020-11-19T00:00:00.000,Chesterfield,30-39,1677,50,2
64,2020-11-19T00:00:00.000,Chesterfield,40-49,1481,67,5
65,2020-11-19T00:00:00.000,Chesterfield,50-59,1264,109,8
66,2020-11-19T00:00:00.000,Chesterfield,60-69,809,111,29
67,2020-11-19T00:00:00.000,Chesterfield,70-79,400,84,46
68,2020-11-19T00:00:00.000,Chesterfield,80+,315,63,66
69,2020-11-19T00:00:00.000,Chesterfield,Missing,193,2,0
70,2020-11-19T00:00:00.000,Chickahominy,0-9,82,1,0
71,2020-11-19T00:00:00.000,Chickahominy,10-19,336,0,0
72,2020-11-19T00:00:00.000,Chickahominy,20-29,468,4,0
73,2020-11-19T00:00:00.000,Chickahominy,30-39,410,8,0
74,2020-11-19T00:00:00.000,Chickahominy,40-49,388,19,1
75,2020-11-19T00:00:00.000,Chickahominy,50-59,513,39,1
76,2020-11-19T00:00:00.000,Chickahominy,60-69,322,47,11
77,2020-11-19T00:00:00.000,Chickahominy,70-79,227,43,12
78,2020-11-19T00:00:00.000,Chickahominy,80+,160,60,38
79,2020-11-19T00:00:00.000,Chickahominy,Missing,34,0,1
80,2020-11-19T00:00:00.000,Crater,0-9,142,2,0
81,2020-11-19T00:00:00.000,Crater,10-19,366,3,0
82,2020-11-19T00:00:00.000,Crater,20-29,941,10,0
83,2020-11-19T00:00:00.000,Crater,30-39,1052,15,1
84,2020-11-19T00:00:00.000,Crater,40-49,856,30,1
85,2020-11-19T00:00:00.000,Crater,50-59,951,66,12
86,2020-11-19T00:00:00.000,Crater,60-69,638,87,27
87,2020-11-19T00:00:00.000,Crater,70-79,361,68,35
88,2020-11-19T00:00:00.000,Crater,80+,228,50,46
89,2020-11-19T00:00:00.000,Crater,Missing,45,0,0
90,2020-11-19T00:00:00.000,Cumberland Plateau,0-9,78,1,0
91,2020-11-19T00:00:00.000,Cumberland Plateau,10-19,273,2,0
92,2020-11-19T00:00:00.000,Cumberland Plateau,20-29,323,0,0
93,2020-11-19T00:00:00.000,Cumberland Plateau,30-39,263,2,0
94,2020-11-19T00:00:00.000,Cumberland Plateau,40-49,310,10,1
95,2020-11-19T00:00:00.000,Cumberland Plateau,50-59,340,28,2
96,2020-11-19T00:00:00.000,Cumberland Plateau,60-69,296,30,4
97,2020-11-19T00:00:00.000,Cumberland Plateau,70-79,195,25,5
98,2020-11-19T00:00:00.000,Cumberland Plateau,80+,76,24,6
99,2020-11-19T00:00:00.000,Cumberland Plateau,Missing,1,0,0
100,2020-11-19T00:00:00.000,Eastern Shore,0-9,33,2,0
101,2020-11-19T00:00:00.000,Eastern Shore,10-19,89,1,0
102,2020-11-19T00:00:00.000,Eastern Shore,20-29,230,6,0
103,2020-11-19T00:00:00.000,Eastern Shore,30-39,289,11,0
104,2020-11-19T00:00:00.000,Eastern Shore,40-49,291,13,2
105,2020-11-19T00:00:00.000,Eastern Shore,50-59,320,31,8
