,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-22T00:00:00.000,Alexandria,4935,347,77
1,2020-11-22T00:00:00.000,Alleghany,4530,151,69
2,2020-11-22T00:00:00.000,Arlington,5758,568,156
3,2020-11-22T00:00:00.000,Central Shenandoah,8482,354,101
4,2020-11-22T00:00:00.000,Central Virginia,6359,228,70
5,2020-11-22T00:00:00.000,Chesapeake,5967,520,80
6,2020-11-22T00:00:00.000,Chesterfield,9401,523,159
7,2020-11-22T00:00:00.000,Chickahominy,3087,225,67
8,2020-11-22T00:00:00.000,Crater,5685,335,122
9,2020-11-22T00:00:00.000,Cumberland Plateau,2251,127,22
10,2020-11-22T00:00:00.000,Eastern Shore,1637,153,52
11,2020-11-22T00:00:00.000,Fairfax,28634,2503,629
12,2020-11-22T00:00:00.000,Hampton,2575,113,34
13,2020-11-22T00:00:00.000,Henrico,7762,564,242
14,2020-11-22T00:00:00.000,Lenowisco,2685,153,57
15,2020-11-22T00:00:00.000,Lord Fairfax,5420,412,142
16,2020-11-22T00:00:00.000,Loudoun,9265,535,139
17,2020-11-22T00:00:00.000,Mount Rogers,5532,392,164
18,2020-11-22T00:00:00.000,New River,5871,136,43
19,2020-11-22T00:00:00.000,Norfolk,6244,438,88
20,2020-11-22T00:00:00.000,Peninsula,6133,249,94
21,2020-11-22T00:00:00.000,Piedmont,2929,195,63
22,2020-11-22T00:00:00.000,Pittsylvania-Danville,3096,244,70
23,2020-11-22T00:00:00.000,Portsmouth,3091,349,70
24,2020-11-22T00:00:00.000,Prince William,19667,1265,268
25,2020-11-22T00:00:00.000,Rappahannock,7462,476,96
26,2020-11-22T00:00:00.000,Rappahannock Rapidan,3996,222,59
27,2020-11-22T00:00:00.000,Richmond,6331,495,80
28,2020-11-22T00:00:00.000,Roanoke,3868,125,67
29,2020-11-22T00:00:00.000,Southside,2196,101,53
30,2020-11-22T00:00:00.000,Thomas Jefferson,5070,267,81
31,2020-11-22T00:00:00.000,Three Rivers,2572,153,44
32,2020-11-22T00:00:00.000,Virginia Beach,9992,507,112
33,2020-11-22T00:00:00.000,Western Tidewater,5096,267,163
34,2020-11-22T00:00:00.000,West Piedmont,4217,354,105
35,2020-11-21T00:00:00.000,Alexandria,4882,346,77
36,2020-11-21T00:00:00.000,Alleghany,4449,151,69
37,2020-11-21T00:00:00.000,Arlington,5673,568,156
38,2020-11-21T00:00:00.000,Central Shenandoah,8389,353,101
39,2020-11-21T00:00:00.000,Central Virginia,6245,227,70
40,2020-11-21T00:00:00.000,Chesapeake,5856,518,80
41,2020-11-21T00:00:00.000,Chesterfield,9314,522,159
42,2020-11-21T00:00:00.000,Chickahominy,3040,225,67
43,2020-11-21T00:00:00.000,Crater,5652,334,122
44,2020-11-21T00:00:00.000,Cumberland Plateau,2226,126,22
45,2020-11-21T00:00:00.000,Eastern Shore,1623,153,52
46,2020-11-21T00:00:00.000,Fairfax,28345,2501,629
47,2020-11-21T00:00:00.000,Hampton,2534,112,34
48,2020-11-21T00:00:00.000,Henrico,7683,563,242
49,2020-11-21T00:00:00.000,Lenowisco,2661,151,57
