,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-22T00:00:00.000,Alexandria,0-9,289,3,0
1,2020-10-22T00:00:00.000,Alexandria,10-19,297,5,0
2,2020-10-22T00:00:00.000,Alexandria,20-29,798,13,1
3,2020-10-22T00:00:00.000,Alexandria,30-39,948,37,1
4,2020-10-22T00:00:00.000,Alexandria,40-49,714,52,1
5,2020-10-22T00:00:00.000,Alexandria,50-59,524,67,14
6,2020-10-22T00:00:00.000,Alexandria,60-69,309,62,6
7,2020-10-22T00:00:00.000,Alexandria,70-79,144,50,21
8,2020-10-22T00:00:00.000,Alexandria,80+,128,37,31
9,2020-10-22T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-10-22T00:00:00.000,Alleghany,0-9,63,0,0
11,2020-10-22T00:00:00.000,Alleghany,10-19,270,2,0
12,2020-10-22T00:00:00.000,Alleghany,20-29,469,1,0
13,2020-10-22T00:00:00.000,Alleghany,30-39,324,8,0
14,2020-10-22T00:00:00.000,Alleghany,40-49,337,9,0
15,2020-10-22T00:00:00.000,Alleghany,50-59,371,15,1
16,2020-10-22T00:00:00.000,Alleghany,60-69,231,24,1
17,2020-10-22T00:00:00.000,Alleghany,70-79,187,26,19
18,2020-10-22T00:00:00.000,Alleghany,80+,156,23,12
19,2020-10-22T00:00:00.000,Alleghany,Missing,4,0,0
20,2020-10-22T00:00:00.000,Arlington,0-9,134,2,0
21,2020-10-22T00:00:00.000,Arlington,10-19,276,6,0
22,2020-10-22T00:00:00.000,Arlington,20-29,1031,25,0
23,2020-10-22T00:00:00.000,Arlington,30-39,851,50,0
24,2020-10-22T00:00:00.000,Arlington,40-49,710,71,9
25,2020-10-22T00:00:00.000,Arlington,50-59,574,86,8
26,2020-10-22T00:00:00.000,Arlington,60-69,406,102,22
27,2020-10-22T00:00:00.000,Arlington,70-79,223,86,38
28,2020-10-22T00:00:00.000,Arlington,80+,232,95,75
29,2020-10-22T00:00:00.000,Arlington,Missing,20,1,0
30,2020-10-22T00:00:00.000,Central Shenandoah,0-9,166,0,0
31,2020-10-22T00:00:00.000,Central Shenandoah,10-19,1253,1,0
32,2020-10-22T00:00:00.000,Central Shenandoah,20-29,1909,14,0
33,2020-10-22T00:00:00.000,Central Shenandoah,30-39,693,11,2
34,2020-10-22T00:00:00.000,Central Shenandoah,40-49,732,28,0
35,2020-10-22T00:00:00.000,Central Shenandoah,50-59,730,49,6
36,2020-10-22T00:00:00.000,Central Shenandoah,60-69,536,64,17
37,2020-10-22T00:00:00.000,Central Shenandoah,70-79,275,70,22
38,2020-10-22T00:00:00.000,Central Shenandoah,80+,245,53,31
39,2020-10-22T00:00:00.000,Central Shenandoah,Missing,18,0,0
40,2020-10-22T00:00:00.000,Central Virginia,0-9,129,0,0
41,2020-10-22T00:00:00.000,Central Virginia,10-19,604,3,0
42,2020-10-22T00:00:00.000,Central Virginia,20-29,1115,8,0
43,2020-10-22T00:00:00.000,Central Virginia,30-39,554,15,0
44,2020-10-22T00:00:00.000,Central Virginia,40-49,557,9,1
45,2020-10-22T00:00:00.000,Central Virginia,50-59,627,23,5
46,2020-10-22T00:00:00.000,Central Virginia,60-69,441,37,9
47,2020-10-22T00:00:00.000,Central Virginia,70-79,295,44,13
48,2020-10-22T00:00:00.000,Central Virginia,80+,191,36,30
49,2020-10-22T00:00:00.000,Central Virginia,Missing,7,0,0
50,2020-10-22T00:00:00.000,Chesapeake,0-9,175,3,0
51,2020-10-22T00:00:00.000,Chesapeake,10-19,412,4,0
52,2020-10-22T00:00:00.000,Chesapeake,20-29,881,10,0
53,2020-10-22T00:00:00.000,Chesapeake,30-39,867,28,0
54,2020-10-22T00:00:00.000,Chesapeake,40-49,733,56,1
55,2020-10-22T00:00:00.000,Chesapeake,50-59,703,87,9
56,2020-10-22T00:00:00.000,Chesapeake,60-69,538,109,17
57,2020-10-22T00:00:00.000,Chesapeake,70-79,261,91,16
58,2020-10-22T00:00:00.000,Chesapeake,80+,201,80,35
59,2020-10-22T00:00:00.000,Chesapeake,Missing,35,1,0
60,2020-10-22T00:00:00.000,Chesterfield,0-9,303,5,0
61,2020-10-22T00:00:00.000,Chesterfield,10-19,767,1,0
62,2020-10-22T00:00:00.000,Chesterfield,20-29,1356,20,0
63,2020-10-22T00:00:00.000,Chesterfield,30-39,1397,46,1
64,2020-10-22T00:00:00.000,Chesterfield,40-49,1201,60,5
65,2020-10-22T00:00:00.000,Chesterfield,50-59,1020,93,8
66,2020-10-22T00:00:00.000,Chesterfield,60-69,658,98,26
67,2020-10-22T00:00:00.000,Chesterfield,70-79,319,69,35
68,2020-10-22T00:00:00.000,Chesterfield,80+,252,51,56
69,2020-10-22T00:00:00.000,Chesterfield,Missing,158,2,0
70,2020-10-22T00:00:00.000,Chickahominy,0-9,57,0,0
71,2020-10-22T00:00:00.000,Chickahominy,10-19,264,0,0
72,2020-10-22T00:00:00.000,Chickahominy,20-29,392,4,0
73,2020-10-22T00:00:00.000,Chickahominy,30-39,319,6,0
74,2020-10-22T00:00:00.000,Chickahominy,40-49,297,16,1
75,2020-10-22T00:00:00.000,Chickahominy,50-59,380,35,1
76,2020-10-22T00:00:00.000,Chickahominy,60-69,236,38,11
77,2020-10-22T00:00:00.000,Chickahominy,70-79,167,37,11
78,2020-10-22T00:00:00.000,Chickahominy,80+,127,47,33
79,2020-10-22T00:00:00.000,Chickahominy,Missing,22,0,0
80,2020-10-22T00:00:00.000,Crater,0-9,113,2,0
81,2020-10-22T00:00:00.000,Crater,10-19,290,2,0
82,2020-10-22T00:00:00.000,Crater,20-29,801,10,0
83,2020-10-22T00:00:00.000,Crater,30-39,941,14,0
84,2020-10-22T00:00:00.000,Crater,40-49,769,28,1
85,2020-10-22T00:00:00.000,Crater,50-59,841,61,8
86,2020-10-22T00:00:00.000,Crater,60-69,570,80,26
87,2020-10-22T00:00:00.000,Crater,70-79,315,59,34
88,2020-10-22T00:00:00.000,Crater,80+,212,43,45
89,2020-10-22T00:00:00.000,Crater,Missing,44,0,0
90,2020-10-22T00:00:00.000,Cumberland Plateau,0-9,48,0,0
91,2020-10-22T00:00:00.000,Cumberland Plateau,10-19,190,2,0
92,2020-10-22T00:00:00.000,Cumberland Plateau,20-29,199,0,0
93,2020-10-22T00:00:00.000,Cumberland Plateau,30-39,163,2,0
94,2020-10-22T00:00:00.000,Cumberland Plateau,40-49,177,6,1
95,2020-10-22T00:00:00.000,Cumberland Plateau,50-59,192,19,1
96,2020-10-22T00:00:00.000,Cumberland Plateau,60-69,157,22,3
97,2020-10-22T00:00:00.000,Cumberland Plateau,70-79,92,13,2
98,2020-10-22T00:00:00.000,Cumberland Plateau,80+,49,17,6
99,2020-10-22T00:00:00.000,Cumberland Plateau,Missing,0,0,0
100,2020-10-22T00:00:00.000,Eastern Shore,0-9,30,2,0
101,2020-10-22T00:00:00.000,Eastern Shore,10-19,83,1,0
102,2020-10-22T00:00:00.000,Eastern Shore,20-29,221,6,0
103,2020-10-22T00:00:00.000,Eastern Shore,30-39,267,11,0
104,2020-10-22T00:00:00.000,Eastern Shore,40-49,272,13,2
105,2020-10-22T00:00:00.000,Eastern Shore,50-59,301,26,6
106,2020-10-22T00:00:00.000,Eastern Shore,60-69,208,32,8
107,2020-10-22T00:00:00.000,Eastern Shore,70-79,73,26,13
108,2020-10-22T00:00:00.000,Eastern Shore,80+,59,27,21
109,2020-10-22T00:00:00.000,Eastern Shore,Missing,6,0,0
110,2020-10-22T00:00:00.000,Fairfax,0-9,1030,29,0
111,2020-10-22T00:00:00.000,Fairfax,10-19,1963,32,0
112,2020-10-22T00:00:00.000,Fairfax,20-29,4168,106,3
113,2020-10-22T00:00:00.000,Fairfax,30-39,4389,237,10
114,2020-10-22T00:00:00.000,Fairfax,40-49,3985,350,16
115,2020-10-22T00:00:00.000,Fairfax,50-59,3475,415,44
116,2020-10-22T00:00:00.000,Fairfax,60-69,2143,411,87
117,2020-10-22T00:00:00.000,Fairfax,70-79,922,302,127
118,2020-10-22T00:00:00.000,Fairfax,80+,990,359,333
119,2020-10-22T00:00:00.000,Fairfax,Missing,180,6,0
120,2020-10-22T00:00:00.000,Hampton,0-9,59,0,0
121,2020-10-22T00:00:00.000,Hampton,10-19,144,0,0
122,2020-10-22T00:00:00.000,Hampton,20-29,516,4,1
123,2020-10-22T00:00:00.000,Hampton,30-39,377,3,0
124,2020-10-22T00:00:00.000,Hampton,40-49,283,17,1
125,2020-10-22T00:00:00.000,Hampton,50-59,293,16,4
126,2020-10-22T00:00:00.000,Hampton,60-69,198,21,14
127,2020-10-22T00:00:00.000,Hampton,70-79,107,17,6
128,2020-10-22T00:00:00.000,Hampton,80+,60,9,6
129,2020-10-22T00:00:00.000,Hampton,Missing,34,0,0
130,2020-10-22T00:00:00.000,Henrico,0-9,228,6,0
131,2020-10-22T00:00:00.000,Henrico,10-19,549,6,0
132,2020-10-22T00:00:00.000,Henrico,20-29,1091,22,1
133,2020-10-22T00:00:00.000,Henrico,30-39,1060,26,0
134,2020-10-22T00:00:00.000,Henrico,40-49,888,49,3
135,2020-10-22T00:00:00.000,Henrico,50-59,807,80,14
136,2020-10-22T00:00:00.000,Henrico,60-69,527,80,40
137,2020-10-22T00:00:00.000,Henrico,70-79,377,88,55
138,2020-10-22T00:00:00.000,Henrico,80+,509,118,113
139,2020-10-22T00:00:00.000,Henrico,Missing,60,1,1
140,2020-10-22T00:00:00.000,Lenowisco,0-9,56,0,0
141,2020-10-22T00:00:00.000,Lenowisco,10-19,108,0,0
142,2020-10-22T00:00:00.000,Lenowisco,20-29,186,0,0
143,2020-10-22T00:00:00.000,Lenowisco,30-39,192,6,1
144,2020-10-22T00:00:00.000,Lenowisco,40-49,180,10,0
145,2020-10-22T00:00:00.000,Lenowisco,50-59,198,15,1
146,2020-10-22T00:00:00.000,Lenowisco,60-69,178,19,3
147,2020-10-22T00:00:00.000,Lenowisco,70-79,136,33,12
148,2020-10-22T00:00:00.000,Lenowisco,80+,92,19,6
149,2020-10-22T00:00:00.000,Lenowisco,Missing,2,0,0
150,2020-10-22T00:00:00.000,Lord Fairfax,0-9,140,3,0
151,2020-10-22T00:00:00.000,Lord Fairfax,10-19,331,6,0
152,2020-10-22T00:00:00.000,Lord Fairfax,20-29,639,9,0
153,2020-10-22T00:00:00.000,Lord Fairfax,30-39,621,17,1
154,2020-10-22T00:00:00.000,Lord Fairfax,40-49,546,34,2
155,2020-10-22T00:00:00.000,Lord Fairfax,50-59,603,50,6
156,2020-10-22T00:00:00.000,Lord Fairfax,60-69,373,66,18
157,2020-10-22T00:00:00.000,Lord Fairfax,70-79,242,70,29
158,2020-10-22T00:00:00.000,Lord Fairfax,80+,274,62,70
159,2020-10-22T00:00:00.000,Lord Fairfax,Missing,4,0,0
160,2020-10-22T00:00:00.000,Loudoun,0-9,335,4,0
161,2020-10-22T00:00:00.000,Loudoun,10-19,1062,3,0
162,2020-10-22T00:00:00.000,Loudoun,20-29,1352,20,0
163,2020-10-22T00:00:00.000,Loudoun,30-39,1315,47,0
164,2020-10-22T00:00:00.000,Loudoun,40-49,1427,85,1
165,2020-10-22T00:00:00.000,Loudoun,50-59,1149,92,4
166,2020-10-22T00:00:00.000,Loudoun,60-69,482,86,11
167,2020-10-22T00:00:00.000,Loudoun,70-79,235,65,21
168,2020-10-22T00:00:00.000,Loudoun,80+,251,68,92
169,2020-10-22T00:00:00.000,Loudoun,Missing,72,0,1
170,2020-10-22T00:00:00.000,Mount Rogers,0-9,104,2,0
171,2020-10-22T00:00:00.000,Mount Rogers,10-19,263,0,0
172,2020-10-22T00:00:00.000,Mount Rogers,20-29,507,1,0
173,2020-10-22T00:00:00.000,Mount Rogers,30-39,403,15,0
174,2020-10-22T00:00:00.000,Mount Rogers,40-49,451,12,2
175,2020-10-22T00:00:00.000,Mount Rogers,50-59,533,42,6
176,2020-10-22T00:00:00.000,Mount Rogers,60-69,419,49,13
177,2020-10-22T00:00:00.000,Mount Rogers,70-79,414,89,43
178,2020-10-22T00:00:00.000,Mount Rogers,80+,397,90,80
179,2020-10-22T00:00:00.000,Mount Rogers,Missing,0,0,0
180,2020-10-22T00:00:00.000,New River,0-9,44,2,0
181,2020-10-22T00:00:00.000,New River,10-19,1254,0,0
182,2020-10-22T00:00:00.000,New River,20-29,1848,2,0
183,2020-10-22T00:00:00.000,New River,30-39,236,5,0
184,2020-10-22T00:00:00.000,New River,40-49,217,8,0
185,2020-10-22T00:00:00.000,New River,50-59,202,8,1
186,2020-10-22T00:00:00.000,New River,60-69,149,21,4
187,2020-10-22T00:00:00.000,New River,70-79,102,20,11
188,2020-10-22T00:00:00.000,New River,80+,64,9,12
189,2020-10-22T00:00:00.000,New River,Missing,15,0,0
190,2020-10-22T00:00:00.000,Norfolk,0-9,185,4,0
191,2020-10-22T00:00:00.000,Norfolk,10-19,408,4,0
192,2020-10-22T00:00:00.000,Norfolk,20-29,1679,19,1
