,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-09T00:00:00.000,Alexandria,3977,322,73
1,2020-10-09T00:00:00.000,Alleghany,1864,85,29
2,2020-10-09T00:00:00.000,Arlington,4148,509,152
3,2020-10-09T00:00:00.000,Central Shenandoah,6026,280,71
4,2020-10-09T00:00:00.000,Central Virginia,3778,136,46
5,2020-10-09T00:00:00.000,Chesapeake,4533,442,74
6,2020-10-09T00:00:00.000,Chesterfield,6822,417,129
7,2020-10-09T00:00:00.000,Chickahominy,2044,170,55
8,2020-10-09T00:00:00.000,Crater,4403,281,104
9,2020-10-09T00:00:00.000,Cumberland Plateau,1002,69,12
10,2020-10-09T00:00:00.000,Eastern Shore,1499,141,50
11,2020-10-09T00:00:00.000,Fairfax,21951,2212,613
12,2020-10-09T00:00:00.000,Hampton,1940,74,27
13,2020-10-09T00:00:00.000,Henrico,5700,456,220
14,2020-10-09T00:00:00.000,Lenowisco,1032,85,20
15,2020-10-09T00:00:00.000,Lord Fairfax,3356,288,119
16,2020-10-09T00:00:00.000,Loudoun,7137,444,128
17,2020-10-09T00:00:00.000,Mount Rogers,3077,277,129
18,2020-10-09T00:00:00.000,New River,3606,64,28
19,2020-10-09T00:00:00.000,Norfolk,5017,381,79
20,2020-10-09T00:00:00.000,Peninsula,4642,210,89
21,2020-10-09T00:00:00.000,Piedmont,2188,140,51
22,2020-10-09T00:00:00.000,Pittsylvania-Danville,2149,164,47
23,2020-10-09T00:00:00.000,Portsmouth,2658,293,63
24,2020-10-09T00:00:00.000,Prince William,15627,1127,245
25,2020-10-09T00:00:00.000,Rappahannock,5539,404,79
26,2020-10-09T00:00:00.000,Rappahannock Rapidan,2761,178,53
27,2020-10-09T00:00:00.000,Richmond,4871,434,62
28,2020-10-09T00:00:00.000,Roanoke,2051,82,32
29,2020-10-09T00:00:00.000,Southside,1607,89,46
30,2020-10-09T00:00:00.000,Thomas Jefferson,3930,197,73
31,2020-10-09T00:00:00.000,Three Rivers,1948,125,32
32,2020-10-09T00:00:00.000,Virginia Beach,7204,403,97
33,2020-10-09T00:00:00.000,Western Tidewater,4218,204,137
34,2020-10-09T00:00:00.000,West Piedmont,2344,264,80
35,2020-10-08T00:00:00.000,Alexandria,3961,324,73
36,2020-10-08T00:00:00.000,Alleghany,1834,83,29
37,2020-10-08T00:00:00.000,Arlington,4132,508,152
38,2020-10-08T00:00:00.000,Central Shenandoah,5925,279,71
39,2020-10-08T00:00:00.000,Central Virginia,3708,136,46
40,2020-10-08T00:00:00.000,Chesapeake,4517,442,73
41,2020-10-08T00:00:00.000,Chesterfield,6778,414,129
42,2020-10-08T00:00:00.000,Chickahominy,2031,170,55
43,2020-10-08T00:00:00.000,Crater,4362,280,104
44,2020-10-08T00:00:00.000,Cumberland Plateau,980,68,11
45,2020-10-08T00:00:00.000,Eastern Shore,1499,141,50
46,2020-10-08T00:00:00.000,Fairfax,21845,2206,610
47,2020-10-08T00:00:00.000,Hampton,1923,73,27
48,2020-10-08T00:00:00.000,Henrico,5659,452,220
49,2020-10-08T00:00:00.000,Lenowisco,1023,85,20
50,2020-10-08T00:00:00.000,Lord Fairfax,3334,287,118
51,2020-10-08T00:00:00.000,Loudoun,7110,442,127
52,2020-10-08T00:00:00.000,Mount Rogers,3055,275,129
53,2020-10-08T00:00:00.000,New River,3538,64,26
54,2020-10-08T00:00:00.000,Norfolk,4996,378,79
55,2020-10-08T00:00:00.000,Peninsula,4594,210,89
56,2020-10-08T00:00:00.000,Piedmont,2147,140,51
57,2020-10-08T00:00:00.000,Pittsylvania-Danville,2127,157,45
58,2020-10-08T00:00:00.000,Portsmouth,2652,293,63
59,2020-10-08T00:00:00.000,Prince William,15570,1121,244
60,2020-10-08T00:00:00.000,Rappahannock,5506,401,78
61,2020-10-08T00:00:00.000,Rappahannock Rapidan,2754,178,53
62,2020-10-08T00:00:00.000,Richmond,4839,431,62
63,2020-10-08T00:00:00.000,Roanoke,2022,79,32
64,2020-10-08T00:00:00.000,Southside,1593,89,46
65,2020-10-08T00:00:00.000,Thomas Jefferson,3891,197,73
66,2020-10-08T00:00:00.000,Three Rivers,1935,124,32
67,2020-10-08T00:00:00.000,Virginia Beach,7192,401,95
68,2020-10-08T00:00:00.000,Western Tidewater,4196,203,136
69,2020-10-08T00:00:00.000,West Piedmont,2307,262,80
70,2020-10-07T00:00:00.000,Alexandria,3938,327,71
71,2020-10-07T00:00:00.000,Alleghany,1770,82,28
72,2020-10-07T00:00:00.000,Arlington,4083,508,152
73,2020-10-07T00:00:00.000,Central Shenandoah,5846,278,70
74,2020-10-07T00:00:00.000,Central Virginia,3601,135,43
75,2020-10-07T00:00:00.000,Chesapeake,4457,438,72
76,2020-10-07T00:00:00.000,Chesterfield,6716,408,129
77,2020-10-07T00:00:00.000,Chickahominy,2004,169,54
78,2020-10-07T00:00:00.000,Crater,4311,280,104
79,2020-10-07T00:00:00.000,Cumberland Plateau,937,67,10
80,2020-10-07T00:00:00.000,Eastern Shore,1498,141,50
81,2020-10-07T00:00:00.000,Fairfax,21659,2206,609
82,2020-10-07T00:00:00.000,Hampton,1899,72,27
83,2020-10-07T00:00:00.000,Henrico,5617,451,219
84,2020-10-07T00:00:00.000,Lenowisco,1006,83,20
85,2020-10-07T00:00:00.000,Lord Fairfax,3287,283,118
86,2020-10-07T00:00:00.000,Loudoun,7042,441,127
87,2020-10-07T00:00:00.000,Mount Rogers,3003,272,129
88,2020-10-07T00:00:00.000,New River,3489,63,24
89,2020-10-07T00:00:00.000,Norfolk,4968,374,79
90,2020-10-07T00:00:00.000,Peninsula,4550,208,89
91,2020-10-07T00:00:00.000,Piedmont,2119,138,51
92,2020-10-07T00:00:00.000,Pittsylvania-Danville,2078,157,44
93,2020-10-07T00:00:00.000,Portsmouth,2634,293,63
94,2020-10-07T00:00:00.000,Prince William,15435,1117,240
95,2020-10-07T00:00:00.000,Rappahannock,5445,400,78
96,2020-10-07T00:00:00.000,Rappahannock Rapidan,2734,178,52
97,2020-10-07T00:00:00.000,Richmond,4792,429,62
98,2020-10-07T00:00:00.000,Roanoke,1966,77,29
99,2020-10-07T00:00:00.000,Southside,1566,89,46
100,2020-10-07T00:00:00.000,Thomas Jefferson,3827,197,73
101,2020-10-07T00:00:00.000,Three Rivers,1888,123,32
102,2020-10-07T00:00:00.000,Virginia Beach,7141,399,95
103,2020-10-07T00:00:00.000,Western Tidewater,4138,204,135
104,2020-10-07T00:00:00.000,West Piedmont,2247,258,79
105,2020-10-06T00:00:00.000,Alexandria,3932,327,71
106,2020-10-06T00:00:00.000,Alleghany,1723,79,28
107,2020-10-06T00:00:00.000,Arlington,4068,508,152
108,2020-10-06T00:00:00.000,Central Shenandoah,5793,278,70
109,2020-10-06T00:00:00.000,Central Virginia,3589,134,43
110,2020-10-06T00:00:00.000,Chesapeake,4448,437,73
111,2020-10-06T00:00:00.000,Chesterfield,6700,404,129
112,2020-10-06T00:00:00.000,Chickahominy,1997,169,54
113,2020-10-06T00:00:00.000,Crater,4295,280,104
114,2020-10-06T00:00:00.000,Cumberland Plateau,922,67,10
115,2020-10-06T00:00:00.000,Eastern Shore,1498,141,50
116,2020-10-06T00:00:00.000,Fairfax,21626,2208,607
117,2020-10-06T00:00:00.000,Hampton,1896,70,27
118,2020-10-06T00:00:00.000,Henrico,5608,450,219
119,2020-10-06T00:00:00.000,Lenowisco,1006,83,20
120,2020-10-06T00:00:00.000,Lord Fairfax,3279,283,117
121,2020-10-06T00:00:00.000,Loudoun,7026,441,126
122,2020-10-06T00:00:00.000,Mount Rogers,2984,270,128
123,2020-10-06T00:00:00.000,New River,3471,63,24
124,2020-10-06T00:00:00.000,Norfolk,4955,373,79
