,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-03T00:00:00.000,Alexandria,Female,1784,138,34
1,2020-09-03T00:00:00.000,Alexandria,Male,1642,163,28
2,2020-09-03T00:00:00.000,Alexandria,Not Reported,10,0,0
3,2020-09-03T00:00:00.000,Alleghany,Female,638,25,13
4,2020-09-03T00:00:00.000,Alleghany,Male,563,37,9
5,2020-09-03T00:00:00.000,Alleghany,Not Reported,6,0,0
6,2020-09-03T00:00:00.000,Arlington,Female,1772,206,65
7,2020-09-03T00:00:00.000,Arlington,Male,1809,264,76
8,2020-09-03T00:00:00.000,Arlington,Not Reported,6,0,0
9,2020-09-03T00:00:00.000,Central Shenandoah,Female,1952,123,30
10,2020-09-03T00:00:00.000,Central Shenandoah,Male,1662,114,32
11,2020-09-03T00:00:00.000,Central Shenandoah,Not Reported,6,0,0
12,2020-09-03T00:00:00.000,Central Virginia,Female,1274,37,8
13,2020-09-03T00:00:00.000,Central Virginia,Male,1147,44,11
14,2020-09-03T00:00:00.000,Central Virginia,Not Reported,13,0,0
15,2020-09-03T00:00:00.000,Chesapeake,Female,2130,177,22
16,2020-09-03T00:00:00.000,Chesapeake,Male,1724,162,27
17,2020-09-03T00:00:00.000,Chesapeake,Not Reported,5,0,0
18,2020-09-03T00:00:00.000,Chesterfield,Female,2799,144,51
19,2020-09-03T00:00:00.000,Chesterfield,Male,2677,160,58
20,2020-09-03T00:00:00.000,Chesterfield,Not Reported,130,0,1
21,2020-09-03T00:00:00.000,Chickahominy,Female,729,72,22
22,2020-09-03T00:00:00.000,Chickahominy,Male,545,71,26
23,2020-09-03T00:00:00.000,Chickahominy,Not Reported,6,0,0
24,2020-09-03T00:00:00.000,Crater,Female,1410,135,39
25,2020-09-03T00:00:00.000,Crater,Male,1800,117,39
26,2020-09-03T00:00:00.000,Crater,Not Reported,50,1,0
27,2020-09-03T00:00:00.000,Cumberland Plateau,Female,294,23,5
28,2020-09-03T00:00:00.000,Cumberland Plateau,Male,264,25,4
29,2020-09-03T00:00:00.000,Cumberland Plateau,Not Reported,0,0,0
30,2020-09-03T00:00:00.000,Eastern Shore,Female,735,69,26
31,2020-09-03T00:00:00.000,Eastern Shore,Male,711,67,22
32,2020-09-03T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-09-03T00:00:00.000,Fairfax,Female,9621,900,279
34,2020-09-03T00:00:00.000,Fairfax,Male,9100,1198,292
35,2020-09-03T00:00:00.000,Fairfax,Not Reported,137,2,5
36,2020-09-03T00:00:00.000,Hampton,Female,877,18,9
37,2020-09-03T00:00:00.000,Hampton,Male,707,36,7
38,2020-09-03T00:00:00.000,Hampton,Not Reported,5,0,0
