,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-13T00:00:00.000,Alexandria,4602,336,76
1,2020-11-13T00:00:00.000,Alleghany,3707,136,57
2,2020-11-13T00:00:00.000,Arlington,5191,558,155
3,2020-11-13T00:00:00.000,Central Shenandoah,7643,325,93
4,2020-11-13T00:00:00.000,Central Virginia,5692,217,68
5,2020-11-13T00:00:00.000,Chesapeake,5453,501,80
6,2020-11-13T00:00:00.000,Chesterfield,8656,503,153
7,2020-11-13T00:00:00.000,Chickahominy,2752,213,62
8,2020-11-13T00:00:00.000,Crater,5465,324,118
9,2020-11-13T00:00:00.000,Cumberland Plateau,1901,116,17
10,2020-11-13T00:00:00.000,Eastern Shore,1576,151,52
11,2020-11-13T00:00:00.000,Fairfax,26401,2423,625
12,2020-11-13T00:00:00.000,Hampton,2344,104,34
13,2020-11-13T00:00:00.000,Henrico,7133,538,243
14,2020-11-13T00:00:00.000,Lenowisco,2336,131,34
15,2020-11-13T00:00:00.000,Lord Fairfax,4674,383,139
16,2020-11-13T00:00:00.000,Loudoun,8642,515,135
17,2020-11-13T00:00:00.000,Mount Rogers,4790,365,153
18,2020-11-13T00:00:00.000,New River,5261,111,32
19,2020-11-13T00:00:00.000,Norfolk,5829,423,86
20,2020-11-13T00:00:00.000,Peninsula,5588,236,93
21,2020-11-13T00:00:00.000,Piedmont,2771,186,61
22,2020-11-13T00:00:00.000,Pittsylvania-Danville,2882,226,65
23,2020-11-13T00:00:00.000,Portsmouth,2967,338,70
24,2020-11-13T00:00:00.000,Prince William,18446,1233,264
25,2020-11-13T00:00:00.000,Rappahannock,6813,461,94
26,2020-11-13T00:00:00.000,Rappahannock Rapidan,3629,208,57
27,2020-11-13T00:00:00.000,Richmond,5908,473,78
28,2020-11-13T00:00:00.000,Roanoke,3400,119,54
29,2020-11-13T00:00:00.000,Southside,2050,95,51
30,2020-11-13T00:00:00.000,Thomas Jefferson,4765,255,79
31,2020-11-13T00:00:00.000,Three Rivers,2418,146,41
32,2020-11-13T00:00:00.000,Virginia Beach,9002,473,111
33,2020-11-13T00:00:00.000,Western Tidewater,4866,252,160
34,2020-11-13T00:00:00.000,West Piedmont,3709,334,95
35,2020-11-12T00:00:00.000,Alexandria,4578,336,76
36,2020-11-12T00:00:00.000,Alleghany,3658,134,53
37,2020-11-12T00:00:00.000,Arlington,5158,552,155
38,2020-11-12T00:00:00.000,Central Shenandoah,7573,323,89
39,2020-11-12T00:00:00.000,Central Virginia,5639,217,67
40,2020-11-12T00:00:00.000,Chesapeake,5426,501,80
41,2020-11-12T00:00:00.000,Chesterfield,8622,497,152
42,2020-11-12T00:00:00.000,Chickahominy,2739,212,62
43,2020-11-12T00:00:00.000,Crater,5445,320,118
44,2020-11-12T00:00:00.000,Cumberland Plateau,1868,116,17
45,2020-11-12T00:00:00.000,Eastern Shore,1573,151,52
46,2020-11-12T00:00:00.000,Fairfax,26265,2409,624
47,2020-11-12T00:00:00.000,Hampton,2328,104,34
48,2020-11-12T00:00:00.000,Henrico,7094,538,242
49,2020-11-12T00:00:00.000,Lenowisco,2294,129,32
50,2020-11-12T00:00:00.000,Lord Fairfax,4607,378,137
51,2020-11-12T00:00:00.000,Loudoun,8622,511,134
52,2020-11-12T00:00:00.000,Mount Rogers,4718,365,153
53,2020-11-12T00:00:00.000,New River,5208,108,32
54,2020-11-12T00:00:00.000,Norfolk,5816,423,86
55,2020-11-12T00:00:00.000,Peninsula,5562,235,92
56,2020-11-12T00:00:00.000,Piedmont,2761,186,60
57,2020-11-12T00:00:00.000,Pittsylvania-Danville,2861,225,64
58,2020-11-12T00:00:00.000,Portsmouth,2965,338,70
59,2020-11-12T00:00:00.000,Prince William,18341,1228,264
60,2020-11-12T00:00:00.000,Rappahannock,6788,461,94
61,2020-11-12T00:00:00.000,Rappahannock Rapidan,3576,208,55
62,2020-11-12T00:00:00.000,Richmond,5871,472,78
63,2020-11-12T00:00:00.000,Roanoke,3380,118,52
64,2020-11-12T00:00:00.000,Southside,2043,95,51
65,2020-11-12T00:00:00.000,Thomas Jefferson,4761,254,79
66,2020-11-12T00:00:00.000,Three Rivers,2407,145,41
67,2020-11-12T00:00:00.000,Virginia Beach,8964,469,111
68,2020-11-12T00:00:00.000,Western Tidewater,4856,250,158
69,2020-11-12T00:00:00.000,West Piedmont,3660,331,94
70,2020-11-11T00:00:00.000,Alexandria,4559,334,76
71,2020-11-11T00:00:00.000,Alleghany,3616,134,48
72,2020-11-11T00:00:00.000,Arlington,5130,547,155
73,2020-11-11T00:00:00.000,Central Shenandoah,7560,322,89
74,2020-11-11T00:00:00.000,Central Virginia,5572,218,67
75,2020-11-11T00:00:00.000,Chesapeake,5371,500,80
76,2020-11-11T00:00:00.000,Chesterfield,8537,494,151
77,2020-11-11T00:00:00.000,Chickahominy,2718,211,62
78,2020-11-11T00:00:00.000,Crater,5428,319,118
79,2020-11-11T00:00:00.000,Cumberland Plateau,1836,115,17
80,2020-11-11T00:00:00.000,Eastern Shore,1569,151,52
81,2020-11-11T00:00:00.000,Fairfax,26051,2390,624
82,2020-11-11T00:00:00.000,Hampton,2313,104,34
83,2020-11-11T00:00:00.000,Henrico,7043,534,243
84,2020-11-11T00:00:00.000,Lenowisco,2226,129,32
85,2020-11-11T00:00:00.000,Lord Fairfax,4570,374,136
86,2020-11-11T00:00:00.000,Loudoun,8560,511,134
87,2020-11-11T00:00:00.000,Mount Rogers,4661,362,153
88,2020-11-11T00:00:00.000,New River,5155,107,31
89,2020-11-11T00:00:00.000,Norfolk,5805,423,86
90,2020-11-11T00:00:00.000,Peninsula,5540,234,92
91,2020-11-11T00:00:00.000,Piedmont,2736,186,57
92,2020-11-11T00:00:00.000,Pittsylvania-Danville,2838,222,64
93,2020-11-11T00:00:00.000,Portsmouth,2952,339,70
94,2020-11-11T00:00:00.000,Prince William,18254,1226,263
95,2020-11-11T00:00:00.000,Rappahannock,6734,460,94
96,2020-11-11T00:00:00.000,Rappahannock Rapidan,3552,205,55
97,2020-11-11T00:00:00.000,Richmond,5840,471,78
98,2020-11-11T00:00:00.000,Roanoke,3343,115,50
99,2020-11-11T00:00:00.000,Southside,2024,93,50
100,2020-11-11T00:00:00.000,Thomas Jefferson,4733,254,78
101,2020-11-11T00:00:00.000,Three Rivers,2387,145,41
102,2020-11-11T00:00:00.000,Virginia Beach,8864,469,111
103,2020-11-11T00:00:00.000,Western Tidewater,4812,249,156
104,2020-11-11T00:00:00.000,West Piedmont,3617,326,94
105,2020-11-10T00:00:00.000,Alexandria,4533,334,76
106,2020-11-10T00:00:00.000,Alleghany,3561,130,48
107,2020-11-10T00:00:00.000,Arlington,5093,546,155
108,2020-11-10T00:00:00.000,Central Shenandoah,7478,319,87
109,2020-11-10T00:00:00.000,Central Virginia,5524,212,66
110,2020-11-10T00:00:00.000,Chesapeake,5330,499,80
111,2020-11-10T00:00:00.000,Chesterfield,8443,493,151
112,2020-11-10T00:00:00.000,Chickahominy,2692,210,61
113,2020-11-10T00:00:00.000,Crater,5408,318,118
114,2020-11-10T00:00:00.000,Cumberland Plateau,1796,110,15
115,2020-11-10T00:00:00.000,Eastern Shore,1568,150,50
116,2020-11-10T00:00:00.000,Fairfax,25846,2383,622
117,2020-11-10T00:00:00.000,Hampton,2289,101,34
118,2020-11-10T00:00:00.000,Henrico,6984,526,243
119,2020-11-10T00:00:00.000,Lenowisco,2169,127,31
120,2020-11-10T00:00:00.000,Lord Fairfax,4504,370,135
121,2020-11-10T00:00:00.000,Loudoun,8486,508,134
122,2020-11-10T00:00:00.000,Mount Rogers,4572,356,153
123,2020-11-10T00:00:00.000,New River,5116,104,30
124,2020-11-10T00:00:00.000,Norfolk,5777,422,86
125,2020-11-10T00:00:00.000,Peninsula,5514,234,92
126,2020-11-10T00:00:00.000,Piedmont,2731,185,57
127,2020-11-10T00:00:00.000,Pittsylvania-Danville,2812,222,64
128,2020-11-10T00:00:00.000,Portsmouth,2943,339,70
129,2020-11-10T00:00:00.000,Prince William,18154,1223,262
130,2020-11-10T00:00:00.000,Rappahannock,6677,447,94
131,2020-11-10T00:00:00.000,Rappahannock Rapidan,3518,203,55
132,2020-11-10T00:00:00.000,Richmond,5799,471,78
