,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-05T00:00:00.000,Alexandria,Female,1808,138,34
1,2020-09-05T00:00:00.000,Alexandria,Male,1658,164,28
2,2020-09-05T00:00:00.000,Alexandria,Not Reported,10,0,0
3,2020-09-05T00:00:00.000,Alleghany,Female,652,27,14
4,2020-09-05T00:00:00.000,Alleghany,Male,575,38,9
5,2020-09-05T00:00:00.000,Alleghany,Not Reported,7,0,0
6,2020-09-05T00:00:00.000,Arlington,Female,1790,207,67
7,2020-09-05T00:00:00.000,Arlington,Male,1824,268,76
8,2020-09-05T00:00:00.000,Arlington,Not Reported,6,1,0
9,2020-09-05T00:00:00.000,Central Shenandoah,Female,2038,123,30
10,2020-09-05T00:00:00.000,Central Shenandoah,Male,1737,120,33
11,2020-09-05T00:00:00.000,Central Shenandoah,Not Reported,5,0,0
12,2020-09-05T00:00:00.000,Central Virginia,Female,1310,38,8
13,2020-09-05T00:00:00.000,Central Virginia,Male,1183,46,11
14,2020-09-05T00:00:00.000,Central Virginia,Not Reported,20,0,0
15,2020-09-05T00:00:00.000,Chesapeake,Female,2149,177,22
16,2020-09-05T00:00:00.000,Chesapeake,Male,1745,165,27
17,2020-09-05T00:00:00.000,Chesapeake,Not Reported,5,0,0
18,2020-09-05T00:00:00.000,Chesterfield,Female,2845,146,51
19,2020-09-05T00:00:00.000,Chesterfield,Male,2703,163,58
20,2020-09-05T00:00:00.000,Chesterfield,Not Reported,130,0,1
21,2020-09-05T00:00:00.000,Chickahominy,Female,746,72,22
22,2020-09-05T00:00:00.000,Chickahominy,Male,554,72,26
23,2020-09-05T00:00:00.000,Chickahominy,Not Reported,6,0,0
24,2020-09-05T00:00:00.000,Crater,Female,1437,135,39
25,2020-09-05T00:00:00.000,Crater,Male,1826,117,41
26,2020-09-05T00:00:00.000,Crater,Not Reported,49,2,0
27,2020-09-05T00:00:00.000,Cumberland Plateau,Female,302,24,5
28,2020-09-05T00:00:00.000,Cumberland Plateau,Male,267,25,4
29,2020-09-05T00:00:00.000,Cumberland Plateau,Not Reported,0,0,0
30,2020-09-05T00:00:00.000,Eastern Shore,Female,735,69,26
31,2020-09-05T00:00:00.000,Eastern Shore,Male,712,67,22
32,2020-09-05T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-09-05T00:00:00.000,Fairfax,Female,9729,902,279
34,2020-09-05T00:00:00.000,Fairfax,Male,9201,1203,292
35,2020-09-05T00:00:00.000,Fairfax,Not Reported,138,2,5
36,2020-09-05T00:00:00.000,Hampton,Female,889,19,9
37,2020-09-05T00:00:00.000,Hampton,Male,720,36,7
38,2020-09-05T00:00:00.000,Hampton,Not Reported,5,0,0
39,2020-09-05T00:00:00.000,Henrico,Female,2494,191,104
40,2020-09-05T00:00:00.000,Henrico,Male,2237,196,90
41,2020-09-05T00:00:00.000,Henrico,Not Reported,26,0,0
42,2020-09-05T00:00:00.000,Lenowisco,Female,380,32,4
43,2020-09-05T00:00:00.000,Lenowisco,Male,380,35,9
44,2020-09-05T00:00:00.000,Lenowisco,Not Reported,6,0,0
45,2020-09-05T00:00:00.000,Lord Fairfax,Female,1495,119,50
46,2020-09-05T00:00:00.000,Lord Fairfax,Male,1341,134,48
47,2020-09-05T00:00:00.000,Lord Fairfax,Not Reported,13,0,0
48,2020-09-05T00:00:00.000,Loudoun,Female,3098,174,72
49,2020-09-05T00:00:00.000,Loudoun,Male,3021,220,46
50,2020-09-05T00:00:00.000,Loudoun,Not Reported,47,0,0
51,2020-09-05T00:00:00.000,Mount Rogers,Female,1195,71,28
52,2020-09-05T00:00:00.000,Mount Rogers,Male,952,121,46
53,2020-09-05T00:00:00.000,Mount Rogers,Not Reported,14,0,1
54,2020-09-05T00:00:00.000,New River,Female,882,12,3
55,2020-09-05T00:00:00.000,New River,Male,855,26,6
56,2020-09-05T00:00:00.000,New River,Not Reported,13,0,0
57,2020-09-05T00:00:00.000,Norfolk,Female,2341,156,27
58,2020-09-05T00:00:00.000,Norfolk,Male,2138,152,33
59,2020-09-05T00:00:00.000,Norfolk,Not Reported,2,0,0
60,2020-09-05T00:00:00.000,Peninsula,Female,2022,87,33
61,2020-09-05T00:00:00.000,Peninsula,Male,1882,94,25
62,2020-09-05T00:00:00.000,Peninsula,Not Reported,16,0,0
63,2020-09-05T00:00:00.000,Piedmont,Female,563,51,10
