,report_date,fips,locality,vdh_health_district,total_cases,hospitalizations,deaths
0,2020-10-20T00:00:00.000,51001,Accomack,Eastern Shore,1202,95,19
1,2020-10-20T00:00:00.000,51003,Albemarle,Thomas Jefferson,1495,87,23
2,2020-10-20T00:00:00.000,51005,Alleghany,Alleghany,89,9,4
3,2020-10-20T00:00:00.000,51007,Amelia,Piedmont,139,16,6
4,2020-10-20T00:00:00.000,51009,Amherst,Central Virginia,540,21,4
5,2020-10-20T00:00:00.000,51011,Appomattox,Central Virginia,269,17,5
6,2020-10-20T00:00:00.000,51013,Arlington,Arlington,4399,520,152
7,2020-10-20T00:00:00.000,51015,Augusta,Central Shenandoah,622,26,8
8,2020-10-20T00:00:00.000,51017,Bath,Central Shenandoah,22,1,0
9,2020-10-20T00:00:00.000,51019,Bedford,Central Virginia,1086,51,16
10,2020-10-20T00:00:00.000,51021,Bland,Mount Rogers,64,3,5
11,2020-10-20T00:00:00.000,51023,Botetourt,Alleghany,357,25,12
12,2020-10-20T00:00:00.000,51025,Brunswick,Southside,412,30,5
13,2020-10-20T00:00:00.000,51027,Buchanan,Cumberland Plateau,239,15,2
14,2020-10-20T00:00:00.000,51029,Buckingham,Piedmont,725,26,9
15,2020-10-20T00:00:00.000,51031,Campbell,Central Virginia,643,25,7
16,2020-10-20T00:00:00.000,51033,Caroline,Rappahannock,402,30,5
17,2020-10-20T00:00:00.000,51035,Carroll,Mount Rogers,568,49,27
18,2020-10-20T00:00:00.000,51036,Charles City,Chickahominy,96,22,5
19,2020-10-20T00:00:00.000,51037,Charlotte,Piedmont,201,9,1
20,2020-10-20T00:00:00.000,51041,Chesterfield,Chesterfield,6737,395,100
21,2020-10-20T00:00:00.000,51043,Clarke,Lord Fairfax,115,12,1
22,2020-10-20T00:00:00.000,51045,Craig,Alleghany,42,3,0
23,2020-10-20T00:00:00.000,51047,Culpeper,Rappahannock Rapidan,1321,96,18
24,2020-10-20T00:00:00.000,51049,Cumberland,Piedmont,113,9,2
25,2020-10-20T00:00:00.000,51051,Dickenson,Cumberland Plateau,121,8,1
26,2020-10-20T00:00:00.000,51053,Dinwiddie,Crater,485,40,12
27,2020-10-20T00:00:00.000,51057,Essex,Three Rivers,188,12,2
28,2020-10-20T00:00:00.000,51059,Fairfax,Fairfax,22769,2213,602
29,2020-10-20T00:00:00.000,51061,Fauquier,Rappahannock Rapidan,1049,52,26
30,2020-10-20T00:00:00.000,51063,Floyd,New River,233,13,16
31,2020-10-20T00:00:00.000,51065,Fluvanna,Thomas Jefferson,410,40,9
32,2020-10-20T00:00:00.000,51067,Franklin County,West Piedmont,678,29,4
33,2020-10-20T00:00:00.000,51069,Frederick,Lord Fairfax,1107,78,13
34,2020-10-20T00:00:00.000,51071,Giles,New River,114,4,0
35,2020-10-20T00:00:00.000,51073,Gloucester,Three Rivers,333,17,3
36,2020-10-20T00:00:00.000,51075,Goochland,Chickahominy,312,31,7
37,2020-10-20T00:00:00.000,51077,Grayson,Mount Rogers,365,30,18
38,2020-10-20T00:00:00.000,51079,Greene,Thomas Jefferson,269,14,3
39,2020-10-20T00:00:00.000,51081,Greensville,Crater,887,39,13
40,2020-10-20T00:00:00.000,51083,Halifax,Southside,459,15,7
41,2020-10-20T00:00:00.000,51085,Hanover,Chickahominy,1545,112,41
42,2020-10-20T00:00:00.000,51087,Henrico,Henrico,6006,473,227
43,2020-10-20T00:00:00.000,51089,Henry,West Piedmont,1250,133,31
44,2020-10-20T00:00:00.000,51091,Highland,Central Shenandoah,9,0,0
45,2020-10-20T00:00:00.000,51093,Isle of Wight,Western Tidewater,831,42,24
46,2020-10-20T00:00:00.000,51095,James City,Peninsula,927,67,22
47,2020-10-20T00:00:00.000,51097,King and Queen,Three Rivers,86,12,1
48,2020-10-20T00:00:00.000,51099,King George,Rappahannock,265,25,4
49,2020-10-20T00:00:00.000,51101,King William,Three Rivers,191,16,2
50,2020-10-20T00:00:00.000,51103,Lancaster,Three Rivers,175,8,1
51,2020-10-20T00:00:00.000,51105,Lee,Lenowisco,400,33,9
52,2020-10-20T00:00:00.000,51107,Loudoun,Loudoun,7599,470,130
53,2020-10-20T00:00:00.000,51109,Louisa,Thomas Jefferson,375,36,7
54,2020-10-20T00:00:00.000,51111,Lunenburg,Piedmont,145,7,3
55,2020-10-20T00:00:00.000,51113,Madison,Rappahannock Rapidan,123,8,3
56,2020-10-20T00:00:00.000,51115,Mathews,Three Rivers,126,10,0
57,2020-10-20T00:00:00.000,51117,Mecklenburg,Southside,850,45,34
58,2020-10-20T00:00:00.000,51119,Middlesex,Three Rivers,140,8,11
59,2020-10-20T00:00:00.000,51121,Montgomery,New River,2549,30,5
60,2020-10-20T00:00:00.000,51125,Nelson,Thomas Jefferson,126,6,2
61,2020-10-20T00:00:00.000,51127,New Kent,Chickahominy,268,14,3
62,2020-10-20T00:00:00.000,51131,Northampton,Eastern Shore,314,49,31
63,2020-10-20T00:00:00.000,51133,Northumberland,Three Rivers,208,12,7
64,2020-10-20T00:00:00.000,51135,Nottoway,Piedmont,334,46,20
65,2020-10-20T00:00:00.000,51137,Orange,Rappahannock Rapidan,376,24,5
66,2020-10-20T00:00:00.000,51139,Page,Lord Fairfax,459,48,30
67,2020-10-20T00:00:00.000,51141,Patrick,West Piedmont,306,55,26
68,2020-10-20T00:00:00.000,51143,Pittsylvania,Pittsylvania-Danville,1227,71,17
69,2020-10-20T00:00:00.000,51145,Powhatan,Chesterfield,283,18,5
70,2020-10-20T00:00:00.000,51147,Prince Edward,Piedmont,725,35,13
71,2020-10-20T00:00:00.000,51149,Prince George,Crater,1054,24,6
72,2020-10-20T00:00:00.000,51153,Prince William,Prince William,13674,977,221
73,2020-10-20T00:00:00.000,51155,Pulaski,New River,273,15,6
74,2020-10-20T00:00:00.000,51157,Rappahannock,Rappahannock Rapidan,67,5,2
75,2020-10-20T00:00:00.000,51159,Richmond County,Three Rivers,364,14,4
76,2020-10-20T00:00:00.000,51161,Roanoke County,Alleghany,1303,42,10
77,2020-10-20T00:00:00.000,51163,Rockbridge,Central Shenandoah,147,7,3
