,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-20T00:00:00.000,Alexandria,Female,1924,142,35
1,2020-09-20T00:00:00.000,Alexandria,Male,1759,170,33
2,2020-09-20T00:00:00.000,Alexandria,Not Reported,13,0,0
3,2020-09-20T00:00:00.000,Alleghany,Female,780,31,16
4,2020-09-20T00:00:00.000,Alleghany,Male,686,41,9
5,2020-09-20T00:00:00.000,Alleghany,Not Reported,7,0,0
6,2020-09-20T00:00:00.000,Arlington,Female,1897,217,68
7,2020-09-20T00:00:00.000,Arlington,Male,1938,275,78
8,2020-09-20T00:00:00.000,Arlington,Not Reported,5,0,0
9,2020-09-20T00:00:00.000,Central Shenandoah,Female,2727,130,33
10,2020-09-20T00:00:00.000,Central Shenandoah,Male,2284,126,37
11,2020-09-20T00:00:00.000,Central Shenandoah,Not Reported,15,0,0
12,2020-09-20T00:00:00.000,Central Virginia,Female,1564,50,18
13,2020-09-20T00:00:00.000,Central Virginia,Male,1380,56,16
14,2020-09-20T00:00:00.000,Central Virginia,Not Reported,35,0,0
15,2020-09-20T00:00:00.000,Chesapeake,Female,2309,195,30
16,2020-09-20T00:00:00.000,Chesapeake,Male,1880,190,38
17,2020-09-20T00:00:00.000,Chesapeake,Not Reported,9,0,0
18,2020-09-20T00:00:00.000,Chesterfield,Female,3126,164,54
19,2020-09-20T00:00:00.000,Chesterfield,Male,2963,182,65
20,2020-09-20T00:00:00.000,Chesterfield,Not Reported,125,0,1
21,2020-09-20T00:00:00.000,Chickahominy,Female,864,77,24
22,2020-09-20T00:00:00.000,Chickahominy,Male,844,80,26
23,2020-09-20T00:00:00.000,Chickahominy,Not Reported,33,1,0
24,2020-09-20T00:00:00.000,Crater,Female,1599,146,55
25,2020-09-20T00:00:00.000,Crater,Male,2065,123,45
26,2020-09-20T00:00:00.000,Crater,Not Reported,33,2,0
27,2020-09-20T00:00:00.000,Cumberland Plateau,Female,375,26,5
28,2020-09-20T00:00:00.000,Cumberland Plateau,Male,325,26,4
29,2020-09-20T00:00:00.000,Cumberland Plateau,Not Reported,1,0,0
