,report_date,fips,locality,vdh_health_district,total_cases,hospitalizations,deaths
0,2020-12-05T00:00:00.000,51001,Accomack,Eastern Shore,1374,109,21
1,2020-12-05T00:00:00.000,51003,Albemarle,Thomas Jefferson,2030,104,27
2,2020-12-05T00:00:00.000,51005,Alleghany,Alleghany,374,23,15
3,2020-12-05T00:00:00.000,51007,Amelia,Piedmont,253,23,7
4,2020-12-05T00:00:00.000,51009,Amherst,Central Virginia,884,34,7
5,2020-12-05T00:00:00.000,51011,Appomattox,Central Virginia,438,28,6
6,2020-12-05T00:00:00.000,51013,Arlington,Arlington,6640,597,158
7,2020-12-05T00:00:00.000,51015,Augusta,Central Shenandoah,1399,51,12
8,2020-12-05T00:00:00.000,51017,Bath,Central Shenandoah,69,1,0
9,2020-12-05T00:00:00.000,51019,Bedford,Central Virginia,2018,81,21
10,2020-12-05T00:00:00.000,51021,Bland,Mount Rogers,229,7,5
11,2020-12-05T00:00:00.000,51023,Botetourt,Alleghany,839,33,13
12,2020-12-05T00:00:00.000,51025,Brunswick,Southside,489,34,8
13,2020-12-05T00:00:00.000,51027,Buchanan,Cumberland Plateau,496,31,23
14,2020-12-05T00:00:00.000,51029,Buckingham,Piedmont,989,36,10
15,2020-12-05T00:00:00.000,51031,Campbell,Central Virginia,1290,41,12
16,2020-12-05T00:00:00.000,51033,Caroline,Rappahannock,701,33,7
17,2020-12-05T00:00:00.000,51035,Carroll,Mount Rogers,1063,72,30
18,2020-12-05T00:00:00.000,51036,Charles City,Chickahominy,150,24,7
19,2020-12-05T00:00:00.000,51037,Charlotte,Piedmont,292,25,5
20,2020-12-05T00:00:00.000,51041,Chesterfield,Chesterfield,9874,522,135
21,2020-12-05T00:00:00.000,51043,Clarke,Lord Fairfax,218,19,4
22,2020-12-05T00:00:00.000,51045,Craig,Alleghany,97,3,1
23,2020-12-05T00:00:00.000,51047,Culpeper,Rappahannock Rapidan,2326,115,19
24,2020-12-05T00:00:00.000,51049,Cumberland,Piedmont,168,14,4
25,2020-12-05T00:00:00.000,51051,Dickenson,Cumberland Plateau,341,16,2
26,2020-12-05T00:00:00.000,51053,Dinwiddie,Crater,699,50,14
27,2020-12-05T00:00:00.000,51057,Essex,Three Rivers,258,20,2
28,2020-12-05T00:00:00.000,51059,Fairfax,Fairfax,32579,2611,626
29,2020-12-05T00:00:00.000,51061,Fauquier,Rappahannock Rapidan,1633,69,28
30,2020-12-05T00:00:00.000,51063,Floyd,New River,376,17,16
31,2020-12-05T00:00:00.000,51065,Fluvanna,Thomas Jefferson,522,44,9
32,2020-12-05T00:00:00.000,51067,Franklin County,West Piedmont,1719,59,17
33,2020-12-05T00:00:00.000,51069,Frederick,Lord Fairfax,2394,127,19
34,2020-12-05T00:00:00.000,51071,Giles,New River,335,13,1
35,2020-12-05T00:00:00.000,51073,Gloucester,Three Rivers,543,22,5
36,2020-12-05T00:00:00.000,51075,Goochland,Chickahominy,476,34,7
37,2020-12-05T00:00:00.000,51077,Grayson,Mount Rogers,560,42,22
38,2020-12-05T00:00:00.000,51079,Greene,Thomas Jefferson,383,23,4
39,2020-12-05T00:00:00.000,51081,Greensville,Crater,944,41,16
40,2020-12-05T00:00:00.000,51083,Halifax,Southside,854,22,19
41,2020-12-05T00:00:00.000,51085,Hanover,Chickahominy,2622,165,56
42,2020-12-05T00:00:00.000,51087,Henrico,Henrico,8838,611,260
43,2020-12-05T00:00:00.000,51089,Henry,West Piedmont,2008,182,41
44,2020-12-05T00:00:00.000,51091,Highland,Central Shenandoah,25,0,0
45,2020-12-05T00:00:00.000,51093,Isle of Wight,Western Tidewater,1074,56,27
46,2020-12-05T00:00:00.000,51095,James City,Peninsula,1241,77,22
47,2020-12-05T00:00:00.000,51097,King and Queen,Three Rivers,106,14,2
48,2020-12-05T00:00:00.000,51099,King George,Rappahannock,467,31,7
49,2020-12-05T00:00:00.000,51101,King William,Three Rivers,298,23,5
50,2020-12-05T00:00:00.000,51103,Lancaster,Three Rivers,246,13,1
51,2020-12-05T00:00:00.000,51105,Lee,Lenowisco,1012,49,15
52,2020-12-05T00:00:00.000,51107,Loudoun,Loudoun,10557,570,150
53,2020-12-05T00:00:00.000,51109,Louisa,Thomas Jefferson,571,47,8
54,2020-12-05T00:00:00.000,51111,Lunenburg,Piedmont,178,10,3
55,2020-12-05T00:00:00.000,51113,Madison,Rappahannock Rapidan,200,13,4
56,2020-12-05T00:00:00.000,51115,Mathews,Three Rivers,170,13,1
57,2020-12-05T00:00:00.000,51117,Mecklenburg,Southside,1033,51,37
58,2020-12-05T00:00:00.000,51119,Middlesex,Three Rivers,180,10,11
59,2020-12-05T00:00:00.000,51121,Montgomery,New River,4084,73,20
60,2020-12-05T00:00:00.000,51125,Nelson,Thomas Jefferson,202,11,3
61,2020-12-05T00:00:00.000,51127,New Kent,Chickahominy,422,19,4
62,2020-12-05T00:00:00.000,51131,Northampton,Eastern Shore,356,50,31
63,2020-12-05T00:00:00.000,51133,Northumberland,Three Rivers,296,17,9
64,2020-12-05T00:00:00.000,51135,Nottoway,Piedmont,584,57,24
65,2020-12-05T00:00:00.000,51137,Orange,Rappahannock Rapidan,639,35,7
66,2020-12-05T00:00:00.000,51139,Page,Lord Fairfax,621,62,33
67,2020-12-05T00:00:00.000,51141,Patrick,West Piedmont,505,66,28
68,2020-12-05T00:00:00.000,51143,Pittsylvania,Pittsylvania-Danville,1885,111,24
69,2020-12-05T00:00:00.000,51145,Powhatan,Chesterfield,511,25,6
70,2020-12-05T00:00:00.000,51147,Prince Edward,Piedmont,897,46,16
71,2020-12-05T00:00:00.000,51149,Prince George,Crater,1503,31,7
72,2020-12-05T00:00:00.000,51153,Prince William,Prince William,19161,1114,235
73,2020-12-05T00:00:00.000,51155,Pulaski,New River,794,48,16
74,2020-12-05T00:00:00.000,51157,Rappahannock,Rappahannock Rapidan,103,6,2
75,2020-12-05T00:00:00.000,51159,Richmond County,Three Rivers,483,20,6
76,2020-12-05T00:00:00.000,51161,Roanoke County,Alleghany,3183,71,35
77,2020-12-05T00:00:00.000,51163,Rockbridge,Central Shenandoah,317,12,2
78,2020-12-05T00:00:00.000,51165,Rockingham,Central Shenandoah,2469,168,36
