,report_date,fips,locality,vdh_health_district,total_cases,hospitalizations,deaths
0,2020-12-09T00:00:00.000,51001,Accomack,Eastern Shore,1438,111,21
1,2020-12-09T00:00:00.000,51003,Albemarle,Thomas Jefferson,2161,108,27
2,2020-12-09T00:00:00.000,51005,Alleghany,Alleghany,430,24,18
3,2020-12-09T00:00:00.000,51007,Amelia,Piedmont,282,24,7
4,2020-12-09T00:00:00.000,51009,Amherst,Central Virginia,982,34,7
5,2020-12-09T00:00:00.000,51011,Appomattox,Central Virginia,467,28,6
6,2020-12-09T00:00:00.000,51013,Arlington,Arlington,7062,604,162
7,2020-12-09T00:00:00.000,51015,Augusta,Central Shenandoah,1694,52,13
8,2020-12-09T00:00:00.000,51017,Bath,Central Shenandoah,85,1,0
9,2020-12-09T00:00:00.000,51019,Bedford,Central Virginia,2162,84,23
10,2020-12-09T00:00:00.000,51021,Bland,Mount Rogers,317,8,5
11,2020-12-09T00:00:00.000,51023,Botetourt,Alleghany,922,34,14
12,2020-12-09T00:00:00.000,51025,Brunswick,Southside,512,37,8
13,2020-12-09T00:00:00.000,51027,Buchanan,Cumberland Plateau,555,39,24
14,2020-12-09T00:00:00.000,51029,Buckingham,Piedmont,1052,37,10
15,2020-12-09T00:00:00.000,51031,Campbell,Central Virginia,1379,42,14
16,2020-12-09T00:00:00.000,51033,Caroline,Rappahannock,745,34,8
17,2020-12-09T00:00:00.000,51035,Carroll,Mount Rogers,1139,79,31
18,2020-12-09T00:00:00.000,51036,Charles City,Chickahominy,151,24,7
19,2020-12-09T00:00:00.000,51037,Charlotte,Piedmont,298,25,5
20,2020-12-09T00:00:00.000,51041,Chesterfield,Chesterfield,10350,526,139
21,2020-12-09T00:00:00.000,51043,Clarke,Lord Fairfax,243,19,4
22,2020-12-09T00:00:00.000,51045,Craig,Alleghany,104,4,1
23,2020-12-09T00:00:00.000,51047,Culpeper,Rappahannock Rapidan,2412,119,19
24,2020-12-09T00:00:00.000,51049,Cumberland,Piedmont,174,14,4
25,2020-12-09T00:00:00.000,51051,Dickenson,Cumberland Plateau,430,17,3
26,2020-12-09T00:00:00.000,51053,Dinwiddie,Crater,725,50,14
27,2020-12-09T00:00:00.000,51057,Essex,Three Rivers,263,21,2
28,2020-12-09T00:00:00.000,51059,Fairfax,Fairfax,34996,2655,629
29,2020-12-09T00:00:00.000,51061,Fauquier,Rappahannock Rapidan,1746,70,28
30,2020-12-09T00:00:00.000,51063,Floyd,New River,400,17,17
31,2020-12-09T00:00:00.000,51065,Fluvanna,Thomas Jefferson,566,47,9
32,2020-12-09T00:00:00.000,51067,Franklin County,West Piedmont,1817,65,17
33,2020-12-09T00:00:00.000,51069,Frederick,Lord Fairfax,2651,128,19
34,2020-12-09T00:00:00.000,51071,Giles,New River,377,13,1
35,2020-12-09T00:00:00.000,51073,Gloucester,Three Rivers,564,22,5
36,2020-12-09T00:00:00.000,51075,Goochland,Chickahominy,495,34,7
37,2020-12-09T00:00:00.000,51077,Grayson,Mount Rogers,603,45,22
38,2020-12-09T00:00:00.000,51079,Greene,Thomas Jefferson,403,25,4
39,2020-12-09T00:00:00.000,51081,Greensville,Crater,947,41,16
40,2020-12-09T00:00:00.000,51083,Halifax,Southside,898,22,20
41,2020-12-09T00:00:00.000,51085,Hanover,Chickahominy,2820,168,58
42,2020-12-09T00:00:00.000,51087,Henrico,Henrico,9440,623,266
43,2020-12-09T00:00:00.000,51089,Henry,West Piedmont,2088,192,42
44,2020-12-09T00:00:00.000,51091,Highland,Central Shenandoah,27,0,0
