,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-19T00:00:00.000,Alexandria,Female,2486,148,38
1,2020-11-19T00:00:00.000,Alexandria,Male,2302,197,39
2,2020-11-19T00:00:00.000,Alexandria,Not Reported,9,0,0
3,2020-11-19T00:00:00.000,Alleghany,Female,2327,80,40
4,2020-11-19T00:00:00.000,Alleghany,Male,1845,65,24
5,2020-11-19T00:00:00.000,Alleghany,Not Reported,35,0,1
6,2020-11-19T00:00:00.000,Arlington,Female,2744,250,71
7,2020-11-19T00:00:00.000,Arlington,Male,2795,316,85
8,2020-11-19T00:00:00.000,Arlington,Not Reported,5,0,0
9,2020-11-19T00:00:00.000,Central Shenandoah,Female,4343,171,43
10,2020-11-19T00:00:00.000,Central Shenandoah,Male,3727,170,55
11,2020-11-19T00:00:00.000,Central Shenandoah,Not Reported,30,1,0
12,2020-11-19T00:00:00.000,Central Virginia,Female,3141,102,30
13,2020-11-19T00:00:00.000,Central Virginia,Male,2731,116,38
14,2020-11-19T00:00:00.000,Central Virginia,Not Reported,160,2,1
15,2020-11-19T00:00:00.000,Chesapeake,Female,3085,262,39
16,2020-11-19T00:00:00.000,Chesapeake,Male,2637,249,41
17,2020-11-19T00:00:00.000,Chesapeake,Not Reported,7,0,0
18,2020-11-19T00:00:00.000,Chesterfield,Female,4690,254,74
19,2020-11-19T00:00:00.000,Chesterfield,Male,4270,260,80
20,2020-11-19T00:00:00.000,Chesterfield,Not Reported,154,0,2
21,2020-11-19T00:00:00.000,Chickahominy,Female,1497,106,33
22,2020-11-19T00:00:00.000,Chickahominy,Male,1411,115,31
23,2020-11-19T00:00:00.000,Chickahominy,Not Reported,32,0,0
24,2020-11-19T00:00:00.000,Crater,Female,2326,176,65
25,2020-11-19T00:00:00.000,Crater,Male,3196,152,57
26,2020-11-19T00:00:00.000,Crater,Not Reported,58,3,0
27,2020-11-19T00:00:00.000,Cumberland Plateau,Female,1145,61,10
28,2020-11-19T00:00:00.000,Cumberland Plateau,Male,951,61,8
29,2020-11-19T00:00:00.000,Cumberland Plateau,Not Reported,59,0,0
30,2020-11-19T00:00:00.000,Eastern Shore,Female,813,78,26
31,2020-11-19T00:00:00.000,Eastern Shore,Male,791,75,26
32,2020-11-19T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-11-19T00:00:00.000,Fairfax,Female,14149,1073,297
34,2020-11-19T00:00:00.000,Fairfax,Male,13431,1404,324
35,2020-11-19T00:00:00.000,Fairfax,Not Reported,172,1,6
36,2020-11-19T00:00:00.000,Hampton,Female,1336,45,14
37,2020-11-19T00:00:00.000,Hampton,Male,1138,64,20
38,2020-11-19T00:00:00.000,Hampton,Not Reported,7,0,0
39,2020-11-19T00:00:00.000,Henrico,Female,3973,279,130
40,2020-11-19T00:00:00.000,Henrico,Male,3468,269,112
41,2020-11-19T00:00:00.000,Henrico,Not Reported,68,1,0
42,2020-11-19T00:00:00.000,Lenowisco,Female,1323,65,24
43,2020-11-19T00:00:00.000,Lenowisco,Male,1223,78,31
44,2020-11-19T00:00:00.000,Lenowisco,Not Reported,34,0,0
45,2020-11-19T00:00:00.000,Lord Fairfax,Female,2767,190,67
46,2020-11-19T00:00:00.000,Lord Fairfax,Male,2449,214,73
47,2020-11-19T00:00:00.000,Lord Fairfax,Not Reported,26,0,0
48,2020-11-19T00:00:00.000,Loudoun,Female,4518,243,82
49,2020-11-19T00:00:00.000,Loudoun,Male,4461,286,56
50,2020-11-19T00:00:00.000,Loudoun,Not Reported,67,0,0
51,2020-11-19T00:00:00.000,Mount Rogers,Female,2924,179,90
52,2020-11-19T00:00:00.000,Mount Rogers,Male,2330,201,74
53,2020-11-19T00:00:00.000,Mount Rogers,Not Reported,28,0,1
54,2020-11-19T00:00:00.000,New River,Female,2884,63,20
55,2020-11-19T00:00:00.000,New River,Male,2670,62,19
56,2020-11-19T00:00:00.000,New River,Not Reported,49,0,0
57,2020-11-19T00:00:00.000,Norfolk,Female,3108,223,41
58,2020-11-19T00:00:00.000,Norfolk,Male,2994,208,47
59,2020-11-19T00:00:00.000,Norfolk,Not Reported,14,0,0
60,2020-11-19T00:00:00.000,Peninsula,Female,3073,113,51
61,2020-11-19T00:00:00.000,Peninsula,Male,2822,129,43
62,2020-11-19T00:00:00.000,Peninsula,Not Reported,20,0,0
63,2020-11-19T00:00:00.000,Piedmont,Female,1097,82,18
64,2020-11-19T00:00:00.000,Piedmont,Male,1772,110,45
65,2020-11-19T00:00:00.000,Piedmont,Not Reported,7,0,0
66,2020-11-19T00:00:00.000,Pittsylvania-Danville,Female,1677,142,40
67,2020-11-19T00:00:00.000,Pittsylvania-Danville,Male,1332,96,27
68,2020-11-19T00:00:00.000,Pittsylvania-Danville,Not Reported,14,2,1
69,2020-11-19T00:00:00.000,Portsmouth,Female,1596,192,38
70,2020-11-19T00:00:00.000,Portsmouth,Male,1440,153,32
71,2020-11-19T00:00:00.000,Portsmouth,Not Reported,3,0,0
72,2020-11-19T00:00:00.000,Prince William,Female,9747,552,112
73,2020-11-19T00:00:00.000,Prince William,Male,9397,703,155
74,2020-11-19T00:00:00.000,Prince William,Not Reported,153,2,0
75,2020-11-19T00:00:00.000,Rappahannock,Female,3820,225,43
76,2020-11-19T00:00:00.000,Rappahannock,Male,3376,243,52
77,2020-11-19T00:00:00.000,Rappahannock,Not Reported,38,0,0
