,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-31T00:00:00.000,Alexandria,3378,298,62
1,2020-08-31T00:00:00.000,Alleghany,1178,58,19
2,2020-08-31T00:00:00.000,Arlington,3555,467,138
3,2020-08-31T00:00:00.000,Central Shenandoah,3366,234,62
4,2020-08-31T00:00:00.000,Central Virginia,2315,78,18
5,2020-08-31T00:00:00.000,Chesapeake,3801,322,47
6,2020-08-31T00:00:00.000,Chesterfield,5455,304,108
7,2020-08-31T00:00:00.000,Chickahominy,1235,140,48
8,2020-08-31T00:00:00.000,Crater,3174,250,73
9,2020-08-31T00:00:00.000,Cumberland Plateau,548,48,7
10,2020-08-31T00:00:00.000,Eastern Shore,1449,137,48
11,2020-08-31T00:00:00.000,Fairfax,18603,2080,572
12,2020-08-31T00:00:00.000,Hampton,1554,54,16
13,2020-08-31T00:00:00.000,Henrico,4608,379,192
14,2020-08-31T00:00:00.000,Lenowisco,709,60,12
15,2020-08-31T00:00:00.000,Lord Fairfax,2805,240,93
16,2020-08-31T00:00:00.000,Loudoun,5979,384,118
17,2020-08-31T00:00:00.000,Mount Rogers,1955,177,70
18,2020-08-31T00:00:00.000,New River,1223,37,9
19,2020-08-31T00:00:00.000,Norfolk,4394,285,52
20,2020-08-31T00:00:00.000,Peninsula,3743,181,55
21,2020-08-31T00:00:00.000,Piedmont,1687,127,38
22,2020-08-31T00:00:00.000,Pittsylvania-Danville,1376,95,20
23,2020-08-31T00:00:00.000,Portsmouth,2213,175,34
24,2020-08-31T00:00:00.000,Prince William,13206,1033,215
25,2020-08-31T00:00:00.000,Rappahannock,4450,348,62
26,2020-08-31T00:00:00.000,Rappahannock Rapidan,2285,150,30
27,2020-08-31T00:00:00.000,Richmond,3897,375,47
28,2020-08-31T00:00:00.000,Roanoke,1200,44,15
29,2020-08-31T00:00:00.000,Southside,1019,69,37
30,2020-08-31T00:00:00.000,Thomas Jefferson,2475,168,50
31,2020-08-31T00:00:00.000,Three Rivers,1287,93,20
32,2020-08-31T00:00:00.000,Virginia Beach,6028,321,68
33,2020-08-31T00:00:00.000,Western Tidewater,2836,161,91
34,2020-08-31T00:00:00.000,West Piedmont,1608,197,34
35,2020-08-30T00:00:00.000,Alexandria,3369,298,62
36,2020-08-30T00:00:00.000,Alleghany,1156,58,19
37,2020-08-30T00:00:00.000,Arlington,3540,466,137
38,2020-08-30T00:00:00.000,Central Shenandoah,3294,234,61
