,report_date,fips,locality,vdh_health_district,total_cases,hospitalizations,deaths
0,2020-11-10T00:00:00.000,51001,Accomack,Eastern Shore,1241,101,19
1,2020-11-10T00:00:00.000,51003,Albemarle,Thomas Jefferson,1675,97,24
2,2020-11-10T00:00:00.000,51005,Alleghany,Alleghany,224,14,4
3,2020-11-10T00:00:00.000,51007,Amelia,Piedmont,152,18,6
4,2020-11-10T00:00:00.000,51009,Amherst,Central Virginia,657,26,6
5,2020-11-10T00:00:00.000,51011,Appomattox,Central Virginia,334,19,6
6,2020-11-10T00:00:00.000,51013,Arlington,Arlington,5093,546,155
7,2020-11-10T00:00:00.000,51015,Augusta,Central Shenandoah,810,31,10
8,2020-11-10T00:00:00.000,51017,Bath,Central Shenandoah,30,1,0
9,2020-11-10T00:00:00.000,51019,Bedford,Central Virginia,1444,63,18
10,2020-11-10T00:00:00.000,51021,Bland,Mount Rogers,93,4,5
11,2020-11-10T00:00:00.000,51023,Botetourt,Alleghany,551,26,13
12,2020-11-10T00:00:00.000,51025,Brunswick,Southside,441,30,6
13,2020-11-10T00:00:00.000,51027,Buchanan,Cumberland Plateau,297,17,4
14,2020-11-10T00:00:00.000,51029,Buckingham,Piedmont,814,29,9
15,2020-11-10T00:00:00.000,51031,Campbell,Central Virginia,868,33,9
16,2020-11-10T00:00:00.000,51033,Caroline,Rappahannock,476,32,6
17,2020-11-10T00:00:00.000,51035,Carroll,Mount Rogers,713,56,29
18,2020-11-10T00:00:00.000,51036,Charles City,Chickahominy,112,23,5
19,2020-11-10T00:00:00.000,51037,Charlotte,Piedmont,248,23,1
20,2020-11-10T00:00:00.000,51041,Chesterfield,Chesterfield,7761,443,120
21,2020-11-10T00:00:00.000,51043,Clarke,Lord Fairfax,143,16,2
22,2020-11-10T00:00:00.000,51045,Craig,Alleghany,66,3,0
23,2020-11-10T00:00:00.000,51047,Culpeper,Rappahannock Rapidan,1635,101,18
24,2020-11-10T00:00:00.000,51049,Cumberland,Piedmont,134,11,2
25,2020-11-10T00:00:00.000,51051,Dickenson,Cumberland Plateau,189,11,1
26,2020-11-10T00:00:00.000,51053,Dinwiddie,Crater,586,45,12
27,2020-11-10T00:00:00.000,51057,Essex,Three Rivers,210,13,2
28,2020-11-10T00:00:00.000,51059,Fairfax,Fairfax,25593,2354,607
29,2020-11-10T00:00:00.000,51061,Fauquier,Rappahannock Rapidan,1182,59,27
30,2020-11-10T00:00:00.000,51063,Floyd,New River,275,14,15
31,2020-11-10T00:00:00.000,51065,Fluvanna,Thomas Jefferson,454,43,9
32,2020-11-10T00:00:00.000,51067,Franklin County,West Piedmont,1156,41,7
33,2020-11-10T00:00:00.000,51069,Frederick,Lord Fairfax,1353,97,15
34,2020-11-10T00:00:00.000,51071,Giles,New River,175,5,0
35,2020-11-10T00:00:00.000,51073,Gloucester,Three Rivers,368,18,3
36,2020-11-10T00:00:00.000,51075,Goochland,Chickahominy,364,32,7
37,2020-11-10T00:00:00.000,51077,Grayson,Mount Rogers,427,34,20
38,2020-11-10T00:00:00.000,51079,Greene,Thomas Jefferson,317,19,4
39,2020-11-10T00:00:00.000,51081,Greensville,Crater,915,40,15
40,2020-11-10T00:00:00.000,51083,Halifax,Southside,637,16,8
41,2020-11-10T00:00:00.000,51085,Hanover,Chickahominy,1893,138,46
42,2020-11-10T00:00:00.000,51087,Henrico,Henrico,6984,526,243
43,2020-11-10T00:00:00.000,51089,Henry,West Piedmont,1509,152,35
44,2020-11-10T00:00:00.000,51091,Highland,Central Shenandoah,13,0,0
45,2020-11-10T00:00:00.000,51093,Isle of Wight,Western Tidewater,906,49,26
46,2020-11-10T00:00:00.000,51095,James City,Peninsula,1018,71,22
47,2020-11-10T00:00:00.000,51097,King and Queen,Three Rivers,96,12,2
48,2020-11-10T00:00:00.000,51099,King George,Rappahannock,303,25,5
49,2020-11-10T00:00:00.000,51101,King William,Three Rivers,240,19,5
50,2020-11-10T00:00:00.000,51103,Lancaster,Three Rivers,212,9,1
51,2020-11-10T00:00:00.000,51105,Lee,Lenowisco,685,38,11
52,2020-11-10T00:00:00.000,51107,Loudoun,Loudoun,8486,508,134
53,2020-11-10T00:00:00.000,51109,Louisa,Thomas Jefferson,433,41,8
54,2020-11-10T00:00:00.000,51111,Lunenburg,Piedmont,159,9,5
55,2020-11-10T00:00:00.000,51113,Madison,Rappahannock Rapidan,156,10,3
56,2020-11-10T00:00:00.000,51115,Mathews,Three Rivers,143,12,0
57,2020-11-10T00:00:00.000,51117,Mecklenburg,Southside,934,46,35
58,2020-11-10T00:00:00.000,51119,Middlesex,Three Rivers,149,9,11
59,2020-11-10T00:00:00.000,51121,Montgomery,New River,3273,40,7
60,2020-11-10T00:00:00.000,51125,Nelson,Thomas Jefferson,146,9,2
