,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-02T00:00:00.000,Alexandria,0-9,305,3,0
1,2020-11-02T00:00:00.000,Alexandria,10-19,308,5,0
2,2020-11-02T00:00:00.000,Alexandria,20-29,845,9,1
3,2020-11-02T00:00:00.000,Alexandria,30-39,986,36,1
4,2020-11-02T00:00:00.000,Alexandria,40-49,754,53,1
5,2020-11-02T00:00:00.000,Alexandria,50-59,548,68,14
6,2020-11-02T00:00:00.000,Alexandria,60-69,324,62,5
7,2020-11-02T00:00:00.000,Alexandria,70-79,150,52,21
8,2020-11-02T00:00:00.000,Alexandria,80+,130,37,31
9,2020-11-02T00:00:00.000,Alexandria,Missing,13,0,0
10,2020-11-02T00:00:00.000,Alleghany,0-9,82,0,0
11,2020-11-02T00:00:00.000,Alleghany,10-19,322,2,0
12,2020-11-02T00:00:00.000,Alleghany,20-29,557,2,0
13,2020-11-02T00:00:00.000,Alleghany,30-39,420,8,0
14,2020-11-02T00:00:00.000,Alleghany,40-49,434,9,0
15,2020-11-02T00:00:00.000,Alleghany,50-59,463,15,1
16,2020-11-02T00:00:00.000,Alleghany,60-69,306,26,3
17,2020-11-02T00:00:00.000,Alleghany,70-79,242,31,21
18,2020-11-02T00:00:00.000,Alleghany,80+,227,25,16
19,2020-11-02T00:00:00.000,Alleghany,Missing,7,0,0
20,2020-11-02T00:00:00.000,Arlington,0-9,147,2,0
21,2020-11-02T00:00:00.000,Arlington,10-19,302,6,0
22,2020-11-02T00:00:00.000,Arlington,20-29,1149,26,0
23,2020-11-02T00:00:00.000,Arlington,30-39,911,52,0
24,2020-11-02T00:00:00.000,Arlington,40-49,738,71,9
25,2020-11-02T00:00:00.000,Arlington,50-59,613,89,8
26,2020-11-02T00:00:00.000,Arlington,60-69,426,109,23
27,2020-11-02T00:00:00.000,Arlington,70-79,231,87,38
28,2020-11-02T00:00:00.000,Arlington,80+,238,97,76
29,2020-11-02T00:00:00.000,Arlington,Missing,23,1,0
30,2020-11-02T00:00:00.000,Central Shenandoah,0-9,181,0,0
31,2020-11-02T00:00:00.000,Central Shenandoah,10-19,1378,2,0
32,2020-11-02T00:00:00.000,Central Shenandoah,20-29,2035,14,0
33,2020-11-02T00:00:00.000,Central Shenandoah,30-39,746,11,2
34,2020-11-02T00:00:00.000,Central Shenandoah,40-49,781,29,0
35,2020-11-02T00:00:00.000,Central Shenandoah,50-59,774,52,7
36,2020-11-02T00:00:00.000,Central Shenandoah,60-69,589,67,17
37,2020-11-02T00:00:00.000,Central Shenandoah,70-79,306,74,23
38,2020-11-02T00:00:00.000,Central Shenandoah,80+,280,59,35
39,2020-11-02T00:00:00.000,Central Shenandoah,Missing,19,0,0
40,2020-11-02T00:00:00.000,Central Virginia,0-9,152,1,0
41,2020-11-02T00:00:00.000,Central Virginia,10-19,694,3,0
42,2020-11-02T00:00:00.000,Central Virginia,20-29,1237,8,0
43,2020-11-02T00:00:00.000,Central Virginia,30-39,635,16,0
44,2020-11-02T00:00:00.000,Central Virginia,40-49,645,10,1
45,2020-11-02T00:00:00.000,Central Virginia,50-59,729,26,5
46,2020-11-02T00:00:00.000,Central Virginia,60-69,504,43,10
47,2020-11-02T00:00:00.000,Central Virginia,70-79,330,49,14
48,2020-11-02T00:00:00.000,Central Virginia,80+,212,47,36
49,2020-11-02T00:00:00.000,Central Virginia,Missing,6,0,0
50,2020-11-02T00:00:00.000,Chesapeake,0-9,183,3,0
51,2020-11-02T00:00:00.000,Chesapeake,10-19,429,4,0
52,2020-11-02T00:00:00.000,Chesapeake,20-29,927,10,0
53,2020-11-02T00:00:00.000,Chesapeake,30-39,934,29,0
54,2020-11-02T00:00:00.000,Chesapeake,40-49,775,59,1
55,2020-11-02T00:00:00.000,Chesapeake,50-59,738,89,8
56,2020-11-02T00:00:00.000,Chesapeake,60-69,558,114,18
57,2020-11-02T00:00:00.000,Chesapeake,70-79,273,93,16
58,2020-11-02T00:00:00.000,Chesapeake,80+,204,81,36
59,2020-11-02T00:00:00.000,Chesapeake,Missing,37,1,0
60,2020-11-02T00:00:00.000,Chesterfield,0-9,330,5,0
61,2020-11-02T00:00:00.000,Chesterfield,10-19,812,2,0
62,2020-11-02T00:00:00.000,Chesterfield,20-29,1458,21,0
63,2020-11-02T00:00:00.000,Chesterfield,30-39,1489,47,1
64,2020-11-02T00:00:00.000,Chesterfield,40-49,1290,61,5
65,2020-11-02T00:00:00.000,Chesterfield,50-59,1098,102,8
66,2020-11-02T00:00:00.000,Chesterfield,60-69,715,105,29
67,2020-11-02T00:00:00.000,Chesterfield,70-79,344,75,43
68,2020-11-02T00:00:00.000,Chesterfield,80+,263,56,65
69,2020-11-02T00:00:00.000,Chesterfield,Missing,165,2,0
70,2020-11-02T00:00:00.000,Chickahominy,0-9,65,1,0
71,2020-11-02T00:00:00.000,Chickahominy,10-19,289,0,0
72,2020-11-02T00:00:00.000,Chickahominy,20-29,416,4,0
73,2020-11-02T00:00:00.000,Chickahominy,30-39,351,7,0
74,2020-11-02T00:00:00.000,Chickahominy,40-49,335,17,1
75,2020-11-02T00:00:00.000,Chickahominy,50-59,422,37,1
76,2020-11-02T00:00:00.000,Chickahominy,60-69,260,41,11
77,2020-11-02T00:00:00.000,Chickahominy,70-79,187,40,11
78,2020-11-02T00:00:00.000,Chickahominy,80+,134,53,35
79,2020-11-02T00:00:00.000,Chickahominy,Missing,24,0,0
80,2020-11-02T00:00:00.000,Crater,0-9,125,2,0
81,2020-11-02T00:00:00.000,Crater,10-19,317,2,0
82,2020-11-02T00:00:00.000,Crater,20-29,845,10,0
83,2020-11-02T00:00:00.000,Crater,30-39,981,14,1
84,2020-11-02T00:00:00.000,Crater,40-49,804,28,1
85,2020-11-02T00:00:00.000,Crater,50-59,880,63,10
86,2020-11-02T00:00:00.000,Crater,60-69,596,82,26
87,2020-11-02T00:00:00.000,Crater,70-79,335,64,34
88,2020-11-02T00:00:00.000,Crater,80+,218,46,46
89,2020-11-02T00:00:00.000,Crater,Missing,44,0,0
90,2020-11-02T00:00:00.000,Cumberland Plateau,0-9,58,1,0
91,2020-11-02T00:00:00.000,Cumberland Plateau,10-19,206,2,0
92,2020-11-02T00:00:00.000,Cumberland Plateau,20-29,236,0,0
93,2020-11-02T00:00:00.000,Cumberland Plateau,30-39,194,2,0
94,2020-11-02T00:00:00.000,Cumberland Plateau,40-49,231,8,1
95,2020-11-02T00:00:00.000,Cumberland Plateau,50-59,234,23,2
96,2020-11-02T00:00:00.000,Cumberland Plateau,60-69,199,26,3
97,2020-11-02T00:00:00.000,Cumberland Plateau,70-79,120,18,3
98,2020-11-02T00:00:00.000,Cumberland Plateau,80+,59,20,6
99,2020-11-02T00:00:00.000,Cumberland Plateau,Missing,0,0,0
100,2020-11-02T00:00:00.000,Eastern Shore,0-9,31,2,0
101,2020-11-02T00:00:00.000,Eastern Shore,10-19,84,1,0
102,2020-11-02T00:00:00.000,Eastern Shore,20-29,223,6,0
103,2020-11-02T00:00:00.000,Eastern Shore,30-39,276,11,0
104,2020-11-02T00:00:00.000,Eastern Shore,40-49,278,13,2
105,2020-11-02T00:00:00.000,Eastern Shore,50-59,308,27,6
106,2020-11-02T00:00:00.000,Eastern Shore,60-69,209,34,8
107,2020-11-02T00:00:00.000,Eastern Shore,70-79,75,26,13
108,2020-11-02T00:00:00.000,Eastern Shore,80+,59,27,21
109,2020-11-02T00:00:00.000,Eastern Shore,Missing,6,0,0
110,2020-11-02T00:00:00.000,Fairfax,0-9,1117,30,0
111,2020-11-02T00:00:00.000,Fairfax,10-19,2100,33,0
112,2020-11-02T00:00:00.000,Fairfax,20-29,4446,111,3
113,2020-11-02T00:00:00.000,Fairfax,30-39,4651,239,10
114,2020-11-02T00:00:00.000,Fairfax,40-49,4210,357,16
115,2020-11-02T00:00:00.000,Fairfax,50-59,3665,424,44
116,2020-11-02T00:00:00.000,Fairfax,60-69,2269,425,88
117,2020-11-02T00:00:00.000,Fairfax,70-79,978,318,127
118,2020-11-02T00:00:00.000,Fairfax,80+,1023,374,332
119,2020-11-02T00:00:00.000,Fairfax,Missing,183,6,0
120,2020-11-02T00:00:00.000,Hampton,0-9,66,0,0
121,2020-11-02T00:00:00.000,Hampton,10-19,152,0,0
122,2020-11-02T00:00:00.000,Hampton,20-29,545,4,1
123,2020-11-02T00:00:00.000,Hampton,30-39,392,4,0
124,2020-11-02T00:00:00.000,Hampton,40-49,300,19,1
125,2020-11-02T00:00:00.000,Hampton,50-59,307,16,5
126,2020-11-02T00:00:00.000,Hampton,60-69,213,21,14
127,2020-11-02T00:00:00.000,Hampton,70-79,121,18,6
128,2020-11-02T00:00:00.000,Hampton,80+,72,11,6
129,2020-11-02T00:00:00.000,Hampton,Missing,34,0,0
130,2020-11-02T00:00:00.000,Henrico,0-9,250,6,0
131,2020-11-02T00:00:00.000,Henrico,10-19,594,7,0
132,2020-11-02T00:00:00.000,Henrico,20-29,1178,22,1
133,2020-11-02T00:00:00.000,Henrico,30-39,1144,27,0
134,2020-11-02T00:00:00.000,Henrico,40-49,965,52,4
135,2020-11-02T00:00:00.000,Henrico,50-59,874,85,15
136,2020-11-02T00:00:00.000,Henrico,60-69,584,84,41
137,2020-11-02T00:00:00.000,Henrico,70-79,401,92,58
138,2020-11-02T00:00:00.000,Henrico,80+,519,121,120
139,2020-11-02T00:00:00.000,Henrico,Missing,60,2,1
140,2020-11-02T00:00:00.000,Lenowisco,0-9,69,0,0
141,2020-11-02T00:00:00.000,Lenowisco,10-19,163,1,0
142,2020-11-02T00:00:00.000,Lenowisco,20-29,244,0,0
143,2020-11-02T00:00:00.000,Lenowisco,30-39,272,6,1
144,2020-11-02T00:00:00.000,Lenowisco,40-49,265,11,0
145,2020-11-02T00:00:00.000,Lenowisco,50-59,259,17,1
146,2020-11-02T00:00:00.000,Lenowisco,60-69,231,20,3
147,2020-11-02T00:00:00.000,Lenowisco,70-79,185,33,12
148,2020-11-02T00:00:00.000,Lenowisco,80+,137,27,10
149,2020-11-02T00:00:00.000,Lenowisco,Missing,2,0,0
150,2020-11-02T00:00:00.000,Lord Fairfax,0-9,152,3,0
151,2020-11-02T00:00:00.000,Lord Fairfax,10-19,385,6,0
152,2020-11-02T00:00:00.000,Lord Fairfax,20-29,709,9,0
153,2020-11-02T00:00:00.000,Lord Fairfax,30-39,671,19,1
154,2020-11-02T00:00:00.000,Lord Fairfax,40-49,600,36,2
155,2020-11-02T00:00:00.000,Lord Fairfax,50-59,646,56,6
156,2020-11-02T00:00:00.000,Lord Fairfax,60-69,411,71,20
157,2020-11-02T00:00:00.000,Lord Fairfax,70-79,258,73,31
158,2020-11-02T00:00:00.000,Lord Fairfax,80+,298,64,72
159,2020-11-02T00:00:00.000,Lord Fairfax,Missing,4,0,0
160,2020-11-02T00:00:00.000,Loudoun,0-9,350,4,0
161,2020-11-02T00:00:00.000,Loudoun,10-19,1096,4,0
162,2020-11-02T00:00:00.000,Loudoun,20-29,1414,21,0
163,2020-11-02T00:00:00.000,Loudoun,30-39,1380,47,0
164,2020-11-02T00:00:00.000,Loudoun,40-49,1498,91,1
165,2020-11-02T00:00:00.000,Loudoun,50-59,1213,92,4
166,2020-11-02T00:00:00.000,Loudoun,60-69,520,93,12
167,2020-11-02T00:00:00.000,Loudoun,70-79,253,67,21
168,2020-11-02T00:00:00.000,Loudoun,80+,255,69,93
169,2020-11-02T00:00:00.000,Loudoun,Missing,69,0,1
170,2020-11-02T00:00:00.000,Mount Rogers,0-9,125,2,0
171,2020-11-02T00:00:00.000,Mount Rogers,10-19,330,0,0
172,2020-11-02T00:00:00.000,Mount Rogers,20-29,585,1,0
173,2020-11-02T00:00:00.000,Mount Rogers,30-39,464,16,0
174,2020-11-02T00:00:00.000,Mount Rogers,40-49,536,13,2
175,2020-11-02T00:00:00.000,Mount Rogers,50-59,619,45,6
176,2020-11-02T00:00:00.000,Mount Rogers,60-69,485,49,13
177,2020-11-02T00:00:00.000,Mount Rogers,70-79,455,100,45
178,2020-11-02T00:00:00.000,Mount Rogers,80+,422,97,84
179,2020-11-02T00:00:00.000,Mount Rogers,Missing,1,0,0
180,2020-11-02T00:00:00.000,New River,0-9,52,2,0
181,2020-11-02T00:00:00.000,New River,10-19,1369,0,0
182,2020-11-02T00:00:00.000,New River,20-29,2012,3,0
183,2020-11-02T00:00:00.000,New River,30-39,272,5,0
184,2020-11-02T00:00:00.000,New River,40-49,264,9,0
185,2020-11-02T00:00:00.000,New River,50-59,258,12,1
186,2020-11-02T00:00:00.000,New River,60-69,186,25,4
187,2020-11-02T00:00:00.000,New River,70-79,125,20,10
188,2020-11-02T00:00:00.000,New River,80+,112,14,12
189,2020-11-02T00:00:00.000,New River,Missing,20,0,0
190,2020-11-02T00:00:00.000,Norfolk,0-9,192,4,0
191,2020-11-02T00:00:00.000,Norfolk,10-19,435,4,0
192,2020-11-02T00:00:00.000,Norfolk,20-29,1806,19,1
193,2020-11-02T00:00:00.000,Norfolk,30-39,977,44,2
194,2020-11-02T00:00:00.000,Norfolk,40-49,617,42,2
195,2020-11-02T00:00:00.000,Norfolk,50-59,618,77,7
196,2020-11-02T00:00:00.000,Norfolk,60-69,495,100,22
197,2020-11-02T00:00:00.000,Norfolk,70-79,228,82,23
198,2020-11-02T00:00:00.000,Norfolk,80+,119,40,27
199,2020-11-02T00:00:00.000,Norfolk,Missing,47,1,0
200,2020-11-02T00:00:00.000,Peninsula,0-9,189,1,0
201,2020-11-02T00:00:00.000,Peninsula,10-19,400,1,0
202,2020-11-02T00:00:00.000,Peninsula,20-29,1331,3,0
203,2020-11-02T00:00:00.000,Peninsula,30-39,965,19,3
204,2020-11-02T00:00:00.000,Peninsula,40-49,734,19,2
205,2020-11-02T00:00:00.000,Peninsula,50-59,697,37,5
206,2020-11-02T00:00:00.000,Peninsula,60-69,456,46,10
207,2020-11-02T00:00:00.000,Peninsula,70-79,275,61,32
208,2020-11-02T00:00:00.000,Peninsula,80+,153,41,40
209,2020-11-02T00:00:00.000,Peninsula,Missing,60,0,0
210,2020-11-02T00:00:00.000,Piedmont,0-9,81,0,0
211,2020-11-02T00:00:00.000,Piedmont,10-19,190,2,0
212,2020-11-02T00:00:00.000,Piedmont,20-29,476,3,0
213,2020-11-02T00:00:00.000,Piedmont,30-39,428,7,0
214,2020-11-02T00:00:00.000,Piedmont,40-49,405,17,0
215,2020-11-02T00:00:00.000,Piedmont,50-59,391,34,4
216,2020-11-02T00:00:00.000,Piedmont,60-69,317,31,12
217,2020-11-02T00:00:00.000,Piedmont,70-79,168,36,16
218,2020-11-02T00:00:00.000,Piedmont,80+,114,33,24
219,2020-11-02T00:00:00.000,Piedmont,Missing,4,0,0
220,2020-11-02T00:00:00.000,Pittsylvania-Danville,0-9,81,0,0
221,2020-11-02T00:00:00.000,Pittsylvania-Danville,10-19,221,1,0
222,2020-11-02T00:00:00.000,Pittsylvania-Danville,20-29,408,3,0
223,2020-11-02T00:00:00.000,Pittsylvania-Danville,30-39,366,4,1
224,2020-11-02T00:00:00.000,Pittsylvania-Danville,40-49,397,20,3
225,2020-11-02T00:00:00.000,Pittsylvania-Danville,50-59,461,41,3
226,2020-11-02T00:00:00.000,Pittsylvania-Danville,60-69,357,51,12
227,2020-11-02T00:00:00.000,Pittsylvania-Danville,70-79,185,44,8
228,2020-11-02T00:00:00.000,Pittsylvania-Danville,80+,173,43,34
229,2020-11-02T00:00:00.000,Pittsylvania-Danville,Missing,1,0,0
230,2020-11-02T00:00:00.000,Portsmouth,0-9,85,6,0
231,2020-11-02T00:00:00.000,Portsmouth,10-19,221,6,0
232,2020-11-02T00:00:00.000,Portsmouth,20-29,593,21,0
233,2020-11-02T00:00:00.000,Portsmouth,30-39,508,33,1
234,2020-11-02T00:00:00.000,Portsmouth,40-49,430,35,2
235,2020-11-02T00:00:00.000,Portsmouth,50-59,398,59,7
236,2020-11-02T00:00:00.000,Portsmouth,60-69,341,66,18
237,2020-11-02T00:00:00.000,Portsmouth,70-79,170,61,20
