,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-10T00:00:00.000,Alexandria,4533,334,76
1,2020-11-10T00:00:00.000,Alleghany,3561,130,48
2,2020-11-10T00:00:00.000,Arlington,5093,546,155
3,2020-11-10T00:00:00.000,Central Shenandoah,7478,319,87
4,2020-11-10T00:00:00.000,Central Virginia,5524,212,66
5,2020-11-10T00:00:00.000,Chesapeake,5330,499,80
6,2020-11-10T00:00:00.000,Chesterfield,8443,493,151
7,2020-11-10T00:00:00.000,Chickahominy,2692,210,61
8,2020-11-10T00:00:00.000,Crater,5408,318,118
9,2020-11-10T00:00:00.000,Cumberland Plateau,1796,110,15
10,2020-11-10T00:00:00.000,Eastern Shore,1568,150,50
11,2020-11-10T00:00:00.000,Fairfax,25846,2383,622
12,2020-11-10T00:00:00.000,Hampton,2289,101,34
13,2020-11-10T00:00:00.000,Henrico,6984,526,243
14,2020-11-10T00:00:00.000,Lenowisco,2169,127,31
15,2020-11-10T00:00:00.000,Lord Fairfax,4504,370,135
16,2020-11-10T00:00:00.000,Loudoun,8486,508,134
17,2020-11-10T00:00:00.000,Mount Rogers,4572,356,153
18,2020-11-10T00:00:00.000,New River,5116,104,30
19,2020-11-10T00:00:00.000,Norfolk,5777,422,86
20,2020-11-10T00:00:00.000,Peninsula,5514,234,92
21,2020-11-10T00:00:00.000,Piedmont,2731,185,57
22,2020-11-10T00:00:00.000,Pittsylvania-Danville,2812,222,64
23,2020-11-10T00:00:00.000,Portsmouth,2943,339,70
24,2020-11-10T00:00:00.000,Prince William,18154,1223,262
25,2020-11-10T00:00:00.000,Rappahannock,6677,447,94
26,2020-11-10T00:00:00.000,Rappahannock Rapidan,3518,203,55
27,2020-11-10T00:00:00.000,Richmond,5799,471,78
28,2020-11-10T00:00:00.000,Roanoke,3313,113,50
29,2020-11-10T00:00:00.000,Southside,2012,92,49
30,2020-11-10T00:00:00.000,Thomas Jefferson,4715,252,78
31,2020-11-10T00:00:00.000,Three Rivers,2389,145,41
32,2020-11-10T00:00:00.000,Virginia Beach,8810,469,112
33,2020-11-10T00:00:00.000,Western Tidewater,4797,247,156
34,2020-11-10T00:00:00.000,West Piedmont,3559,323,93
35,2020-11-09T00:00:00.000,Alexandria,4517,334,76
36,2020-11-09T00:00:00.000,Alleghany,3497,127,45
37,2020-11-09T00:00:00.000,Arlington,5060,546,155
38,2020-11-09T00:00:00.000,Central Shenandoah,7450,317,86
39,2020-11-09T00:00:00.000,Central Virginia,5484,210,66
40,2020-11-09T00:00:00.000,Chesapeake,5301,499,80
41,2020-11-09T00:00:00.000,Chesterfield,8388,492,151
42,2020-11-09T00:00:00.000,Chickahominy,2653,210,61
43,2020-11-09T00:00:00.000,Crater,5393,318,118
44,2020-11-09T00:00:00.000,Cumberland Plateau,1752,109,15
45,2020-11-09T00:00:00.000,Eastern Shore,1568,150,50
46,2020-11-09T00:00:00.000,Fairfax,25715,2377,621
47,2020-11-09T00:00:00.000,Hampton,2278,100,34
48,2020-11-09T00:00:00.000,Henrico,6937,521,241
49,2020-11-09T00:00:00.000,Lenowisco,2138,127,31
50,2020-11-09T00:00:00.000,Lord Fairfax,4459,367,135
51,2020-11-09T00:00:00.000,Loudoun,8413,505,134
52,2020-11-09T00:00:00.000,Mount Rogers,4503,351,153
53,2020-11-09T00:00:00.000,New River,5053,100,30
54,2020-11-09T00:00:00.000,Norfolk,5728,419,85
55,2020-11-09T00:00:00.000,Peninsula,5482,233,92
56,2020-11-09T00:00:00.000,Piedmont,2701,181,57
57,2020-11-09T00:00:00.000,Pittsylvania-Danville,2785,221,64
58,2020-11-09T00:00:00.000,Portsmouth,2930,337,70
59,2020-11-09T00:00:00.000,Prince William,18067,1216,259
60,2020-11-09T00:00:00.000,Rappahannock,6643,446,94
61,2020-11-09T00:00:00.000,Rappahannock Rapidan,3451,202,55
62,2020-11-09T00:00:00.000,Richmond,5772,472,78
63,2020-11-09T00:00:00.000,Roanoke,3255,113,48
64,2020-11-09T00:00:00.000,Southside,2007,92,49
65,2020-11-09T00:00:00.000,Thomas Jefferson,4684,251,78
66,2020-11-09T00:00:00.000,Three Rivers,2371,145,41
67,2020-11-09T00:00:00.000,Virginia Beach,8737,464,112
68,2020-11-09T00:00:00.000,Western Tidewater,4788,246,156
69,2020-11-09T00:00:00.000,West Piedmont,3517,318,93
70,2020-11-08T00:00:00.000,Alexandria,4499,333,76
71,2020-11-08T00:00:00.000,Alleghany,3473,127,45
72,2020-11-08T00:00:00.000,Arlington,5036,545,155
