,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-26T00:00:00.000,Alexandria,Female,1975,142,35
1,2020-09-26T00:00:00.000,Alexandria,Male,1815,177,34
2,2020-09-26T00:00:00.000,Alexandria,Not Reported,14,0,0
3,2020-09-26T00:00:00.000,Alleghany,Female,826,33,17
4,2020-09-26T00:00:00.000,Alleghany,Male,734,43,9
5,2020-09-26T00:00:00.000,Alleghany,Not Reported,9,0,0
6,2020-09-26T00:00:00.000,Arlington,Female,1941,220,69
7,2020-09-26T00:00:00.000,Arlington,Male,1989,278,80
8,2020-09-26T00:00:00.000,Arlington,Not Reported,5,0,0
9,2020-09-26T00:00:00.000,Central Shenandoah,Female,2878,136,33
10,2020-09-26T00:00:00.000,Central Shenandoah,Male,2435,130,37
11,2020-09-26T00:00:00.000,Central Shenandoah,Not Reported,15,0,0
12,2020-09-26T00:00:00.000,Central Virginia,Female,1684,59,19
13,2020-09-26T00:00:00.000,Central Virginia,Male,1478,61,18
14,2020-09-26T00:00:00.000,Central Virginia,Not Reported,39,0,0
15,2020-09-26T00:00:00.000,Chesapeake,Female,2361,209,32
16,2020-09-26T00:00:00.000,Chesapeake,Male,1928,198,39
17,2020-09-26T00:00:00.000,Chesapeake,Not Reported,7,0,0
18,2020-09-26T00:00:00.000,Chesterfield,Female,3231,179,57
19,2020-09-26T00:00:00.000,Chesterfield,Male,3069,190,66
20,2020-09-26T00:00:00.000,Chesterfield,Not Reported,122,0,1
21,2020-09-26T00:00:00.000,Chickahominy,Female,904,79,24
22,2020-09-26T00:00:00.000,Chickahominy,Male,893,83,28
23,2020-09-26T00:00:00.000,Chickahominy,Not Reported,33,1,0
24,2020-09-26T00:00:00.000,Crater,Female,1654,146,56
25,2020-09-26T00:00:00.000,Crater,Male,2224,125,47
26,2020-09-26T00:00:00.000,Crater,Not Reported,37,3,0
27,2020-09-26T00:00:00.000,Cumberland Plateau,Female,419,27,6
28,2020-09-26T00:00:00.000,Cumberland Plateau,Male,375,28,4
29,2020-09-26T00:00:00.000,Cumberland Plateau,Not Reported,1,0,0
30,2020-09-26T00:00:00.000,Eastern Shore,Female,748,71,26
31,2020-09-26T00:00:00.000,Eastern Shore,Male,723,68,24
32,2020-09-26T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-09-26T00:00:00.000,Fairfax,Female,10625,932,284
34,2020-09-26T00:00:00.000,Fairfax,Male,10101,1246,311
35,2020-09-26T00:00:00.000,Fairfax,Not Reported,167,2,6
36,2020-09-26T00:00:00.000,Hampton,Female,998,25,11
37,2020-09-26T00:00:00.000,Hampton,Male,794,40,13
38,2020-09-26T00:00:00.000,Hampton,Not Reported,17,0,0
39,2020-09-26T00:00:00.000,Henrico,Female,2873,218,111
40,2020-09-26T00:00:00.000,Henrico,Male,2527,213,100
41,2020-09-26T00:00:00.000,Henrico,Not Reported,34,0,0
42,2020-09-26T00:00:00.000,Lenowisco,Female,453,35,4
43,2020-09-26T00:00:00.000,Lenowisco,Male,438,40,16
44,2020-09-26T00:00:00.000,Lenowisco,Not Reported,2,0,0
45,2020-09-26T00:00:00.000,Lord Fairfax,Female,1614,128,55
46,2020-09-26T00:00:00.000,Lord Fairfax,Male,1459,139,56
47,2020-09-26T00:00:00.000,Lord Fairfax,Not Reported,16,0,0
48,2020-09-26T00:00:00.000,Loudoun,Female,3421,193,78
49,2020-09-26T00:00:00.000,Loudoun,Male,3315,236,46
50,2020-09-26T00:00:00.000,Loudoun,Not Reported,56,0,0
51,2020-09-26T00:00:00.000,Mount Rogers,Female,1563,100,49
52,2020-09-26T00:00:00.000,Mount Rogers,Male,1166,141,61
53,2020-09-26T00:00:00.000,Mount Rogers,Not Reported,8,0,0
54,2020-09-26T00:00:00.000,New River,Female,1606,20,9
55,2020-09-26T00:00:00.000,New River,Male,1531,38,10
56,2020-09-26T00:00:00.000,New River,Not Reported,33,0,0
57,2020-09-26T00:00:00.000,Norfolk,Female,2512,187,36
58,2020-09-26T00:00:00.000,Norfolk,Male,2308,176,42
59,2020-09-26T00:00:00.000,Norfolk,Not Reported,2,0,0
60,2020-09-26T00:00:00.000,Peninsula,Female,2259,91,42
61,2020-09-26T00:00:00.000,Peninsula,Male,2085,101,33
62,2020-09-26T00:00:00.000,Peninsula,Not Reported,21,0,0
63,2020-09-26T00:00:00.000,Piedmont,Female,687,54,14
64,2020-09-26T00:00:00.000,Piedmont,Male,1287,81,35
65,2020-09-26T00:00:00.000,Piedmont,Not Reported,4,0,0
66,2020-09-26T00:00:00.000,Pittsylvania-Danville,Female,1033,82,24
67,2020-09-26T00:00:00.000,Pittsylvania-Danville,Male,820,55,12
68,2020-09-26T00:00:00.000,Pittsylvania-Danville,Not Reported,9,1,0
69,2020-09-26T00:00:00.000,Portsmouth,Female,1347,154,31
70,2020-09-26T00:00:00.000,Portsmouth,Male,1204,121,28
71,2020-09-26T00:00:00.000,Portsmouth,Not Reported,4,0,0
72,2020-09-26T00:00:00.000,Prince William,Female,7533,473,100
73,2020-09-26T00:00:00.000,Prince William,Male,7261,615,136
74,2020-09-26T00:00:00.000,Prince William,Not Reported,128,2,0
75,2020-09-26T00:00:00.000,Rappahannock,Female,2790,179,30
76,2020-09-26T00:00:00.000,Rappahannock,Male,2445,209,45
77,2020-09-26T00:00:00.000,Rappahannock,Not Reported,18,0,0
78,2020-09-26T00:00:00.000,Rappahannock Rapidan,Female,1335,72,26
79,2020-09-26T00:00:00.000,Rappahannock Rapidan,Male,1266,100,25
80,2020-09-26T00:00:00.000,Rappahannock Rapidan,Not Reported,16,0,0
81,2020-09-26T00:00:00.000,Richmond,Female,2310,203,22
82,2020-09-26T00:00:00.000,Richmond,Male,2259,211,36
83,2020-09-26T00:00:00.000,Richmond,Not Reported,56,2,3
84,2020-09-26T00:00:00.000,Roanoke,Female,927,36,13
85,2020-09-26T00:00:00.000,Roanoke,Male,751,29,10
86,2020-09-26T00:00:00.000,Roanoke,Not Reported,16,0,0
87,2020-09-26T00:00:00.000,Southside,Female,682,40,23
88,2020-09-26T00:00:00.000,Southside,Male,732,44,21
89,2020-09-26T00:00:00.000,Southside,Not Reported,6,0,0
90,2020-09-26T00:00:00.000,Thomas Jefferson,Female,1805,92,38
91,2020-09-26T00:00:00.000,Thomas Jefferson,Male,1610,93,31
92,2020-09-26T00:00:00.000,Thomas Jefferson,Not Reported,4,0,0
93,2020-09-26T00:00:00.000,Three Rivers,Female,771,57,16
