,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-12-09T00:00:00.000,Alexandria,Female,3118,172,39
1,2020-12-09T00:00:00.000,Alexandria,Male,2811,216,42
2,2020-12-09T00:00:00.000,Alexandria,Not Reported,21,0,0
3,2020-12-09T00:00:00.000,Alleghany,Female,3250,102,60
4,2020-12-09T00:00:00.000,Alleghany,Male,2772,78,36
5,2020-12-09T00:00:00.000,Alleghany,Not Reported,126,0,1
6,2020-12-09T00:00:00.000,Arlington,Female,3505,265,72
7,2020-12-09T00:00:00.000,Arlington,Male,3543,339,90
8,2020-12-09T00:00:00.000,Arlington,Not Reported,14,0,0
9,2020-12-09T00:00:00.000,Central Shenandoah,Female,5870,212,52
10,2020-12-09T00:00:00.000,Central Shenandoah,Male,5099,214,63
11,2020-12-09T00:00:00.000,Central Shenandoah,Not Reported,124,0,0
12,2020-12-09T00:00:00.000,Central Virginia,Female,4231,133,38
13,2020-12-09T00:00:00.000,Central Virginia,Male,3659,142,49
14,2020-12-09T00:00:00.000,Central Virginia,Not Reported,258,2,1
15,2020-12-09T00:00:00.000,Chesapeake,Female,3716,287,44
16,2020-12-09T00:00:00.000,Chesapeake,Male,3402,269,42
17,2020-12-09T00:00:00.000,Chesapeake,Not Reported,17,0,0
18,2020-12-09T00:00:00.000,Chesterfield,Female,5930,290,79
19,2020-12-09T00:00:00.000,Chesterfield,Male,5304,297,88
20,2020-12-09T00:00:00.000,Chesterfield,Not Reported,175,0,4
21,2020-12-09T00:00:00.000,Chickahominy,Female,2021,117,39
22,2020-12-09T00:00:00.000,Chickahominy,Male,1839,128,37
23,2020-12-09T00:00:00.000,Chickahominy,Not Reported,49,0,0
24,2020-12-09T00:00:00.000,Crater,Female,2723,193,67
25,2020-12-09T00:00:00.000,Crater,Male,3519,162,57
26,2020-12-09T00:00:00.000,Crater,Not Reported,67,3,0
27,2020-12-09T00:00:00.000,Cumberland Plateau,Female,1756,91,17
28,2020-12-09T00:00:00.000,Cumberland Plateau,Male,1423,86,28
29,2020-12-09T00:00:00.000,Cumberland Plateau,Not Reported,144,0,0
30,2020-12-09T00:00:00.000,Eastern Shore,Female,921,80,26
31,2020-12-09T00:00:00.000,Eastern Shore,Male,868,81,26
32,2020-12-09T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-12-09T00:00:00.000,Fairfax,Female,18070,1173,303
34,2020-12-09T00:00:00.000,Fairfax,Male,17056,1515,336
35,2020-12-09T00:00:00.000,Fairfax,Not Reported,230,2,6
36,2020-12-09T00:00:00.000,Hampton,Female,1688,61,15
37,2020-12-09T00:00:00.000,Hampton,Male,1431,85,20
38,2020-12-09T00:00:00.000,Hampton,Not Reported,20,0,0
