,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-12-04T00:00:00.000,Alexandria,Female,2881,163,40
1,2020-12-04T00:00:00.000,Alexandria,Male,2617,210,41
2,2020-12-04T00:00:00.000,Alexandria,Not Reported,15,0,0
3,2020-12-04T00:00:00.000,Alleghany,Female,2888,95,56
4,2020-12-04T00:00:00.000,Alleghany,Male,2426,74,32
5,2020-12-04T00:00:00.000,Alleghany,Not Reported,118,0,1
6,2020-12-04T00:00:00.000,Arlington,Female,3236,262,71
7,2020-12-04T00:00:00.000,Arlington,Male,3286,334,86
8,2020-12-04T00:00:00.000,Arlington,Not Reported,13,0,0
9,2020-12-04T00:00:00.000,Central Shenandoah,Female,5308,208,51
10,2020-12-04T00:00:00.000,Central Shenandoah,Male,4636,204,61
11,2020-12-04T00:00:00.000,Central Shenandoah,Not Reported,111,0,0
12,2020-12-04T00:00:00.000,Central Virginia,Female,3823,128,35
13,2020-12-04T00:00:00.000,Central Virginia,Male,3310,139,47
14,2020-12-04T00:00:00.000,Central Virginia,Not Reported,234,2,1
15,2020-12-04T00:00:00.000,Chesapeake,Female,3545,283,40
16,2020-12-04T00:00:00.000,Chesapeake,Male,3280,261,41
17,2020-12-04T00:00:00.000,Chesapeake,Not Reported,16,0,0
18,2020-12-04T00:00:00.000,Chesterfield,Female,5554,286,78
19,2020-12-04T00:00:00.000,Chesterfield,Male,4954,290,85
20,2020-12-04T00:00:00.000,Chesterfield,Not Reported,172,0,4
21,2020-12-04T00:00:00.000,Chickahominy,Female,1873,114,38
22,2020-12-04T00:00:00.000,Chickahominy,Male,1698,128,36
23,2020-12-04T00:00:00.000,Chickahominy,Not Reported,46,0,0
24,2020-12-04T00:00:00.000,Crater,Female,2607,188,66
25,2020-12-04T00:00:00.000,Crater,Male,3435,156,57
26,2020-12-04T00:00:00.000,Crater,Not Reported,63,3,0
27,2020-12-04T00:00:00.000,Cumberland Plateau,Female,1496,77,10
28,2020-12-04T00:00:00.000,Cumberland Plateau,Male,1208,79,13
29,2020-12-04T00:00:00.000,Cumberland Plateau,Not Reported,89,0,0
30,2020-12-04T00:00:00.000,Eastern Shore,Female,873,80,26
31,2020-12-04T00:00:00.000,Eastern Shore,Male,835,79,26
32,2020-12-04T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-12-04T00:00:00.000,Fairfax,Female,16630,1149,301
34,2020-12-04T00:00:00.000,Fairfax,Male,15725,1489,333
35,2020-12-04T00:00:00.000,Fairfax,Not Reported,222,2,6
36,2020-12-04T00:00:00.000,Hampton,Female,1550,55,15
37,2020-12-04T00:00:00.000,Hampton,Male,1312,79,20
38,2020-12-04T00:00:00.000,Hampton,Not Reported,20,0,0
39,2020-12-04T00:00:00.000,Henrico,Female,4634,315,142
40,2020-12-04T00:00:00.000,Henrico,Male,3995,295,118
41,2020-12-04T00:00:00.000,Henrico,Not Reported,81,1,0
42,2020-12-04T00:00:00.000,Lenowisco,Female,1652,81,37
43,2020-12-04T00:00:00.000,Lenowisco,Male,1491,96,43
44,2020-12-04T00:00:00.000,Lenowisco,Not Reported,66,2,0
45,2020-12-04T00:00:00.000,Lord Fairfax,Female,3598,215,71
46,2020-12-04T00:00:00.000,Lord Fairfax,Male,3063,240,79
47,2020-12-04T00:00:00.000,Lord Fairfax,Not Reported,30,0,0
48,2020-12-04T00:00:00.000,Loudoun,Female,5186,255,89
49,2020-12-04T00:00:00.000,Loudoun,Male,5197,313,61
50,2020-12-04T00:00:00.000,Loudoun,Not Reported,86,0,0
51,2020-12-04T00:00:00.000,Mount Rogers,Female,3644,212,92
52,2020-12-04T00:00:00.000,Mount Rogers,Male,2942,229,79
53,2020-12-04T00:00:00.000,Mount Rogers,Not Reported,55,2,1
54,2020-12-04T00:00:00.000,New River,Female,3519,80,33
55,2020-12-04T00:00:00.000,New River,Male,3147,87,22
56,2020-12-04T00:00:00.000,New River,Not Reported,49,0,0
57,2020-12-04T00:00:00.000,Norfolk,Female,3403,240,43
58,2020-12-04T00:00:00.000,Norfolk,Male,3309,231,49
59,2020-12-04T00:00:00.000,Norfolk,Not Reported,16,0,0
60,2020-12-04T00:00:00.000,Peninsula,Female,3519,143,51
61,2020-12-04T00:00:00.000,Peninsula,Male,3270,149,45
62,2020-12-04T00:00:00.000,Peninsula,Not Reported,58,0,0
63,2020-12-04T00:00:00.000,Piedmont,Female,1263,90,20
64,2020-12-04T00:00:00.000,Piedmont,Male,1958,117,48
65,2020-12-04T00:00:00.000,Piedmont,Not Reported,9,0,0
66,2020-12-04T00:00:00.000,Pittsylvania-Danville,Female,1971,160,46
67,2020-12-04T00:00:00.000,Pittsylvania-Danville,Male,1551,101,28
