,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-26T00:00:00.000,Confirmed,204406,14130,3698
1,2020-11-26T00:00:00.000,Probable,24494,287,331
2,2020-11-24T00:00:00.000,Confirmed,200284,13939,3660
3,2020-11-24T00:00:00.000,Probable,23298,273,319
4,2020-11-23T00:00:00.000,Confirmed,198142,13834,3629
5,2020-11-23T00:00:00.000,Probable,22896,262,313
6,2020-11-22T00:00:00.000,Confirmed,195499,13787,3628
7,2020-11-22T00:00:00.000,Probable,22297,259,310
8,2020-11-21T00:00:00.000,Confirmed,193754,13759,3628
9,2020-11-21T00:00:00.000,Probable,21925,258,310
10,2020-11-20T00:00:00.000,Confirmed,191971,13666,3605
11,2020-11-20T00:00:00.000,Probable,21360,248,307
12,2020-11-19T00:00:00.000,Confirmed,190156,13576,3594
13,2020-11-19T00:00:00.000,Probable,20631,239,302
14,2020-11-18T00:00:00.000,Confirmed,188853,13475,3569
15,2020-11-18T00:00:00.000,Probable,19980,232,291
16,2020-11-17T00:00:00.000,Confirmed,187287,13385,3557
17,2020-11-17T00:00:00.000,Probable,19475,223,278
18,2020-11-16T00:00:00.000,Confirmed,185525,13332,3533
19,2020-11-16T00:00:00.000,Probable,19112,220,273
20,2020-11-15T00:00:00.000,Confirmed,183454,13290,3527
21,2020-11-15T00:00:00.000,Probable,18506,214,273
22,2020-11-14T00:00:00.000,Confirmed,182484,13267,3526
23,2020-11-14T00:00:00.000,Probable,18315,213,273
24,2020-11-13T00:00:00.000,Confirmed,181476,13204,3513
25,2020-11-13T00:00:00.000,Probable,17786,204,272
26,2020-11-12T00:00:00.000,Confirmed,180623,13141,3490
27,2020-11-12T00:00:00.000,Probable,17404,198,268
28,2020-11-11T00:00:00.000,Confirmed,179686,13080,3474
29,2020-11-11T00:00:00.000,Probable,16820,193,267
30,2020-11-10T00:00:00.000,Confirmed,178432,12996,3460
31,2020-11-10T00:00:00.000,Probable,16480,187,266
32,2020-11-09T00:00:00.000,Confirmed,177240,12936,3447
33,2020-11-09T00:00:00.000,Probable,16237,180,266
34,2020-11-08T00:00:00.000,Confirmed,176219,12886,3441
35,2020-11-08T00:00:00.000,Probable,15956,178,266
36,2020-11-07T00:00:00.000,Confirmed,175187,12846,3439
37,2020-11-07T00:00:00.000,Probable,15686,176,265
38,2020-11-06T00:00:00.000,Confirmed,173645,12762,3432
39,2020-11-06T00:00:00.000,Probable,15125,174,250
40,2020-11-05T00:00:00.000,Confirmed,172418,12695,3426
41,2020-11-05T00:00:00.000,Probable,14784,170,262
42,2020-11-04T00:00:00.000,Confirmed,171426,12631,3416
43,2020-11-04T00:00:00.000,Probable,14410,166,261
44,2020-11-03T00:00:00.000,Confirmed,170577,12583,3408
45,2020-11-03T00:00:00.000,Probable,14102,156,258
46,2020-11-02T00:00:00.000,Confirmed,169512,12522,3402
47,2020-11-02T00:00:00.000,Probable,13906,152,256
48,2020-11-01T00:00:00.000,Confirmed,168675,12495,3399
49,2020-11-01T00:00:00.000,Probable,13717,152,256
50,2020-10-31T00:00:00.000,Confirmed,167703,12452,3398
51,2020-10-31T00:00:00.000,Probable,13487,152,256
52,2020-10-30T00:00:00.000,Confirmed,166551,12368,3391
53,2020-10-30T00:00:00.000,Probable,13088,143,252
54,2020-10-29T00:00:00.000,Confirmed,165384,12314,3384
55,2020-10-29T00:00:00.000,Probable,12799,140,252
