,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-04T00:00:00.000,Alexandria,3459,302,62
1,2020-09-04T00:00:00.000,Alleghany,1224,63,23
2,2020-09-04T00:00:00.000,Arlington,3605,472,142
3,2020-09-04T00:00:00.000,Central Shenandoah,3683,239,63
4,2020-09-04T00:00:00.000,Central Virginia,2481,84,19
5,2020-09-04T00:00:00.000,Chesapeake,3887,342,49
6,2020-09-04T00:00:00.000,Chesterfield,5634,307,110
7,2020-09-04T00:00:00.000,Chickahominy,1296,144,48
8,2020-09-04T00:00:00.000,Crater,3289,252,79
9,2020-09-04T00:00:00.000,Cumberland Plateau,563,49,9
10,2020-09-04T00:00:00.000,Eastern Shore,1455,136,48
11,2020-09-04T00:00:00.000,Fairfax,18930,2103,576
12,2020-09-04T00:00:00.000,Hampton,1603,54,16
13,2020-09-04T00:00:00.000,Henrico,4738,386,194
14,2020-09-04T00:00:00.000,Lenowisco,756,66,12
15,2020-09-04T00:00:00.000,Lord Fairfax,2846,253,97
16,2020-09-04T00:00:00.000,Loudoun,6146,394,118
17,2020-09-04T00:00:00.000,Mount Rogers,2114,191,75
18,2020-09-04T00:00:00.000,New River,1668,37,9
19,2020-09-04T00:00:00.000,Norfolk,4468,301,59
20,2020-09-04T00:00:00.000,Peninsula,3902,181,58
21,2020-09-04T00:00:00.000,Piedmont,1742,127,40
22,2020-09-04T00:00:00.000,Pittsylvania-Danville,1474,104,20
23,2020-09-04T00:00:00.000,Portsmouth,2269,191,42
24,2020-09-04T00:00:00.000,Prince William,13483,1046,219
25,2020-09-04T00:00:00.000,Rappahannock,4579,359,65
26,2020-09-04T00:00:00.000,Rappahannock Rapidan,2337,156,31
27,2020-09-04T00:00:00.000,Richmond,4052,381,49
28,2020-09-04T00:00:00.000,Roanoke,1220,50,15
29,2020-09-04T00:00:00.000,Southside,1098,71,37
30,2020-09-04T00:00:00.000,Thomas Jefferson,2597,171,57
31,2020-09-04T00:00:00.000,Three Rivers,1332,94,20
32,2020-09-04T00:00:00.000,Virginia Beach,6160,327,71
33,2020-09-04T00:00:00.000,Western Tidewater,2998,162,94
34,2020-09-04T00:00:00.000,West Piedmont,1691,203,36
35,2020-09-03T00:00:00.000,Alexandria,3436,301,62
36,2020-09-03T00:00:00.000,Alleghany,1207,62,22
37,2020-09-03T00:00:00.000,Arlington,3587,470,141
38,2020-09-03T00:00:00.000,Central Shenandoah,3620,237,62
39,2020-09-03T00:00:00.000,Central Virginia,2434,81,19
40,2020-09-03T00:00:00.000,Chesapeake,3859,339,49
41,2020-09-03T00:00:00.000,Chesterfield,5606,304,110
42,2020-09-03T00:00:00.000,Chickahominy,1280,143,48
43,2020-09-03T00:00:00.000,Crater,3260,253,78
44,2020-09-03T00:00:00.000,Cumberland Plateau,558,48,9
45,2020-09-03T00:00:00.000,Eastern Shore,1455,136,48
46,2020-09-03T00:00:00.000,Fairfax,18858,2100,576
47,2020-09-03T00:00:00.000,Hampton,1589,54,16
48,2020-09-03T00:00:00.000,Henrico,4707,383,194
49,2020-09-03T00:00:00.000,Lenowisco,744,65,12
50,2020-09-03T00:00:00.000,Lord Fairfax,2840,250,97
51,2020-09-03T00:00:00.000,Loudoun,6077,391,118
52,2020-09-03T00:00:00.000,Mount Rogers,2072,189,75
53,2020-09-03T00:00:00.000,New River,1534,37,9
54,2020-09-03T00:00:00.000,Norfolk,4450,300,59
55,2020-09-03T00:00:00.000,Peninsula,3852,181,58
56,2020-09-03T00:00:00.000,Piedmont,1733,127,40
57,2020-09-03T00:00:00.000,Pittsylvania-Danville,1437,104,20
58,2020-09-03T00:00:00.000,Portsmouth,2258,188,42
59,2020-09-03T00:00:00.000,Prince William,13414,1045,219
60,2020-09-03T00:00:00.000,Rappahannock,4552,354,62
61,2020-09-03T00:00:00.000,Rappahannock Rapidan,2323,154,31
