,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-07T00:00:00.000,Alexandria,0-9,267,3,0
1,2020-10-07T00:00:00.000,Alexandria,10-19,279,5,0
2,2020-10-07T00:00:00.000,Alexandria,20-29,743,15,1
3,2020-10-07T00:00:00.000,Alexandria,30-39,904,38,1
4,2020-10-07T00:00:00.000,Alexandria,40-49,681,52,1
5,2020-10-07T00:00:00.000,Alexandria,50-59,494,67,14
6,2020-10-07T00:00:00.000,Alexandria,60-69,294,61,4
7,2020-10-07T00:00:00.000,Alexandria,70-79,141,50,20
8,2020-10-07T00:00:00.000,Alexandria,80+,124,36,30
9,2020-10-07T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-10-07T00:00:00.000,Alleghany,0-9,48,0,0
11,2020-10-07T00:00:00.000,Alleghany,10-19,209,1,0
12,2020-10-07T00:00:00.000,Alleghany,20-29,360,1,0
13,2020-10-07T00:00:00.000,Alleghany,30-39,243,5,0
14,2020-10-07T00:00:00.000,Alleghany,40-49,242,7,0
15,2020-10-07T00:00:00.000,Alleghany,50-59,282,13,1
16,2020-10-07T00:00:00.000,Alleghany,60-69,162,16,1
17,2020-10-07T00:00:00.000,Alleghany,70-79,134,20,16
18,2020-10-07T00:00:00.000,Alleghany,80+,86,19,10
19,2020-10-07T00:00:00.000,Alleghany,Missing,4,0,0
20,2020-10-07T00:00:00.000,Arlington,0-9,117,2,0
21,2020-10-07T00:00:00.000,Arlington,10-19,241,5,0
22,2020-10-07T00:00:00.000,Arlington,20-29,926,24,0
23,2020-10-07T00:00:00.000,Arlington,30-39,770,49,0
24,2020-10-07T00:00:00.000,Arlington,40-49,661,68,9
25,2020-10-07T00:00:00.000,Arlington,50-59,535,83,8
26,2020-10-07T00:00:00.000,Arlington,60-69,375,96,22
27,2020-10-07T00:00:00.000,Arlington,70-79,214,86,38
28,2020-10-07T00:00:00.000,Arlington,80+,226,94,75
29,2020-10-07T00:00:00.000,Arlington,Missing,18,1,0
30,2020-10-07T00:00:00.000,Central Shenandoah,0-9,151,0,0
31,2020-10-07T00:00:00.000,Central Shenandoah,10-19,1106,1,0
