,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-15T00:00:00.000,Alexandria,4635,336,76
1,2020-11-15T00:00:00.000,Alleghany,3820,138,59
2,2020-11-15T00:00:00.000,Arlington,5298,561,157
3,2020-11-15T00:00:00.000,Central Shenandoah,7716,326,94
4,2020-11-15T00:00:00.000,Central Virginia,5742,219,67
5,2020-11-15T00:00:00.000,Chesapeake,5506,503,80
6,2020-11-15T00:00:00.000,Chesterfield,8756,507,153
7,2020-11-15T00:00:00.000,Chickahominy,2784,216,64
8,2020-11-15T00:00:00.000,Crater,5490,324,118
9,2020-11-15T00:00:00.000,Cumberland Plateau,1949,117,17
10,2020-11-15T00:00:00.000,Eastern Shore,1585,151,52
11,2020-11-15T00:00:00.000,Fairfax,26695,2433,625
12,2020-11-15T00:00:00.000,Hampton,2376,106,34
13,2020-11-15T00:00:00.000,Henrico,7200,541,243
14,2020-11-15T00:00:00.000,Lenowisco,2433,138,36
15,2020-11-15T00:00:00.000,Lord Fairfax,4792,389,139
16,2020-11-15T00:00:00.000,Loudoun,8810,516,135
17,2020-11-15T00:00:00.000,Mount Rogers,4951,371,153
18,2020-11-15T00:00:00.000,New River,5313,112,32
19,2020-11-15T00:00:00.000,Norfolk,5872,425,87
20,2020-11-15T00:00:00.000,Peninsula,5658,240,94
21,2020-11-15T00:00:00.000,Piedmont,2787,187,61
22,2020-11-15T00:00:00.000,Pittsylvania-Danville,2910,226,65
23,2020-11-15T00:00:00.000,Portsmouth,2997,343,70
24,2020-11-15T00:00:00.000,Prince William,18594,1236,265
25,2020-11-15T00:00:00.000,Rappahannock,6925,463,95
26,2020-11-15T00:00:00.000,Rappahannock Rapidan,3695,210,57
27,2020-11-15T00:00:00.000,Richmond,5963,477,78
28,2020-11-15T00:00:00.000,Roanoke,3441,120,53
29,2020-11-15T00:00:00.000,Southside,2105,96,51
30,2020-11-15T00:00:00.000,Thomas Jefferson,4819,259,80
31,2020-11-15T00:00:00.000,Three Rivers,2451,148,41
32,2020-11-15T00:00:00.000,Virginia Beach,9164,477,112
33,2020-11-15T00:00:00.000,Western Tidewater,4930,256,160
34,2020-11-15T00:00:00.000,West Piedmont,3798,337,97
35,2020-11-14T00:00:00.000,Alexandria,4619,336,76
36,2020-11-14T00:00:00.000,Alleghany,3794,137,59
37,2020-11-14T00:00:00.000,Arlington,5241,559,157
38,2020-11-14T00:00:00.000,Central Shenandoah,7704,326,94
39,2020-11-14T00:00:00.000,Central Virginia,5714,219,67
40,2020-11-14T00:00:00.000,Chesapeake,5499,503,80
41,2020-11-14T00:00:00.000,Chesterfield,8717,505,153
42,2020-11-14T00:00:00.000,Chickahominy,2775,214,64
43,2020-11-14T00:00:00.000,Crater,5478,324,118
44,2020-11-14T00:00:00.000,Cumberland Plateau,1941,117,17
45,2020-11-14T00:00:00.000,Eastern Shore,1582,151,52
46,2020-11-14T00:00:00.000,Fairfax,26518,2428,625
47,2020-11-14T00:00:00.000,Hampton,2356,106,34
48,2020-11-14T00:00:00.000,Henrico,7166,541,243
49,2020-11-14T00:00:00.000,Lenowisco,2385,133,35
50,2020-11-14T00:00:00.000,Lord Fairfax,4754,387,139
51,2020-11-14T00:00:00.000,Loudoun,8706,515,135
52,2020-11-14T00:00:00.000,Mount Rogers,4909,370,153
53,2020-11-14T00:00:00.000,New River,5287,112,32
54,2020-11-14T00:00:00.000,Norfolk,5863,425,87
55,2020-11-14T00:00:00.000,Peninsula,5638,239,94
56,2020-11-14T00:00:00.000,Piedmont,2779,187,61
57,2020-11-14T00:00:00.000,Pittsylvania-Danville,2904,226,65
58,2020-11-14T00:00:00.000,Portsmouth,2977,343,70
59,2020-11-14T00:00:00.000,Prince William,18529,1236,265
60,2020-11-14T00:00:00.000,Rappahannock,6894,463,95
61,2020-11-14T00:00:00.000,Rappahannock Rapidan,3642,210,57
62,2020-11-14T00:00:00.000,Richmond,5947,477,78
63,2020-11-14T00:00:00.000,Roanoke,3421,120,53
64,2020-11-14T00:00:00.000,Southside,2096,96,51
65,2020-11-14T00:00:00.000,Thomas Jefferson,4788,259,80
66,2020-11-14T00:00:00.000,Three Rivers,2437,148,41
67,2020-11-14T00:00:00.000,Virginia Beach,9094,476,112
68,2020-11-14T00:00:00.000,Western Tidewater,4887,256,160
69,2020-11-14T00:00:00.000,West Piedmont,3758,336,97
70,2020-11-13T00:00:00.000,Alexandria,4602,336,76
71,2020-11-13T00:00:00.000,Alleghany,3707,136,57
72,2020-11-13T00:00:00.000,Arlington,5191,558,155
73,2020-11-13T00:00:00.000,Central Shenandoah,7643,325,93
74,2020-11-13T00:00:00.000,Central Virginia,5692,217,68
75,2020-11-13T00:00:00.000,Chesapeake,5453,501,80
76,2020-11-13T00:00:00.000,Chesterfield,8656,503,153
77,2020-11-13T00:00:00.000,Chickahominy,2752,213,62
78,2020-11-13T00:00:00.000,Crater,5465,324,118
79,2020-11-13T00:00:00.000,Cumberland Plateau,1901,116,17
80,2020-11-13T00:00:00.000,Eastern Shore,1576,151,52
81,2020-11-13T00:00:00.000,Fairfax,26401,2423,625
82,2020-11-13T00:00:00.000,Hampton,2344,104,34
83,2020-11-13T00:00:00.000,Henrico,7133,538,243
84,2020-11-13T00:00:00.000,Lenowisco,2336,131,34
85,2020-11-13T00:00:00.000,Lord Fairfax,4674,383,139
86,2020-11-13T00:00:00.000,Loudoun,8642,515,135
87,2020-11-13T00:00:00.000,Mount Rogers,4790,365,153
88,2020-11-13T00:00:00.000,New River,5261,111,32
89,2020-11-13T00:00:00.000,Norfolk,5829,423,86
90,2020-11-13T00:00:00.000,Peninsula,5588,236,93
91,2020-11-13T00:00:00.000,Piedmont,2771,186,61
92,2020-11-13T00:00:00.000,Pittsylvania-Danville,2882,226,65
93,2020-11-13T00:00:00.000,Portsmouth,2967,338,70
94,2020-11-13T00:00:00.000,Prince William,18446,1233,264
95,2020-11-13T00:00:00.000,Rappahannock,6813,461,94
96,2020-11-13T00:00:00.000,Rappahannock Rapidan,3629,208,57
97,2020-11-13T00:00:00.000,Richmond,5908,473,78
98,2020-11-13T00:00:00.000,Roanoke,3400,119,54
99,2020-11-13T00:00:00.000,Southside,2050,95,51
100,2020-11-13T00:00:00.000,Thomas Jefferson,4765,255,79
101,2020-11-13T00:00:00.000,Three Rivers,2418,146,41
102,2020-11-13T00:00:00.000,Virginia Beach,9002,473,111
103,2020-11-13T00:00:00.000,Western Tidewater,4866,252,160
104,2020-11-13T00:00:00.000,West Piedmont,3709,334,95
105,2020-11-12T00:00:00.000,Alexandria,4578,336,76
106,2020-11-12T00:00:00.000,Alleghany,3658,134,53
107,2020-11-12T00:00:00.000,Arlington,5158,552,155
108,2020-11-12T00:00:00.000,Central Shenandoah,7573,323,89
109,2020-11-12T00:00:00.000,Central Virginia,5639,217,67
110,2020-11-12T00:00:00.000,Chesapeake,5426,501,80
111,2020-11-12T00:00:00.000,Chesterfield,8622,497,152
112,2020-11-12T00:00:00.000,Chickahominy,2739,212,62
113,2020-11-12T00:00:00.000,Crater,5445,320,118
114,2020-11-12T00:00:00.000,Cumberland Plateau,1868,116,17
115,2020-11-12T00:00:00.000,Eastern Shore,1573,151,52
116,2020-11-12T00:00:00.000,Fairfax,26265,2409,624
117,2020-11-12T00:00:00.000,Hampton,2328,104,34
118,2020-11-12T00:00:00.000,Henrico,7094,538,242
119,2020-11-12T00:00:00.000,Lenowisco,2294,129,32
120,2020-11-12T00:00:00.000,Lord Fairfax,4607,378,137
121,2020-11-12T00:00:00.000,Loudoun,8622,511,134
122,2020-11-12T00:00:00.000,Mount Rogers,4718,365,153
123,2020-11-12T00:00:00.000,New River,5208,108,32
124,2020-11-12T00:00:00.000,Norfolk,5816,423,86
125,2020-11-12T00:00:00.000,Peninsula,5562,235,92
126,2020-11-12T00:00:00.000,Piedmont,2761,186,60
127,2020-11-12T00:00:00.000,Pittsylvania-Danville,2861,225,64
128,2020-11-12T00:00:00.000,Portsmouth,2965,338,70
129,2020-11-12T00:00:00.000,Prince William,18341,1228,264
130,2020-11-12T00:00:00.000,Rappahannock,6788,461,94
131,2020-11-12T00:00:00.000,Rappahannock Rapidan,3576,208,55
132,2020-11-12T00:00:00.000,Richmond,5871,472,78
