,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-17T00:00:00.000,Alexandria,4104,323,74
1,2020-10-17T00:00:00.000,Alleghany,2178,99,30
2,2020-10-17T00:00:00.000,Arlington,4345,518,152
3,2020-10-17T00:00:00.000,Central Shenandoah,6408,291,74
4,2020-10-17T00:00:00.000,Central Virginia,4266,163,54
5,2020-10-17T00:00:00.000,Chesapeake,4714,459,76
6,2020-10-17T00:00:00.000,Chesterfield,7223,439,130
7,2020-10-17T00:00:00.000,Chickahominy,2184,176,55
8,2020-10-17T00:00:00.000,Crater,4745,290,108
9,2020-10-17T00:00:00.000,Cumberland Plateau,1160,73,13
10,2020-10-17T00:00:00.000,Eastern Shore,1513,143,50
11,2020-10-17T00:00:00.000,Fairfax,22756,2231,616
12,2020-10-17T00:00:00.000,Hampton,2025,86,29
13,2020-10-17T00:00:00.000,Henrico,5938,471,222
14,2020-10-17T00:00:00.000,Lenowisco,1194,95,23
15,2020-10-17T00:00:00.000,Lord Fairfax,3623,304,121
16,2020-10-17T00:00:00.000,Loudoun,7505,466,129
17,2020-10-17T00:00:00.000,Mount Rogers,3346,289,137
18,2020-10-17T00:00:00.000,New River,3917,71,28
19,2020-10-17T00:00:00.000,Norfolk,5169,395,82
20,2020-10-17T00:00:00.000,Peninsula,4851,213,89
21,2020-10-17T00:00:00.000,Piedmont,2351,147,53
22,2020-10-17T00:00:00.000,Pittsylvania-Danville,2308,173,50
23,2020-10-17T00:00:00.000,Portsmouth,2715,294,64
24,2020-10-17T00:00:00.000,Prince William,16131,1154,251
25,2020-10-17T00:00:00.000,Rappahannock,5802,420,80
26,2020-10-17T00:00:00.000,Rappahannock Rapidan,2861,184,53
27,2020-10-17T00:00:00.000,Richmond,5057,440,63
28,2020-10-17T00:00:00.000,Roanoke,2332,87,32
29,2020-10-17T00:00:00.000,Southside,1696,89,46
30,2020-10-17T00:00:00.000,Thomas Jefferson,4142,207,75
31,2020-10-17T00:00:00.000,Three Rivers,2137,131,35
32,2020-10-17T00:00:00.000,Virginia Beach,7513,417,102
33,2020-10-17T00:00:00.000,Western Tidewater,4405,219,142
34,2020-10-17T00:00:00.000,West Piedmont,2624,274,84
35,2020-10-16T00:00:00.000,Alexandria,4086,323,74
36,2020-10-16T00:00:00.000,Alleghany,2153,97,30
37,2020-10-16T00:00:00.000,Arlington,4318,518,153
38,2020-10-16T00:00:00.000,Central Shenandoah,6373,290,73
39,2020-10-16T00:00:00.000,Central Virginia,4213,162,54
40,2020-10-16T00:00:00.000,Chesapeake,4692,457,75
41,2020-10-16T00:00:00.000,Chesterfield,7114,436,130
42,2020-10-16T00:00:00.000,Chickahominy,2165,176,55
43,2020-10-16T00:00:00.000,Crater,4689,286,107
44,2020-10-16T00:00:00.000,Cumberland Plateau,1133,73,13
45,2020-10-16T00:00:00.000,Eastern Shore,1510,143,50
46,2020-10-16T00:00:00.000,Fairfax,22681,2233,614
47,2020-10-16T00:00:00.000,Hampton,2018,78,29
48,2020-10-16T00:00:00.000,Henrico,5911,467,222
49,2020-10-16T00:00:00.000,Lenowisco,1166,94,23
50,2020-10-16T00:00:00.000,Lord Fairfax,3595,303,121
51,2020-10-16T00:00:00.000,Loudoun,7454,463,129
52,2020-10-16T00:00:00.000,Mount Rogers,3301,289,134
53,2020-10-16T00:00:00.000,New River,3860,70,28
54,2020-10-16T00:00:00.000,Norfolk,5145,393,81
55,2020-10-16T00:00:00.000,Peninsula,4821,211,89
56,2020-10-16T00:00:00.000,Piedmont,2328,145,52
57,2020-10-16T00:00:00.000,Pittsylvania-Danville,2277,171,49
58,2020-10-16T00:00:00.000,Portsmouth,2713,295,64
59,2020-10-16T00:00:00.000,Prince William,16086,1151,250
60,2020-10-16T00:00:00.000,Rappahannock,5783,418,79
61,2020-10-16T00:00:00.000,Rappahannock Rapidan,2846,183,53
62,2020-10-16T00:00:00.000,Richmond,5027,438,63
63,2020-10-16T00:00:00.000,Roanoke,2296,86,32
64,2020-10-16T00:00:00.000,Southside,1687,89,46
65,2020-10-16T00:00:00.000,Thomas Jefferson,4114,205,75
66,2020-10-16T00:00:00.000,Three Rivers,2128,131,33
67,2020-10-16T00:00:00.000,Virginia Beach,7473,415,103
68,2020-10-16T00:00:00.000,Western Tidewater,4390,218,141
69,2020-10-16T00:00:00.000,West Piedmont,2578,273,84
70,2020-10-15T00:00:00.000,Alexandria,4077,324,73
71,2020-10-15T00:00:00.000,Alleghany,2090,94,29
72,2020-10-15T00:00:00.000,Arlington,4278,518,152
73,2020-10-15T00:00:00.000,Central Shenandoah,6294,288,73
74,2020-10-15T00:00:00.000,Central Virginia,4139,156,50
75,2020-10-15T00:00:00.000,Chesapeake,4661,456,75
76,2020-10-15T00:00:00.000,Chesterfield,7093,432,129
77,2020-10-15T00:00:00.000,Chickahominy,2149,174,55
78,2020-10-15T00:00:00.000,Crater,4643,284,106
79,2020-10-15T00:00:00.000,Cumberland Plateau,1118,73,13
80,2020-10-15T00:00:00.000,Eastern Shore,1508,141,50
81,2020-10-15T00:00:00.000,Fairfax,22560,2227,615
82,2020-10-15T00:00:00.000,Hampton,2004,76,28
83,2020-10-15T00:00:00.000,Henrico,5881,465,222
84,2020-10-15T00:00:00.000,Lenowisco,1143,92,22
85,2020-10-15T00:00:00.000,Lord Fairfax,3556,301,121
86,2020-10-15T00:00:00.000,Loudoun,7417,459,129
87,2020-10-15T00:00:00.000,Mount Rogers,3251,284,134
88,2020-10-15T00:00:00.000,New River,3791,69,28
89,2020-10-15T00:00:00.000,Norfolk,5122,390,80
90,2020-10-15T00:00:00.000,Peninsula,4775,211,89
91,2020-10-15T00:00:00.000,Piedmont,2306,141,51
92,2020-10-15T00:00:00.000,Pittsylvania-Danville,2275,170,49
93,2020-10-15T00:00:00.000,Portsmouth,2706,295,63
94,2020-10-15T00:00:00.000,Prince William,16022,1144,249
95,2020-10-15T00:00:00.000,Rappahannock,5743,415,79
96,2020-10-15T00:00:00.000,Rappahannock Rapidan,2836,183,53
97,2020-10-15T00:00:00.000,Richmond,5003,436,62
98,2020-10-15T00:00:00.000,Roanoke,2276,86,32
99,2020-10-15T00:00:00.000,Southside,1687,89,46
100,2020-10-15T00:00:00.000,Thomas Jefferson,4074,204,74
101,2020-10-15T00:00:00.000,Three Rivers,2114,130,33
102,2020-10-15T00:00:00.000,Virginia Beach,7415,414,101
103,2020-10-15T00:00:00.000,Western Tidewater,4376,212,139
104,2020-10-15T00:00:00.000,West Piedmont,2558,271,84
105,2020-10-14T00:00:00.000,Alexandria,4057,323,73
106,2020-10-14T00:00:00.000,Alleghany,2045,94,29
107,2020-10-14T00:00:00.000,Arlington,4250,518,152
108,2020-10-14T00:00:00.000,Central Shenandoah,6257,285,73
109,2020-10-14T00:00:00.000,Central Virginia,4072,145,49
110,2020-10-14T00:00:00.000,Chesapeake,4628,451,76
111,2020-10-14T00:00:00.000,Chesterfield,7022,431,129
112,2020-10-14T00:00:00.000,Chickahominy,2123,174,55
113,2020-10-14T00:00:00.000,Crater,4596,283,105
114,2020-10-14T00:00:00.000,Cumberland Plateau,1083,72,13
115,2020-10-14T00:00:00.000,Eastern Shore,1506,141,50
116,2020-10-14T00:00:00.000,Fairfax,22495,2224,614
117,2020-10-14T00:00:00.000,Hampton,1983,76,28
118,2020-10-14T00:00:00.000,Henrico,5832,463,222
119,2020-10-14T00:00:00.000,Lenowisco,1130,90,22
120,2020-10-14T00:00:00.000,Lord Fairfax,3513,295,120
121,2020-10-14T00:00:00.000,Loudoun,7301,452,128
122,2020-10-14T00:00:00.000,Mount Rogers,3220,282,134
123,2020-10-14T00:00:00.000,New River,3752,68,28
124,2020-10-14T00:00:00.000,Norfolk,5092,386,80
125,2020-10-14T00:00:00.000,Peninsula,4740,211,89
126,2020-10-14T00:00:00.000,Piedmont,2268,140,51
127,2020-10-14T00:00:00.000,Pittsylvania-Danville,2241,168,49
128,2020-10-14T00:00:00.000,Portsmouth,2699,294,63
129,2020-10-14T00:00:00.000,Prince William,15937,1139,249
130,2020-10-14T00:00:00.000,Rappahannock,5683,411,79
131,2020-10-14T00:00:00.000,Rappahannock Rapidan,2820,182,53
132,2020-10-14T00:00:00.000,Richmond,4985,436,62
133,2020-10-14T00:00:00.000,Roanoke,2238,83,32
134,2020-10-14T00:00:00.000,Southside,1664,89,46
135,2020-10-14T00:00:00.000,Thomas Jefferson,4049,204,74
136,2020-10-14T00:00:00.000,Three Rivers,2075,129,33
137,2020-10-14T00:00:00.000,Virginia Beach,7379,411,99
138,2020-10-14T00:00:00.000,Western Tidewater,4362,210,139
139,2020-10-14T00:00:00.000,West Piedmont,2513,268,83
140,2020-10-13T00:00:00.000,Alexandria,4045,323,73
141,2020-10-13T00:00:00.000,Alleghany,2029,92,29
142,2020-10-13T00:00:00.000,Arlington,4228,513,152
143,2020-10-13T00:00:00.000,Central Shenandoah,6198,283,73
144,2020-10-13T00:00:00.000,Central Virginia,4012,144,49
145,2020-10-13T00:00:00.000,Chesapeake,4606,451,76
146,2020-10-13T00:00:00.000,Chesterfield,7000,431,129
147,2020-10-13T00:00:00.000,Chickahominy,2114,174,55
148,2020-10-13T00:00:00.000,Crater,4571,283,105
149,2020-10-13T00:00:00.000,Cumberland Plateau,1058,70,12
150,2020-10-13T00:00:00.000,Eastern Shore,1504,141,50
151,2020-10-13T00:00:00.000,Fairfax,22404,2223,614
152,2020-10-13T00:00:00.000,Hampton,1972,74,28
153,2020-10-13T00:00:00.000,Henrico,5801,462,221
154,2020-10-13T00:00:00.000,Lenowisco,1112,89,22
155,2020-10-13T00:00:00.000,Lord Fairfax,3496,295,119
156,2020-10-13T00:00:00.000,Loudoun,7303,451,128
157,2020-10-13T00:00:00.000,Mount Rogers,3190,282,133
158,2020-10-13T00:00:00.000,New River,3744,67,28
159,2020-10-13T00:00:00.000,Norfolk,5085,386,80
160,2020-10-13T00:00:00.000,Peninsula,4722,211,89
161,2020-10-13T00:00:00.000,Piedmont,2259,140,51
162,2020-10-13T00:00:00.000,Pittsylvania-Danville,2228,167,49
163,2020-10-13T00:00:00.000,Portsmouth,2684,294,63
164,2020-10-13T00:00:00.000,Prince William,15906,1139,249
165,2020-10-13T00:00:00.000,Rappahannock,5661,410,79
166,2020-10-13T00:00:00.000,Rappahannock Rapidan,2815,182,53
167,2020-10-13T00:00:00.000,Richmond,4978,436,62
168,2020-10-13T00:00:00.000,Roanoke,2212,83,32
169,2020-10-13T00:00:00.000,Southside,1655,89,46
170,2020-10-13T00:00:00.000,Thomas Jefferson,4030,203,74
171,2020-10-13T00:00:00.000,Three Rivers,2064,129,32
172,2020-10-13T00:00:00.000,Virginia Beach,7351,406,97
173,2020-10-13T00:00:00.000,Western Tidewater,4292,209,138
174,2020-10-13T00:00:00.000,West Piedmont,2476,266,82
175,2020-10-12T00:00:00.000,Alexandria,4032,323,73
176,2020-10-12T00:00:00.000,Alleghany,1943,90,29
177,2020-10-12T00:00:00.000,Arlington,4209,511,152
178,2020-10-12T00:00:00.000,Central Shenandoah,6158,283,72
179,2020-10-12T00:00:00.000,Central Virginia,3934,142,49
180,2020-10-12T00:00:00.000,Chesapeake,4594,446,76
181,2020-10-12T00:00:00.000,Chesterfield,6925,430,129
182,2020-10-12T00:00:00.000,Chickahominy,2094,173,55
183,2020-10-12T00:00:00.000,Crater,4480,283,104
184,2020-10-12T00:00:00.000,Cumberland Plateau,1043,69,12
185,2020-10-12T00:00:00.000,Eastern Shore,1504,141,50
186,2020-10-12T00:00:00.000,Fairfax,22307,2221,614
187,2020-10-12T00:00:00.000,Hampton,1962,74,27
188,2020-10-12T00:00:00.000,Henrico,5782,462,221
189,2020-10-12T00:00:00.000,Lenowisco,1083,88,21
190,2020-10-12T00:00:00.000,Lord Fairfax,3462,294,119
191,2020-10-12T00:00:00.000,Loudoun,7259,449,128
192,2020-10-12T00:00:00.000,Mount Rogers,3160,282,133
193,2020-10-12T00:00:00.000,New River,3721,66,28
194,2020-10-12T00:00:00.000,Norfolk,5064,383,80
195,2020-10-12T00:00:00.000,Peninsula,4698,211,89
196,2020-10-12T00:00:00.000,Piedmont,2247,140,51
197,2020-10-12T00:00:00.000,Pittsylvania-Danville,2207,166,49
198,2020-10-12T00:00:00.000,Portsmouth,2681,294,63
199,2020-10-12T00:00:00.000,Prince William,15785,1130,245
200,2020-10-12T00:00:00.000,Rappahannock,5636,408,79
201,2020-10-12T00:00:00.000,Rappahannock Rapidan,2803,181,53
202,2020-10-12T00:00:00.000,Richmond,4945,436,62
203,2020-10-12T00:00:00.000,Roanoke,2170,82,32
204,2020-10-12T00:00:00.000,Southside,1647,89,46
205,2020-10-12T00:00:00.000,Thomas Jefferson,4011,202,73
206,2020-10-12T00:00:00.000,Three Rivers,2002,128,32
207,2020-10-12T00:00:00.000,Virginia Beach,7319,404,97
208,2020-10-12T00:00:00.000,Western Tidewater,4274,207,138
209,2020-10-12T00:00:00.000,West Piedmont,2429,265,80
210,2020-10-11T00:00:00.000,Alexandria,4027,323,73
211,2020-10-11T00:00:00.000,Alleghany,1929,89,29
212,2020-10-11T00:00:00.000,Arlington,4187,510,152
213,2020-10-11T00:00:00.000,Central Shenandoah,6122,280,72
214,2020-10-11T00:00:00.000,Central Virginia,3895,142,49
215,2020-10-11T00:00:00.000,Chesapeake,4584,445,76
216,2020-10-11T00:00:00.000,Chesterfield,6891,427,129
217,2020-10-11T00:00:00.000,Chickahominy,2082,171,55
218,2020-10-11T00:00:00.000,Crater,4457,283,104
219,2020-10-11T00:00:00.000,Cumberland Plateau,1036,69,12
220,2020-10-11T00:00:00.000,Eastern Shore,1501,141,50
221,2020-10-11T00:00:00.000,Fairfax,22170,2217,614
222,2020-10-11T00:00:00.000,Hampton,1959,74,27
223,2020-10-11T00:00:00.000,Henrico,5750,460,221
224,2020-10-11T00:00:00.000,Lenowisco,1073,88,21
225,2020-10-11T00:00:00.000,Lord Fairfax,3433,291,119
226,2020-10-11T00:00:00.000,Loudoun,7217,447,128
227,2020-10-11T00:00:00.000,Mount Rogers,3144,278,131
228,2020-10-11T00:00:00.000,New River,3708,66,28
229,2020-10-11T00:00:00.000,Norfolk,5045,383,80
230,2020-10-11T00:00:00.000,Peninsula,4684,210,89
231,2020-10-11T00:00:00.000,Piedmont,2216,140,51
232,2020-10-11T00:00:00.000,Pittsylvania-Danville,2199,166,48
233,2020-10-11T00:00:00.000,Portsmouth,2667,293,63
234,2020-10-11T00:00:00.000,Prince William,15717,1130,245
235,2020-10-11T00:00:00.000,Rappahannock,5612,406,79
236,2020-10-11T00:00:00.000,Rappahannock Rapidan,2781,179,53
237,2020-10-11T00:00:00.000,Richmond,4930,436,62
238,2020-10-11T00:00:00.000,Roanoke,2128,82,32
239,2020-10-11T00:00:00.000,Southside,1642,89,46
