,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-27T00:00:00.000,Alexandria,0-9,297,3,0
1,2020-10-27T00:00:00.000,Alexandria,10-19,301,5,0
2,2020-10-27T00:00:00.000,Alexandria,20-29,820,9,1
3,2020-10-27T00:00:00.000,Alexandria,30-39,960,36,1
4,2020-10-27T00:00:00.000,Alexandria,40-49,734,53,1
5,2020-10-27T00:00:00.000,Alexandria,50-59,533,67,14
6,2020-10-27T00:00:00.000,Alexandria,60-69,316,62,5
7,2020-10-27T00:00:00.000,Alexandria,70-79,148,52,21
8,2020-10-27T00:00:00.000,Alexandria,80+,128,38,31
9,2020-10-27T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-10-27T00:00:00.000,Alleghany,0-9,70,0,0
11,2020-10-27T00:00:00.000,Alleghany,10-19,290,2,0
12,2020-10-27T00:00:00.000,Alleghany,20-29,496,2,0
13,2020-10-27T00:00:00.000,Alleghany,30-39,352,8,0
14,2020-10-27T00:00:00.000,Alleghany,40-49,375,9,0
15,2020-10-27T00:00:00.000,Alleghany,50-59,409,15,1
16,2020-10-27T00:00:00.000,Alleghany,60-69,257,26,2
17,2020-10-27T00:00:00.000,Alleghany,70-79,204,28,19
18,2020-10-27T00:00:00.000,Alleghany,80+,189,25,15
19,2020-10-27T00:00:00.000,Alleghany,Missing,5,0,0
20,2020-10-27T00:00:00.000,Arlington,0-9,138,2,0
21,2020-10-27T00:00:00.000,Arlington,10-19,288,6,0
22,2020-10-27T00:00:00.000,Arlington,20-29,1078,25,0
23,2020-10-27T00:00:00.000,Arlington,30-39,875,51,0
24,2020-10-27T00:00:00.000,Arlington,40-49,720,71,9
25,2020-10-27T00:00:00.000,Arlington,50-59,589,88,8
26,2020-10-27T00:00:00.000,Arlington,60-69,412,109,23
27,2020-10-27T00:00:00.000,Arlington,70-79,227,86,38
28,2020-10-27T00:00:00.000,Arlington,80+,238,97,76
29,2020-10-27T00:00:00.000,Arlington,Missing,21,1,0
30,2020-10-27T00:00:00.000,Central Shenandoah,0-9,172,0,0
31,2020-10-27T00:00:00.000,Central Shenandoah,10-19,1302,1,0
32,2020-10-27T00:00:00.000,Central Shenandoah,20-29,1973,14,0
33,2020-10-27T00:00:00.000,Central Shenandoah,30-39,721,11,2
34,2020-10-27T00:00:00.000,Central Shenandoah,40-49,746,28,0
35,2020-10-27T00:00:00.000,Central Shenandoah,50-59,751,50,7
36,2020-10-27T00:00:00.000,Central Shenandoah,60-69,549,66,17
37,2020-10-27T00:00:00.000,Central Shenandoah,70-79,281,71,22
38,2020-10-27T00:00:00.000,Central Shenandoah,80+,255,56,35
39,2020-10-27T00:00:00.000,Central Shenandoah,Missing,18,0,0
40,2020-10-27T00:00:00.000,Central Virginia,0-9,133,0,0
41,2020-10-27T00:00:00.000,Central Virginia,10-19,628,3,0
42,2020-10-27T00:00:00.000,Central Virginia,20-29,1155,8,0
43,2020-10-27T00:00:00.000,Central Virginia,30-39,590,16,0
44,2020-10-27T00:00:00.000,Central Virginia,40-49,586,10,1
45,2020-10-27T00:00:00.000,Central Virginia,50-59,661,24,5
46,2020-10-27T00:00:00.000,Central Virginia,60-69,469,39,10
47,2020-10-27T00:00:00.000,Central Virginia,70-79,313,49,14
48,2020-10-27T00:00:00.000,Central Virginia,80+,199,43,34
49,2020-10-27T00:00:00.000,Central Virginia,Missing,7,0,0
50,2020-10-27T00:00:00.000,Chesapeake,0-9,176,3,0
51,2020-10-27T00:00:00.000,Chesapeake,10-19,421,4,0
52,2020-10-27T00:00:00.000,Chesapeake,20-29,894,10,0
53,2020-10-27T00:00:00.000,Chesapeake,30-39,893,28,0
54,2020-10-27T00:00:00.000,Chesapeake,40-49,749,58,1
55,2020-10-27T00:00:00.000,Chesapeake,50-59,719,88,8
56,2020-10-27T00:00:00.000,Chesapeake,60-69,544,112,18
57,2020-10-27T00:00:00.000,Chesapeake,70-79,267,93,16
58,2020-10-27T00:00:00.000,Chesapeake,80+,203,82,36
59,2020-10-27T00:00:00.000,Chesapeake,Missing,39,1,0
60,2020-10-27T00:00:00.000,Chesterfield,0-9,320,5,0
61,2020-10-27T00:00:00.000,Chesterfield,10-19,796,1,0
62,2020-10-27T00:00:00.000,Chesterfield,20-29,1399,21,0
63,2020-10-27T00:00:00.000,Chesterfield,30-39,1437,46,1
64,2020-10-27T00:00:00.000,Chesterfield,40-49,1238,60,5
65,2020-10-27T00:00:00.000,Chesterfield,50-59,1054,100,8
66,2020-10-27T00:00:00.000,Chesterfield,60-69,686,100,26
67,2020-10-27T00:00:00.000,Chesterfield,70-79,329,71,39
68,2020-10-27T00:00:00.000,Chesterfield,80+,256,52,58
69,2020-10-27T00:00:00.000,Chesterfield,Missing,161,2,0
70,2020-10-27T00:00:00.000,Chickahominy,0-9,61,1,0
71,2020-10-27T00:00:00.000,Chickahominy,10-19,271,0,0
72,2020-10-27T00:00:00.000,Chickahominy,20-29,399,4,0
73,2020-10-27T00:00:00.000,Chickahominy,30-39,328,6,0
74,2020-10-27T00:00:00.000,Chickahominy,40-49,311,17,1
75,2020-10-27T00:00:00.000,Chickahominy,50-59,395,35,1
76,2020-10-27T00:00:00.000,Chickahominy,60-69,244,40,11
77,2020-10-27T00:00:00.000,Chickahominy,70-79,176,39,11
