,report_date,fips,locality,vdh_health_district,total_cases,hospitalizations,deaths
0,2020-11-27T00:00:00.000,51001,Accomack,Eastern Shore,1330,107,21
1,2020-11-27T00:00:00.000,51003,Albemarle,Thomas Jefferson,1886,100,27
2,2020-11-27T00:00:00.000,51005,Alleghany,Alleghany,313,19,7
3,2020-11-27T00:00:00.000,51007,Amelia,Piedmont,204,19,6
4,2020-11-27T00:00:00.000,51009,Amherst,Central Virginia,791,31,6
5,2020-11-27T00:00:00.000,51011,Appomattox,Central Virginia,394,24,6
6,2020-11-27T00:00:00.000,51013,Arlington,Arlington,6117,577,157
7,2020-11-27T00:00:00.000,51015,Augusta,Central Shenandoah,1151,43,11
8,2020-11-27T00:00:00.000,51017,Bath,Central Shenandoah,60,1,0
9,2020-11-27T00:00:00.000,51019,Bedford,Central Virginia,1776,78,19
10,2020-11-27T00:00:00.000,51021,Bland,Mount Rogers,168,7,5
11,2020-11-27T00:00:00.000,51023,Botetourt,Alleghany,752,33,13
12,2020-11-27T00:00:00.000,51025,Brunswick,Southside,460,33,7
13,2020-11-27T00:00:00.000,51027,Buchanan,Cumberland Plateau,408,21,5
14,2020-11-27T00:00:00.000,51029,Buckingham,Piedmont,861,33,10
15,2020-11-27T00:00:00.000,51031,Campbell,Central Virginia,1127,37,12
16,2020-11-27T00:00:00.000,51033,Caroline,Rappahannock,574,32,6
17,2020-11-27T00:00:00.000,51035,Carroll,Mount Rogers,910,63,29
18,2020-11-27T00:00:00.000,51036,Charles City,Chickahominy,141,24,7
19,2020-11-27T00:00:00.000,51037,Charlotte,Piedmont,280,25,5
20,2020-11-27T00:00:00.000,51041,Chesterfield,Chesterfield,9101,487,131
21,2020-11-27T00:00:00.000,51043,Clarke,Lord Fairfax,189,19,3
22,2020-11-27T00:00:00.000,51045,Craig,Alleghany,88,3,1
23,2020-11-27T00:00:00.000,51047,Culpeper,Rappahannock Rapidan,2209,110,20
24,2020-11-27T00:00:00.000,51049,Cumberland,Piedmont,154,13,4
25,2020-11-27T00:00:00.000,51051,Dickenson,Cumberland Plateau,251,12,1
26,2020-11-27T00:00:00.000,51053,Dinwiddie,Crater,655,49,13
27,2020-11-27T00:00:00.000,51057,Essex,Three Rivers,236,17,2
28,2020-11-27T00:00:00.000,51059,Fairfax,Fairfax,29954,2510,623
29,2020-11-27T00:00:00.000,51061,Fauquier,Rappahannock Rapidan,1427,69,28
30,2020-11-27T00:00:00.000,51063,Floyd,New River,328,15,15
31,2020-11-27T00:00:00.000,51065,Fluvanna,Thomas Jefferson,489,44,9
32,2020-11-27T00:00:00.000,51067,Franklin County,West Piedmont,1582,54,17
33,2020-11-27T00:00:00.000,51069,Frederick,Lord Fairfax,1929,120,18
34,2020-11-27T00:00:00.000,51071,Giles,New River,264,8,0
35,2020-11-27T00:00:00.000,51073,Gloucester,Three Rivers,436,19,3
36,2020-11-27T00:00:00.000,51075,Goochland,Chickahominy,436,34,7
37,2020-11-27T00:00:00.000,51077,Grayson,Mount Rogers,505,38,21
38,2020-11-27T00:00:00.000,51079,Greene,Thomas Jefferson,362,22,4
39,2020-11-27T00:00:00.000,51081,Greensville,Crater,932,40,16
40,2020-11-27T00:00:00.000,51083,Halifax,Southside,800,22,16
41,2020-11-27T00:00:00.000,51085,Hanover,Chickahominy,2377,162,54
42,2020-11-27T00:00:00.000,51087,Henrico,Henrico,8179,584,247
43,2020-11-27T00:00:00.000,51089,Henry,West Piedmont,1873,167,41
44,2020-11-27T00:00:00.000,51091,Highland,Central Shenandoah,16,0,0
45,2020-11-27T00:00:00.000,51093,Isle of Wight,Western Tidewater,1022,54,28
46,2020-11-27T00:00:00.000,51095,James City,Peninsula,1164,71,22
47,2020-11-27T00:00:00.000,51097,King and Queen,Three Rivers,104,14,2
48,2020-11-27T00:00:00.000,51099,King George,Rappahannock,396,30,5
49,2020-11-27T00:00:00.000,51101,King William,Three Rivers,281,19,5
50,2020-11-27T00:00:00.000,51103,Lancaster,Three Rivers,235,10,1
51,2020-11-27T00:00:00.000,51105,Lee,Lenowisco,913,45,14
52,2020-11-27T00:00:00.000,51107,Loudoun,Loudoun,9872,555,142
53,2020-11-27T00:00:00.000,51109,Louisa,Thomas Jefferson,515,45,8
54,2020-11-27T00:00:00.000,51111,Lunenburg,Piedmont,168,9,4
55,2020-11-27T00:00:00.000,51113,Madison,Rappahannock Rapidan,185,13,4
56,2020-11-27T00:00:00.000,51115,Mathews,Three Rivers,156,12,1
57,2020-11-27T00:00:00.000,51117,Mecklenburg,Southside,998,48,36
58,2020-11-27T00:00:00.000,51119,Middlesex,Three Rivers,164,10,11
59,2020-11-27T00:00:00.000,51121,Montgomery,New River,3834,59,15
60,2020-11-27T00:00:00.000,51125,Nelson,Thomas Jefferson,182,11,3
61,2020-11-27T00:00:00.000,51127,New Kent,Chickahominy,384,18,4
62,2020-11-27T00:00:00.000,51131,Northampton,Eastern Shore,342,49,31
63,2020-11-27T00:00:00.000,51133,Northumberland,Three Rivers,269,15,8
64,2020-11-27T00:00:00.000,51135,Nottoway,Piedmont,501,55,22
65,2020-11-27T00:00:00.000,51137,Orange,Rappahannock Rapidan,571,33,7
66,2020-11-27T00:00:00.000,51139,Page,Lord Fairfax,572,62,32
67,2020-11-27T00:00:00.000,51141,Patrick,West Piedmont,460,64,28
68,2020-11-27T00:00:00.000,51143,Pittsylvania,Pittsylvania-Danville,1701,105,22
69,2020-11-27T00:00:00.000,51145,Powhatan,Chesterfield,451,21,6
70,2020-11-27T00:00:00.000,51147,Prince Edward,Piedmont,866,45,16
71,2020-11-27T00:00:00.000,51149,Prince George,Crater,1411,30,7
72,2020-11-27T00:00:00.000,51153,Prince William,Prince William,17863,1078,236
73,2020-11-27T00:00:00.000,51155,Pulaski,New River,644,40,12
74,2020-11-27T00:00:00.000,51157,Rappahannock,Rappahannock Rapidan,83,6,2
75,2020-11-27T00:00:00.000,51159,Richmond County,Three Rivers,408,15,5
76,2020-11-27T00:00:00.000,51161,Roanoke County,Alleghany,2841,65,32
77,2020-11-27T00:00:00.000,51163,Rockbridge,Central Shenandoah,252,11,2
78,2020-11-27T00:00:00.000,51165,Rockingham,Central Shenandoah,2203,149,36
79,2020-11-27T00:00:00.000,51167,Russell,Cumberland Plateau,765,57,9
80,2020-11-27T00:00:00.000,51169,Scott,Lenowisco,754,53,14
