,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-12T00:00:00.000,Alexandria,4578,336,76
1,2020-11-12T00:00:00.000,Alleghany,3658,134,53
2,2020-11-12T00:00:00.000,Arlington,5158,552,155
3,2020-11-12T00:00:00.000,Central Shenandoah,7573,323,89
4,2020-11-12T00:00:00.000,Central Virginia,5639,217,67
5,2020-11-12T00:00:00.000,Chesapeake,5426,501,80
6,2020-11-12T00:00:00.000,Chesterfield,8622,497,152
7,2020-11-12T00:00:00.000,Chickahominy,2739,212,62
8,2020-11-12T00:00:00.000,Crater,5445,320,118
9,2020-11-12T00:00:00.000,Cumberland Plateau,1868,116,17
10,2020-11-12T00:00:00.000,Eastern Shore,1573,151,52
11,2020-11-12T00:00:00.000,Fairfax,26265,2409,624
12,2020-11-12T00:00:00.000,Hampton,2328,104,34
13,2020-11-12T00:00:00.000,Henrico,7094,538,242
14,2020-11-12T00:00:00.000,Lenowisco,2294,129,32
15,2020-11-12T00:00:00.000,Lord Fairfax,4607,378,137
16,2020-11-12T00:00:00.000,Loudoun,8622,511,134
17,2020-11-12T00:00:00.000,Mount Rogers,4718,365,153
18,2020-11-12T00:00:00.000,New River,5208,108,32
19,2020-11-12T00:00:00.000,Norfolk,5816,423,86
20,2020-11-12T00:00:00.000,Peninsula,5562,235,92
21,2020-11-12T00:00:00.000,Piedmont,2761,186,60
22,2020-11-12T00:00:00.000,Pittsylvania-Danville,2861,225,64
23,2020-11-12T00:00:00.000,Portsmouth,2965,338,70
24,2020-11-12T00:00:00.000,Prince William,18341,1228,264
25,2020-11-12T00:00:00.000,Rappahannock,6788,461,94
26,2020-11-12T00:00:00.000,Rappahannock Rapidan,3576,208,55
27,2020-11-12T00:00:00.000,Richmond,5871,472,78
28,2020-11-12T00:00:00.000,Roanoke,3380,118,52
29,2020-11-12T00:00:00.000,Southside,2043,95,51
30,2020-11-12T00:00:00.000,Thomas Jefferson,4761,254,79
31,2020-11-12T00:00:00.000,Three Rivers,2407,145,41
32,2020-11-12T00:00:00.000,Virginia Beach,8964,469,111
33,2020-11-12T00:00:00.000,Western Tidewater,4856,250,158
34,2020-11-12T00:00:00.000,West Piedmont,3660,331,94
35,2020-11-11T00:00:00.000,Alexandria,4559,334,76
36,2020-11-11T00:00:00.000,Alleghany,3616,134,48
37,2020-11-11T00:00:00.000,Arlington,5130,547,155
38,2020-11-11T00:00:00.000,Central Shenandoah,7560,322,89
39,2020-11-11T00:00:00.000,Central Virginia,5572,218,67
40,2020-11-11T00:00:00.000,Chesapeake,5371,500,80
41,2020-11-11T00:00:00.000,Chesterfield,8537,494,151
42,2020-11-11T00:00:00.000,Chickahominy,2718,211,62
43,2020-11-11T00:00:00.000,Crater,5428,319,118
44,2020-11-11T00:00:00.000,Cumberland Plateau,1836,115,17
45,2020-11-11T00:00:00.000,Eastern Shore,1569,151,52
46,2020-11-11T00:00:00.000,Fairfax,26051,2390,624
47,2020-11-11T00:00:00.000,Hampton,2313,104,34
48,2020-11-11T00:00:00.000,Henrico,7043,534,243
49,2020-11-11T00:00:00.000,Lenowisco,2226,129,32
50,2020-11-11T00:00:00.000,Lord Fairfax,4570,374,136
51,2020-11-11T00:00:00.000,Loudoun,8560,511,134
52,2020-11-11T00:00:00.000,Mount Rogers,4661,362,153
53,2020-11-11T00:00:00.000,New River,5155,107,31
54,2020-11-11T00:00:00.000,Norfolk,5805,423,86
55,2020-11-11T00:00:00.000,Peninsula,5540,234,92
56,2020-11-11T00:00:00.000,Piedmont,2736,186,57
57,2020-11-11T00:00:00.000,Pittsylvania-Danville,2838,222,64
58,2020-11-11T00:00:00.000,Portsmouth,2952,339,70
59,2020-11-11T00:00:00.000,Prince William,18254,1226,263
60,2020-11-11T00:00:00.000,Rappahannock,6734,460,94
61,2020-11-11T00:00:00.000,Rappahannock Rapidan,3552,205,55
62,2020-11-11T00:00:00.000,Richmond,5840,471,78
63,2020-11-11T00:00:00.000,Roanoke,3343,115,50
64,2020-11-11T00:00:00.000,Southside,2024,93,50
65,2020-11-11T00:00:00.000,Thomas Jefferson,4733,254,78
66,2020-11-11T00:00:00.000,Three Rivers,2387,145,41
67,2020-11-11T00:00:00.000,Virginia Beach,8864,469,111
68,2020-11-11T00:00:00.000,Western Tidewater,4812,249,156
69,2020-11-11T00:00:00.000,West Piedmont,3617,326,94
70,2020-11-10T00:00:00.000,Alexandria,4533,334,76
71,2020-11-10T00:00:00.000,Alleghany,3561,130,48
72,2020-11-10T00:00:00.000,Arlington,5093,546,155
73,2020-11-10T00:00:00.000,Central Shenandoah,7478,319,87
74,2020-11-10T00:00:00.000,Central Virginia,5524,212,66
75,2020-11-10T00:00:00.000,Chesapeake,5330,499,80
76,2020-11-10T00:00:00.000,Chesterfield,8443,493,151
77,2020-11-10T00:00:00.000,Chickahominy,2692,210,61
78,2020-11-10T00:00:00.000,Crater,5408,318,118
79,2020-11-10T00:00:00.000,Cumberland Plateau,1796,110,15
80,2020-11-10T00:00:00.000,Eastern Shore,1568,150,50
81,2020-11-10T00:00:00.000,Fairfax,25846,2383,622
82,2020-11-10T00:00:00.000,Hampton,2289,101,34
83,2020-11-10T00:00:00.000,Henrico,6984,526,243
84,2020-11-10T00:00:00.000,Lenowisco,2169,127,31
85,2020-11-10T00:00:00.000,Lord Fairfax,4504,370,135
86,2020-11-10T00:00:00.000,Loudoun,8486,508,134
87,2020-11-10T00:00:00.000,Mount Rogers,4572,356,153
88,2020-11-10T00:00:00.000,New River,5116,104,30
89,2020-11-10T00:00:00.000,Norfolk,5777,422,86
90,2020-11-10T00:00:00.000,Peninsula,5514,234,92
91,2020-11-10T00:00:00.000,Piedmont,2731,185,57
92,2020-11-10T00:00:00.000,Pittsylvania-Danville,2812,222,64
93,2020-11-10T00:00:00.000,Portsmouth,2943,339,70
94,2020-11-10T00:00:00.000,Prince William,18154,1223,262
95,2020-11-10T00:00:00.000,Rappahannock,6677,447,94
96,2020-11-10T00:00:00.000,Rappahannock Rapidan,3518,203,55
97,2020-11-10T00:00:00.000,Richmond,5799,471,78
98,2020-11-10T00:00:00.000,Roanoke,3313,113,50
99,2020-11-10T00:00:00.000,Southside,2012,92,49
100,2020-11-10T00:00:00.000,Thomas Jefferson,4715,252,78
101,2020-11-10T00:00:00.000,Three Rivers,2389,145,41
102,2020-11-10T00:00:00.000,Virginia Beach,8810,469,112
103,2020-11-10T00:00:00.000,Western Tidewater,4797,247,156
104,2020-11-10T00:00:00.000,West Piedmont,3559,323,93
105,2020-11-09T00:00:00.000,Alexandria,4517,334,76
106,2020-11-09T00:00:00.000,Alleghany,3497,127,45
107,2020-11-09T00:00:00.000,Arlington,5060,546,155
108,2020-11-09T00:00:00.000,Central Shenandoah,7450,317,86
109,2020-11-09T00:00:00.000,Central Virginia,5484,210,66
110,2020-11-09T00:00:00.000,Chesapeake,5301,499,80
111,2020-11-09T00:00:00.000,Chesterfield,8388,492,151
112,2020-11-09T00:00:00.000,Chickahominy,2653,210,61
113,2020-11-09T00:00:00.000,Crater,5393,318,118
114,2020-11-09T00:00:00.000,Cumberland Plateau,1752,109,15
115,2020-11-09T00:00:00.000,Eastern Shore,1568,150,50
116,2020-11-09T00:00:00.000,Fairfax,25715,2377,621
117,2020-11-09T00:00:00.000,Hampton,2278,100,34
118,2020-11-09T00:00:00.000,Henrico,6937,521,241
119,2020-11-09T00:00:00.000,Lenowisco,2138,127,31
120,2020-11-09T00:00:00.000,Lord Fairfax,4459,367,135
121,2020-11-09T00:00:00.000,Loudoun,8413,505,134
122,2020-11-09T00:00:00.000,Mount Rogers,4503,351,153
123,2020-11-09T00:00:00.000,New River,5053,100,30
124,2020-11-09T00:00:00.000,Norfolk,5728,419,85
125,2020-11-09T00:00:00.000,Peninsula,5482,233,92
126,2020-11-09T00:00:00.000,Piedmont,2701,181,57
127,2020-11-09T00:00:00.000,Pittsylvania-Danville,2785,221,64
128,2020-11-09T00:00:00.000,Portsmouth,2930,337,70
129,2020-11-09T00:00:00.000,Prince William,18067,1216,259
130,2020-11-09T00:00:00.000,Rappahannock,6643,446,94
131,2020-11-09T00:00:00.000,Rappahannock Rapidan,3451,202,55
132,2020-11-09T00:00:00.000,Richmond,5772,472,78
133,2020-11-09T00:00:00.000,Roanoke,3255,113,48
134,2020-11-09T00:00:00.000,Southside,2007,92,49
135,2020-11-09T00:00:00.000,Thomas Jefferson,4684,251,78
136,2020-11-09T00:00:00.000,Three Rivers,2371,145,41
137,2020-11-09T00:00:00.000,Virginia Beach,8737,464,112
138,2020-11-09T00:00:00.000,Western Tidewater,4788,246,156
139,2020-11-09T00:00:00.000,West Piedmont,3517,318,93
140,2020-11-08T00:00:00.000,Alexandria,4499,333,76
141,2020-11-08T00:00:00.000,Alleghany,3473,127,45
142,2020-11-08T00:00:00.000,Arlington,5036,545,155
143,2020-11-08T00:00:00.000,Central Shenandoah,7391,316,85
144,2020-11-08T00:00:00.000,Central Virginia,5446,210,66
145,2020-11-08T00:00:00.000,Chesapeake,5264,498,80
146,2020-11-08T00:00:00.000,Chesterfield,8296,490,151
147,2020-11-08T00:00:00.000,Chickahominy,2644,208,61
148,2020-11-08T00:00:00.000,Crater,5374,318,118
149,2020-11-08T00:00:00.000,Cumberland Plateau,1741,107,15
150,2020-11-08T00:00:00.000,Eastern Shore,1566,150,50
151,2020-11-08T00:00:00.000,Fairfax,25555,2366,621
152,2020-11-08T00:00:00.000,Hampton,2270,100,34
153,2020-11-08T00:00:00.000,Henrico,6904,520,241
154,2020-11-08T00:00:00.000,Lenowisco,2125,125,31
155,2020-11-08T00:00:00.000,Lord Fairfax,4405,364,135
156,2020-11-08T00:00:00.000,Loudoun,8336,505,134
157,2020-11-08T00:00:00.000,Mount Rogers,4402,346,153
158,2020-11-08T00:00:00.000,New River,5004,99,30
159,2020-11-08T00:00:00.000,Norfolk,5727,418,85
160,2020-11-08T00:00:00.000,Peninsula,5458,231,92
161,2020-11-08T00:00:00.000,Piedmont,2684,181,57
162,2020-11-08T00:00:00.000,Pittsylvania-Danville,2773,220,63
163,2020-11-08T00:00:00.000,Portsmouth,2926,337,70
164,2020-11-08T00:00:00.000,Prince William,17972,1215,259
165,2020-11-08T00:00:00.000,Rappahannock,6607,445,94
166,2020-11-08T00:00:00.000,Rappahannock Rapidan,3340,201,55
167,2020-11-08T00:00:00.000,Richmond,5728,468,78
168,2020-11-08T00:00:00.000,Roanoke,3240,112,47
169,2020-11-08T00:00:00.000,Southside,1994,92,49
170,2020-11-08T00:00:00.000,Thomas Jefferson,4672,249,77
171,2020-11-08T00:00:00.000,Three Rivers,2368,144,41
172,2020-11-08T00:00:00.000,Virginia Beach,8698,465,112
173,2020-11-08T00:00:00.000,Western Tidewater,4773,241,156
174,2020-11-08T00:00:00.000,West Piedmont,3484,318,91
175,2020-11-07T00:00:00.000,Alexandria,4481,332,76
176,2020-11-07T00:00:00.000,Alleghany,3436,127,45
177,2020-11-07T00:00:00.000,Arlington,4970,545,154
178,2020-11-07T00:00:00.000,Central Shenandoah,7387,314,85
179,2020-11-07T00:00:00.000,Central Virginia,5424,210,66
180,2020-11-07T00:00:00.000,Chesapeake,5229,497,80
181,2020-11-07T00:00:00.000,Chesterfield,8225,490,151
182,2020-11-07T00:00:00.000,Chickahominy,2621,207,61
183,2020-11-07T00:00:00.000,Crater,5346,318,118
184,2020-11-07T00:00:00.000,Cumberland Plateau,1722,107,15
185,2020-11-07T00:00:00.000,Eastern Shore,1564,149,50
186,2020-11-07T00:00:00.000,Fairfax,25343,2355,621
187,2020-11-07T00:00:00.000,Hampton,2263,99,34
188,2020-11-07T00:00:00.000,Henrico,6833,514,241
189,2020-11-07T00:00:00.000,Lenowisco,2074,123,31
190,2020-11-07T00:00:00.000,Lord Fairfax,4373,362,134
