,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-07T00:00:00.000,Alexandria,Female,1826,138,34
1,2020-09-07T00:00:00.000,Alexandria,Male,1675,164,28
2,2020-09-07T00:00:00.000,Alexandria,Not Reported,10,0,0
3,2020-09-07T00:00:00.000,Alleghany,Female,680,27,14
4,2020-09-07T00:00:00.000,Alleghany,Male,594,38,9
5,2020-09-07T00:00:00.000,Alleghany,Not Reported,7,0,0
6,2020-09-07T00:00:00.000,Arlington,Female,1799,207,67
7,2020-09-07T00:00:00.000,Arlington,Male,1835,268,76
8,2020-09-07T00:00:00.000,Arlington,Not Reported,6,1,0
9,2020-09-07T00:00:00.000,Central Shenandoah,Female,2126,124,30
10,2020-09-07T00:00:00.000,Central Shenandoah,Male,1808,121,33
11,2020-09-07T00:00:00.000,Central Shenandoah,Not Reported,7,0,0
12,2020-09-07T00:00:00.000,Central Virginia,Female,1342,39,8
13,2020-09-07T00:00:00.000,Central Virginia,Male,1202,47,11
14,2020-09-07T00:00:00.000,Central Virginia,Not Reported,24,0,0
15,2020-09-07T00:00:00.000,Chesapeake,Female,2175,179,23
16,2020-09-07T00:00:00.000,Chesapeake,Male,1766,167,27
17,2020-09-07T00:00:00.000,Chesapeake,Not Reported,5,0,0
18,2020-09-07T00:00:00.000,Chesterfield,Female,2849,147,51
19,2020-09-07T00:00:00.000,Chesterfield,Male,2709,164,58
20,2020-09-07T00:00:00.000,Chesterfield,Not Reported,132,0,1
21,2020-09-07T00:00:00.000,Chickahominy,Female,759,72,22
22,2020-09-07T00:00:00.000,Chickahominy,Male,567,72,26
23,2020-09-07T00:00:00.000,Chickahominy,Not Reported,6,0,0
24,2020-09-07T00:00:00.000,Crater,Female,1457,135,39
25,2020-09-07T00:00:00.000,Crater,Male,1851,117,41
26,2020-09-07T00:00:00.000,Crater,Not Reported,60,2,0
27,2020-09-07T00:00:00.000,Cumberland Plateau,Female,309,24,5
28,2020-09-07T00:00:00.000,Cumberland Plateau,Male,269,25,4
29,2020-09-07T00:00:00.000,Cumberland Plateau,Not Reported,0,0,0
30,2020-09-07T00:00:00.000,Eastern Shore,Female,736,69,26
