,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-12-12T00:00:00.000,Alexandria,0-9,434,3,0
1,2020-12-12T00:00:00.000,Alexandria,10-19,425,6,0
2,2020-12-12T00:00:00.000,Alexandria,20-29,1240,10,1
3,2020-12-12T00:00:00.000,Alexandria,30-39,1427,42,2
4,2020-12-12T00:00:00.000,Alexandria,40-49,1067,64,1
5,2020-12-12T00:00:00.000,Alexandria,50-59,733,82,14
6,2020-12-12T00:00:00.000,Alexandria,60-69,455,78,8
7,2020-12-12T00:00:00.000,Alexandria,70-79,198,62,20
8,2020-12-12T00:00:00.000,Alexandria,80+,163,47,36
9,2020-12-12T00:00:00.000,Alexandria,Missing,23,1,0
10,2020-12-12T00:00:00.000,Alleghany,0-9,159,0,0
11,2020-12-12T00:00:00.000,Alleghany,10-19,592,2,0
12,2020-12-12T00:00:00.000,Alleghany,20-29,1054,4,0
13,2020-12-12T00:00:00.000,Alleghany,30-39,1033,9,0
14,2020-12-12T00:00:00.000,Alleghany,40-49,961,13,0
15,2020-12-12T00:00:00.000,Alleghany,50-59,1031,23,4
16,2020-12-12T00:00:00.000,Alleghany,60-69,717,41,8
17,2020-12-12T00:00:00.000,Alleghany,70-79,506,55,38
18,2020-12-12T00:00:00.000,Alleghany,80+,428,42,51
19,2020-12-12T00:00:00.000,Alleghany,Missing,27,0,0
20,2020-12-12T00:00:00.000,Arlington,0-9,238,2,0
21,2020-12-12T00:00:00.000,Arlington,10-19,493,6,0
22,2020-12-12T00:00:00.000,Arlington,20-29,1871,28,0
23,2020-12-12T00:00:00.000,Arlington,30-39,1463,61,0
24,2020-12-12T00:00:00.000,Arlington,40-49,1108,84,10
25,2020-12-12T00:00:00.000,Arlington,50-59,886,100,9
26,2020-12-12T00:00:00.000,Arlington,60-69,558,117,23
27,2020-12-12T00:00:00.000,Arlington,70-79,303,100,40
28,2020-12-12T00:00:00.000,Arlington,80+,292,113,82
29,2020-12-12T00:00:00.000,Arlington,Missing,51,1,0
30,2020-12-12T00:00:00.000,Central Shenandoah,0-9,310,0,0
31,2020-12-12T00:00:00.000,Central Shenandoah,10-19,1818,3,0
32,2020-12-12T00:00:00.000,Central Shenandoah,20-29,2950,16,0
33,2020-12-12T00:00:00.000,Central Shenandoah,30-39,1521,16,2
34,2020-12-12T00:00:00.000,Central Shenandoah,40-49,1414,39,0
35,2020-12-12T00:00:00.000,Central Shenandoah,50-59,1515,70,8
36,2020-12-12T00:00:00.000,Central Shenandoah,60-69,1162,95,27
37,2020-12-12T00:00:00.000,Central Shenandoah,70-79,678,114,32
38,2020-12-12T00:00:00.000,Central Shenandoah,80+,528,90,59
39,2020-12-12T00:00:00.000,Central Shenandoah,Missing,32,0,0
40,2020-12-12T00:00:00.000,Central Virginia,0-9,273,1,0
