,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-23T00:00:00.000,Confirmed,198142,13834,3629
1,2020-11-23T00:00:00.000,Probable,22896,262,313
2,2020-11-22T00:00:00.000,Confirmed,195499,13787,3628
3,2020-11-22T00:00:00.000,Probable,22297,259,310
4,2020-11-21T00:00:00.000,Confirmed,193754,13759,3628
5,2020-11-21T00:00:00.000,Probable,21925,258,310
6,2020-11-20T00:00:00.000,Confirmed,191971,13666,3605
7,2020-11-20T00:00:00.000,Probable,21360,248,307
8,2020-11-19T00:00:00.000,Confirmed,190156,13576,3594
9,2020-11-19T00:00:00.000,Probable,20631,239,302
10,2020-11-18T00:00:00.000,Confirmed,188853,13475,3569
11,2020-11-18T00:00:00.000,Probable,19980,232,291
12,2020-11-17T00:00:00.000,Confirmed,187287,13385,3557
13,2020-11-17T00:00:00.000,Probable,19475,223,278
14,2020-11-16T00:00:00.000,Confirmed,185525,13332,3533
15,2020-11-16T00:00:00.000,Probable,19112,220,273
16,2020-11-15T00:00:00.000,Confirmed,183454,13290,3527
17,2020-11-15T00:00:00.000,Probable,18506,214,273
18,2020-11-14T00:00:00.000,Confirmed,182484,13267,3526
19,2020-11-14T00:00:00.000,Probable,18315,213,273
20,2020-11-13T00:00:00.000,Confirmed,181476,13204,3513
21,2020-11-13T00:00:00.000,Probable,17786,204,272
22,2020-11-12T00:00:00.000,Confirmed,180623,13141,3490
23,2020-11-12T00:00:00.000,Probable,17404,198,268
24,2020-11-11T00:00:00.000,Confirmed,179686,13080,3474
25,2020-11-11T00:00:00.000,Probable,16820,193,267
26,2020-11-10T00:00:00.000,Confirmed,178432,12996,3460
27,2020-11-10T00:00:00.000,Probable,16480,187,266
28,2020-11-09T00:00:00.000,Confirmed,177240,12936,3447
29,2020-11-09T00:00:00.000,Probable,16237,180,266
30,2020-11-08T00:00:00.000,Confirmed,176219,12886,3441
31,2020-11-08T00:00:00.000,Probable,15956,178,266
32,2020-11-07T00:00:00.000,Confirmed,175187,12846,3439
33,2020-11-07T00:00:00.000,Probable,15686,176,265
34,2020-11-06T00:00:00.000,Confirmed,173645,12762,3432
35,2020-11-06T00:00:00.000,Probable,15125,174,250
36,2020-11-05T00:00:00.000,Confirmed,172418,12695,3426
37,2020-11-05T00:00:00.000,Probable,14784,170,262
38,2020-11-04T00:00:00.000,Confirmed,171426,12631,3416
39,2020-11-04T00:00:00.000,Probable,14410,166,261
40,2020-11-03T00:00:00.000,Confirmed,170577,12583,3408
41,2020-11-03T00:00:00.000,Probable,14102,156,258
42,2020-11-02T00:00:00.000,Confirmed,169512,12522,3402
43,2020-11-02T00:00:00.000,Probable,13906,152,256
44,2020-11-01T00:00:00.000,Confirmed,168675,12495,3399
45,2020-11-01T00:00:00.000,Probable,13717,152,256
46,2020-10-31T00:00:00.000,Confirmed,167703,12452,3398
47,2020-10-31T00:00:00.000,Probable,13487,152,256
48,2020-10-30T00:00:00.000,Confirmed,166551,12368,3391
49,2020-10-30T00:00:00.000,Probable,13088,143,252
50,2020-10-29T00:00:00.000,Confirmed,165384,12314,3384
51,2020-10-29T00:00:00.000,Probable,12799,140,252
52,2020-10-28T00:00:00.000,Confirmed,164308,12248,3364
53,2020-10-28T00:00:00.000,Probable,12446,136,252
54,2020-10-27T00:00:00.000,Confirmed,163339,12190,3350
55,2020-10-27T00:00:00.000,Probable,12070,130,250
56,2020-10-26T00:00:00.000,Confirmed,162427,12132,3331
57,2020-10-26T00:00:00.000,Probable,11848,128,250
58,2020-10-25T00:00:00.000,Confirmed,161668,12107,3329
59,2020-10-25T00:00:00.000,Probable,11703,126,250
60,2020-10-24T00:00:00.000,Confirmed,160843,12075,3328
61,2020-10-24T00:00:00.000,Probable,11529,123,250
62,2020-10-23T00:00:00.000,Confirmed,160004,12018,3293
63,2020-10-23T00:00:00.000,Probable,11280,122,246
64,2020-10-22T00:00:00.000,Confirmed,159060,11953,3274
65,2020-10-22T00:00:00.000,Probable,11044,120,250
66,2020-10-21T00:00:00.000,Confirmed,157998,11896,3266
67,2020-10-21T00:00:00.000,Probable,10774,114,249
68,2020-10-20T00:00:00.000,Confirmed,157213,11845,3236
69,2020-10-20T00:00:00.000,Probable,10541,110,249
70,2020-10-19T00:00:00.000,Confirmed,156439,11777,3209
71,2020-10-19T00:00:00.000,Probable,10389,105,248
72,2020-10-18T00:00:00.000,Confirmed,155838,11756,3186
73,2020-10-18T00:00:00.000,Probable,10300,105,247
74,2020-10-17T00:00:00.000,Confirmed,155068,11726,3175
75,2020-10-17T00:00:00.000,Probable,10170,105,247
76,2020-10-16T00:00:00.000,Confirmed,154126,11675,3161
