,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-15T00:00:00.000,Alexandria,0-9,225,3,0
1,2020-09-15T00:00:00.000,Alexandria,10-19,259,4,0
2,2020-09-15T00:00:00.000,Alexandria,20-29,665,12,1
3,2020-09-15T00:00:00.000,Alexandria,30-39,842,37,1
4,2020-09-15T00:00:00.000,Alexandria,40-49,637,47,0
5,2020-09-15T00:00:00.000,Alexandria,50-59,457,63,12
6,2020-09-15T00:00:00.000,Alexandria,60-69,276,60,3
7,2020-09-15T00:00:00.000,Alexandria,70-79,127,44,19
8,2020-09-15T00:00:00.000,Alexandria,80+,116,35,29
9,2020-09-15T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-09-15T00:00:00.000,Alleghany,0-9,44,0,0
11,2020-09-15T00:00:00.000,Alleghany,10-19,174,1,0
12,2020-09-15T00:00:00.000,Alleghany,20-29,290,1,0
13,2020-09-15T00:00:00.000,Alleghany,30-39,181,5,0
14,2020-09-15T00:00:00.000,Alleghany,40-49,181,5,0
15,2020-09-15T00:00:00.000,Alleghany,50-59,218,12,1
16,2020-09-15T00:00:00.000,Alleghany,60-69,121,14,1
17,2020-09-15T00:00:00.000,Alleghany,70-79,107,18,13
18,2020-09-15T00:00:00.000,Alleghany,80+,55,14,8
19,2020-09-15T00:00:00.000,Alleghany,Missing,4,0,0
20,2020-09-15T00:00:00.000,Arlington,0-9,97,2,0
21,2020-09-15T00:00:00.000,Arlington,10-19,209,5,0
22,2020-09-15T00:00:00.000,Arlington,20-29,831,24,0
23,2020-09-15T00:00:00.000,Arlington,30-39,707,47,0
24,2020-09-15T00:00:00.000,Arlington,40-49,608,63,9
25,2020-09-15T00:00:00.000,Arlington,50-59,508,81,7
26,2020-09-15T00:00:00.000,Arlington,60-69,353,90,19
27,2020-09-15T00:00:00.000,Arlington,70-79,207,82,36
28,2020-09-15T00:00:00.000,Arlington,80+,223,92,74
29,2020-09-15T00:00:00.000,Arlington,Missing,16,1,0
30,2020-09-15T00:00:00.000,Central Shenandoah,0-9,116,0,0
31,2020-09-15T00:00:00.000,Central Shenandoah,10-19,760,1,0
32,2020-09-15T00:00:00.000,Central Shenandoah,20-29,1384,14,0
33,2020-09-15T00:00:00.000,Central Shenandoah,30-39,522,10,1
34,2020-09-15T00:00:00.000,Central Shenandoah,40-49,545,20,0
35,2020-09-15T00:00:00.000,Central Shenandoah,50-59,564,44,6
36,2020-09-15T00:00:00.000,Central Shenandoah,60-69,404,57,15
37,2020-09-15T00:00:00.000,Central Shenandoah,70-79,207,61,19
38,2020-09-15T00:00:00.000,Central Shenandoah,80+,183,46,27
39,2020-09-15T00:00:00.000,Central Shenandoah,Missing,8,0,0
40,2020-09-15T00:00:00.000,Central Virginia,0-9,81,0,0
41,2020-09-15T00:00:00.000,Central Virginia,10-19,332,2,0
42,2020-09-15T00:00:00.000,Central Virginia,20-29,709,4,0
43,2020-09-15T00:00:00.000,Central Virginia,30-39,350,14,0
44,2020-09-15T00:00:00.000,Central Virginia,40-49,353,4,0
45,2020-09-15T00:00:00.000,Central Virginia,50-59,417,15,4
46,2020-09-15T00:00:00.000,Central Virginia,60-69,275,25,4
47,2020-09-15T00:00:00.000,Central Virginia,70-79,166,19,9
48,2020-09-15T00:00:00.000,Central Virginia,80+,117,14,8
49,2020-09-15T00:00:00.000,Central Virginia,Missing,3,0,0
50,2020-09-15T00:00:00.000,Chesapeake,0-9,135,1,0
51,2020-09-15T00:00:00.000,Chesapeake,10-19,332,4,0
52,2020-09-15T00:00:00.000,Chesapeake,20-29,755,7,0
53,2020-09-15T00:00:00.000,Chesapeake,30-39,753,24,0
54,2020-09-15T00:00:00.000,Chesapeake,40-49,625,46,1
55,2020-09-15T00:00:00.000,Chesapeake,50-59,600,65,3
56,2020-09-15T00:00:00.000,Chesapeake,60-69,456,93,13
57,2020-09-15T00:00:00.000,Chesapeake,70-79,224,76,10
58,2020-09-15T00:00:00.000,Chesapeake,80+,175,56,26
59,2020-09-15T00:00:00.000,Chesapeake,Missing,41,1,0
60,2020-09-15T00:00:00.000,Chesterfield,0-9,242,3,0
