,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-20T00:00:00.000,Alexandria,Female,2505,148,38
1,2020-11-20T00:00:00.000,Alexandria,Male,2317,197,39
2,2020-11-20T00:00:00.000,Alexandria,Not Reported,9,0,0
3,2020-11-20T00:00:00.000,Alleghany,Female,2409,83,40
4,2020-11-20T00:00:00.000,Alleghany,Male,1920,66,24
5,2020-11-20T00:00:00.000,Alleghany,Not Reported,51,0,1
6,2020-11-20T00:00:00.000,Arlington,Female,2777,250,71
7,2020-11-20T00:00:00.000,Arlington,Male,2821,316,85
8,2020-11-20T00:00:00.000,Arlington,Not Reported,5,0,0
9,2020-11-20T00:00:00.000,Central Shenandoah,Female,4408,172,43
10,2020-11-20T00:00:00.000,Central Shenandoah,Male,3781,171,55
11,2020-11-20T00:00:00.000,Central Shenandoah,Not Reported,28,1,0
12,2020-11-20T00:00:00.000,Central Virginia,Female,3233,104,30
13,2020-11-20T00:00:00.000,Central Virginia,Male,2797,118,38
14,2020-11-20T00:00:00.000,Central Virginia,Not Reported,163,2,1
15,2020-11-20T00:00:00.000,Chesapeake,Female,3120,263,39
16,2020-11-20T00:00:00.000,Chesapeake,Male,2672,251,41
17,2020-11-20T00:00:00.000,Chesapeake,Not Reported,7,0,0
18,2020-11-20T00:00:00.000,Chesterfield,Female,4739,257,73
19,2020-11-20T00:00:00.000,Chesterfield,Male,4314,262,81
20,2020-11-20T00:00:00.000,Chesterfield,Not Reported,158,0,2
21,2020-11-20T00:00:00.000,Chickahominy,Female,1537,106,33
22,2020-11-20T00:00:00.000,Chickahominy,Male,1434,116,32
23,2020-11-20T00:00:00.000,Chickahominy,Not Reported,35,0,0
24,2020-11-20T00:00:00.000,Crater,Female,2349,178,65
25,2020-11-20T00:00:00.000,Crater,Male,3212,152,57
26,2020-11-20T00:00:00.000,Crater,Not Reported,58,3,0
27,2020-11-20T00:00:00.000,Cumberland Plateau,Female,1169,62,10
