,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-01T00:00:00.000,Alexandria,0-9,256,3,0
1,2020-10-01T00:00:00.000,Alexandria,10-19,271,5,0
2,2020-10-01T00:00:00.000,Alexandria,20-29,724,15,1
3,2020-10-01T00:00:00.000,Alexandria,30-39,891,38,1
4,2020-10-01T00:00:00.000,Alexandria,40-49,670,51,1
5,2020-10-01T00:00:00.000,Alexandria,50-59,488,67,13
6,2020-10-01T00:00:00.000,Alexandria,60-69,289,60,4
7,2020-10-01T00:00:00.000,Alexandria,70-79,138,49,19
8,2020-10-01T00:00:00.000,Alexandria,80+,121,36,30
9,2020-10-01T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-10-01T00:00:00.000,Alleghany,0-9,48,0,0
11,2020-10-01T00:00:00.000,Alleghany,10-19,199,1,0
12,2020-10-01T00:00:00.000,Alleghany,20-29,342,1,0
13,2020-10-01T00:00:00.000,Alleghany,30-39,221,5,0
14,2020-10-01T00:00:00.000,Alleghany,40-49,227,7,0
15,2020-10-01T00:00:00.000,Alleghany,50-59,264,12,1
16,2020-10-01T00:00:00.000,Alleghany,60-69,143,15,1
17,2020-10-01T00:00:00.000,Alleghany,70-79,124,21,16
18,2020-10-01T00:00:00.000,Alleghany,80+,78,16,11
19,2020-10-01T00:00:00.000,Alleghany,Missing,4,0,0
20,2020-10-01T00:00:00.000,Arlington,0-9,116,2,0
21,2020-10-01T00:00:00.000,Arlington,10-19,231,5,0
22,2020-10-01T00:00:00.000,Arlington,20-29,897,24,0
23,2020-10-01T00:00:00.000,Arlington,30-39,753,47,0
24,2020-10-01T00:00:00.000,Arlington,40-49,650,67,9
25,2020-10-01T00:00:00.000,Arlington,50-59,524,81,8
26,2020-10-01T00:00:00.000,Arlington,60-69,371,96,21
27,2020-10-01T00:00:00.000,Arlington,70-79,211,83,37
28,2020-10-01T00:00:00.000,Arlington,80+,226,94,75
29,2020-10-01T00:00:00.000,Arlington,Missing,18,1,0
30,2020-10-01T00:00:00.000,Central Shenandoah,0-9,142,0,0
31,2020-10-01T00:00:00.000,Central Shenandoah,10-19,1035,1,0
32,2020-10-01T00:00:00.000,Central Shenandoah,20-29,1670,14,0
33,2020-10-01T00:00:00.000,Central Shenandoah,30-39,579,11,1
34,2020-10-01T00:00:00.000,Central Shenandoah,40-49,616,22,0
35,2020-10-01T00:00:00.000,Central Shenandoah,50-59,619,46,6
36,2020-10-01T00:00:00.000,Central Shenandoah,60-69,447,60,16
37,2020-10-01T00:00:00.000,Central Shenandoah,70-79,228,67,19
38,2020-10-01T00:00:00.000,Central Shenandoah,80+,195,49,28
39,2020-10-01T00:00:00.000,Central Shenandoah,Missing,9,0,0
40,2020-10-01T00:00:00.000,Central Virginia,0-9,93,0,0
41,2020-10-01T00:00:00.000,Central Virginia,10-19,443,3,0
42,2020-10-01T00:00:00.000,Central Virginia,20-29,839,8,0
43,2020-10-01T00:00:00.000,Central Virginia,30-39,414,15,0
44,2020-10-01T00:00:00.000,Central Virginia,40-49,407,8,1
45,2020-10-01T00:00:00.000,Central Virginia,50-59,469,21,4
46,2020-10-01T00:00:00.000,Central Virginia,60-69,317,28,7
