,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-19T00:00:00.000,Alexandria,0-9,229,3,0
1,2020-09-19T00:00:00.000,Alexandria,10-19,264,5,0
2,2020-09-19T00:00:00.000,Alexandria,20-29,683,12,1
3,2020-09-19T00:00:00.000,Alexandria,30-39,855,37,1
4,2020-09-19T00:00:00.000,Alexandria,40-49,646,49,1
5,2020-09-19T00:00:00.000,Alexandria,50-59,472,63,13
6,2020-09-19T00:00:00.000,Alexandria,60-69,277,60,4
7,2020-09-19T00:00:00.000,Alexandria,70-79,130,46,19
8,2020-09-19T00:00:00.000,Alexandria,80+,117,35,29
9,2020-09-19T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-09-19T00:00:00.000,Alleghany,0-9,45,0,0
11,2020-09-19T00:00:00.000,Alleghany,10-19,182,1,0
12,2020-09-19T00:00:00.000,Alleghany,20-29,309,1,0
13,2020-09-19T00:00:00.000,Alleghany,30-39,190,5,0
14,2020-09-19T00:00:00.000,Alleghany,40-49,191,5,0
15,2020-09-19T00:00:00.000,Alleghany,50-59,231,12,1
16,2020-09-19T00:00:00.000,Alleghany,60-69,126,14,1
17,2020-09-19T00:00:00.000,Alleghany,70-79,113,19,14
18,2020-09-19T00:00:00.000,Alleghany,80+,62,15,9
19,2020-09-19T00:00:00.000,Alleghany,Missing,4,0,0
20,2020-09-19T00:00:00.000,Arlington,0-9,102,2,0
21,2020-09-19T00:00:00.000,Arlington,10-19,219,5,0
22,2020-09-19T00:00:00.000,Arlington,20-29,848,24,0
23,2020-09-19T00:00:00.000,Arlington,30-39,720,47,0
24,2020-09-19T00:00:00.000,Arlington,40-49,623,65,9
25,2020-09-19T00:00:00.000,Arlington,50-59,511,81,7
26,2020-09-19T00:00:00.000,Arlington,60-69,362,91,20
27,2020-09-19T00:00:00.000,Arlington,70-79,210,82,36
28,2020-09-19T00:00:00.000,Arlington,80+,223,93,74
29,2020-09-19T00:00:00.000,Arlington,Missing,17,1,0
30,2020-09-19T00:00:00.000,Central Shenandoah,0-9,122,0,0
31,2020-09-19T00:00:00.000,Central Shenandoah,10-19,877,1,0
32,2020-09-19T00:00:00.000,Central Shenandoah,20-29,1468,14,0
33,2020-09-19T00:00:00.000,Central Shenandoah,30-39,533,10,1
34,2020-09-19T00:00:00.000,Central Shenandoah,40-49,560,21,0
35,2020-09-19T00:00:00.000,Central Shenandoah,50-59,580,44,6
36,2020-09-19T00:00:00.000,Central Shenandoah,60-69,410,58,15
37,2020-09-19T00:00:00.000,Central Shenandoah,70-79,213,61,19
38,2020-09-19T00:00:00.000,Central Shenandoah,80+,188,47,29
39,2020-09-19T00:00:00.000,Central Shenandoah,Missing,8,0,0
40,2020-09-19T00:00:00.000,Central Virginia,0-9,85,0,0
41,2020-09-19T00:00:00.000,Central Virginia,10-19,368,2,0
42,2020-09-19T00:00:00.000,Central Virginia,20-29,749,5,0
43,2020-09-19T00:00:00.000,Central Virginia,30-39,364,15,0
44,2020-09-19T00:00:00.000,Central Virginia,40-49,368,4,1
45,2020-09-19T00:00:00.000,Central Virginia,50-59,429,17,4
46,2020-09-19T00:00:00.000,Central Virginia,60-69,289,26,6
47,2020-09-19T00:00:00.000,Central Virginia,70-79,175,19,9
48,2020-09-19T00:00:00.000,Central Virginia,80+,125,18,13
49,2020-09-19T00:00:00.000,Central Virginia,Missing,3,0,0
50,2020-09-19T00:00:00.000,Chesapeake,0-9,137,2,0
51,2020-09-19T00:00:00.000,Chesapeake,10-19,339,4,0
52,2020-09-19T00:00:00.000,Chesapeake,20-29,772,7,0
53,2020-09-19T00:00:00.000,Chesapeake,30-39,763,24,0
54,2020-09-19T00:00:00.000,Chesapeake,40-49,635,46,1
55,2020-09-19T00:00:00.000,Chesapeake,50-59,614,68,7
56,2020-09-19T00:00:00.000,Chesapeake,60-69,475,96,15
57,2020-09-19T00:00:00.000,Chesapeake,70-79,230,78,13
58,2020-09-19T00:00:00.000,Chesapeake,80+,178,57,31
59,2020-09-19T00:00:00.000,Chesapeake,Missing,41,1,0
60,2020-09-19T00:00:00.000,Chesterfield,0-9,254,3,0
61,2020-09-19T00:00:00.000,Chesterfield,10-19,633,2,0
62,2020-09-19T00:00:00.000,Chesterfield,20-29,1169,15,0
63,2020-09-19T00:00:00.000,Chesterfield,30-39,1174,30,1
64,2020-09-19T00:00:00.000,Chesterfield,40-49,1013,51,4
65,2020-09-19T00:00:00.000,Chesterfield,50-59,857,70,7
66,2020-09-19T00:00:00.000,Chesterfield,60-69,522,81,23
67,2020-09-19T00:00:00.000,Chesterfield,70-79,226,45,30
68,2020-09-19T00:00:00.000,Chesterfield,80+,193,46,54
69,2020-09-19T00:00:00.000,Chesterfield,Missing,135,1,0
70,2020-09-19T00:00:00.000,Chickahominy,0-9,35,0,0
71,2020-09-19T00:00:00.000,Chickahominy,10-19,194,0,0
72,2020-09-19T00:00:00.000,Chickahominy,20-29,302,4,0
73,2020-09-19T00:00:00.000,Chickahominy,30-39,248,3,0
74,2020-09-19T00:00:00.000,Chickahominy,40-49,239,16,1
75,2020-09-19T00:00:00.000,Chickahominy,50-59,297,30,1
76,2020-09-19T00:00:00.000,Chickahominy,60-69,175,32,9
77,2020-09-19T00:00:00.000,Chickahominy,70-79,111,30,8
78,2020-09-19T00:00:00.000,Chickahominy,80+,108,43,31
79,2020-09-19T00:00:00.000,Chickahominy,Missing,20,0,0
80,2020-09-19T00:00:00.000,Crater,0-9,79,2,0
81,2020-09-19T00:00:00.000,Crater,10-19,175,2,0
82,2020-09-19T00:00:00.000,Crater,20-29,609,9,0
83,2020-09-19T00:00:00.000,Crater,30-39,683,13,0
84,2020-09-19T00:00:00.000,Crater,40-49,577,27,1
85,2020-09-19T00:00:00.000,Crater,50-59,631,55,6
86,2020-09-19T00:00:00.000,Crater,60-69,452,69,23
87,2020-09-19T00:00:00.000,Crater,70-79,254,52,31
88,2020-09-19T00:00:00.000,Crater,80+,195,42,35
89,2020-09-19T00:00:00.000,Crater,Missing,33,0,0
90,2020-09-19T00:00:00.000,Cumberland Plateau,0-9,28,0,0
91,2020-09-19T00:00:00.000,Cumberland Plateau,10-19,96,1,0
92,2020-09-19T00:00:00.000,Cumberland Plateau,20-29,102,0,0
93,2020-09-19T00:00:00.000,Cumberland Plateau,30-39,92,2,0
94,2020-09-19T00:00:00.000,Cumberland Plateau,40-49,109,5,1
95,2020-09-19T00:00:00.000,Cumberland Plateau,50-59,108,13,1
96,2020-09-19T00:00:00.000,Cumberland Plateau,60-69,80,16,2
97,2020-09-19T00:00:00.000,Cumberland Plateau,70-79,47,5,0
98,2020-09-19T00:00:00.000,Cumberland Plateau,80+,30,10,5
99,2020-09-19T00:00:00.000,Cumberland Plateau,Missing,0,0,0
100,2020-09-19T00:00:00.000,Eastern Shore,0-9,28,2,0
101,2020-09-19T00:00:00.000,Eastern Shore,10-19,76,1,0
102,2020-09-19T00:00:00.000,Eastern Shore,20-29,217,6,0
103,2020-09-19T00:00:00.000,Eastern Shore,30-39,254,11,0
104,2020-09-19T00:00:00.000,Eastern Shore,40-49,266,13,2
105,2020-09-19T00:00:00.000,Eastern Shore,50-59,294,24,6
106,2020-09-19T00:00:00.000,Eastern Shore,60-69,205,31,8
107,2020-09-19T00:00:00.000,Eastern Shore,70-79,70,25,14
