,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-06T00:00:00.000,Alexandria,4444,331,76
1,2020-11-06T00:00:00.000,Alleghany,3323,124,45
2,2020-11-06T00:00:00.000,Arlington,4919,543,154
3,2020-11-06T00:00:00.000,Central Shenandoah,7282,313,85
4,2020-11-06T00:00:00.000,Central Virginia,5343,209,66
5,2020-11-06T00:00:00.000,Chesapeake,5168,491,80
6,2020-11-06T00:00:00.000,Chesterfield,8134,488,151
7,2020-11-06T00:00:00.000,Chickahominy,2568,208,60
8,2020-11-06T00:00:00.000,Crater,5309,318,118
9,2020-11-06T00:00:00.000,Cumberland Plateau,1631,106,15
10,2020-11-06T00:00:00.000,Eastern Shore,1562,148,50
11,2020-11-06T00:00:00.000,Fairfax,25152,2353,609
12,2020-11-06T00:00:00.000,Hampton,2233,99,33
13,2020-11-06T00:00:00.000,Henrico,6762,510,240
14,2020-11-06T00:00:00.000,Lenowisco,1974,119,29
15,2020-11-06T00:00:00.000,Lord Fairfax,4314,358,134
16,2020-11-06T00:00:00.000,Loudoun,8225,498,134
17,2020-11-06T00:00:00.000,Mount Rogers,4255,336,153
18,2020-11-06T00:00:00.000,New River,4879,95,29
19,2020-11-06T00:00:00.000,Norfolk,5649,416,85
20,2020-11-06T00:00:00.000,Peninsula,5375,229,92
21,2020-11-06T00:00:00.000,Piedmont,2643,179,57
22,2020-11-06T00:00:00.000,Pittsylvania-Danville,2729,214,63
23,2020-11-06T00:00:00.000,Portsmouth,2902,325,69
24,2020-11-06T00:00:00.000,Prince William,17761,1214,259
25,2020-11-06T00:00:00.000,Rappahannock,6512,442,93
26,2020-11-06T00:00:00.000,Rappahannock Rapidan,3297,197,55
27,2020-11-06T00:00:00.000,Richmond,5625,466,78
28,2020-11-06T00:00:00.000,Roanoke,3176,111,47
29,2020-11-06T00:00:00.000,Southside,1973,91,48
30,2020-11-06T00:00:00.000,Thomas Jefferson,4614,242,77
31,2020-11-06T00:00:00.000,Three Rivers,2343,144,41
32,2020-11-06T00:00:00.000,Virginia Beach,8540,463,110
33,2020-11-06T00:00:00.000,Western Tidewater,4753,242,156
34,2020-11-06T00:00:00.000,West Piedmont,3401,314,91
35,2020-11-05T00:00:00.000,Alexandria,4413,329,76
36,2020-11-05T00:00:00.000,Alleghany,3274,123,44
37,2020-11-05T00:00:00.000,Arlington,4872,542,154
38,2020-11-05T00:00:00.000,Central Shenandoah,7220,311,85
39,2020-11-05T00:00:00.000,Central Virginia,5302,207,66
40,2020-11-05T00:00:00.000,Chesapeake,5144,487,81
41,2020-11-05T00:00:00.000,Chesterfield,8092,485,151
42,2020-11-05T00:00:00.000,Chickahominy,2540,205,60
43,2020-11-05T00:00:00.000,Crater,5264,317,118
44,2020-11-05T00:00:00.000,Cumberland Plateau,1583,104,15
45,2020-11-05T00:00:00.000,Eastern Shore,1560,148,50
46,2020-11-05T00:00:00.000,Fairfax,24969,2342,620
47,2020-11-05T00:00:00.000,Hampton,2226,99,33
48,2020-11-05T00:00:00.000,Henrico,6713,509,240
49,2020-11-05T00:00:00.000,Lenowisco,1933,117,27
50,2020-11-05T00:00:00.000,Lord Fairfax,4264,355,133
51,2020-11-05T00:00:00.000,Loudoun,8175,495,133
52,2020-11-05T00:00:00.000,Mount Rogers,4194,334,153
53,2020-11-05T00:00:00.000,New River,4802,95,29
54,2020-11-05T00:00:00.000,Norfolk,5609,414,85
55,2020-11-05T00:00:00.000,Peninsula,5327,229,92
56,2020-11-05T00:00:00.000,Piedmont,2631,172,57
57,2020-11-05T00:00:00.000,Pittsylvania-Danville,2701,214,63
58,2020-11-05T00:00:00.000,Portsmouth,2888,322,69
59,2020-11-05T00:00:00.000,Prince William,17660,1213,258
60,2020-11-05T00:00:00.000,Rappahannock,6471,440,93
61,2020-11-05T00:00:00.000,Rappahannock Rapidan,3272,196,55
62,2020-11-05T00:00:00.000,Richmond,5595,463,78
63,2020-11-05T00:00:00.000,Roanoke,3125,111,47
64,2020-11-05T00:00:00.000,Southside,1930,91,48
65,2020-11-05T00:00:00.000,Thomas Jefferson,4571,242,77
66,2020-11-05T00:00:00.000,Three Rivers,2321,143,41
67,2020-11-05T00:00:00.000,Virginia Beach,8467,460,110
68,2020-11-05T00:00:00.000,Western Tidewater,4739,240,156
69,2020-11-05T00:00:00.000,West Piedmont,3355,311,91
70,2020-11-04T00:00:00.000,Alexandria,4391,328,74
71,2020-11-04T00:00:00.000,Alleghany,3230,121,44
72,2020-11-04T00:00:00.000,Arlington,4854,541,154
73,2020-11-04T00:00:00.000,Central Shenandoah,7176,311,85
74,2020-11-04T00:00:00.000,Central Virginia,5247,207,66
75,2020-11-04T00:00:00.000,Chesapeake,5112,486,80
76,2020-11-04T00:00:00.000,Chesterfield,8052,484,151
77,2020-11-04T00:00:00.000,Chickahominy,2519,203,60
