,report_date,fips,locality,vdh_health_district,total_cases,hospitalizations,deaths
0,2020-11-26T00:00:00.000,51001,Accomack,Eastern Shore,1324,107,21
1,2020-11-26T00:00:00.000,51003,Albemarle,Thomas Jefferson,1870,100,27
2,2020-11-26T00:00:00.000,51005,Alleghany,Alleghany,307,19,7
3,2020-11-26T00:00:00.000,51007,Amelia,Piedmont,200,19,6
4,2020-11-26T00:00:00.000,51009,Amherst,Central Virginia,785,31,6
5,2020-11-26T00:00:00.000,51011,Appomattox,Central Virginia,392,24,6
6,2020-11-26T00:00:00.000,51013,Arlington,Arlington,6048,572,157
7,2020-11-26T00:00:00.000,51015,Augusta,Central Shenandoah,1142,43,11
8,2020-11-26T00:00:00.000,51017,Bath,Central Shenandoah,60,1,0
9,2020-11-26T00:00:00.000,51019,Bedford,Central Virginia,1770,78,19
10,2020-11-26T00:00:00.000,51021,Bland,Mount Rogers,167,7,5
11,2020-11-26T00:00:00.000,51023,Botetourt,Alleghany,741,33,13
12,2020-11-26T00:00:00.000,51025,Brunswick,Southside,460,33,6
13,2020-11-26T00:00:00.000,51027,Buchanan,Cumberland Plateau,402,19,5
14,2020-11-26T00:00:00.000,51029,Buckingham,Piedmont,857,33,10
15,2020-11-26T00:00:00.000,51031,Campbell,Central Virginia,1115,37,12
16,2020-11-26T00:00:00.000,51033,Caroline,Rappahannock,570,32,6
17,2020-11-26T00:00:00.000,51035,Carroll,Mount Rogers,911,63,29
18,2020-11-26T00:00:00.000,51036,Charles City,Chickahominy,139,24,6
19,2020-11-26T00:00:00.000,51037,Charlotte,Piedmont,280,25,5
20,2020-11-26T00:00:00.000,51041,Chesterfield,Chesterfield,9045,487,129
21,2020-11-26T00:00:00.000,51043,Clarke,Lord Fairfax,188,19,3
22,2020-11-26T00:00:00.000,51045,Craig,Alleghany,88,3,1
23,2020-11-26T00:00:00.000,51047,Culpeper,Rappahannock Rapidan,2207,110,20
24,2020-11-26T00:00:00.000,51049,Cumberland,Piedmont,150,13,4
25,2020-11-26T00:00:00.000,51051,Dickenson,Cumberland Plateau,251,12,1
26,2020-11-26T00:00:00.000,51053,Dinwiddie,Crater,654,49,13
27,2020-11-26T00:00:00.000,51057,Essex,Three Rivers,234,17,2
28,2020-11-26T00:00:00.000,51059,Fairfax,Fairfax,29936,2510,622
29,2020-11-26T00:00:00.000,51061,Fauquier,Rappahannock Rapidan,1424,69,28
30,2020-11-26T00:00:00.000,51063,Floyd,New River,326,15,15
31,2020-11-26T00:00:00.000,51065,Fluvanna,Thomas Jefferson,486,44,9
32,2020-11-26T00:00:00.000,51067,Franklin County,West Piedmont,1557,54,17
33,2020-11-26T00:00:00.000,51069,Frederick,Lord Fairfax,1899,119,18
34,2020-11-26T00:00:00.000,51071,Giles,New River,262,8,0
35,2020-11-26T00:00:00.000,51073,Gloucester,Three Rivers,424,19,3
36,2020-11-26T00:00:00.000,51075,Goochland,Chickahominy,427,34,7
37,2020-11-26T00:00:00.000,51077,Grayson,Mount Rogers,505,38,21
38,2020-11-26T00:00:00.000,51079,Greene,Thomas Jefferson,360,22,4
39,2020-11-26T00:00:00.000,51081,Greensville,Crater,932,40,16
