,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-12-12T00:00:00.000,Alexandria,Female,3245,176,39
1,2020-12-12T00:00:00.000,Alexandria,Male,2903,219,43
2,2020-12-12T00:00:00.000,Alexandria,Not Reported,17,0,0
3,2020-12-12T00:00:00.000,Alleghany,Female,3438,107,63
4,2020-12-12T00:00:00.000,Alleghany,Male,2946,82,36
5,2020-12-12T00:00:00.000,Alleghany,Not Reported,124,0,2
6,2020-12-12T00:00:00.000,Arlington,Female,3606,269,72
7,2020-12-12T00:00:00.000,Arlington,Male,3640,343,92
8,2020-12-12T00:00:00.000,Arlington,Not Reported,17,0,0
9,2020-12-12T00:00:00.000,Central Shenandoah,Female,6226,220,60
10,2020-12-12T00:00:00.000,Central Shenandoah,Male,5456,223,68
11,2020-12-12T00:00:00.000,Central Shenandoah,Not Reported,246,0,0
12,2020-12-12T00:00:00.000,Central Virginia,Female,4516,140,41
13,2020-12-12T00:00:00.000,Central Virginia,Male,3942,146,54
14,2020-12-12T00:00:00.000,Central Virginia,Not Reported,257,2,1
15,2020-12-12T00:00:00.000,Chesapeake,Female,3812,292,46
16,2020-12-12T00:00:00.000,Chesapeake,Male,3519,274,42
17,2020-12-12T00:00:00.000,Chesapeake,Not Reported,17,0,0
18,2020-12-12T00:00:00.000,Chesterfield,Female,6130,302,83
19,2020-12-12T00:00:00.000,Chesterfield,Male,5487,307,93
20,2020-12-12T00:00:00.000,Chesterfield,Not Reported,180,0,4
21,2020-12-12T00:00:00.000,Chickahominy,Female,2102,119,41
22,2020-12-12T00:00:00.000,Chickahominy,Male,1914,128,38
23,2020-12-12T00:00:00.000,Chickahominy,Not Reported,60,0,0
24,2020-12-12T00:00:00.000,Crater,Female,2760,195,67
25,2020-12-12T00:00:00.000,Crater,Male,3543,165,57
26,2020-12-12T00:00:00.000,Crater,Not Reported,69,3,0
27,2020-12-12T00:00:00.000,Cumberland Plateau,Female,1881,98,17
28,2020-12-12T00:00:00.000,Cumberland Plateau,Male,1599,90,28
29,2020-12-12T00:00:00.000,Cumberland Plateau,Not Reported,151,0,0
30,2020-12-12T00:00:00.000,Eastern Shore,Female,957,81,26
31,2020-12-12T00:00:00.000,Eastern Shore,Male,890,83,26
32,2020-12-12T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-12-12T00:00:00.000,Fairfax,Female,18653,1182,308
34,2020-12-12T00:00:00.000,Fairfax,Male,17600,1538,343
35,2020-12-12T00:00:00.000,Fairfax,Not Reported,238,2,6
36,2020-12-12T00:00:00.000,Hampton,Female,1775,63,17
37,2020-12-12T00:00:00.000,Hampton,Male,1502,94,21
38,2020-12-12T00:00:00.000,Hampton,Not Reported,21,0,0
39,2020-12-12T00:00:00.000,Henrico,Female,5237,328,147
40,2020-12-12T00:00:00.000,Henrico,Male,4524,305,122
41,2020-12-12T00:00:00.000,Henrico,Not Reported,113,1,0
42,2020-12-12T00:00:00.000,Lenowisco,Female,1938,95,39
43,2020-12-12T00:00:00.000,Lenowisco,Male,1700,108,49
44,2020-12-12T00:00:00.000,Lenowisco,Not Reported,74,1,0
45,2020-12-12T00:00:00.000,Lord Fairfax,Female,4275,226,80
46,2020-12-12T00:00:00.000,Lord Fairfax,Male,3548,251,84
47,2020-12-12T00:00:00.000,Lord Fairfax,Not Reported,44,0,0
48,2020-12-12T00:00:00.000,Loudoun,Female,5816,261,88
49,2020-12-12T00:00:00.000,Loudoun,Male,5793,322,63
50,2020-12-12T00:00:00.000,Loudoun,Not Reported,100,0,0
51,2020-12-12T00:00:00.000,Mount Rogers,Female,4375,243,96
52,2020-12-12T00:00:00.000,Mount Rogers,Male,3592,257,82
53,2020-12-12T00:00:00.000,Mount Rogers,Not Reported,74,3,1
54,2020-12-12T00:00:00.000,New River,Female,3989,102,43
55,2020-12-12T00:00:00.000,New River,Male,3535,94,29
56,2020-12-12T00:00:00.000,New River,Not Reported,56,0,1
57,2020-12-12T00:00:00.000,Norfolk,Female,3726,263,47
58,2020-12-12T00:00:00.000,Norfolk,Male,3589,246,52
59,2020-12-12T00:00:00.000,Norfolk,Not Reported,16,0,0
60,2020-12-12T00:00:00.000,Peninsula,Female,3864,151,53
61,2020-12-12T00:00:00.000,Peninsula,Male,3544,168,50
62,2020-12-12T00:00:00.000,Peninsula,Not Reported,61,0,0
