,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-08T00:00:00.000,Alexandria,Female,2322,146,38
1,2020-11-08T00:00:00.000,Alexandria,Male,2164,187,38
2,2020-11-08T00:00:00.000,Alexandria,Not Reported,13,0,0
3,2020-11-08T00:00:00.000,Alleghany,Female,1902,67,24
4,2020-11-08T00:00:00.000,Alleghany,Male,1552,60,20
5,2020-11-08T00:00:00.000,Alleghany,Not Reported,19,0,1
6,2020-11-08T00:00:00.000,Arlington,Female,2500,241,71
7,2020-11-08T00:00:00.000,Arlington,Male,2533,304,84
8,2020-11-08T00:00:00.000,Arlington,Not Reported,3,0,0
9,2020-11-08T00:00:00.000,Central Shenandoah,Female,3934,160,38
10,2020-11-08T00:00:00.000,Central Shenandoah,Male,3436,156,47
11,2020-11-08T00:00:00.000,Central Shenandoah,Not Reported,21,0,0
12,2020-11-08T00:00:00.000,Central Virginia,Female,2832,96,28
13,2020-11-08T00:00:00.000,Central Virginia,Male,2454,112,37
14,2020-11-08T00:00:00.000,Central Virginia,Not Reported,160,2,1
15,2020-11-08T00:00:00.000,Chesapeake,Female,2846,257,37
16,2020-11-08T00:00:00.000,Chesapeake,Male,2412,241,43
17,2020-11-08T00:00:00.000,Chesapeake,Not Reported,6,0,0
18,2020-11-08T00:00:00.000,Chesterfield,Female,4265,240,69
19,2020-11-08T00:00:00.000,Chesterfield,Male,3891,250,79
20,2020-11-08T00:00:00.000,Chesterfield,Not Reported,140,0,3
21,2020-11-08T00:00:00.000,Chickahominy,Female,1319,98,31
22,2020-11-08T00:00:00.000,Chickahominy,Male,1296,110,30
23,2020-11-08T00:00:00.000,Chickahominy,Not Reported,29,0,0
24,2020-11-08T00:00:00.000,Crater,Female,2221,167,64
25,2020-11-08T00:00:00.000,Crater,Male,3091,146,54
26,2020-11-08T00:00:00.000,Crater,Not Reported,62,5,0
27,2020-11-08T00:00:00.000,Cumberland Plateau,Female,944,52,9
28,2020-11-08T00:00:00.000,Cumberland Plateau,Male,781,55,6
29,2020-11-08T00:00:00.000,Cumberland Plateau,Not Reported,16,0,0
30,2020-11-08T00:00:00.000,Eastern Shore,Female,788,75,26
31,2020-11-08T00:00:00.000,Eastern Shore,Male,769,75,24
32,2020-11-08T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-11-08T00:00:00.000,Fairfax,Female,13036,1012,292
34,2020-11-08T00:00:00.000,Fairfax,Male,12349,1353,323
35,2020-11-08T00:00:00.000,Fairfax,Not Reported,170,1,6
36,2020-11-08T00:00:00.000,Hampton,Female,1225,39,14
37,2020-11-08T00:00:00.000,Hampton,Male,1038,61,20
38,2020-11-08T00:00:00.000,Hampton,Not Reported,7,0,0
39,2020-11-08T00:00:00.000,Henrico,Female,3628,262,130
40,2020-11-08T00:00:00.000,Henrico,Male,3214,257,111
41,2020-11-08T00:00:00.000,Henrico,Not Reported,62,1,0
42,2020-11-08T00:00:00.000,Lenowisco,Female,1084,53,9
43,2020-11-08T00:00:00.000,Lenowisco,Male,1024,72,22
44,2020-11-08T00:00:00.000,Lenowisco,Not Reported,17,0,0
45,2020-11-08T00:00:00.000,Lord Fairfax,Female,2308,174,62
46,2020-11-08T00:00:00.000,Lord Fairfax,Male,2072,190,73
47,2020-11-08T00:00:00.000,Lord Fairfax,Not Reported,25,0,0
48,2020-11-08T00:00:00.000,Loudoun,Female,4182,235,82
49,2020-11-08T00:00:00.000,Loudoun,Male,4093,270,52
50,2020-11-08T00:00:00.000,Loudoun,Not Reported,61,0,0
51,2020-11-08T00:00:00.000,Mount Rogers,Female,2460,161,79
52,2020-11-08T00:00:00.000,Mount Rogers,Male,1914,185,73
53,2020-11-08T00:00:00.000,Mount Rogers,Not Reported,28,0,1
54,2020-11-08T00:00:00.000,New River,Female,2536,43,14
55,2020-11-08T00:00:00.000,New River,Male,2419,56,16
56,2020-11-08T00:00:00.000,New River,Not Reported,49,0,0
57,2020-11-08T00:00:00.000,Norfolk,Female,2918,214,40
58,2020-11-08T00:00:00.000,Norfolk,Male,2805,204,45
59,2020-11-08T00:00:00.000,Norfolk,Not Reported,4,0,0
60,2020-11-08T00:00:00.000,Peninsula,Female,2823,108,51
61,2020-11-08T00:00:00.000,Peninsula,Male,2613,123,41
62,2020-11-08T00:00:00.000,Peninsula,Not Reported,22,0,0
63,2020-11-08T00:00:00.000,Piedmont,Female,1040,81,17
64,2020-11-08T00:00:00.000,Piedmont,Male,1637,100,40
65,2020-11-08T00:00:00.000,Piedmont,Not Reported,7,0,0
66,2020-11-08T00:00:00.000,Pittsylvania-Danville,Female,1545,133,38
67,2020-11-08T00:00:00.000,Pittsylvania-Danville,Male,1217,86,25
