,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-16T00:00:00.000,Confirmed,185525,13332,3533
1,2020-11-16T00:00:00.000,Probable,19112,220,273
2,2020-11-15T00:00:00.000,Confirmed,183454,13290,3527
3,2020-11-15T00:00:00.000,Probable,18506,214,273
4,2020-11-14T00:00:00.000,Confirmed,182484,13267,3526
5,2020-11-14T00:00:00.000,Probable,18315,213,273
6,2020-11-13T00:00:00.000,Confirmed,181476,13204,3513
7,2020-11-13T00:00:00.000,Probable,17786,204,272
8,2020-11-12T00:00:00.000,Confirmed,180623,13141,3490
9,2020-11-12T00:00:00.000,Probable,17404,198,268
10,2020-11-11T00:00:00.000,Confirmed,179686,13080,3474
11,2020-11-11T00:00:00.000,Probable,16820,193,267
12,2020-11-10T00:00:00.000,Confirmed,178432,12996,3460
13,2020-11-10T00:00:00.000,Probable,16480,187,266
14,2020-11-09T00:00:00.000,Confirmed,177240,12936,3447
15,2020-11-09T00:00:00.000,Probable,16237,180,266
16,2020-11-08T00:00:00.000,Confirmed,176219,12886,3441
17,2020-11-08T00:00:00.000,Probable,15956,178,266
18,2020-11-07T00:00:00.000,Confirmed,175187,12846,3439
19,2020-11-07T00:00:00.000,Probable,15686,176,265
20,2020-11-06T00:00:00.000,Confirmed,173645,12762,3432
21,2020-11-06T00:00:00.000,Probable,15125,174,250
22,2020-11-05T00:00:00.000,Confirmed,172418,12695,3426
23,2020-11-05T00:00:00.000,Probable,14784,170,262
24,2020-11-04T00:00:00.000,Confirmed,171426,12631,3416
25,2020-11-04T00:00:00.000,Probable,14410,166,261
26,2020-11-03T00:00:00.000,Confirmed,170577,12583,3408
27,2020-11-03T00:00:00.000,Probable,14102,156,258
28,2020-11-02T00:00:00.000,Confirmed,169512,12522,3402
29,2020-11-02T00:00:00.000,Probable,13906,152,256
30,2020-11-01T00:00:00.000,Confirmed,168675,12495,3399
31,2020-11-01T00:00:00.000,Probable,13717,152,256
32,2020-10-31T00:00:00.000,Confirmed,167703,12452,3398
33,2020-10-31T00:00:00.000,Probable,13487,152,256
34,2020-10-30T00:00:00.000,Confirmed,166551,12368,3391
35,2020-10-30T00:00:00.000,Probable,13088,143,252
36,2020-10-29T00:00:00.000,Confirmed,165384,12314,3384
37,2020-10-29T00:00:00.000,Probable,12799,140,252
38,2020-10-28T00:00:00.000,Confirmed,164308,12248,3364
39,2020-10-28T00:00:00.000,Probable,12446,136,252
40,2020-10-27T00:00:00.000,Confirmed,163339,12190,3350
41,2020-10-27T00:00:00.000,Probable,12070,130,250
42,2020-10-26T00:00:00.000,Confirmed,162427,12132,3331
43,2020-10-26T00:00:00.000,Probable,11848,128,250
44,2020-10-25T00:00:00.000,Confirmed,161668,12107,3329
45,2020-10-25T00:00:00.000,Probable,11703,126,250
46,2020-10-24T00:00:00.000,Confirmed,160843,12075,3328
47,2020-10-24T00:00:00.000,Probable,11529,123,250
48,2020-10-23T00:00:00.000,Confirmed,160004,12018,3293
