,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-17T00:00:00.000,Confirmed,130960,10393,2734
1,2020-09-17T00:00:00.000,Probable,6500,71,186
2,2020-09-16T00:00:00.000,Confirmed,129963,10318,2711
3,2020-09-16T00:00:00.000,Probable,6396,71,173
4,2020-09-15T00:00:00.000,Confirmed,129259,10267,2691
5,2020-09-15T00:00:00.000,Probable,6255,70,148
6,2020-09-14T00:00:00.000,Confirmed,128400,10223,2607
7,2020-09-14T00:00:00.000,Probable,6171,70,136
8,2020-09-13T00:00:00.000,Confirmed,127672,10175,2591
9,2020-09-13T00:00:00.000,Probable,6142,69,133
10,2020-09-12T00:00:00.000,Confirmed,126850,10149,2589
11,2020-09-12T00:00:00.000,Probable,6090,69,133
12,2020-09-11T00:00:00.000,Confirmed,125703,10085,2578
13,2020-09-11T00:00:00.000,Probable,5937,70,133
14,2020-09-10T00:00:00.000,Confirmed,124619,10015,2575
15,2020-09-10T00:00:00.000,Probable,5906,70,133
16,2020-09-09T00:00:00.000,Confirmed,123488,9938,2564
17,2020-09-09T00:00:00.000,Probable,5801,70,133
18,2020-09-08T00:00:00.000,Confirmed,122711,9863,2553
19,2020-09-08T00:00:00.000,Probable,5696,69,133
20,2020-09-07T00:00:00.000,Confirmed,121919,9833,2551
21,2020-09-07T00:00:00.000,Probable,5652,69,133
22,2020-09-06T00:00:00.000,Confirmed,121317,9812,2545
23,2020-09-06T00:00:00.000,Probable,5609,69,133
24,2020-09-05T00:00:00.000,Confirmed,120191,9781,2544
25,2020-09-05T00:00:00.000,Probable,5536,68,133
26,2020-09-04T00:00:00.000,Confirmed,119259,9730,2529
27,2020-09-04T00:00:00.000,Probable,5520,68,133
28,2020-09-03T00:00:00.000,Confirmed,118190,9673,2519
29,2020-09-03T00:00:00.000,Probable,5478,68,133
30,2020-09-02T00:00:00.000,Confirmed,117141,9610,2508
31,2020-09-02T00:00:00.000,Probable,5401,68,133
32,2020-09-01T00:00:00.000,Confirmed,116294,9555,2479
33,2020-09-01T00:00:00.000,Probable,5321,66,133
34,2020-08-31T00:00:00.000,Confirmed,115334,9504,2447
35,2020-08-31T00:00:00.000,Probable,5260,65,133
36,2020-08-30T00:00:00.000,Confirmed,114514,9490,2436
37,2020-08-30T00:00:00.000,Probable,5233,65,133
38,2020-08-29T00:00:00.000,Confirmed,113623,9448,2435
39,2020-08-29T00:00:00.000,Probable,5186,64,133
40,2020-08-28T00:00:00.000,Confirmed,112446,9397,2417
41,2020-08-28T00:00:00.000,Probable,5146,63,133
42,2020-08-27T00:00:00.000,Confirmed,111484,9329,2394
43,2020-08-27T00:00:00.000,Probable,5095,62,133
44,2020-08-26T00:00:00.000,Confirmed,110437,9264,2382
45,2020-08-26T00:00:00.000,Probable,5021,62,133
46,2020-08-25T00:00:00.000,Confirmed,109679,9199,2370
47,2020-08-25T00:00:00.000,Probable,4956,60,124
48,2020-08-24T00:00:00.000,Confirmed,108767,9148,2352
49,2020-08-24T00:00:00.000,Probable,4863,59,119
50,2020-08-23T00:00:00.000,Confirmed,108112,9117,2348
51,2020-08-23T00:00:00.000,Probable,4854,59,119
52,2020-08-22T00:00:00.000,Confirmed,107268,9081,2324
53,2020-08-22T00:00:00.000,Probable,4804,58,119
54,2020-08-21T00:00:00.000,Confirmed,106177,9014,2319
55,2020-08-21T00:00:00.000,Probable,4683,57,117
56,2020-08-20T00:00:00.000,Confirmed,105289,8940,2310
57,2020-08-20T00:00:00.000,Probable,4593,58,117
58,2020-08-19T00:00:00.000,Confirmed,104475,8868,2293
59,2020-08-19T00:00:00.000,Probable,4544,57,117
60,2020-08-18T00:00:00.000,Confirmed,103809,8793,2278
61,2020-08-18T00:00:00.000,Probable,4473,56,118
62,2020-08-17T00:00:00.000,Confirmed,103016,8713,2268
63,2020-08-17T00:00:00.000,Probable,4405,54,117
64,2020-08-16T00:00:00.000,Confirmed,102299,8682,2266
65,2020-08-16T00:00:00.000,Probable,4388,55,115
66,2020-08-15T00:00:00.000,Confirmed,101448,8648,2265
67,2020-08-15T00:00:00.000,Probable,4302,53,116
68,2020-08-14T00:00:00.000,Confirmed,100603,8597,2255
69,2020-08-14T00:00:00.000,Probable,4235,53,115
70,2020-08-13T00:00:00.000,Confirmed,99428,8540,2248
71,2020-08-13T00:00:00.000,Probable,4194,52,115
72,2020-08-12T00:00:00.000,Confirmed,98374,8480,2238
73,2020-08-12T00:00:00.000,Probable,4147,52,114
74,2020-08-11T00:00:00.000,Confirmed,97712,8407,2232
75,2020-08-11T00:00:00.000,Probable,4033,51,112
76,2020-08-10T00:00:00.000,Confirmed,96807,8341,2215
77,2020-08-10T00:00:00.000,Probable,3942,50,112
78,2020-08-09T00:00:00.000,Confirmed,96167,8319,2214
79,2020-08-09T00:00:00.000,Probable,3919,50,112
80,2020-08-08T00:00:00.000,Confirmed,95326,8282,2211
81,2020-08-08T00:00:00.000,Probable,3863,50,111
82,2020-08-07T00:00:00.000,Confirmed,94141,8231,2208
83,2020-08-07T00:00:00.000,Probable,3741,50,109
84,2020-08-06T00:00:00.000,Confirmed,92244,8135,2191
85,2020-08-06T00:00:00.000,Probable,3623,48,108
86,2020-08-05T00:00:00.000,Confirmed,91473,8077,2164
87,2020-08-05T00:00:00.000,Probable,3576,49,110
88,2020-08-04T00:00:00.000,Confirmed,90728,8037,2134
89,2020-08-04T00:00:00.000,Probable,3523,48,110
90,2020-08-03T00:00:00.000,Confirmed,89602,7970,2108
91,2020-08-03T00:00:00.000,Probable,3504,48,110
92,2020-08-02T00:00:00.000,Confirmed,88324,7907,2108
93,2020-08-02T00:00:00.000,Probable,3458,48,110
94,2020-08-01T00:00:00.000,Confirmed,87367,7862,2105
95,2020-08-01T00:00:00.000,Probable,3434,48,110
96,2020-07-31T00:00:00.000,Confirmed,86501,7820,2067
97,2020-07-31T00:00:00.000,Probable,3387,46,107
98,2020-07-30T00:00:00.000,Confirmed,85546,7740,2035
99,2020-07-30T00:00:00.000,Probable,3358,46,106
100,2020-07-29T00:00:00.000,Confirmed,84700,7692,2020
101,2020-07-29T00:00:00.000,Probable,3293,46,105
102,2020-07-28T00:00:00.000,Confirmed,83732,7640,1991
103,2020-07-28T00:00:00.000,Probable,3262,46,104
104,2020-07-27T00:00:00.000,Confirmed,82871,7600,1978
105,2020-07-27T00:00:00.000,Probable,3201,47,104
106,2020-07-26T00:00:00.000,Confirmed,81393,7546,1975
107,2020-07-26T00:00:00.000,Probable,3174,47,103
108,2020-07-25T00:00:00.000,Confirmed,80480,7524,1972
109,2020-07-25T00:00:00.000,Probable,3129,46,103
110,2020-07-24T00:00:00.000,Confirmed,79253,7472,1964
111,2020-07-24T00:00:00.000,Probable,3111,43,103
112,2020-07-23T00:00:00.000,Confirmed,78182,7394,1951
113,2020-07-23T00:00:00.000,Probable,3055,43,103
114,2020-07-22T00:00:00.000,Confirmed,77380,7307,1948
115,2020-07-22T00:00:00.000,Probable,3013,44,103
116,2020-07-21T00:00:00.000,Confirmed,76427,7223,1945
117,2020-07-21T00:00:00.000,Probable,2944,44,103
118,2020-07-20T00:00:00.000,Confirmed,75415,7157,1927
119,2020-07-20T00:00:00.000,Probable,2960,44,104
120,2020-07-19T00:00:00.000,Confirmed,74490,7121,1923
121,2020-07-19T00:00:00.000,Probable,2940,44,104
122,2020-07-18T00:00:00.000,Confirmed,73420,7102,1921
123,2020-07-18T00:00:00.000,Probable,2953,45,104
124,2020-07-17T00:00:00.000,Confirmed,72516,7040,1909
125,2020-07-17T00:00:00.000,Probable,2917,47,104
126,2020-07-16T00:00:00.000,Confirmed,71570,6975,1903
127,2020-07-16T00:00:00.000,Probable,2861,45,104
128,2020-07-15T00:00:00.000,Confirmed,70669,6859,1882
129,2020-07-15T00:00:00.000,Probable,2858,46,110
130,2020-07-14T00:00:00.000,Confirmed,69610,6771,1870
131,2020-07-14T00:00:00.000,Probable,2833,46,107
132,2020-07-13T00:00:00.000,Confirmed,68814,6720,1861
133,2020-07-13T00:00:00.000,Probable,2828,45,107
134,2020-07-12T00:00:00.000,Confirmed,67830,6699,1859
135,2020-07-12T00:00:00.000,Probable,2840,45,107
136,2020-07-11T00:00:00.000,Confirmed,66963,6663,1857
137,2020-07-11T00:00:00.000,Probable,2819,44,105
138,2020-07-10T00:00:00.000,Confirmed,66095,6632,1853
139,2020-07-10T00:00:00.000,Probable,2836,43,105
